LAU212CD,LAU212NM,FID
UKM5001005,Oldmachar,809
UKM5001006,Bridge of Don,810
UKM5001007,Donmouth,811
UKM5001008,Newhills,812
UKM5001009,Auchmill,813
UKM5001010,Cummings Park,814
UKM5001011,Springhill,815
UKM5001012,Mastrick,816
UKM3600064,""Croy, Kilsyth South And Smithstone"",817
UKM5001013,Sheddocksley,818
UKM5001014,Summerhill,819
UKM5001015,Hilton,820
UKM5001016,Woodside,821
UKM3600065,Queenzieburn and Kilsyth West,822
UKM5001017,St. Machar,823
UKM3600066,Banton and Kilsyth East,824
UKM5001018,Seaton,825
UKM3600067,Moodiesburn East and Blackwood West,826
UKM5001019,Kittybrewster,827
UKM3600068,Moodiesburn West and Gartcosh,828
UKM5001020,Stockethill,829
UKM3600069,Chryston and Auchinloch,830
UKM5001021,Berryden,831
UKM3600070,Stepps,832
UKM5001022,Sunnybank,833
UKM3700001,Troon North,834
UKM5001023,Pittodrie,835
UKM3700002,Troon West,836
UKM5001024,Midstocket,837
UKM3700003,Troon East,838
UKM5001025,Queens Cross,839
UKM3700004,Troon South,840
UKM5001026,Gilcomston,841
UKM3700005,Prestwick St Ninian's,842
UKM5001027,Langstane,843
UKM3700006,Prestwick St Cuthbert's and Monkton,844
UKM5001028,Castlehill,845
UKM3700007,Prestwick St Nicholas',846
UKM5001029,Hazlehead,847
UKM3700008,Prestwick Kingcase,848
UKM5001030,Peterculter,849
UKM3700009,Prestwick Toll,850
UKM5001031,Murtle,851
UKM3700010,Ayr Newton,852
UKM5001032,Cults,853
UKM3700011,Ayr Lochside,854
UKM5001033,Seafield,855
UKM3700012,Ayr Whitletts,856
UKM5001034,Ashley,857
UKM3700013,Ayr Craigie,858
UKM5001035,Broomhill,859
UKM3700014,Ayr Central,860
UKM5001036,Garthdee,861
UKM3700015,Ayr Fort,862
UKM5001037,Gairn,863
UKM3700016,Ayr Old Belmont,864
UKM5001038,Duthie,865
UKM3700017,Ayr Forehill,866
UKM5001039,Torry,867
UKM3700018,Ayr Masonhill,868
UKM5001040,Tullos Hill,869
UKM3700019,Ayr Belmont,870
UKM5001041,Kincorth West,871
UKM3700020,Ayr Doonfoot and Seafield,872
UKM5001042,Nigg,873
UKM3700021,Ayr Rozelle,874
UKM5001043,Loirston,875
UKM3700022,Dundonald and Loans,876
UKM5002001,Durn,877
UKM3700023,Tarbolton Symington Craigie,878
UKM5002002,Banff West and Boyndie,879
UKM3700024,Annbank Mossblown St Quivox,880
UKM5002003,Banff,881
UKM3700025,Coylton and Minishant,882
UKM3700026,North Carrick and Maybole West,883
UKM3700027,North Carrick and Maybole East,884
UKM3700028,South Carrick,885
UKM3700029,Girvan Ailsa,886
UKM3700030,Girvan Glendoune,887
UKM3800001,Lanark North,888
UKM3800002,Lanark South,889
UKM3800003,Lesmahagow,890
UKM3800004,Blackwood,891
UKM3800005,Clyde Valley,892
UKM3800006,Biggar/Symington and Black Mount,893
UKM3800007,Duneaton/Carmichael,894
UKM3800008,Carstairs/Carnwath,895
UKM3800009,Douglas,896
UKM3800010,Carluke/Whitehill,897
UKM3800011,Carluke/Crawforddyke,898
UKM3800012,Forth,899
UKM3800013,Law/Carluke,900
UKM6204010,Lossiemouth East,901
UKM5002054,Aboyne,902
UKM3800014,Long Calderwood,903
UKM6102016,Dornoch Firth,904
UKM5002055,Mid Deeside,905
UKM6204011,Lossiemouth West,906
UKM6201001,Beauly and Strathglass,907
UKM3800015,Calderglen,908
UKM5002056,Banchory West,909
UKM6204012,Lhanbryde and Birnie,910
UKM6201002,Kirkhill,911
UKM3800016,Blacklaw,912
UKM5002057,Banchory East and Crathes,913
UKM6204013,Innes,914
UKM6201003,Scorguie,915
UKM3800017,Morrishall,916
UKM5002058,Lower Deeside,917
UKM6204014,Lennox,918
UKM6201004,Muirtown,919
UKM3800018,Maxwelton,920
UKM6305002,Skye West,921
UKM5002059,Portlethen North,922
UKM6204015,Buckie West,923
UKM6201005,Merkinch,924
UKM3800019,East Mains,925
UKM6305003,Portree,926
UKM5002060,Portlethen South,927
UKM6204016,Buckie Central,928
UKM6201006,Inverness Central,929
UKM3800020,West Mains,930
UKM6305004,Skye Central,931
UKM5002061,""Newtonhill, Muchalls and Cammachmore"",932
UKM6204017,Buckie East and Findochty,933
UKM6201007,Culloden,934
UKM3800021,Duncanrig,935
UKM6305005,Kyle and Sleat,936
UKM5002062,Stonehaven North and Fetteresso,937
UKM6204018,Rathford,938
UKM6201008,""Ardersier, Croy and Petty"",939
UKM3800022,Westwoodhill,940
UKM6305006,Kinlochshiel,941
UKM5002063,Stonehaven Central,942
UKM6204019,Fife - Keith and Strathisla,943
UKM6201009,Loch Ness West,944
UKM3800023,Headhouse,945
UKM6400001,Port of Ness,946
UKM5002064,Stonehaven South,947
UKM6204020,Keith,948
UKM6201010,Inverness West,949
UKM3800024,Heatheryknowe,950
UKM6400002,Dell,951
UKM5002065,Mearns North,952
UKM6204021,Rural Keith and Rothes,953
UKM6201011,Canal,954
UKM3800025,Greenhills,955
UKM6400003,Barvas and Arnol,956
UKM5002066,Mearns Central,957
UKM6301001,Arran,958
UKM6201012,Ballifeary,959
UKM3800026,Whitehills,960
UKM6400004,Shawbost,961
UKM5002067,""Inverbervie, Gourdon and Johnshaven"",962
UKM6301002,Largs West and Cumbrae,963
UKM6201013,Lochardil,964
UKM3800027,Hairmyres/Crosshouse,965
UKM6400005,Carloway,966
UKM5002068,Mearns South,967
UKM6302001,""Islay North, Jura and Colonsay"",968
UKM6201014,Hilton,969
UKM3800028,Mossneuk/Kittoch,970
UKM6400006,Uig,971
UKM6101001,Lochbroom,972
UKM6302002,Islay South,973
UKM6201015,Milton,974
UKM3800029,Stewartfield,975
UKM6400007,Gress,976
UKM6101002,Alness and Ardross,977
UKM6302003,Mull,978
UKM6201016,Crown,979
UKM3800030,Lindsay,980
UKM6400008,Coll,981
UKM6101003,Tain West,982
UKM6302004,Tiree and Coll,983
UKM6201017,Raigmore,984
UKM3800031,Avondale North,985
UKM6400009,Blackwater,986
UKM6101004,Tain East,987
UKM6303001,South Kintyre,988
UKM6201018,Loch Ness East,989
UKM3800032,Avondale South,990
UKM6400010,Laxdale,991
UKM6101005,Seaboard,992
UKM6303002,Campbeltown Central,993
UKM6201019,Culduthel,994
UKM3800033,Blantyre West,995
UKM6400011,Coulregrein,996
UKM6101006,Invergordon,997
UKM6303003,East Central Kintyre,998
UKM6201020,Inshes,999
UKM3800034,Coatshill/Low Blantyre,1000
UKM3800035,Burnbank/Blantyre,1001
UKM3800036,High Blantyre,1002
UKM3800037,Hamilton Centre North,1003
UKM3800038,Whitehill,1004
UKM5002004,Aberchirder,1005
UKM3800039,Bothwell South,1006
UKM3800040,Uddingston South/Bothwell,1007
UKM3800041,Uddingston,1008
UKM3800042,Hillhouse,1009
UKM3800043,Udston,1010
UKM3800044,Wellhall/Earnock,1011
UKM3800045,Earnock,1012
UKM3800046,Woodhead/Meikle Earnock,1013
UKM3800047,Hamilton Centre/Ferniegair,1014
UKM3800048,Low Waters,1015
UKM3800049,Silvertonhill,1016
UKM3800050,Cadzow,1017
UKM3800051,Dalserf,1018
UKM3800052,Larkhall East,1019
UKM3800053,Larkhall West,1020
UKM3800054,Larkhall South,1021
UKM3800055,Stonehouse,1022
UKM3800056,Rutherglen West,1023
UKM3800057,Stonelaw,1024
UKM3800058,Bankhead,1025
UKM3800059,Spittal/Blairbeth,1026
UKM3800060,Burgh,1027
UKM3800061,Cairns,1028
UKM3800062,Hallside,1029
UKM3800063,Cambuslang Central,1030
UKM6400012,Castle,1031
UKM6400013,Manor Park,1032
UKM6400014,Goathill,1033
UKM6400015,Bayhead,1034
UKM6101007,Rosskeen and Saltburn,1035
UKM6400016,Newton,1036
UKM6303004,North and West Kintyre,1037
UKM6101008,Gairloch,1038
UKM5002005,Macduff,1039
UKM6400017,Plasterfield,1040
UKM6303005,Knapdale,1041
UKM6101009,Lochcarron,1042
UKM5002006,Gamrie-King Edward,1043
UKM6400018,Braighe,1044
UKM6303006,Lochgilphead,1045
UKM6201021,Drumossie,1046
UKM6101010,Ferindonald,1047
UKM5002007,Buchan North,1048
UKM6400019,Knock and Bayble,1049
UKM6303007,Craignish - Glenaray,1050
UKM6201022,Westhill and Smithton,1051
UKM6101011,Strathpeffer and Strathconon,1052
UKM5002008,Fraserburgh West,1053
UKM6400020,Tiumpan,1054
UKM6303008,Awe,1055
UKM6201023,Balloch,1056
UKM6101012,Dingwall South,1057
UKM5002009,Fraserburgh North,1058
UKM6400021,North Lochs,1059
UKM6303009,Oban North,1060
UKM6201024,Nairn Alltan,1061
UKM6101013,Dingwall North,1062
UKM5002010,Fraserburgh East,1063
UKM6400022,Lochs,1064
UKM6303010,Oban Central,1065
UKM6201025,Nairn Ninian,1066
UKM6101014,Muir of Ord,1067
UKM5002011,Fraserburgh South,1068
UKM6400023,Harris West,1069
UKM6303011,Oban South,1070
UKM6201026,Nairn Cawdor,1071
UKM6101015,Conon and Maryburgh,1072
UKM5002012,Buchan North East,1073
UKM6400024,Harris East,1074
UKM6303012,Ardconnel - Kilmore,1075
UKM6201027,Nairn Auldearn,1076
UKM6101016,Knockbain and Killearnan,1077
UKM5002013,South Buchan,1078
UKM6400025,Paible,1079
UKM6303013,North Lorn,1080
UKM6202001,Badenoch West,1081
UKM6101017,Black Isle North,1082
UKM5002014,Central Buchan,1083
UKM6400026,Lochmaddy,1084
UKM6303014,Bute North,1085
UKM6202002,Badenoch East,1086
UKM6101018,Avoch Fortrose,1087
UKM5002015,Lonmay and St Fergus,1088
UKM6400027,North Benbecula,1089
UKM6303015,Bute Central,1090
UKM6202003,Strathspey South,1091
UKM6101019,Beauly and Strathglass,1092
UKM5002016,Mintlaw-Old Deer,1093
UKM6400028,Eochar,1094
UKM6303016,Bute South,1095
UKM6202004,Strathspey North East,1096
UKM6101020,Dornoch Firth,1097
UKM5002017,Mintlaw-Longside,1098
UKM6400029,Loch Eynort,1099
UKM6303017,East Lochfyne,1100
UKM6202005,Grantown on Spey,1101
UKM6102001,Caithness North West,1102
UKM6102002,Thurso West,1103
UKM6102003,Thurso Central,1104
UKM6102004,Thurso East,1105
UKM6102005,Caithness Central,1106
UKM6102006,Caithness North East,1107
UKM6102007,Wick,1108
UKM6102008,Wick West,1109
UKM6102009,Pulteneytown,1110
UKM6102010,Caithness South East,1111
UKM6102011,Sutherland North West,1112
UKM6102012,Tongue and Farr,1113
UKM6102013,Sutherland Central,1114
UKM6102014,Golspie and Rogart,1115
UKM6102015,Brora,1116
UKM6400030,Daliburgh and Eriskay,1117
UKM5002018,Boddam-Inverugie,1118
UKM6400031,Barra and Vatersay,1119
UKM5002019,Blackhouse,1120
UKM6203001,Forres East,1121
UKM6303018,Kirn and Hunter's Quay,1122
UKM6500001,Pickaquoy,1123
UKM5002020,Buchanhaven,1124
UKM6203002,Forres Central,1125
UKM6303019,Ardenslate,1126
UKM6500002,Berstane and Work,1127
UKM5002021,Peterhead Central-Roanheads,1128
UKM6203003,Finderne,1129
UKM6303020,Milton,1130
UKM6500003,Warrenfield,1131
UKM5002022,Clerkhill,1132
UKM6203004,Forres West and Altyre,1133
UKM6303021,Auchamore and Innellan,1134
UKM6500004,Lynnfield,1135
UKM5002023,Dales-Towerhill,1136
UKM6203005,Heldon and Laich,1137
UKM6303022,Holy Loch,1138
UKM6500005,Brandyquoy,1139
UKM5002024,Cruden,1140
UKM6203006,Rural Keith and Rothes,1141
UKM6303023,""Arrochar, Luss, Arden and Ardenconnel"",1142
UKM6500006,Papdale,1143
UKM5002025,Turriff West,1144
UKM6203007,Speyside,1145
UKM6304001,Mallaig and Small Isles,1146
UKM6500007,Scapa and Kirkwall South West,1147
UKM5002026,Turriff East,1148
UKM6203008,Glenlivet,1149
UKM6304002,Kilmallie and Invergarry,1150
UKM6500008,Shapinsay and Kirkwall Harbour,1151
UKM5002027,Upper Ythan,1152
UKM6204001,Elgin - Bishopmill West,1153
UKM6304003,Claggan and Glen Spean,1154
UKM6500009,Stromness North,1155
UKM5002028,Fyvie-Methlick,1156
UKM6204002,Elgin - Bishopmill East,1157
UKM6304004,Ardnamurchan and Morvern,1158
UKM6500010,""Stromness South, Graemsay and North Hoy"",1159
UKM5002029,Tarves,1160
UKM6204003,Elgin - Cathedral,1161
UKM6304005,Caol,1162
UKM6500011,""Orphir, Walls and Flotta"",1163
UKM5002030,Ythan,1164
UKM6204004,Elgin - Central West,1165
UKM6304006,Fort William North,1166
UKM6500012,Firth and Sunnybrae,1167
UKM5002031,Ellon Town,1168
UKM6204005,New Elgin West,1169
UKM6304007,Fort William South,1170
UKM6500013,Harray and Stenness,1171
UKM5002032,Logie Buchan,1172
UKM6204006,New Elgin East,1173
UKM6304008,Glencoe,1174
UKM6500014,""Evie, Rendall, Rousay, Egilsay and Wyre"",1175
UKM5002033,Meldrum,1176
UKM6204007,Finderne,1177
UKM6305001,Snizort and Trotternish,1178
UKM5002034,Udny-Slains,1179
UKM6204008,Burghsea,1180
UKM5002035,Belhelvie,1181
UKM6204009,Heldon and Laich,1182
UKM5002036,Insch,1183
UKM5002037,Chapel and Gadie,1184
UKM5002038,Inverurie North,1185
UKM5002039,Inverurie Central,1186
UKM5002040,Inverurie South and Port Elphinstone,1187
UKM5002041,Kintore and Keithhall,1188
UKM5002042,Newmachar and Fintray,1189
UKM5002043,Kemnay,1190
UKM5002044,Echt,1191
UKM5002045,Kinellar and Westhill North,1192
UKM5002046,Westhill Central,1193
UKM5002047,Elrick,1194
UKM5002048,Huntly West,1195
UKM5002049,Huntly East,1196
UKM5002050,Strathbogie,1197
UKM5002051,Donside and Cromar,1198
UKM5002052,Alford,1199
UKM5002053,Upper Deeside,1200
UKN0305018,Knocknashane,1201
UKN0305019,Magheralin,1202
UKN0305020,Mourneview,1203
UKN0305021,Parklake,1204
UKN0305022,Taghnevan,1205
UKN0305023,Tavanagh,1206
UKN0305024,The Birches,1207
UKN0305025,Waringstown,1208
UKN0305026,Woodville,1209
UKN0306001,Ardglass,1210
UKN0306002,Audleys Acre,1211
UKN0306003,Ballymaglave,1212
UKN0306004,Ballymote,1213
UKN0306005,Ballynahinch East,1214
UKN0306006,Castlewellan,1215
UKN0306007,Cathedral,1216
UKN0301001,Aldergrove,1217
UKN0306008,Crossgar,1218
UKN0306009,Derryboy,1219
UKN0306010,Donard,1220
UKN0306011,Drumaness,1221
UKN0306012,Dundrum,1222
UKN0306013,Dunmore,1223
UKN0301002,Balloo,1224
UKN0306014,Killough,1225
UKN0301003,Ballycraigy,1226
UKN0306015,Killyleagh,1227
UKN0301004,Clady,1228
UKN0306016,Kilmore,1229
UKN0202004,Ballyduff,1230
UKN0303009,Craigywarren,1231
UKN0204006,Collin Glen,1232
UKN0100022,Falls Park,1233
UKM6500015,Birsay and Dounby,1234
UKN0301005,Cranfield,1235
UKN0306017,Murlough,1236
UKN0202005,Ballyhenry,1237
UKN0303010,Cullybackey,1238
UKN0204007,Derryaghy,1239
UKN0100023,Finaghy,1240
UKM6500016,Sandwick and Stromness Landward,1241
UKN0301006,Crumlin,1242
UKN0306018,Quoile,1243
UKN0202006,Ballynure,1244
UKN0303011,Dunclug,1245
UKN0204008,Dromara,1246
UKN0100024,Fortwilliam,1247
UKM6500017,St Andrew's Deerness and Wideford,1248
UKN0301007,Drumanaway,1249
UKN0306019,Saintfield,1250
UKN0202007,Ballyrobert,1251
UKN0303012,Dunminning,1252
UKN0204009,Drumbo,1253
UKN0100025,Glen Road,1254
UKM6500018,Holm and Burray,1255
UKN0301008,Farranshane,1256
UKN0306020,Seaforde,1257
UKN0202008,Burnthill,1258
UKN0303013,Fair Green,1259
UKN0204010,Dunmurry,1260
UKN0100026,Glencairn,1261
UKM6500019,South Ronaldsay,1262
UKN0301009,Fountain Hill,1263
UKN0306021,Shimna,1264
UKN0202009,Carnmoney,1265
UKN0303014,Galgorm,1266
UKN0204011,Glenavy,1267
UKN0100027,Glencolin,1268
UKM6500020,""Sanday, North Ronaldsay and Stronsay"",1269
UKN0301010,Greystone,1270
UKN0306022,Strangford,1271
UKN0202010,Cloughfern,1272
UKN0303015,Glenravel,1273
UKN0204012,Harmony Hill,1274
UKN0100028,Highfield,1275
UKM6500021,""Papa Westray, Westray and Eday"",1276
UKN0301011,Massereene,1277
UKN0306023,Tollymore,1278
UKN0202011,Collinbridge,1279
UKN0303016,Glenwhirry,1280
UKN0204013,Hilden,1281
UKN0100029,Island,1282
UKM6600001,Sound,1283
UKN0301012,Parkgate,1284
UKN0307001,Antiville,1285
UKN0202012,Coole,1286
UKN0303017,Grange,1287
UKN0204014,Hillhall,1288
UKN0100030,Knock,1289
UKM6600002,Clickimin,1290
UKN0301013,Randalstown,1291
UKN0307002,Ballycarry,1292
UKN0202013,Doagh,1293
UKN0303018,Harryville,1294
UKN0204015,Hillsborough,1295
UKN0100031,Ladybrook,1296
UKM6600003,North Central,1297
UKN0301014,Shilvodan,1298
UKN0307003,Ballyloran,1299
UKN0202014,Dunanney,1300
UKN0303019,Kells,1301
UKN0204016,Kilwee,1302
UKN0100032,Legoniel,1303
UKM6600004,Breiwick,1304
UKN0301015,Springfarm,1305
UKN0307004,Blackcave,1306
UKN0202015,Glebe,1307
UKN0303020,Moat,1308
UKN0204017,Knockmore,1309
UKN0100033,Malone,1310
UKN0100034,Musgrave,1311
UKN0100035,New Lodge,1312
UKN0100036,Orangefield,1313
UKN0100037,Ravenhill,1314
UKN0100038,Rosetta,1315
UKN0100039,Shaftesbury,1316
UKN0100040,Shankill,1317
UKN0100041,Stormont,1318
UKN0100042,Stranmillis,1319
UKN0100043,Sydenham,1320
UKN0100044,The Mount,1321
UKN0100045,Upper Malone,1322
UKN0100046,Upper Springfield,1323
UKN0100047,Water Works,1324
UKN0100048,Whiterock,1325
UKN0100049,Windsor,1326
UKN0100050,Woodstock,1327
UKN0100051,Woodvale,1328
UKN0201001,Blackhead,1329
UKN0201002,Bluefield,1330
UKN0201003,Boneybefore,1331
UKN0201004,Burleigh Hill,1332
UKN0201005,Clipperstown,1333
UKN0201006,Eden,1334
UKN0201007,Gortalee,1335
UKN0201008,Greenisland,1336
UKN0201009,Killycrot,1337
UKN0201010,Knockagh,1338
UKN0201011,Love Lane,1339
UKN0201012,Milebush,1340
UKN0201013,Northland,1341
UKN0201014,Sunnylands,1342
UKN0201015,Victoria,1343
UKN0201016,Whitehead,1344
UKN0201017,Woodburn,1345
UKN0202001,Abbey,1346
UKN0202002,Ballyclare North,1347
UKN0202003,Ballyclare South,1348
UKN0307005,Carncastle,1349
UKN0301016,Steeple,1350
UKN0303021,Park,1351
UKN0307006,Carnlough,1352
UKN0202016,Glengormley,1353
UKN0204018,Lagan Valley,1354
UKM6600005,South Central,1355
UKN0401004,The Vow,1356
UKN0301017,Stiles,1357
UKN0303022,Portglenone,1358
UKN0307007,Central,1359
UKN0202017,Hawthorne,1360
UKN0204019,Lambeg,1361
UKM6600006,Harbour and Bressay,1362
UKN0401005,Ballyhoe and Corkey,1363
UKN0301018,Templepatrick,1364
UKN0303023,Slemish,1365
UKN0307008,Craigy Hill,1366
UKN0202018,Hightown,1367
UKN0204020,Lisnagarvy,1368
UKM6600007,North,1369
UKN0401006,Benvardin,1370
UKN0301019,Toome,1371
UKN0303024,Summerfield,1372
UKN0307009,Gardenmore,1373
UKN0202019,Jordanstown,1374
UKN0204021,Maghaberry,1375
UKM6600008,""Upper Sound, Gulberwick and Quarff"",1376
UKN0401007,Carnany,1377
UKN0302001,Ballygowan,1378
UKN0304001,Ballydown,1379
UKN0307010,Glenarm,1380
UKN0202020,Mallusk,1381
UKN0204022,Magheralave,1382
UKM6600009,Unst and Island of Fetlar,1383
UKN0401008,Dervock,1384
UKN0302002,Ballyrainey,1385
UKN0304002,Ballyward,1386
UKN0307011,Glynn,1387
UKN0202021,Monkstown,1388
UKN0204023,Maze,1389
UKM6600010,Yell,1390
UKN0401009,Fairhill,1391
UKN0302003,Ballywalter,1392
UKN0304003,Banbridge West,1393
UKN0307012,Harbour,1394
UKN0202022,Mossley,1395
UKN0204024,Moira,1396
UKM6600011,""Northmavine, Muckle Roe and Busta"",1397
UKN0401010,Glebe,1398
UKN0302004,Bradshaw's Brae,1399
UKN0304004,Bannside,1400
UKN0307013,Island Magee,1401
UKN0202023,Rostulla,1402
UKN0204025,Old Warren,1403
UKM6600012,Delting West,1404
UKN0401011,Killoquin Lower,1405
UKN0302005,Carrowdore,1406
UKN0304005,Dromore North,1407
UKN0307014,Kilwaughter,1408
UKN0202024,Valley,1409
UKN0204026,Poleglass,1410
UKM6600013,Delting East and Lunnasting,1411
UKN0401012,Knockaholet,1412
UKN0302006,Central,1413
UKN0304006,Dromore South,1414
UKN0307015,Town Parks,1415
UKN0202025,Whitehouse,1416
UKN0204027,Seymour Hill,1417
UKM6600014,""Nesting, Whiteness, Girlsta and Gott"",1418
UKN0401013,Newhill,1419
UKN0302007,Comber East,1420
UKN0304007,Edenderry,1421
UKN0304008,Fort,1422
UKN0304009,Gilford,1423
UKN0304010,Gransha,1424
UKN0304011,Katesbridge,1425
UKN0304012,Lawrencetown,1426
UKN0304013,Loughbrickland,1427
UKN0304014,Quilly,1428
UKN0304015,Rathfriland,1429
UKN0304016,Seapatrick,1430
UKN0304017,The Cut,1431
UKN0305001,Aghagallon,1432
UKN0305002,Annagh,1433
UKN0305003,Ballybay,1434
UKN0305004,Ballyoran,1435
UKN0305005,Bleary,1436
UKN0305006,Brownstown,1437
UKN0305007,Church,1438
UKN0305008,Corcrain,1439
UKN0305009,Court,1440
UKN0305010,Derrytrasna,1441
UKN0305011,Donaghcloney,1442
UKN0305012,Drumgask,1443
UKN0305013,Drumgor,1444
UKN0305014,Drumnamoe,1445
UKN0305015,Edenderry,1446
UKN0305016,Kernan,1447
UKN0305017,Killycomain,1448
UKN0401001,Clogh Mills,1449
UKN0401002,Dunloy,1450
UKN0203001,Ballyhanwood,1451
UKM6600015,Scalloway,1452
UKN0401003,Killoquin Upper,1453
UKN0203002,Beechill,1454
UKM6600016,Whalsay/Skerries,1455
UKN0203003,Cairnshill,1456
UKM6600017,""Sandsting, Aithsting and Weisdale"",1457
UKN0204028,Tonagh,1458
UKN0203004,Carrowreagh,1459
UKM6600018,""Walls, Sandness and Clousta"",1460
UKN0204029,Twinbrook,1461
UKN0203005,Carryduff East,1462
UKM6600019,Burra/Trondra,1463
UKN0204030,Wallace Park,1464
UKN0203006,Carryduff West,1465
UKM6600020,Cunningsburgh and Sandwick,1466
UKN0205001,Ballycrochan,1467
UKN0203007,Cregagh,1468
UKM6600021,""Sandwick, Levenwick and Bigton"",1469
UKN0205002,Ballyholme,1470
UKN0203008,Downshire,1471
UKM6600022,Dunrossness,1472
UKN0205003,Ballymaconnell,1473
UKN0203009,Dundonald,1474
UKN0100001,Andersonstown,1475
UKN0205004,Ballymagee,1476
UKN0203010,Enler,1477
UKN0100002,Ardoyne,1478
UKN0205005,Bangor Castle,1479
UKN0203011,Galwally,1480
UKN0100003,Ballyhackamore,1481
UKN0205006,Bloomfield,1482
UKN0203012,Gilnahirk,1483
UKN0100004,Ballymacarrett,1484
UKN0205007,Broadway,1485
UKN0203013,Graham's Bridge,1486
UKN0100005,Ballynafeigh,1487
UKN0205008,Bryansburn,1488
UKN0203014,Hillfoot,1489
UKN0100006,Ballysillan,1490
UKN0205009,Churchill,1491
UKN0203015,Knockbracken,1492
UKN0100007,Beechmount,1493
UKN0205010,Clandeboye,1494
UKN0203016,Lisnasharragh,1495
UKN0100008,Bellevue,1496
UKN0205011,Conlig,1497
UKN0203017,Lower Braniel,1498
UKN0100009,Belmont,1499
UKN0205012,Craigavad,1500
UKN0203018,Minnowburn,1501
UKN0100010,Blackstaff,1502
UKN0205013,Crawfordsburn,1503
UKN0203019,Moneyreagh,1504
UKN0100011,Bloomfield,1505
UKN0205014,Cultra,1506
UKN0203020,Newtownbreda,1507
UKN0100012,Botanic,1508
UKN0205015,Dufferin,1509
UKN0203021,Tullycarnet,1510
UKN0100013,Castleview,1511
UKN0205016,Groomsport,1512
UKN0203022,Upper Braniel,1513
UKN0100014,Cavehill,1514
UKN0302008,Comber North,1515
UKN0205017,Harbour,1516
UKN0401014,Route,1517
UKN0203023,Wynchurch,1518
UKN0100015,Cherryvalley,1519
