te,Cosit,Period,LaneNumber,LaneDirection,DirectionDescription,Volume,Flag Text
07/01/2004 02:00,000000009913,60,1,2,South,8
07/01/2004 02:00,000000009913,60,2,2,South,4
07/01/2004 03:00,000000009913,60,1,2,South,3
07/01/2004 03:00,000000009913,60,2,2,South,3
07/01/2004 04:00,000000009913,60,1,2,South,5
07/01/2004 04:00,000000009913,60,2,2,South,8
07/01/2004 05:00,000000009913,60,1,2,South,29
07/01/2004 05:00,000000009913,60,2,2,South,45
07/01/2004 06:00,000000009913,60,1,2,South,71
07/01/2004 06:00,000000009913,60,2,2,South,148
07/01/2004 07:00,000000009913,60,1,2,South,317,Override
07/01/2004 07:00,000000009913,60,2,2,South,576,Override
07/01/2004 08:00,000000009913,60,1,2,South,270
07/01/2004 08:00,000000009913,60,2,2,South,682,Override
07/01/2004 09:00,000000009913,60,1,2,South,216
07/01/2004 09:00,000000009913,60,2,2,South,379
07/01/2004 10:00,000000009913,60,1,2,South,202
07/01/2004 10:00,000000009913,60,2,2,South,254
07/01/2004 11:00,000000009913,60,1,2,South,202
07/01/2004 11:00,000000009913,60,2,2,South,253
07/01/2004 12:00,000000009913,60,1,2,South,243
07/01/2004 12:00,000000009913,60,2,2,South,236
07/01/2004 13:00,000000009913,60,1,2,South,268
07/01/2004 13:00,000000009913,60,2,2,South,265
07/01/2004 14:00,000000009913,60,1,2,South,309
07/01/2004 14:00,000000009913,60,2,2,South,238
07/01/2004 15:00,000000009913,60,1,2,South,350
07/01/2004 15:00,000000009913,60,2,2,South,297
07/01/2004 16:00,000000009913,60,1,2,South,517
07/01/2004 16:00,000000009913,60,2,2,South,319
07/01/2004 17:00,000000009913,60,1,2,South,710
07/01/2004 17:00,000000009913,60,2,2,South,382
07/01/2004 18:00,000000009913,60,1,2,South,383
07/01/2004 18:00,000000009913,60,2,2,South,224
07/01/2004 19:00,000000009913,60,1,2,South,191
07/01/2004 19:00,000000009913,60,2,2,South,145
07/01/2004 20:00,000000009913,60,1,2,South,124
07/01/2004 20:00,000000009913,60,2,2,South,101
