""ID"",""Occupancy ID Number"",""Street"",""Zip Code"",""Census Tract""
""1"",""000262         "",""E ST CATHERINE ST"",""40203     "",""0062.00""
""2"",""004317         "",""S 38TH ST"",""40211     "",""0009.00""
""3"",""022555         "",""S SHELBY ST"",""40203     "",""0062.00""
""4"",""003707         "",""E BRECKINRIDGE ST"",""40203     "",""0062.00""
""5"",""005461         "",""W MAIN ST"",""40212     "",""0023.00""
""6"",""002437         "",""S 3RD ST"",""40208     "",""       ""
""7"",""022921         "",""WILSON AVE"",""40210     "",""       ""
""8"",""022941         "",""N 29TH ST"",""40212     "",""       ""
""9"",""022941         "",""N 29TH ST"",""40212     "",""       ""
""10"",""022960         "",""MAPLE ST"",""40211     "",""       ""
""11"",""022960         "",""MAPLE ST"",""40211     "",""       ""
""12"",""005461         "",""W MAIN ST"",""40212     "",""0023.00""
""13"",""023213         "",""LARKSPUR AVE"",""40213     "",""       ""
""14"",""023220         "",""S 40TH ST"",""40211     "",""0011.00""
""15"",""015310         "",""PORTLAND AVE"",""40203     "",""0002.00""
""16"",""013953         "",""W MARKET ST"",""40212     "",""0007.00""
""17"",""022588         "",""S 24TH ST"",""40211     "",""0018.00""
""18"",""023418         "",""ARLING AVE"",""40215     "",""       ""
""19"",""001468         "",""CARLTON TER"",""40205     "",""0089.00""
""20"",""001469         "",""CARLTON TER"",""40205     "",""0089.00""
""21"",""004426         "",""CARLTON TER"",""40205     "",""0089.00""
""22"",""002475         "",""S 3RD ST"",""40203     "",""0051.00""
""23"",""002475         "",""S 3RD ST"",""40203     "",""0051.00""
""24"",""023576         "",""KILMORY AVE"",""40214     "",""0091.03""
""25"",""023578         "",""PARK AVE"",""40208     "",""0052.00""
""26"",""014673         "",""PARK AVE"",""40208     "",""0052.00""
""27"",""023579         "",""ALPINE WAY"",""40214     "",""0090.00""
""28"",""023580         "",""INVERNESS AVE"",""40214     "",""0090.00""
""29"",""023581         "",""DEVERS AVE"",""40214     "",""0090.00""
""30"",""023594         "",""LAWTON CT"",""40204     "",""0071.00""
""31"",""023595         "",""EHRLER DR"",""40213     "",""0093.00""
""32"",""024274         "",""JULIA AVE"",""40204     "",""0069.00""
""33"",""024275         "",""LARKWOOD AVE"",""402       "",""0007.00""
""34"",""024276         "",""N 37TH ST"",""40212     "",""0003.00""
""35"",""024289         "",""CHRISTY AVE"",""40204     "",""0064.00""
""36"",""024291         "",""HENDON RD"",""40220     "",""0109.01""
""37"",""024315         "",""DUNCAN ST"",""40203     "",""0023.00""
""38"",""024320         "",""CHRISTY AVE"",""40204     "",""0064.00""
""39"",""024330         "",""DUNCAN ST"",""40203     "",""0023.00""
""40"",""024331         "",""DUNCAN ST"",""40203     "",""0023.00""
""41"",""024344         "",""CHRISTY AVE"",""40204     "",""0064.00""
""42"",""024372         "",""CHRISTY AVE"",""40204     "",""0064.00""
""43"",""027957         "",""BOHANNON AVE"",""40215     "",""0038.00""
""44"",""027958         "",""RUFER AVE"",""40204     "",""0064.00""
""45"",""027971         "",""S PRESTON ST"",""402       "",""0065.00""
""46"",""027988         "",""HULL ST"",""402       "",""0081.00""
""47"",""027989         "",""EVERETT AVE"",""40204     "",""0082.00""
""48"",""027992         "",""PAYNE ST"",""40204     "",""0081.00""
""49"",""027993         "",""PAYNE ST"",""40204     "",""0081.00""
""50"",""027998         "",""S 41ST ST"",""40211     "",""0014.00""
""51"",""028027         "",""S 40TH ST"",""40211     "",""0014.00""
""52"",""028028         "",""S 40TH ST"",""40211     "",""0014.00""
""53"",""028029         "",""S 40TH ST"",""40211     "",""0014.00""
""54"",""028034         "",""S 40TH ST"",""40211     "",""0014.00""
""55"",""028035         "",""S 40TH ST"",""40211     "",""0014.00""
""56"",""028040         "",""RUFER AVE"",""40204     "",""0064.00""
""57"",""028051         "",""RUFER AVE"",""40204     "",""0064.00""
""58"",""028073         "",""RUFER AVE"",""40204     "",""0064.00""
""59"",""028074         "",""RUFER AVE"",""40204     "",""0064.00""
""60"",""028086         "",""RUFER AVE"",""40204     "",""0064.00""
""61"",""028087         "",""RUFER AVE"",""40204     "",""0064.00""
""62"",""028088         "",""RUFER AVE"",""40204     "",""0064.00""
""63"",""028090         "",""RUFER AVE"",""40204     "",""0064.00""
""64"",""028785         "",""HEPBURN AVE"",""40204     "",""0069.00""
""65"",""028786         "",""HEPBURN AVE"",""40204     "",""0064.00""
""66"",""028787         "",""HEPBURN AVE"",""40204     "",""0064.00""
""67"",""028788         "",""HEPBURN AVE"",""40204     "",""0064.00""
""68"",""028811         "",""DATE ST"",""402       "",""0027.00""
""69"",""028812         "",""LEXINGTON RD"",""40206     "",""0079.00""
""70"",""028813         "",""S 3RD ST"",""40203     "",""0066.00""
""71"",""028814         "",""FAIRFIELD DR"",""40206     "",""0087.00""
""72"",""028819         "",""GREENLEAF RD"",""40213     "",""0093.00""
""73"",""028821         "",""LINCOLN AVE"",""40213     "",""0094.00""
""74"",""028821         "",""LINCOLN AVE"",""40213     "",""0094.00""
""75"",""028830         "",""LYTLE ST"",""40203     "",""0002.00""
""76"",""028831         "",""LYTLE ST"",""40203     "",""0002.00""
""77"",""028832         "",""LYTLE ST"",""40203     "",""0023.00""
""78"",""028834         "",""LYTLE ST"",""40203     "",""0002.00""
""79"",""028768         "",""LYTLE ST"",""40203     "",""0002.00""
""80"",""028846         "",""DRESDEN AVE"",""40215     "",""0038.00""
""81"",""028847         "",""S 23RD ST"",""402       "",""0030.00""
""82"",""028768         "",""LYTLE ST"",""40203     "",""0002.00""
""83"",""028848         "",""W BURNETT AVE"",""402       "",""0027.00""
""84"",""028853         "",""W HILL ST"",""40210     "",""0027.00""
""85"",""028856         "",""UNIVERSITY AVE"",""40206     "",""0076.02""
""86"",""028858         "",""EDENSIDE AVE"",""40204     "",""0083.00""
""87"",""028859         "",""GARDINER LN"",""40205     "",""0096.00""
""88"",""028870         "",""HULL ST"",""40204     "",""0081.00""
""89"",""028879         "",""HULL ST"",""40204     "",""0081.00""
""90"",""028880         "",""HULL ST"",""40204     "",""0081.00""
""91"",""028916         "",""W MARKET ST"",""40212     "",""0024.00""
""92"",""028917         "",""W MARKET ST"",""40212     "",""0024.00""
""93"",""028919         "",""ROXBURY RD"",""40218     "",""0110.04""
""94"",""028921         "",""COLIN AVE"",""40213     "",""0093.00""
""95"",""022816         "",""W MARKET ST"",""40212     "",""0024.00""
""96"",""028931         "",""S 23RD ST"",""40212     "",""0024.00""
""97"",""028933         "",""S 23RD ST"",""40212     "",""0024.00""
""98"",""028934         "",""S 23RD ST"",""40212     "",""0024.00""
""99"",""028936         "",""S 23RD ST"",""40212     "",""0024.00""
""100"",""027957         "",""BOHANNON AVE"",""40215     "",""0038.00""
""101"",""028949         "",""E LIBERTY ST"",""40204     "",""0059.00""
""102"",""028970         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""103"",""028976         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""104"",""029375         "",""MORNINGSIDE DR"",""40206     "",""0087.00""
""105"",""024385         "",""DRESDEN AVE"",""40215     "",""0038.00""
""106"",""015228         "",""REUTLINGER AVE"",""40204     "",""0069.00""
""107"",""029389         "",""PIRTLE ST"",""402       "",""0023.00""
""108"",""029399         "",""LYTLE ST"",""40202     "",""0002.00""
""109"",""029400         "",""LYTLE ST"",""40202     "",""0002.00""
""110"",""029401         "",""LYTLE ST"",""40202     "",""0002.00""
""111"",""029410         "",""LYTLE ST"",""40202     "",""0002.00""
""112"",""029411         "",""LYTLE ST"",""40203     "",""0002.00""
""113"",""029412         "",""LYTLE ST"",""40203     "",""0002.00""
""114"",""023578         "",""PARK AVE"",""40208     "",""0052.00""
""115"",""029440         "",""S 27TH ST"",""40212     "",""0024.00""
""116"",""028833         "",""CLEVELAND BLVD"",""40206     "",""0075.01""
""117"",""029458         "",""BEECH ST"",""40212     "",""0015.00""
""118"",""029459         "",""POWELL AVE"",""402       "",""0039.00""
""119"",""029460         "",""N 38TH ST"",""402       "",""0003.00""
""120"",""029462         "",""S PRESTON ST"",""40217     "",""0065.00""
""121"",""029463         "",""WAVERLY CT"",""40206     "",""0081.00""
""122"",""029465         "",""HALDEMAN AVE"",""40206     "",""0074.00""
""123"",""029471         "",""CUTLIFF DR"",""40218     "",""0110.04""
""124"",""029474         "",""LUCAS AVE"",""40213     "",""0094.00""
""125"",""029483         "",""FURMAN BLVD"",""40218     "",""0110.03""
""126"",""029488         "",""AUDUBON RIDGE DR"",""40213     "",""0093.00""
""127"",""029489         "",""AUDUBON RIDGE DR"",""40213     "",""0093.00""
""128"",""029499         "",""W ORMSBY AVE"",""40210     "",""0017.00""
""129"",""029440         "",""S 27TH ST"",""40212     "",""0024.00""
""130"",""029440         "",""S 27TH ST"",""40212     "",""0024.00""
""131"",""029440         "",""S 27TH ST"",""40212     "",""0024.00""
""132"",""029505         "",""COLUMBIA ST"",""40203     "",""0023.00""
""133"",""029505         "",""COLUMBIA ST"",""40203     "",""0023.00""
""134"",""029506         "",""LEXINGTON RD"",""40204     "",""0064.00""
""135"",""029511         "",""GLENDALE AVE"",""40215     "",""0039.00""
""136"",""029512         "",""LONGFIELD AVE"",""40215     "",""0038.00""
""137"",""029513         "",""MANITAU AVE"",""40215     "",""0044.00""
""138"",""024385         "",""DRESDEN AVE"",""40215     "",""0038.00""
""139"",""029518         "",""BERKSHIRE AVE"",""40220     "",""0108.00""
""140"",""029523         "",""S RUTLAND AVE"",""40215     "",""0044.00""
""141"",""030105         "",""CEDAR ST"",""40203     "",""0024.00""
""142"",""030114         "",""CEDAR ST"",""40203     "",""0024.00""
""143"",""030116         "",""GREENWOOD AVE"",""40211     "",""0011.00""
""144"",""030117         "",""SOUTHSIDE DR"",""40215     "",""0046.00""
""145"",""029474         "",""LUCAS AVE"",""40213     "",""0094.00""
""146"",""030128         "",""STANTON BLVD"",""40220     "",""0109.02""
""147"",""030139         "",""RADIANCE RD"",""40220     "",""0109.02""
""148"",""030156         "",""CHURCHMAN AVE"",""40215     "",""0043.02""
""149"",""030157         "",""ELLISON AVE"",""40204     "",""0069.00""
""150"",""030187         "",""WELLER AVE"",""40208     "",""0036.00""
""151"",""030188         "",""LINCOLN AVE"",""40208     "",""0036.00""
""152"",""030189         "",""LINCOLN AVE"",""40208     "",""0036.00""
""153"",""002475         "",""S 3RD ST"",""40203     "",""0051.00""
""154"",""030212         "",""W WHITNEY AVE"",""40215     "",""0038.00""
""155"",""030214         "",""S WHEATMORE DR"",""40215     "",""0043.01""
""156"",""030222         "",""CLARA AVE"",""40215     "",""0039.00""
""157"",""030223         "",""TAYLOR BLVD"",""40208     "",""0036.00""
""158"",""030225         "",""S 1ST ST"",""40214     "",""0041.00""
""159"",""030244         "",""ALMARA CIR"",""40205     "",""0097.00""
""160"",""030247         "",""ALMARA CIR"",""40205     "",""0097.00""
""161"",""030249         "",""LINDBERGH DR"",""40208     "",""0036.00""
""162"",""030652         "",""CLARKS LN"",""40213     "",""0093.00""
""163"",""030658         "",""HOWARD ST"",""40210     "",""0018.00""
""164"",""030669         "",""BRADLEY AVE"",""402       "",""0071.00""
""165"",""030673         "",""FARMDALE AVE"",""402       "",""0114.03""
""166"",""030676         "",""W MAIN ST"",""40202     "",""0024.00""
""167"",""030680         "",""W MAIN ST"",""40202     "",""0024.00""
""168"",""030681         "",""PARTHENIA AVE"",""40215     "",""0043.01""
""169"",""030682         "",""S 20TH ST"",""40203     "",""0024.00""
""170"",""030696         "",""CANNONS LN"",""40205     "",""0097.00""
""171"",""030697         "",""CANNONS LN"",""40205     "",""0097.00""
""172"",""030698         "",""CANNONS LN"",""40205     "",""0097.00""
""173"",""030699         "",""W MARKET ST"",""40212     "",""0023.00""
""174"",""030715         "",""CANNONS LN"",""40205     "",""0097.00""
""175"",""030716         "",""CANNONS LN"",""40205     "",""0097.00""
""176"",""030717         "",""CANNONS LN"",""40202     "",""0097.00""
""177"",""030726         "",""S WHEATMORE DR"",""402       "",""0043.01""
""178"",""030730         "",""S WHEATMORE DR"",""40215     "",""0043.01""
""179"",""030731         "",""S WHEATMORE DR"",""40215     "",""0043.01""
""180"",""030733         "",""W JEFFERSON ST"",""40212     "",""0024.00""
""181"",""030745         "",""COLSTERWORTH LN"",""40215     "",""0043.01""
""182"",""030746         "",""COLSTERWORTH LN"",""40215     "",""0043.01""
""183"",""030747         "",""COLSTERWORTH LN"",""40215     "",""0043.01""
""184"",""030748         "",""COLSTERWORTH LN"",""402       "",""0043.01""
""185"",""029803         "",""EUCLID AVE"",""40208     "",""0036.00""
""186"",""030754         "",""EARL AVE"",""40215     "",""0039.00""
""187"",""030756         "",""LENTZ AVE"",""40215     "",""0043.01""
""188"",""004301         "",""W WHEATMORE DR"",""40215     "",""0043.02""
""189"",""004301         "",""W WHEATMORE DR"",""40215     "",""0043.02""
""190"",""030757         "",""CORAL AVE"",""40206     "",""0074.00""
""191"",""030775         "",""CORAL AVE"",""40206     "",""0074.00""
""192"",""030776         "",""DEER PARK AVE"",""40205     "",""0089.00""
""193"",""030777         "",""DEER PARK AVE"",""40205     "",""0089.00""
""194"",""030778         "",""DEER PARK AVE"",""40205     "",""0089.00""
""195"",""030785         "",""TAYLOR AVE"",""40213     "",""0094.00""
""196"",""030790         "",""TAYLOR AVE"",""40213     "",""0094.00""
""197"",""030791         "",""TAYLOR AVE"",""40213     "",""0094.00""
""198"",""030800         "",""DEER PARK AVE"",""40205     "",""0089.00""
""199"",""030814         "",""HIGHLAND AVE"",""40204     "",""0064.00""
""200"",""030815         "",""MAGAZINE ST"",""40203     "",""0024.00""
""201"",""030817         "",""BUCKNER AVE"",""40214     "",""0046.00""
""202"",""031136         "",""HIGHLAND AVE"",""40204     "",""0064.00""
""203"",""031137         "",""HIGHLAND AVE"",""40204     "",""0064.00""
""204"",""031138         "",""HIGHLAND AVE"",""40204     "",""0064.00""
""205"",""031140         "",""HIGHLAND AVE"",""40204     "",""0064.00""
""206"",""031141         "",""HIGHLAND AVE"",""40204     "",""0064.00""
""207"",""031143         "",""HIGHLAND AVE"",""40204     "",""0064.00""
""208"",""031150         "",""RUFER AVE"",""40204     "",""0069.00""
""209"",""031151         "",""RUFER AVE"",""40204     "",""0069.00""
""210"",""031156         "",""RUFER AVE"",""40204     "",""0069.00""
""211"",""010414         "",""FRANKFORT AVE"",""40206     "",""0074.00""
""212"",""022612         "",""BURTON AVE"",""40208     "",""0036.00""
""213"",""022612         "",""BURTON AVE"",""40208     "",""0036.00""
""214"",""002399         "",""S 4TH ST"",""40208     "",""0052.00""
""215"",""022921         "",""WILSON AVE"",""40210     "",""       ""
""216"",""022922         "",""VERMONT AVE"",""40211     "",""       ""
""217"",""022922         "",""VERMONT AVE"",""40211     "",""       ""
""218"",""012678         "",""LOCUST LN"",""40213     "",""0071.00""
""219"",""023039         "",""W CHESTNUT ST"",""40212     "",""0006.00""
""220"",""002475         "",""S 3RD ST"",""40203     "",""0051.00""
""221"",""002475         "",""S 3RD ST"",""40203     "",""0051.00""
""222"",""002475         "",""S 3RD ST"",""40203     "",""0051.00""
""223"",""023226         "",""S 32ND ST"",""40211     "",""       ""
""224"",""023229         "",""PARKER AVE"",""40212     "",""       ""
""225"",""023229         "",""PARKER AVE"",""40212     "",""       ""
""226"",""023236         "",""N 23RD ST"",""40212     "",""0023.00""
""227"",""013953         "",""W MARKET ST"",""40212     "",""0007.00""
""228"",""013953         "",""W MARKET ST"",""40212     "",""0007.00""
""229"",""013953         "",""W MARKET ST"",""40212     "",""0007.00""
""230"",""022588         "",""S 24TH ST"",""40211     "",""0018.00""
""231"",""022588         "",""S 24TH ST"",""40211     "",""0018.00""
""232"",""023525         "",""DUMESNIL ST"",""40210     "",""0027.00""
""233"",""023525         "",""DUMESNIL ST"",""40210     "",""0027.00""
""234"",""023531         "",""GARFIELD AVE"",""40212     "",""0003.00""
""235"",""023531         "",""GARFIELD AVE"",""40212     "",""0003.00""
""236"",""023532         "",""PORTLAND AVE"",""40212     "",""0002.00""
""237"",""023532         "",""PORTLAND AVE"",""40212     "",""0002.00""
""238"",""023758         "",""COLORADO AVE"",""40208     "",""0035.00""
""239"",""023759         "",""S 6TH ST"",""40208     "",""0035.00""
""240"",""023775         "",""JOAN AVE"",""40205     "",""0097.00""
""241"",""023778         "",""JOAN AVE"",""40205     "",""0097.00""
""242"",""023788         "",""JOAN AVE"",""40205     "",""0097.00""
""243"",""023799         "",""JOAN AVE"",""40205     "",""0097.00""
""244"",""023809         "",""CLARENDON AVE"",""40205     "",""0097.00""
""245"",""023814         "",""CLARENDON AVE"",""40205     "",""0097.00""
""246"",""023815         "",""CLARENDON AVE"",""40205     "",""0097.00""
""247"",""023816         "",""CLARENDON AVE"",""40205     "",""0097.00""
""248"",""023829         "",""ROWAN ST"",""40203     "",""0023.00""
""249"",""023833         "",""ROWAN ST"",""40203     "",""0023.00""
""250"",""023834         "",""ROWAN ST"",""40203     "",""0023.00""
""251"",""023839         "",""ROWAN ST"",""40203     "",""0023.00""
""252"",""023854         "",""CLARENDON AVE"",""40205     "",""0097.00""
""253"",""023855         "",""CLARENDON AVE"",""40205     "",""0097.00""
""254"",""023856         "",""CURRAN RD"",""40205     "",""0097.00""
""255"",""023862         "",""N 17TH ST"",""40203     "",""0023.00""
""256"",""023863         "",""N 17TH ST"",""40203     "",""0023.00""
""257"",""023874         "",""ALLMOND AVE"",""402       "",""0056.00""
""258"",""023877         "",""WILART DR"",""40211     "",""0128.02""
""259"",""023880         "",""N 18TH ST"",""40203     "",""0023.00""
""260"",""023897         "",""WILSON AVE"",""402       "",""0027.00""
""261"",""023898         "",""S 34TH ST"",""402       "",""0014.00""
""262"",""023899         "",""BRIGHTON DR"",""40205     "",""0097.00""
""263"",""023900         "",""ROWAN ST"",""40203     "",""0023.00""
""264"",""023901         "",""ROWAN ST"",""40203     "",""0023.00""
""265"",""023903         "",""ROWAN ST"",""40203     "",""0023.00""
""266"",""023910         "",""GARDINER LN"",""40205     "",""0097.00""
""267"",""023912         "",""GARDINER LN"",""40205     "",""0097.00""
""268"",""023924         "",""GARDINER LN"",""40205     "",""0097.00""
""269"",""023925         "",""GARDINER LN"",""40205     "",""0097.00""
""270"",""023926         "",""GARDINER LN"",""40205     "",""0097.00""
""271"",""023930         "",""GARDINER LN"",""40205     "",""0097.00""
""272"",""023931         "",""GARDINER LN"",""40205     "",""0097.00""
""273"",""023932         "",""GARDINER LN"",""40205     "",""0097.00""
""274"",""023943         "",""GARDINER LN"",""40205     "",""0097.00""
""275"",""023946         "",""GARDINER LN"",""40205     "",""0097.00""
""276"",""023949         "",""GARDINER LN"",""40205     "",""0097.00""
""277"",""006128         "",""S BROOK ST"",""40203     "",""0066.00""
""278"",""023959         "",""DEVERS AVE"",""40214     "",""0090.00""
""279"",""023875         "",""HAWTHORN HL"",""40204     "",""0083.00""
""280"",""023964         "",""N 18TH ST"",""40203     "",""0023.00""
""281"",""023965         "",""N 18TH ST"",""40203     "",""0023.00""
""282"",""023966         "",""N 18TH ST"",""40203     "",""0023.00""
""283"",""023986         "",""N 18TH ST"",""40203     "",""0023.00""
""284"",""023985         "",""N 18TH ST"",""40203     "",""0023.00""
""285"",""023987         "",""N 18TH ST"",""40203     "",""0023.00""
""286"",""023990         "",""N 18TH ST"",""40203     "",""0023.00""
""287"",""023992         "",""N 18TH ST"",""40203     "",""0023.00""
""288"",""024001         "",""N 18TH ST"",""40203     "",""0023.00""
""289"",""024002         "",""N 18TH ST"",""40203     "",""0023.00""
""290"",""024003         "",""N 18TH ST"",""40203     "",""0023.00""
""291"",""024023         "",""W FLORENCE AVE"",""40215     "",""0040.00""
""292"",""024024         "",""S 44TH ST"",""40211     "",""0008.00""
""293"",""024030         "",""WOODLAND AVE"",""40211     "",""0015.00""
""294"",""024031         "",""S 35TH ST"",""40212     "",""0007.00""
""295"",""024032         "",""N 19TH ST"",""40203     "",""0023.00""
""296"",""024033         "",""N 19TH ST"",""40203     "",""0023.00""
""297"",""024042         "",""N 19TH ST"",""40203     "",""0023.00""
""298"",""024044         "",""N 19TH ST"",""40203     "",""0023.00""
""299"",""024045         "",""N 19TH ST"",""40203     "",""0023.00""
""300"",""024046         "",""N 19TH ST"",""40203     "",""0023.00""
""301"",""024047         "",""N 19TH ST"",""40203     "",""0023.00""
""302"",""024049         "",""N 19TH ST"",""40203     "",""0023.00""
""303"",""024050         "",""N 19TH ST"",""40203     "",""0023.00""
""304"",""024051         "",""N 19TH ST"",""40203     "",""0023.00""
""305"",""028988         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""306"",""028273         "",""HATHAWAY AVE"",""40215     "",""0038.00""
""307"",""029003         "",""E WAMPUM AVE"",""40214     "",""0056.00""
""308"",""029004         "",""W COLLINS CT"",""40214     "",""0041.00""
""309"",""029005         "",""WENDELL AVE"",""40205     "",""0097.00""
""310"",""029006         "",""WENDELL AVE"",""40205     "",""0097.00""
""311"",""029010         "",""WENDELL AVE"",""40205     "",""0097.00""
""312"",""029012         "",""WENDELL AVE"",""40205     "",""0097.00""
""313"",""029013         "",""WENDELL AVE"",""40205     "",""0097.00""
""314"",""029015         "",""WENDELL AVE"",""40205     "",""0097.00""
""315"",""029028         "",""WENDELL AVE"",""40205     "",""0097.00""
""316"",""029033         "",""WENDELL AVE"",""40205     "",""0097.00""
""317"",""029042         "",""WENDELL AVE"",""40205     "",""0097.00""
""318"",""029058         "",""RICHLAND AVE"",""40218     "",""0110.03""
""319"",""029057         "",""WENDELL AVE"",""40205     "",""0097.00""
""320"",""029061         "",""WENDELL AVE"",""40205     "",""0097.00""
""321"",""029062         "",""WENDELL AVE"",""40205     "",""0097.00""
""322"",""029064         "",""WENDELL AVE"",""40205     "",""0097.00""
""323"",""029068         "",""WENDELL AVE"",""40205     "",""0097.00""
""324"",""029070         "",""WENDELL AVE"",""40205     "",""0097.00""
""325"",""029071         "",""WENDELL AVE"",""40205     "",""0097.00""
""326"",""029085         "",""W CHESTNUT ST"",""40202     "",""0030.00""
""327"",""029092         "",""S BROOK ST"",""402       "",""0065.00""
""328"",""029093         "",""STEVENSON AVE"",""40206     "",""0081.00""
""329"",""029095         "",""STEVENSON AVE"",""40206     "",""0081.00""
""330"",""029096         "",""E ORMSBY AVE"",""402       "",""0071.00""
""331"",""029097         "",""STEVENSON AVE"",""40206     "",""0081.00""
""332"",""029108         "",""S SHELBY ST"",""40204     "",""0062.00""
""333"",""029109         "",""STEVENSON AVE"",""40206     "",""0081.00""
""334"",""029110         "",""PARIS DR"",""40218     "",""0110.03""
""335"",""029121         "",""ARLINGTON AVE"",""40206     "",""0081.00""
""336"",""029122         "",""ARLINGTON AVE"",""40206     "",""0081.00""
""337"",""029124         "",""ARLINGTON AVE"",""40206     "",""0081.00""
""338"",""029143         "",""S 3RD ST"",""40214     "",""0044.00""
""339"",""029144         "",""S 22ND ST"",""402       "",""0018.00""
""340"",""029145         "",""LORETTA ST"",""40213     "",""0118.00""
""341"",""029155         "",""EDDY ST"",""40212     "",""0024.00""
""342"",""029156         "",""EDDY ST"",""40212     "",""0024.00""
""343"",""029157         "",""EDDY ST"",""40212     "",""0024.00""
""344"",""029176         "",""PAYNE ST"",""40204     "",""0081.00""
""345"",""029178         "",""PAYNE ST"",""40204     "",""0081.00""
""346"",""029179         "",""W ORMSBY AVE"",""40210     "",""0027.00""
""347"",""029181         "",""W BRECKINRIDGE ST"",""40210     "",""0027.00""
""348"",""029190         "",""CREEL AVE"",""40208     "",""0037.00""
""349"",""029191         "",""WENDELL AVE"",""40205     "",""0097.00""
""350"",""029192         "",""WENDELL AVE"",""40205     "",""0097.00""
""351"",""028272         "",""ALGONQUIN PKY"",""402       "",""0012.00""
""352"",""029716         "",""E BARBEE AVE"",""40217     "",""0071.00""
""353"",""029720         "",""PAYNE ST"",""40204     "",""0081.00""
""354"",""029748         "",""QUARRY HILL RD"",""40213     "",""0093.00""
""355"",""029749         "",""QUARRY HILL RD"",""40213     "",""0093.00""
""356"",""029750         "",""QUARRY HILL RD"",""40213     "",""0093.00""
""357"",""029751         "",""QUARRY HILL RD"",""40213     "",""0093.00""
""358"",""029753         "",""QUARRY HILL RD"",""40213     "",""0093.00""
""359"",""029756         "",""BOWMAN AVE"",""40205     "",""0097.00""
""360"",""029760         "",""REASOR AVE"",""40217     "",""0070.00""
""361"",""029762         "",""LINCOLN AVE"",""40213     "",""0094.00""
""362"",""029765         "",""BOWMAN AVE"",""40205     "",""0097.00""
""363"",""029773         "",""BOWMAN AVE"",""40205     "",""0097.00""
""364"",""029779         "",""MID DALE LN"",""40220     "",""0109.02""
""365"",""029803         "",""EUCLID AVE"",""40208     "",""0036.00""
""366"",""029804         "",""ALGONQUIN PKY"",""40208     "",""0035.00""
""367"",""029805         "",""RODMAN ST"",""40208     "",""0037.00""
""368"",""029807         "",""CYPRESS ST"",""40211     "",""0015.00""
""369"",""029807         "",""CYPRESS ST"",""40211     "",""0015.00""
""370"",""029815         "",""ROANOKE AVE"",""40205     "",""0089.00""
""371"",""029816         "",""W HILL ST"",""402       "",""0027.00""
""372"",""029817         "",""OSAGE AVE"",""40210     "",""0017.00""
""373"",""029829         "",""GARLAND AVE"",""40211     "",""0027.00""
""374"",""029830         "",""WILSON AVE"",""40211     "",""0027.00""
""375"",""029831         "",""WOODRUFF AVE"",""40215     "",""0043.02""
""376"",""002475         "",""S 3RD ST"",""40203     "",""0051.00""
""377"",""029848         "",""NEWBURG RD"",""40205     "",""0096.00""
""378"",""029849         "",""HALE AVE"",""40210     "",""0027.00""
""379"",""029850         "",""GALLAGHER ST"",""40210     "",""0027.00""
""380"",""029851         "",""ANNA LN"",""40215     "",""0123.01""
""381"",""029852         "",""ANNA LN"",""40215     "",""0123.01""
""382"",""029853         "",""ANNA LN"",""40215     "",""0123.01""
""383"",""024074         "",""ST XAVIER ST"",""40212     "",""0023.00""
""384"",""029879         "",""POPLAR LEVEL RD"",""40213     "",""0094.00""
""385"",""029880         "",""POPLAR LEVEL RD"",""40213     "",""0094.00""
""386"",""029890         "",""BAIRD ST"",""40203     "",""0002.00""
""387"",""029891         "",""BAIRD ST"",""40203     "",""0002.00""
""388"",""029892         "",""BAIRD ST"",""40203     "",""0002.00""
""389"",""029901         "",""DUMESNIL ST"",""40210     "",""0027.00""
""390"",""029902         "",""CLAYBORNE RD"",""40214     "",""0090.00""
""391"",""029903         "",""DOVER RD"",""40206     "",""0079.00""
""392"",""029914         "",""S 35TH ST"",""40211     "",""0027.00""
""393"",""029190         "",""CREEL AVE"",""40208     "",""0037.00""
""394"",""030839         "",""WALTER AVE"",""40216     "",""0045.00""
""395"",""030842         "",""W MAIN ST"",""40202     "",""0024.00""
""396"",""030843         "",""W MAIN ST"",""40202     "",""0024.00""
""397"",""030844         "",""W MAIN ST"",""40202     "",""0024.00""
""398"",""030845         "",""W MAIN ST"",""402       "",""0024.00""
""399"",""030855         "",""S 20TH ST"",""40203     "",""0024.00""
""400"",""030856         "",""S 20TH ST"",""40203     "",""0024.00""
""401"",""030857         "",""S 20TH ST"",""40203     "",""0024.00""
""402"",""030858         "",""S 18TH ST"",""40203     "",""0024.00""
""403"",""030860         "",""S 18TH ST"",""40203     "",""0024.00""
""404"",""030861         "",""S 18TH ST"",""40203     "",""0024.00""
""405"",""030399         "",""S 19TH ST"",""40203     "",""0024.00""
""406"",""030871         "",""RIEDLING DR"",""40206     "",""0076.03""
""407"",""030872         "",""UNIVERSITY AVE"",""40206     "",""0076.03""
""408"",""030873         "",""UNIVERSITY AVE"",""40206     "",""0076.03""
""409"",""030874         "",""UNIVERSITY AVE"",""40206     "",""0076.03""
""410"",""030890         "",""RUBEL AVE"",""402       "",""0064.00""
""411"",""030891         "",""PICADILLY AVE"",""40215     "",""0044.00""
