""ID"",""Occupancy ID Number"",""Street"",""Zip Code"",""Census Tract""
""798"",""023576         "",""KILMORY AVE"",""40214     "",""0091.03""
""799"",""029713         "",""W SOUTHLAND BLVD"",""40214     "",""0090.00""
""800"",""030257         "",""CAMDEN AVE"",""40215     "",""0038.00""
""801"",""030260         "",""PRENTICE ST"",""40210     "",""0027.00""
""802"",""030270         "",""NANTUCKET CT"",""40211     "",""0014.00""
""803"",""030271         "",""WINKLER AVE"",""40208     "",""0036.00""
""804"",""030272         "",""SALE AVE"",""40215     "",""0038.00""
""805"",""030283         "",""ALMARA CIR"",""40205     "",""0097.00""
""806"",""030286         "",""ALMARA CIR"",""40205     "",""0097.00""
""807"",""030289         "",""ALMARA CIR"",""40205     "",""0097.00""
""808"",""030290         "",""ALMARA CIR"",""40205     "",""0097.00""
""809"",""030301         "",""E WASHINGTON ST"",""402       "",""0074.00""
""810"",""030312         "",""E WASHINGTON ST"",""40206     "",""0074.00""
""811"",""030313         "",""E WASHINGTON ST"",""40206     "",""0074.00""
""812"",""030318         "",""E WASHINGTON ST"",""40206     "",""0074.00""
""813"",""030319         "",""E WASHINGTON ST"",""40206     "",""0074.00""
""814"",""030328         "",""CORAL AVE"",""40206     "",""0074.00""
""815"",""030329         "",""CORAL AVE"",""40206     "",""0074.00""
""816"",""030339         "",""CORAL AVE"",""40206     "",""0074.00""
""817"",""030345         "",""CORAL AVE"",""40206     "",""0074.00""
""818"",""030346         "",""CORAL AVE"",""40206     "",""0074.00""
""819"",""030347         "",""CORAL AVE"",""40206     "",""0074.00""
""820"",""030348         "",""CORAL AVE"",""40206     "",""0074.00""
""821"",""030349         "",""CORAL AVE"",""40206     "",""0074.00""
""822"",""030361         "",""S BROOK ST"",""402       "",""0041.00""
""823"",""030362         "",""MAE STREET KIDD AVE"",""40211     "",""0014.00""
""824"",""029474         "",""LUCAS AVE"",""40213     "",""0094.00""
""825"",""030389         "",""W MUHAMMAD ALI BLVD"",""40203     "",""0024.00""
""826"",""030399         "",""S 19TH ST"",""40203     "",""0024.00""
""827"",""030400         "",""EUTROPIA CT"",""40208     "",""0035.00""
""828"",""030417         "",""SOUTHERN AVE"",""40211     "",""0015.00""
""829"",""030419         "",""CROSS HILL RD"",""40206     "",""0087.00""
""830"",""030421         "",""S 18TH ST"",""40203     "",""0024.00""
""831"",""030432         "",""S 20TH ST"",""40203     "",""0024.00""
""832"",""002308         "",""WOODLAND AVE"",""40211     "",""0015.00""
""833"",""004096         "",""N SHAWNEE TER"",""40212     "",""0004.00""
""834"",""004376         "",""LA SALLE AVE"",""40215     "",""0043.02""
""835"",""008690         "",""STORY AVE"",""40206     "",""0074.00""
""836"",""000981         "",""W JEFFERSON ST"",""40212     "",""0024.00""
""837"",""022724         "",""LONGFIELD AVE"",""40215     "",""       ""
""838"",""022728         "",""NORTHWESTERN PKY"",""40212     "",""0002.00""
""839"",""022728         "",""NORTHWESTERN PKY"",""40212     "",""0002.00""
""840"",""004255         "",""SHELBY PKY"",""40204     "",""0065.00""
""841"",""022768         "",""DR W J HODGE ST"",""40203     "",""0023.00""
""842"",""022768         "",""DR W J HODGE ST"",""40203     "",""0023.00""
""843"",""005212         "",""S 6TH ST"",""40204     "",""0051.00""
""844"",""022899         "",""LARKWOOD AVE"",""40212     "",""       ""
""845"",""022934         "",""CONESTOGA AVE"",""40205     "",""0089.00""
""846"",""014177         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""847"",""023020         "",""N 21ST ST"",""40203     "",""0023.00""
""848"",""023021         "",""N 21ST ST"",""40203     "",""0023.00""
""849"",""023021         "",""N 21ST ST"",""40203     "",""0023.00""
""850"",""023107         "",""W SOUTHERN HEIGHTS AVE"",""40214     "",""0044.00""
""851"",""023107         "",""W SOUTHERN HEIGHTS AVE"",""40214     "",""0044.00""
""852"",""023376         "",""PLATO TER"",""40211     "",""0012.00""
""853"",""003650         "",""WILSON AVE"",""40210     "",""0016.00""
""854"",""018835         "",""S BROOK ST"",""40208     "",""0066.00""
""855"",""018835         "",""S BROOK ST"",""40208     "",""0066.00""
""856"",""005212         "",""S 6TH ST"",""40204     "",""0051.00""
""857"",""005212         "",""S 6TH ST"",""40204     "",""0051.00""
""858"",""023488         "",""N LONGWORTH AVE"",""40212     "",""0004.00""
""859"",""023488         "",""N LONGWORTH AVE"",""40212     "",""0004.00""
""860"",""023488         "",""N LONGWORTH AVE"",""40212     "",""0004.00""
""861"",""023587         "",""DURRETT LN"",""40213     "",""0114.03""
""862"",""023588         "",""CLOVERHILLS DR"",""40216     "",""0126.03""
""863"",""006150         "",""S BROOK ST"",""40208     "",""0066.00""
""864"",""006150         "",""S BROOK ST"",""40208     "",""0066.00""
""865"",""024281         "",""MOCKINGBIRD GARDENS DR"",""40207     "",""0077.00""
""866"",""024282         "",""CYPRESS ST"",""40211     "",""0027.00""
""867"",""024284         "",""HALE AVE"",""40211     "",""0010.00""
""868"",""024326         "",""DUNCAN ST"",""40203     "",""0023.00""
""869"",""024327         "",""CHRISTY AVE"",""40204     "",""0064.00""
""870"",""024328         "",""DUNCAN ST"",""40203     "",""0023.00""
""871"",""024333         "",""DUNCAN ST"",""40203     "",""0023.00""
""872"",""024332         "",""CHRISTY AVE"",""40204     "",""0064.00""
""873"",""024339         "",""CHRISTY AVE"",""40204     "",""0064.00""
""874"",""024359         "",""CHRISTY AVE"",""40204     "",""0064.00""
""875"",""024363         "",""CHRISTY AVE"",""40204     "",""0064.00""
""876"",""024365         "",""CHRISTY AVE"",""40204     "",""0064.00""
""877"",""024375         "",""HULL ST"",""402       "",""0081.00""
""878"",""024377         "",""HULL ST"",""40204     "",""0081.00""
""879"",""024378         "",""HULL ST"",""402       "",""0081.00""
""880"",""024379         "",""HULL ST"",""40204     "",""0081.00""
""881"",""024380         "",""HULL ST"",""40204     "",""0081.00""
""882"",""024383         "",""FLORA AVE"",""40220     "",""0109.01""
""883"",""024384         "",""S 1ST ST"",""40208     "",""0065.00""
""884"",""027961         "",""PLATO TER"",""40211     "",""0012.00""
""885"",""027965         "",""GRAND AVE"",""40211     "",""0014.00""
""886"",""027969         "",""BOBOLINK RD"",""40217     "",""0093.00""
""887"",""024384         "",""S 1ST ST"",""40208     "",""0065.00""
""888"",""027974         "",""S 40TH ST"",""40211     "",""0011.00""
""889"",""027975         "",""DEL PARK TER"",""40211     "",""0009.00""
""890"",""027976         "",""CEDAR ST"",""40212     "",""0024.00""
""891"",""027977         "",""GRAND AVE"",""40211     "",""0012.00""
""892"",""027979         "",""W KENTUCKY ST"",""402       "",""0027.00""
""893"",""027980         "",""W KENTUCKY ST"",""402       "",""0027.00""
""894"",""027981         "",""PAYNE ST"",""40204     "",""0082.00""
""895"",""027982         "",""PAYNE ST"",""40204     "",""0081.00""
""896"",""027983         "",""PAYNE ST"",""40204     "",""0081.00""
""897"",""027990         "",""PAYNE ST"",""40204     "",""0081.00""
""898"",""027991         "",""PAYNE ST"",""40204     "",""0081.00""
""899"",""028024         "",""S 40TH ST"",""40211     "",""0014.00""
""900"",""028025         "",""S 40TH ST"",""40211     "",""0014.00""
""901"",""028041         "",""RUFER AVE"",""40204     "",""0064.00""
""902"",""028042         "",""WAINWRIGHT AVE"",""40217     "",""0071.00""
""903"",""028062         "",""RUFER AVE"",""40204     "",""0064.00""
""904"",""028063         "",""RUFER AVE"",""40204     "",""0064.00""
""905"",""028064         "",""RUFER AVE"",""40204     "",""0064.00""
""906"",""028065         "",""RUFER AVE"",""40204     "",""0064.00""
""907"",""028066         "",""RUFER AVE"",""40204     "",""0064.00""
""908"",""028067         "",""RUFER AVE"",""40204     "",""0064.00""
""909"",""028068         "",""RUFER AVE"",""40204     "",""0064.00""
""910"",""028077         "",""RUFER AVE"",""40204     "",""0064.00""
""911"",""028079         "",""RUFER AVE"",""40204     "",""0064.00""
""912"",""028081         "",""RUFER AVE"",""40204     "",""0064.00""
""913"",""028095         "",""RUFER AVE"",""40204     "",""0064.00""
""914"",""028096         "",""RUFER AVE"",""40204     "",""0064.00""
""915"",""028098         "",""RUFER AVE"",""40204     "",""0064.00""
""916"",""028104         "",""LYTLE ST"",""40203     "",""0002.00""
""917"",""028115         "",""FRONTIER TRL"",""40220     "",""0110.04""
""918"",""028118         "",""RUBEL AVE"",""40204     "",""0081.00""
""919"",""028780         "",""HEPBURN AVE"",""40204     "",""0064.00""
""920"",""028793         "",""HEPBURN AVE"",""40204     "",""0069.00""
""921"",""028794         "",""HEPBURN AVE"",""40204     "",""0064.00""
""922"",""028796         "",""HEPBURN AVE"",""40204     "",""0064.00""
""923"",""023020         "",""N 21ST ST"",""40203     "",""0023.00""
""924"",""028808         "",""RUNELL RD"",""40214     "",""0122.02""
""925"",""028826         "",""NEWBURG RD"",""40213     "",""0090.00""
""926"",""028827         "",""MEADOWBROOK CT"",""40215     "",""0046.00""
""927"",""028829         "",""LYTLE ST"",""40203     "",""0023.00""
""928"",""024011         "",""N 18TH ST"",""40203     "",""0002.00""
""929"",""028839         "",""LYTLE ST"",""40203     "",""0002.00""
""930"",""028840         "",""LYTLE ST"",""40203     "",""0002.00""
""931"",""028845         "",""ALGER AVE"",""40214     "",""0090.00""
""932"",""028845         "",""ALGER AVE"",""40214     "",""0090.00""
""933"",""028850         "",""CECIL AVE"",""40211     "",""0011.00""
""934"",""028851         "",""WILSON AVE"",""402       "",""0027.00""
""935"",""028583         "",""BUNKER HILL DR"",""40205     "",""0096.00""
""936"",""028862         "",""ALGONQUIN PKY"",""40208     "",""0035.00""
""937"",""028865         "",""ROGERS ST"",""40204     "",""0081.00""
""938"",""028868         "",""ALTAGATE RD"",""40206     "",""0087.00""
""939"",""028872         "",""HULL ST"",""40204     "",""0081.00""
""940"",""028873         "",""HULL ST"",""40204     "",""0081.00""
""941"",""028873         "",""HULL ST"",""40204     "",""0081.00""
""942"",""028874         "",""HULL ST"",""40204     "",""0081.00""
""943"",""028886         "",""W MUHAMMAD ALI BLVD"",""40219     "",""0024.00""
""944"",""028887         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""945"",""028906         "",""W MARKET ST"",""40212     "",""0024.00""
""946"",""028907         "",""W MARKET ST"",""40212     "",""0024.00""
""947"",""028908         "",""W MARKET ST"",""40212     "",""0024.00""
""948"",""028909         "",""W MARKET ST"",""40212     "",""0024.00""
""949"",""028910         "",""W MARKET ST"",""40212     "",""0024.00""
""950"",""028911         "",""W MARKET ST"",""40212     "",""0024.00""
""951"",""028912         "",""W MARKET ST"",""40212     "",""0024.00""
""952"",""028926         "",""W MARKET ST"",""40212     "",""0024.00""
""953"",""028927         "",""W MARKET ST"",""40212     "",""0024.00""
""954"",""028939         "",""S 45TH ST"",""40211     "",""0011.00""
""955"",""027966         "",""VIRGINIA AVE"",""402       "",""0010.00""
""956"",""028943         "",""BELMAR DR"",""40213     "",""0094.00""
""957"",""028955         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""958"",""028956         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""959"",""028963         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""960"",""028978         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""961"",""028979         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""962"",""028980         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""963"",""028981         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""964"",""028982         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""965"",""028986         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""966"",""028987         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""967"",""028117         "",""ALLMOND AVE"",""40209     "",""0056.00""
""968"",""028116         "",""TAYLOR BLVD"",""40208     "",""0036.00""
""969"",""029380         "",""GREENWOOD AVE"",""40211     "",""0027.00""
""970"",""029381         "",""BLUEGRASS AVE"",""402       "",""0045.00""
""971"",""029384         "",""CARLISLE AVE"",""40215     "",""0038.00""
""972"",""029386         "",""PIRTLE ST"",""40212     "",""0023.00""
""973"",""029387         "",""PIRTLE ST"",""402       "",""0023.00""
""974"",""029391         "",""ALGONQUIN PKY"",""40208     "",""0036.00""
""975"",""029394         "",""NARRAGANSETT DR"",""402       "",""0015.00""
""976"",""029392         "",""CARLISLE AVE"",""40215     "",""0044.00""
""977"",""029397         "",""LYTLE ST"",""40202     "",""0002.00""
""978"",""023888         "",""DIXDALE AVE"",""40210     "",""0128.01""
""979"",""029419         "",""W KINGSTON AVE"",""40214     "",""0046.00""
""980"",""029421         "",""W MADISON ST"",""40210     "",""0024.00""
""981"",""029446         "",""W MUHAMMAD ALI BLVD"",""40210     "",""0027.00""
""982"",""029449         "",""LEITH LN"",""40218     "",""0112.00""
""983"",""029450         "",""E ORMSBY AVE"",""402       "",""0071.00""
""984"",""029451         "",""EASTERN PKY"",""40217     "",""0070.00""
""985"",""029484         "",""JOHNSTON WAY"",""40220     "",""0110.04""
""986"",""029486         "",""BELMAR DR"",""40213     "",""0094.00""
""987"",""029491         "",""OAK HILL RD"",""40213     "",""0094.00""
""988"",""029492         "",""OAK HILL RD"",""40213     "",""0094.00""
""989"",""029497         "",""EUCLID AVE"",""40208     "",""0036.00""
""990"",""029497         "",""EUCLID AVE"",""40208     "",""0036.00""
""991"",""029500         "",""POWELL AVE"",""40215     "",""0043.01""
""992"",""029503         "",""WINGFIELD LN"",""40212     "",""0128.01""
""993"",""029504         "",""GRAND AVE"",""40210     "",""0027.00""
""994"",""029524         "",""S 3RD ST"",""40214     "",""0044.00""
""995"",""029525         "",""CHARLES ST"",""40217     "",""0069.00""
""996"",""029535         "",""N 38TH ST"",""40212     "",""0003.00""
""997"",""029538         "",""S BROOK ST"",""40208     "",""0071.00""
""998"",""029540         "",""BLAND ST"",""402       "",""0068.00""
""999"",""030089         "",""HALE AVE"",""40210     "",""0027.00""
""1000"",""030090         "",""BOLLING AVE"",""40210     "",""0027.00""
""1001"",""030091         "",""BELMAR DR"",""40213     "",""0094.00""
""1002"",""030102         "",""CEDAR ST"",""40203     "",""0024.00""
""1003"",""030104         "",""CEDAR ST"",""40203     "",""0024.00""
""1004"",""030110         "",""S 37TH ST"",""40211     "",""0011.00""
""1005"",""029826         "",""HEYWOOD AVE"",""40208     "",""0036.00""
""1006"",""030130         "",""RADIANCE RD"",""40220     "",""0109.02""
""1007"",""030133         "",""S 42ND ST"",""40212     "",""0008.00""
""1008"",""030133         "",""S 42ND ST"",""40212     "",""0008.00""
""1009"",""030144         "",""RADIANCE RD"",""40220     "",""0109.02""
""1010"",""030146         "",""RADIANCE RD"",""40220     "",""0109.02""
""1011"",""030146         "",""RADIANCE RD"",""40220     "",""0109.02""
""1012"",""030147         "",""RADIANCE RD"",""402       "",""0109.01""
""1013"",""030150         "",""BROOKLINE AVE"",""40215     "",""0044.00""
""1014"",""030151         "",""GOSS AVE"",""40204     "",""0069.00""
""1015"",""030173         "",""W MADISON ST"",""40210     "",""0030.00""
""1016"",""030174         "",""GARLAND AVE"",""40210     "",""0018.00""
""1017"",""030175         "",""W HILL ST"",""40210     "",""0027.00""
""1018"",""030184         "",""GREENWOOD AVE"",""40210     "",""0017.00""
""1019"",""029811         "",""BURWELL AVE"",""40210     "",""0016.00""
""1020"",""030185         "",""QUEEN AVE"",""40215     "",""0038.00""
""1021"",""030186         "",""CENTRAL AVE"",""40208     "",""0036.00""
""1022"",""030190         "",""WIZARD AVE"",""40215     "",""0038.00""
""1023"",""030191         "",""MAGAZINE ST"",""40211     "",""0024.00""
""1024"",""030192         "",""E KENTUCKY ST"",""40203     "",""0062.00""
""1025"",""030229         "",""ALMARA CIR"",""40205     "",""0097.00""
""1026"",""030233         "",""ALMARA CIR"",""40205     "",""0097.00""
""1027"",""030234         "",""ALMARA CIR"",""40205     "",""0097.00""
""1028"",""030235         "",""ALMARA CIR"",""40205     "",""0097.00""
""1029"",""030236         "",""ALMARA CIR"",""40205     "",""0097.00""
""1030"",""030241         "",""ALMARA CIR"",""40205     "",""0097.00""
""1031"",""030650         "",""LINCOLN AVE"",""40208     "",""0036.00""
""1032"",""030659         "",""W Kentucky ST"",""40210     "",""0027.00""
""1033"",""030661         "",""ESQUIRE ALY"",""40203     "",""0003.00""
""1034"",""030663         "",""W WHITNEY AVE"",""40215     "",""0040.00""
""1035"",""030664         "",""CRAIG AVE"",""40215     "",""0043.01""
""1036"",""030688         "",""CANNONS LN"",""40205     "",""0097.00""
""1037"",""030664         "",""CRAIG AVE"",""40215     "",""0043.01""
""1038"",""030703         "",""CANNONS LN"",""40205     "",""0097.00""
""1039"",""030708         "",""N 23RD ST"",""40212     "",""0023.00""
""1040"",""030709         "",""CANNONS LN"",""40205     "",""0097.00""
""1041"",""030710         "",""CANNONS LN"",""40205     "",""0097.00""
""1042"",""030718         "",""JAMES RD"",""40206     "",""0076.02""
""1043"",""028118         "",""RUBEL AVE"",""40204     "",""0081.00""
""1044"",""030728         "",""S WHEATMORE DR"",""40215     "",""0043.01""
""1045"",""030729         "",""S WHEATMORE DR"",""40215     "",""0043.01""
""1046"",""030734         "",""N 20TH ST"",""40212     "",""0023.00""
""1047"",""030735         "",""SAMUEL ST"",""40204     "",""0069.00""
""1048"",""030736         "",""HESS LN"",""40213     "",""0093.00""
""1049"",""030737         "",""S WHEATMORE DR"",""40215     "",""0043.01""
""1050"",""030739         "",""S WHEATMORE DR"",""40215     "",""0043.01""
""1051"",""013771         "",""W MAIN ST"",""40212     "",""0021.00""
""1052"",""008690         "",""STORY AVE"",""40206     "",""0074.00""
""1053"",""008690         "",""STORY AVE"",""40206     "",""0074.00""
""1054"",""004255         "",""SHELBY PKY"",""40204     "",""0065.00""
""1055"",""000981         "",""W JEFFERSON ST"",""40212     "",""0024.00""
""1056"",""000981         "",""W JEFFERSON ST"",""40212     "",""0024.00""
""1057"",""000981         "",""W JEFFERSON ST"",""40212     "",""0024.00""
""1058"",""022730         "",""OSAGE AVE"",""40210     "",""0017.00""
""1059"",""000981         "",""W JEFFERSON ST"",""40212     "",""0024.00""
""1060"",""000981         "",""W JEFFERSON ST"",""40212     "",""0024.00""
""1061"",""022927         "",""N 24TH ST"",""40212     "",""       ""
""1062"",""022927         "",""N 24TH ST"",""40212     "",""       ""
""1063"",""022983         "",""GARLAND AVE"",""40211     "",""0018.00""
""1064"",""022983         "",""GARLAND AVE"",""40211     "",""0018.00""
""1065"",""023020         "",""N 21ST ST"",""40203     "",""0023.00""
""1066"",""023020         "",""N 21ST ST"",""40203     "",""0023.00""
""1067"",""023265         "",""S 31ST ST"",""40211     "",""0010.00""
""1068"",""023350         "",""LINDSAY AVE"",""40206     "",""0076.02""
""1069"",""023020         "",""N 21ST ST"",""40203     "",""0023.00""
""1070"",""023471         "",""PARTHENIA AVE"",""40215     "",""0039.00""
""1071"",""023471         "",""PARTHENIA AVE"",""40215     "",""0039.00""
""1072"",""023764         "",""S 6TH ST"",""40208     "",""0035.00""
""1073"",""023767         "",""RIVER PARK DR"",""40211     "",""0007.00""
""1074"",""023769         "",""BETTY LN"",""40205     "",""0097.00""
""1075"",""023772         "",""BETTY LN"",""40205     "",""0097.00""
""1076"",""023773         "",""BETTY LN"",""40205     "",""0097.00""
""1077"",""023780         "",""JOAN AVE"",""40205     "",""0097.00""
""1078"",""023780         "",""JOAN AVE"",""40205     "",""0097.00""
""1079"",""023785         "",""joan AVE"",""40205     "",""0097.00""
""1080"",""023786         "",""JOAN AVE"",""40205     "",""0097.00""
""1081"",""023787         "",""JOAN AVE"",""40205     "",""0097.00""
""1082"",""023791         "",""JOAN AVE"",""40205     "",""0097.00""
""1083"",""023792         "",""JOAN AVE"",""40205     "",""0097.00""
""1084"",""023796         "",""JOAN AVE"",""40205     "",""0097.00""
""1085"",""023797         "",""TAYLOR BLVD"",""40205     "",""0097.00""
""1086"",""023798         "",""JOAN AVE"",""40205     "",""0097.00""
""1087"",""023800         "",""JOAN AVE"",""40205     "",""0097.00""
""1088"",""023802         "",""CURRAN RD"",""40205     "",""0097.00""
""1089"",""023804         "",""CLARENDON AVE"",""40205     "",""0097.00""
""1090"",""023823         "",""ROWAN ST"",""40203     "",""0023.00""
""1091"",""023824         "",""S 17TH ST"",""402       "",""0027.00""
""1092"",""023826         "",""ST LOUIS AVE"",""40210     "",""0027.00""
""1093"",""023831         "",""ROWAN ST"",""40203     "",""0023.00""
""1094"",""023832         "",""ROWAN ST"",""40203     "",""0023.00""
""1095"",""023843         "",""CLARENDON AVE"",""40205     "",""0097.00""
""1096"",""023844         "",""CLARENDON AVE"",""40205     "",""0097.00""
""1097"",""023845         "",""CLARENDON AVE"",""40205     "",""0097.00""
""1098"",""023846         "",""CLARENDON AVE"",""40205     "",""0097.00""
""1099"",""023864         "",""N 17TH ST"",""40203     "",""0023.00""
""1100"",""023865         "",""N 17TH ST"",""40203     "",""0002.00""
""1101"",""023868         "",""N 17TH ST"",""40203     "",""0023.00""
""1102"",""023885         "",""S 18TH ST"",""40203     "",""0023.00""
""1103"",""023886         "",""WINGFIELD AVE"",""40211     "",""0128.01""
""1104"",""023887         "",""S 18TH ST"",""40203     "",""0023.00""
""1105"",""023888         "",""DIXDALE AVE"",""40210     "",""0128.01""
""1106"",""023891         "",""N 18TH ST"",""40203     "",""0023.00""
""1107"",""023892         "",""N 18TH ST"",""402       "",""0023.00""
""1108"",""023906         "",""GARDINER LN"",""40205     "",""0097.00""
""1109"",""023908         "",""GARDINER LN"",""40205     "",""0097.00""
""1110"",""023909         "",""GARDINER LN"",""40205     "",""0097.00""
""1111"",""023916         "",""GARDINER LN"",""40205     "",""0097.00""
""1112"",""023917         "",""GARDINER LN"",""40205     "",""0097.00""
""1113"",""023918         "",""GARDINER LN"",""40205     "",""0097.00""
""1114"",""023933         "",""GARDINER LN"",""40205     "",""0097.00""
""1115"",""023937         "",""GARDINER LN"",""40205     "",""0097.00""
""1116"",""023938         "",""GARDINER LN"",""40205     "",""0097.00""
""1117"",""023939         "",""GARDINER LN"",""40205     "",""0097.00""
""1118"",""023941         "",""GARDINER LN"",""40205     "",""0097.00""
""1119"",""023942         "",""GARDINER LN"",""40205     "",""0097.00""
""1120"",""023951         "",""OLEANDA AVE"",""40215     "",""0039.00""
""1121"",""003822         "",""S BROOK ST"",""40206     "",""0066.00""
""1122"",""023963         "",""N 18TH ST"",""40203     "",""0023.00""
""1123"",""023972         "",""N 18TH ST"",""40203     "",""0023.00""
""1124"",""023973         "",""N 18TH ST"",""40203     "",""0023.00""
""1125"",""023974         "",""N 18TH ST"",""40203     "",""0023.00""
""1126"",""023975         "",""N 18TH ST"",""40203     "",""0023.00""
""1127"",""023997         "",""N 18TH ST"",""40203     "",""0023.00""
""1128"",""023998         "",""N 18TH ST"",""40203     "",""0023.00""
""1129"",""024005         "",""N 18TH ST"",""40203     "",""0002.00""
""1130"",""024011         "",""N 18TH ST"",""40203     "",""0002.00""
""1131"",""024015         "",""N 18TH ST"",""40203     "",""0002.00""
""1132"",""024028         "",""S 32ND ST"",""40211     "",""0015.00""
""1133"",""024029         "",""CYPRESS ST"",""40211     "",""0015.00""
""1134"",""024036         "",""S 19TH ST"",""40203     "",""0023.00""
""1135"",""024037         "",""S 19TH ST"",""40203     "",""0023.00""
""1136"",""024038         "",""S 19TH ST"",""40203     "",""0023.00""
""1137"",""024057         "",""N 19TH ST"",""40203     "",""0023.00""
""1138"",""028992         "",""W MUHAMMAD ALI BLVD"",""40212     "",""0024.00""
""1139"",""028993         "",""N 20TH ST"",""402       "",""0002.00""
""1140"",""028995         "",""WILSON AVE"",""40210     "",""0028.00""
""1141"",""028995         "",""WILSON AVE"",""40210     "",""0028.00""
""1142"",""028995         "",""WILSON AVE"",""40210     "",""0028.00""
""1143"",""023020         "",""N 21ST ST"",""40203     "",""0023.00""
""1144"",""023020         "",""N 21ST ST"",""40203     "",""0023.00""
""1145"",""029008         "",""WENDELL AVE"",""40205     "",""0097.00""
""1146"",""029009         "",""WENDELL AVE"",""40205     "",""0097.00""
""1147"",""029021         "",""S 32ND ST"",""40211     "",""0010.00""
""1148"",""029027         "",""WENDELL AVE"",""40205     "",""0097.00""
""1149"",""029034         "",""WENDELL AVE"",""40205     "",""0097.00""
""1150"",""029035         "",""WENDELL AVE"",""40205     "",""0097.00""
""1151"",""029036         "",""WENDELL AVE"",""40205     "",""0097.00""
""1152"",""029039         "",""WENDELL AVE"",""40205     "",""0097.00""
""1153"",""029043         "",""MCCOY AVE"",""40205     "",""0131.00""
""1154"",""029044         "",""WENDELL AVE"",""40205     "",""0097.00""
""1155"",""029047         "",""WENDELL AVE"",""40205     "",""0097.00""
""1156"",""029048         "",""WENDELL AVE"",""40205     "",""0097.00""
""1157"",""029049         "",""WENDELL AVE"",""40205     "",""0097.00""
""1158"",""029050         "",""WENDELL AVE"",""40205     "",""0097.00""
""1159"",""029055         "",""WENDELL AVE"",""40205     "",""0097.00""
""1160"",""029056         "",""WENDELL AVE"",""40205     "",""0097.00""
""1161"",""029076         "",""WENDELL AVE"",""40205     "",""0097.00""
""1162"",""029077         "",""WENDELL AVE"",""40205     "",""0097.00""
""1163"",""029086         "",""PIRTLE ST"",""40212     "",""0023.00""
""1164"",""029087         "",""POPE ST"",""40206     "",""0074.00""
""1165"",""029087         "",""POPE ST"",""40206     "",""0074.00""
""1166"",""029100         "",""ARLINGTON AVE"",""40206     "",""0081.00""
""1167"",""029101         "",""PARIS DR"",""40218     "",""0110.03""
""1168"",""029102         "",""STEVENSON AVE"",""40206     "",""0081.00""
""1169"",""029103         "",""PARIS DR"",""40218     "",""0110.03""
""1170"",""029115         "",""STEVENSON AVE"",""40206     "",""0081.00""
""1171"",""029116         "",""ARLINGTON AVE"",""40206     "",""0081.00""
""1172"",""029117         "",""ARLINGTON AVE"",""40206     "",""0081.00""
""1173"",""029127         "",""STEVENSON AVE"",""40206     "",""0081.00""
""1174"",""029128         "",""STEVENSON AVE"",""40206     "",""0081.00""
""1175"",""029129         "",""STEVENSON AVE"",""40206     "",""0081.00""
""1176"",""029133         "",""STEVENSON AVE"",""40206     "",""0081.00""
""1177"",""029134         "",""ARLINGTON AVE"",""40206     "",""0081.00""
""1178"",""029135         "",""STEVENSON AVE"",""40206     "",""0081.00""
""1179"",""029136         "",""STEVENSON AVE"",""40206     "",""0081.00""
""1180"",""029142         "",""WINDING RD"",""40214     "",""0090.00""
""1181"",""029168         "",""EDDY ST"",""40212     "",""0024.00""
""1182"",""029169         "",""EDDY ST"",""40212     "",""0024.00""
""1183"",""029170         "",""EDDY ST"",""40212     "",""0024.00""
""1184"",""029171         "",""GREEN ALY"",""40212     "",""0024.00""
""1185"",""029186         "",""WENDELL AVE"",""40205     "",""0097.00""
""1186"",""029187         "",""WENDELL AVE"",""40205     "",""0097.00""
""1187"",""029188         "",""WENDELL AVE"",""40205     "",""0097.00""
""1188"",""029189         "",""WENDELL AVE"",""40205     "",""0097.00""
""1189"",""024257         "",""GRAND AVE"",""40211     "",""0010.00""
""1190"",""029199         "",""WENDELL AVE"",""40205     "",""0097.00""
""1191"",""029202         "",""WENDELL AVE"",""40205     "",""0097.00""
""1192"",""029203         "",""WENDELL AVE"",""40205     "",""0097.00""
""1193"",""029204         "",""WENDELL AVE"",""40205     "",""0097.00""
""1194"",""029205         "",""WENDELL AVE"",""40205     "",""0097.00""
""1195"",""029210         "",""WENDELL AVE"",""40205     "",""0097.00""
""1196"",""029211         "",""WENDELL AVE"",""40205     "",""0097.00""
""1197"",""029212         "",""WENDELL AVE"",""40205     "",""0097.00""
""1198"",""029728         "",""N 32ND ST"",""402       "",""0003.00""
""1199"",""029730         "",""BELMAR DR"",""40213     "",""0094.00""
