datetime_UTC,dec_year_UTC,yyyy,mm,dd,HH,ch4_ppb,ch4_SD,ch4_n_minutes,ch4_min,ch4_max,ch4_uncertainty,ch4_flags
2018-03-11 01:00:00,2018.189155,2018,03,11,01,2060.10,9.13,19,2034.35,2070.53,0.808,P..
2018-03-11 02:00:00,2018.189269,2018,03,11,02,2063.99,5.71,19,2056.27,2075.44,0.815,P..
2018-03-11 03:00:00,2018.189269,2018,03,11,03,2052.29,6.96,19,2038.86,2075.48,0.803,P..
2018-03-11 04:00:00,2018.189384,2018,03,11,04,2052.30,9.44,19,2030.68,2066.55,0.803,P..
2018-03-11 05:00:00,2018.189498,2018,03,11,05,2080.68,9.80,19,2050.53,2093.78,0.863,P..
2018-03-11 06:00:00,2018.189612,2018,03,11,06,2123.87,14.35,19,2101.79,2149.58,0.962,P..
2018-03-11 07:00:00,2018.189726,2018,03,11,07,nan,nan,0,nan,nan,nan,P..
2018-03-11 08:00:00,2018.189840,2018,03,11,08,nan,nan,0,nan,nan,nan,P..
2018-03-11 09:00:00,2018.189954,2018,03,11,09,nan,nan,0,nan,nan,nan,P..
2018-03-11 10:00:00,2018.190068,2018,03,11,10,nan,nan,0,nan,nan,nan,P..
2018-03-11 11:00:00,2018.190183,2018,03,11,11,nan,nan,0,nan,nan,nan,P..
2018-03-11 12:00:00,2018.190297,2018,03,11,12,nan,nan,0,nan,nan,nan,P..
2018-03-11 13:00:00,2018.190411,2018,03,11,13,nan,nan,0,nan,nan,nan,P..
2018-03-11 14:00:00,2018.190525,2018,03,11,14,nan,nan,0,nan,nan,nan,P..
2018-03-11 15:00:00,2018.190639,2018,03,11,15,nan,nan,0,nan,nan,nan,P..
2018-03-11 16:00:00,2018.190753,2018,03,11,16,nan,nan,0,nan,nan,nan,P..
2018-03-11 17:00:00,2018.190868,2018,03,11,17,nan,nan,0,nan,nan,nan,P..
2018-03-11 18:00:00,2018.190982,2018,03,11,18,nan,nan,0,nan,nan,nan,P..
2018-03-11 19:00:00,2018.191096,2018,03,11,19,nan,nan,0,nan,nan,nan,P..
2018-03-11 20:00:00,2018.191210,2018,03,11,20,nan,nan,0,nan,nan,nan,P..
2018-03-11 21:00:00,2018.191324,2018,03,11,21,nan,nan,0,nan,nan,nan,P..
2018-03-11 22:00:00,2018.191438,2018,03,11,22,2022.61,8.09,19,2003.97,2033.14,0.744,P..
2018-03-11 23:00:00,2018.191553,2018,03,11,23,2091.07,26.25,19,2049.57,2137.33,0.887,P..
2018-03-12 00:00:00,2018.191667,2018,03,12,00,2019.87,13.55,19,2001.19,2049.12,0.739,P..
2018-03-12 01:00:00,2018.191781,2018,03,12,01,2124.77,11.65,19,2103.75,2145.66,0.962,P..
2018-03-12 02:00:00,2018.191895,2018,03,12,02,2092.53,71.55,19,1996.32,2235.20,0.897,P..
2018-03-12 03:00:00,2018.192009,2018,03,12,03,nan,nan,0,nan,nan,nan,P..
2018-03-12 04:00:00,2018.192123,2018,03,12,04,2238.90,42.44,19,2151.01,2286.85,1.218,P..
2018-03-12 05:00:00,2018.192237,2018,03,12,05,2187.57,18.90,19,2156.99,2230.75,1.090,P..
2018-03-12 06:00:00,2018.192352,2018,03,12,06,2218.28,34.78,19,2177.64,2292.41,1.165,P..
2018-03-12 07:00:00,2018.192466,2018,03,12,07,2191.73,99.63,19,2057.56,2308.13,1.110,P..
2018-03-12 08:00:00,2018.192580,2018,03,12,08,2060.46,9.26,19,2046.69,2077.36,0.804,P..
2018-03-12 09:00:00,2018.192694,2018,03,12,09,2085.04,33.90,19,2052.41,2135.91,0.856,P..
2018-03-12 10:00:00,2018.192808,2018,03,12,10,2118.15,21.26,19,2065.36,2144.02,0.927,P..
2018-03-12 11:00:00,2018.192922,2018,03,12,11,2060.48,9.91,19,2048.75,2086.31,0.803,P..
2018-03-12 12:00:00,2018.193037,2018,03,12,12,2042.90,5.80,19,2034.65,2050.88,0.768,P..
2018-03-12 13:00:00,2018.193151,2018,03,12,13,2042.10,4.53,12,2033.51,2048.66,0.786,P..
2018-03-12 14:00:00,2018.193265,2018,03,12,14,2035.41,3.33,19,2030.72,2041.71,0.754,P..
2018-03-12 15:00:00,2018.193379,2018,03,12,15,2037.23,5.95,19,2027.76,2045.54,0.758,P..
2018-03-12 16:00:00,2018.193493,2018,03,12,16,2035.01,4.89,19,2023.66,2041.62,0.764,P..
2018-03-12 17:00:00,2018.193607,2018,03,12,17,2018.98,5.78,19,2006.74,2027.33,0.735,P..
2018-03-12 18:00:00,2018.193721,2018,03,12,18,1990.42,4.89,19,1983.89,2001.83,0.688,P..
2018-03-12 19:00:00,2018.193836,2018,03,12,19,1983.21,3.35,19,1975.46,1989.25,0.678,P..
2018-03-12 20:00:00,2018.193950,2018,03,12,20,1989.69,9.73,19,1974.49,1999.58,0.691,P..
2018-03-12 21:00:00,2018.194064,2018,03,12,21,1997.67,3.12,19,1991.57,2003.51,0.706,P..
2018-03-12 22:00:00,2018.194178,2018,03,12,22,2025.52,2.88,19,2019.30,2029.06,0.757,P..
2018-03-12 23:00:00,2018.194292,2018,03,12,23,2011.87,4.32,19,2005.26,2019.22,0.735,P..
2018-03-13 00:00:00,2018.194406,2018,03,13,00,1976.74,2.63,19,1972.43,1981.08,0.681,P..
2018-03-13 01:00:00,2018.194521,2018,03,13,01,1973.87,2.06,19,1970.77,1978.11,0.677,P..
2018-03-13 02:00:00,2018.194635,2018,03,13,02,1979.55,1.24,19,1977.69,1983.84,0.677,P..
2018-03-13 03:00:00,2018.194749,2018,03,13,03,1976.52,0.77,19,1974.81,1977.71,0.672,P..
2018-03-13 04:00:00,2018.194863,2018,03,13,04,1981.29,1.67,19,1978.90,1984.00,0.677,P..
2018-03-13 05:00:00,2018.194977,2018,03,13,05,1977.63,1.59,19,1974.91,1980.81,0.671,P..
2018-03-13 06:00:00,2018.195091,2018,03,13,06,1978.49,3.29,19,1972.23,1983.96,0.671,P..
2018-03-13 07:00:00,2018.195205,2018,03,13,07,1980.49,3.36,19,1973.63,1986.19,0.673,P..
2018-03-13 08:00:00,2018.195320,2018,03,13,08,1996.59,2.67,19,1992.21,2000.39,0.697,P..
2018-03-13 09:00:00,2018.195434,2018,03,13,09,2019.17,1.82,19,2016.53,2024.06,0.734,P..
2018-03-13 10:00:00,2018.195548,2018,03,13,10,2004.78,2.57,19,2001.24,2009.38,0.710,P..
2018-03-13 11:00:00,2018.195662,2018,03,13,11,1997.26,1.42,19,1994.94,2000.03,0.698,P..
2018-03-13 12:00:00,2018.195776,2018,03,13,12,nan,nan,0,nan,nan,nan,P..
2018-03-13 13:00:00,2018.195890,2018,03,13,13,1984.65,2.79,19,1978.28,1988.23,0.683,P..
2018-03-13 14:00:00,2018.196005,2018,03,13,14,1977.64,1.67,19,1974.36,1980.55,0.672,P..
2018-03-13 15:00:00,2018.196119,2018,03,13,15,1973.41,4.42,19,1965.33,1979.71,0.666,P..
2018-03-13 16:00:00,2018.196233,2018,03,13,16,1964.22,1.64,19,1961.72,1967.64,0.653,P..
2018-03-13 17:00:00,2018.196347,2018,03,13,17,1965.10,2.29,19,1961.81,1969.10,0.654,P..
2018-03-13 18:00:00,2018.196461,2018,03,13,18,1972.54,1.86,19,1969.23,1976.05,0.664,P..
2018-03-13 19:00:00,2018.196575,2018,03,13,19,1973.97,1.55,19,1971.92,1976.83,0.665,P..
2018-03-13 20:00:00,2018.196689,2018,03,13,20,1973.30,2.49,19,1969.15,1978.38,0.664,P..
2018-03-13 21:00:00,2018.196804,2018,03,13,21,1970.59,1.58,19,1967.82,1974.81,0.660,P..
2018-03-13 22:00:00,2018.196918,2018,03,13,22,1969.99,1.76,20,1966.90,1972.60,0.658,P..
2018-03-13 23:00:00,2018.197032,2018,03,13,23,1972.90,4.60,19,1967.77,1982.41,0.658,P..
2018-03-14 00:00:00,2018.197146,2018,03,14,00,1979.81,2.94,14,1973.24,1983.29,0.675,P..
2018-03-14 01:00:00,2018.197260,2018,03,14,01,1989.77,6.27,19,1980.30,2001.64,0.679,P..
2018-03-14 02:00:00,2018.197374,2018,03,14,02,2000.27,3.11,19,1996.97,2008.66,0.694,P..
2018-03-14 03:00:00,2018.197489,2018,03,14,03,1989.21,1.74,19,1986.09,1991.44,0.676,P..
2018-03-14 04:00:00,2018.197603,2018,03,14,04,1990.42,2.33,19,1986.42,1995.47,0.676,P..
2018-03-14 05:00:00,2018.197717,2018,03,14,05,1989.13,0.93,19,1987.68,1991.03,0.674,P..
2018-03-14 06:00:00,2018.197831,2018,03,14,06,1989.56,2.95,19,1987.35,1999.46,0.674,P..
2018-03-14 07:00:00,2018.197945,2018,03,14,07,1995.65,1.23,19,1993.83,1998.11,0.682,P..
2018-03-14 08:00:00,2018.198059,2018,03,14,08,1991.27,2.61,19,1988.06,1997.11,0.675,P..
2018-03-14 09:00:00,2018.198174,2018,03,14,09,1985.10,0.93,19,1982.64,1986.56,0.665,P..
2018-03-14 10:00:00,2018.198288,2018,03,14,10,1988.71,1.41,19,1985.67,1991.26,0.675,P..
2018-03-14 11:00:00,2018.198402,2018,03,14,11,1989.93,1.70,19,1987.81,1993.37,0.677,P..
2018-03-14 12:00:00,2018.198516,2018,03,14,12,1978.64,1.67,16,1976.23,1981.25,0.647,P..
2018-03-14 13:00:00,2018.198630,2018,03,14,13,1977.28,1.94,19,1974.45,1981.08,0.660,P..
2018-03-14 14:00:00,2018.198744,2018,03,14,14,1971.17,0.92,19,1969.36,1972.95,0.653,P..
2018-03-14 15:00:00,2018.198858,2018,03,14,15,1973.44,1.70,19,1971.28,1977.59,0.658,P..
2018-03-14 16:00:00,2018.198973,2018,03,14,16,1976.81,1.13,19,1974.66,1978.70,0.665,P..
2018-03-14 17:00:00,2018.199087,2018,03,14,17,1983.92,1.20,19,1982.01,1986.82,0.678,P..
2018-03-14 18:00:00,2018.199201,2018,03,14,18,1987.90,3.49,19,1982.30,1993.90,0.687,P..
2018-03-14 19:00:00,2018.199315,2018,03,14,19,1986.29,1.99,19,1984.01,1990.62,0.688,P..
2018-03-14 20:00:00,2018.199429,2018,03,14,20,1992.11,2.45,19,1988.06,1996.50,0.701,P..
2018-03-14 21:00:00,2018.199543,2018,03,14,21,1993.37,1.24,19,1990.47,1995.11,0.708,P..
2018-03-14 22:00:00,2018.199658,2018,03,14,22,1992.71,1.43,19,1989.98,1995.52,0.710,P..
2018-03-14 23:00:00,2018.199772,2018,03,14,23,nan,nan,0,nan,nan,nan,P..
2018-03-15 00:00:00,2018.199886,2018,03,15,00,1993.72,1.49,18,1990.86,1996.62,0.705,P..
2018-03-15 01:00:00,2018.200000,2018,03,15,01,1999.68,3.28,19,1993.06,2004.94,0.715,P..
2018-03-15 02:00:00,2018.200114,2018,03,15,02,1993.36,2.17,19,1989.96,1998.41,0.705,P..
2018-03-15 03:00:00,2018.200228,2018,03,15,03,1993.69,2.71,19,1990.11,1999.52,0.705,P..
2018-03-15 04:00:00,2018.200342,2018,03,15,04,1997.81,2.07,19,1994.81,2000.92,0.711,P..
2018-03-15 05:00:00,2018.200457,2018,03,15,05,1993.52,3.12,19,1986.17,1997.22,0.704,P..
2018-03-15 06:00:00,2018.200571,2018,03,15,06,1986.82,1.09,19,1985.16,1989.48,0.694,P..
2018-03-15 07:00:00,2018.200685,2018,03,15,07,1987.15,1.60,19,1984.37,1990.33,0.694,P..
2018-03-15 08:00:00,2018.200799,2018,03,15,08,1989.03,1.74,19,1986.67,1992.34,0.697,P..
2018-03-15 09:00:00,2018.200913,2018,03,15,09,1988.06,1.99,16,1984.57,1991.34,0.706,P..
2018-03-15 10:00:00,2018.201027,2018,03,15,10,1996.36,1.35,19,1994.25,1998.73,0.710,P..
2018-03-15 11:00:00,2018.201142,2018,03,15,11,1996.57,2.13,19,1992.74,1999.46,0.711,P..
2018-03-15 12:00:00,2018.201256,2018,03,15,12,2045.68,4.24,19,2040.76,2055.69,0.797,P..
2018-03-15 13:00:00,2018.201370,2018,03,15,13,2047.37,4.15,19,2040.84,2058.15,0.812,P..
2018-03-15 14:00:00,2018.201484,2018,03,15,14,2009.29,5.34,19,2002.15,2020.93,0.744,P..
2018-03-15 15:00:00,2018.201598,2018,03,15,15,2005.74,10.58,19,1984.67,2014.92,0.741,P..
2018-03-15 16:00:00,2018.201712,2018,03,15,16,1977.56,0.97,19,1976.32,1979.53,0.700,P..
2018-03-15 17:00:00,2018.201826,2018,03,15,17,1977.65,1.57,19,1974.62,1980.07,0.703,P..
2018-03-15 18:00:00,2018.201941,2018,03,15,18,1974.56,1.49,19,1972.51,1977.52,0.702,P..
2018-03-15 19:00:00,2018.202055,2018,03,15,19,1983.36,1.92,19,1980.63,1989.10,0.718,P..
2018-03-15 20:00:00,2018.202169,2018,03,15,20,2000.67,3.82,19,1996.47,2008.14,0.748,P..
2018-03-15 21:00:00,2018.202283,2018,03,15,21,2017.46,2.03,20,2014.07,2020.48,0.775,P..
2018-03-15 22:00:00,2018.202397,2018,03,15,22,2027.56,7.07,20,2017.19,2039.73,0.787,P..
2018-03-15 23:00:00,2018.202511,2018,03,15,23,2017.39,2.23,19,2013.30,2021.52,0.758,P..
2018-03-16 00:00:00,2018.202626,2018,03,16,00,2026.17,6.81,19,2014.95,2037.10,0.770,P..
2018-03-16 01:00:00,2018.202740,2018,03,16,01,2038.63,2.38,19,2035.61,2043.12,0.790,P..
2018-03-16 02:00:00,2018.202854,2018,03,16,02,2059.65,2.85,19,2054.76,2065.48,0.828,P..
2018-03-16 03:00:00,2018.202968,2018,03,16,03,2092.76,10.24,19,2073.76,2114.53,0.894,P..
2018-03-16 04:00:00,2018.203082,2018,03,16,04,2014.07,3.49,19,2002.77,2019.50,0.743,P..
2018-03-16 05:00:00,2018.203196,2018,03,16,05,2004.92,4.25,19,1996.33,2011.27,0.728,P..
2018-03-16 06:00:00,2018.203311,2018,03,16,06,1982.00,5.40,19,1973.46,1989.66,0.693,P..
2018-03-16 07:00:00,2018.203425,2018,03,16,07,1978.30,1.92,19,1974.20,1982.02,0.688,P..
