"Age","LakeElev.Anom","UpperBound","LowerBound"
6800,85.1197270295836,49.4572268588771,120.78222720029
6850,85.5395993642989,49.7180045528314,121.361194175766
6900,82.2135096824748,43.8890966739184,120.537922691031
6950,78.8673203411825,38.0285332954258,119.706107386939
7000,75.5011150507461,32.1363485595148,118.865881541977
7050,75.8608341008755,32.3021938968916,119.419474304859
7100,72.3947661895223,26.2520655707812,118.537466808263
7150,68.9087325056583,20.1703656324648,117.647099378852
7200,65.4027330492836,14.0570940819423,116.748372016625
7250,62.7441184209188,14.1282136893264,111.360023152511
7300,63.0438832441183,14.1993153208448,111.888451167392
7350,63.3435800947805,14.2703989764973,112.416761213064
7400,66.6017743311863,14.3414929502969,118.862055712076
7450,66.9015891160279,14.4126048999622,119.390573332094
7500,67.2135105023809,14.4837288575057,119.943292147256
7550,67.5554534970485,14.5548354144113,120.556071579686
7600,67.9273897675316,14.6259239954511,121.228855539612
7650,68.317399680399,14.6970130438634,121.937786316935
7700,68.7075103827146,14.7681200681415,122.646900697288
7750,66.2263893680814,9.86911987860394,122.583658857559
7800,63.7312120319054,4.94641502276176,122.516009041049
7850,57.6503549324773,0,115.300709864955
7900,54.4004177002165,0,108.800835400433
7950,51.1240612906848,0,102.24812258137
8000,51.3929047683127,0,102.785809536625
8050,51.6617763601946,0,103.323552720389
8100,51.930728557297,0,103.861457114594
8150,48.4693832560592,0,96.9387665121183
8200,44.9815463519798,0,89.9630927039597
8250,45.2504205323864,0,90.5008410647729
8300,45.4399824121232,0,90.8799648242464
8350,45.629592227502,0,91.2591844550039
8400,42.0360394537178,0,84.0720789074355
8450,42.2256789891945,0,84.4513579783891
8500,46.3306824506185,0,92.661364901237
8550,50.4620513662249,0,100.92410273245
8600,50.6516480472377,0,101.303296094475
8650,46.9258808023034,0,93.8517616046068
8700,47.1948072142671,0,94.3896144285341
8750,55.479469312084,0,110.958938624168
8800,59.7430182810384,0,119.486036562077
8850,55.9114680328747,0,111.822936065749
8900,48.0059481976891,0,96.0118963953781
8950,44.1215089910008,0,88.2430179820015
9000,44.3111098903501,0,88.6222197807002
9050,44.5007587253414,0,89.0015174506829
9100,44.6904071768476,0,89.3808143536952
9150,44.8800076927118,0,89.7600153854236
9200,45.0695625738448,0,90.1391251476897
9250,45.2591503388283,0,90.5183006776566
9300,45.4487860394537,0,90.8975720789074
9350,45.6384476253258,0,91.2768952506516
9400,47.6500292547938,0,95.3000585095877
9450,49.6699648251221,0,99.3399296502442
9500,51.6983019124353,0,103.396603824871
9550,51.9131088487443,0,103.826217697489
9600,52.1279467754459,0,104.255893550892
9650,55.0022497447044,0,110.004499489409
9700,57.8944938577513,0,115.788987715503
9750,60.8054781532067,0,121.610956306413
9800,60.2498798436148,0,120.49975968723
9850,59.6847063150052,0,119.36941263001
9900,59.1091841503586,0,118.218368300717
9950,62.2601234871424,0,124.520246974285
10000,65.4646967211771,0,130.929393442354
10050,68.7229444154566,0,137.445888830913
10100,66.0519658327372,0,132.103931665474
10150,69.9938395922348,6.10769157814871,133.879987606321
10200,75.4169063410889,12.239093323217,138.594719358961
10250,83.932060196798,18.3942052352049,149.469915158391
10300,85.8546719122236,18.4653186229394,153.244025201508
10350,86.3208695271663,18.5364140348082,154.105325019524
10400,87.1575674890134,12.3813021228203,161.933832855207
10450,88.1321186751991,6.20249715693707,170.061740193461
10500,89.2399749206901,0,178.47994984138
10550,82.6231806042558,0,165.246361208512
10600,87.3462016949873,0,174.692403389975
10650,139.623841535796,56.1610190763052,223.086663995288
10700,218.456187831686,138.856978672265,298.055396991108
10750,286.160364292249,222.559789917245,349.760938667254
10800,306.521804887462,251.108871851041,361.934737923884
10850,308.032258824422,254.12977972496,361.934737923884
10900,309.542974414053,257.151210904223,361.934737923884
10950,311.053385756392,260.172033588901,361.934737923884
11000,312.232477103407,262.53021628293,361.934737923884
11050,313.0424671818,264.150196439717,361.934737923884
11100,313.483702833486,265.032667743089,361.934737923884
11150,313.887461459168,265.840184994452,361.934737923884
11200,314.29122008485,266.647702245816,361.934737923884
11250,314.694978710532,267.45521949718,361.934737923884
11300,315.098737336214,268.262736748544,361.934737923884
11350,315.502495961896,269.070253999908,361.934737923884
11400,315.906254587578,269.877771251271,361.934737923884
11450,316.310013213259,270.685288502635,361.934737923884
11500,316.713771838941,271.492805753999,361.934737923884
11550,317.117530464623,272.300323005363,361.934737923884
11600,317.521289090305,273.107840256727,361.934737923884
11650,317.925047715987,273.915357508091,361.934737923884
11700,318.328806341669,274.722874759454,361.934737923884
11750,318.732564967351,275.530392010818,361.934737923884
11800,319.136323593033,276.337909262182,361.934737923884
11850,319.540082218715,277.145426513546,361.934737923884
11900,319.943840844397,277.95294376491,361.934737923884
11950,320.347599470079,278.760461016274,361.934737923884
12000,320.751358095761,279.567978267637,361.934737923884
12050,321.155116721442,280.375495519001,361.934737923884
12100,321.558875347124,281.183012770365,361.934737923884
12150,321.962633972806,281.990530021729,361.934737923884
12200,322.366392598488,282.798047273093,361.934737923884
12250,322.77015122417,283.605564524457,361.934737923884
12300,323.173909849852,284.41308177582,361.934737923884
12350,323.577668475534,285.220599027184,361.934737923884
12400,323.981427101216,286.028116278548,361.934737923884
12450,324.385185726898,286.835633529912,361.934737923884
12500,324.78894435258,287.643150781276,361.934737923884
12550,325.192702978262,288.450668032639,361.934737923884
12600,325.596461603944,289.258185284003,361.934737923884
12650,326.000220229625,290.065702535367,361.934737923884
12700,326.403978855307,290.873219786731,361.934737923884
12750,326.807737480989,291.680737038095,361.934737923884
12800,327.211496106671,292.488254289459,361.934737923884
12850,327.615254732353,293.295771540822,361.934737923884
12900,328.019013358035,294.103288792186,361.934737923884
12950,328.422771983717,294.91080604355,361.934737923884
13000,328.826530609399,295.718323294914,361.934737923884
13050,329.230289235081,296.525840546278,361.934737923884
13100,329.634047860763,297.333357797642,361.934737923884
13150,330.037806486445,298.140875049005,361.934737923884
13200,330.441565112126,298.948392300369,361.934737923884
13250,330.845323737808,299.755909551733,361.934737923884
13300,331.24908236349,300.563426803097,361.934737923884
13350,331.652840989181,301.370944054479,361.934737923884
13400,332.056599614911,302.178461305938,361.934737923884
13450,332.460358240679,302.985978557474,361.934737923884
13500,332.864116866476,303.793495809069,361.934737923884
13550,333.267875492274,304.601013060663,361.934737923884
13600,333.671634118071,305.408530312258,361.934737923884
13650,334.075392743868,306.216047563853,361.934737923884
13700,334.479151369666,307.023564815447,361.934737923884
13750,334.882909995463,307.831082067042,361.934737923884
13800,335.28666862126,308.638599318637,361.934737923884
13850,335.690427247058,309.446116570231,361.934737923884
13900,336.094185872855,310.253633821826,361.934737923884
13950,336.497944498652,311.061151073421,361.934737923884
14000,336.901703124449,311.868668325015,361.934737923884
14050,337.305461750247,312.67618557661,361.934737923884
14100,337.709220376044,313.483702828205,361.934737923884
14150,338.112979001841,314.291220079799,361.934737923884
14200,338.516737627639,315.098737331394,361.934737923884
14250,338.920496253436,315.906254582989,361.934737923884
14300,339.324254879233,316.713771834583,361.934737923884
14350,339.728013505031,317.521289086178,361.934737923884
14400,340.131772130828,318.328806337773,361.934737923884
14450,340.535530756625,319.136323589367,361.934737923884
14500,340.939289382423,319.943840840962,361.934737923884
14550,341.34304800822,320.751358092556,361.934737923884
14600,341.746806634017,321.558875344151,361.934737923884
14650,342.150565259815,322.366392595746,361.934737923884
14700,342.554323885612,323.17390984734,361.934737923884
14750,342.958082511409,323.981427098935,361.934737923884
14800,343.361841137207,324.78894435053,361.934737923884
14850,343.765599763004,325.596461602124,361.934737923884
14900,344.169358388801,326.403978853719,361.934737923884
14950,344.573117014599,327.211496105314,361.934737923884
15000,344.976875640396,328.019013356908,361.934737923884
15050,345.380634266193,328.826530608503,361.934737923884
15100,345.784392891991,329.634047860098,361.934737923884
15150,346.188151517788,330.441565111692,361.934737923884
15200,346.591910143585,331.249082363287,361.934737923884
15250,346.995668769383,332.056599614882,361.934737923884
15300,347.39942739518,332.864116866476,361.934737923884
15350,347.803186020977,333.671634118071,361.934737923884
15400,348.206944646775,334.479151369666,361.934737923884
15450,348.610703272572,335.28666862126,361.934737923884
15500,349.014461898369,336.094185872855,361.934737923884
15550,349.418220524167,336.90170312445,361.934737923884
15600,349.821979149964,337.709220376044,361.934737923884
15650,350.225737775761,338.516737627639,361.934737923884
15700,350.629496401559,339.324254879233,361.934737923884
15750,351.033255027356,340.131772130828,361.934737923884
15800,351.437013653153,340.939289382423,361.934737923884
15850,351.840772278951,341.746806634017,361.934737923884
15900,352.244530904748,342.554323885612,361.934737923884
15950,352.648289530545,343.361841137207,361.934737923884
16000,353.052048156342,344.169358388801,361.934737923884
16050,353.45580678214,344.976875640396,361.934737923884
16100,353.859565407937,345.784392891991,361.934737923884
16150,354.263324033735,346.591910143585,361.934737923884
16200,354.667082659532,347.39942739518,361.934737923884
16250,355.070841285329,348.206944646775,361.934737923884
16300,355.474599911126,349.014461898369,361.934737923884
16350,355.878358536924,349.821979149964,361.934737923884
16400,356.282117162721,350.629496401559,361.934737923884
16450,356.685875788519,351.437013653153,361.934737923884
16500,357.089634414316,352.244530904748,361.934737923884
16550,357.493393040113,353.052048156343,361.934737923884
16600,357.89715166591,353.859565407937,361.934737923884
16650,358.300910291708,354.667082659532,361.934737923884
16700,358.704668917505,355.474599911127,361.934737923884
16750,359.108427543302,356.282117162721,361.934737923884
16800,359.5121861691,357.089634414316,361.934737923884
16850,359.915944794897,357.89715166591,361.934737923884
16900,360.319703420694,358.704668917505,361.934737923884
16950,360.723462046492,359.5121861691,361.934737923884
17000,361.127220672289,360.319703420694,361.934737923884
17050,361.530979298086,361.127220672289,361.934737923884
17100,NA,-Inf,NA
17150,NA,-Inf,NA
17200,NA,-Inf,NA
17250,NA,-Inf,NA
17300,NA,-Inf,NA
17350,NA,-Inf,NA
17400,NA,-Inf,NA
17450,NA,-Inf,NA
17500,NA,-Inf,NA
17550,NA,-Inf,NA
17600,NA,-Inf,NA
17650,NA,-Inf,NA
17700,NA,-Inf,NA
17750,NA,-Inf,NA
17800,NA,-Inf,NA
17850,NA,-Inf,NA
17900,NA,-Inf,NA
