Site_ID,River,Domain,BG,NAG,AP,LAP
GRW04449-604,Missouri,Upper MO,13.6,1.699215434,27.57172182,
GRW04449-606,Missouri,Upper MO,48.64250867,19.30615262,22.28413,
GRW04449-608,Missouri,Upper MO,27.600796,18.5242609,29.61842975,
GRW04449-610,Missouri,Upper MO,62.62656389,24.5980656,35.07673997,2.779807421
GRW04449-612,Missouri,Upper MO,10.99497236,19.36979747,41.09710678,
GRW04449-614,Missouri,Upper MO,45.05876336,28.09494491,26.87858282,
GRW04449-616,Missouri,Upper MO,24.8972327,14.91173141,20.8085647,7.68
GRW04449-624,Missouri,Upper MO,65.87639367,18.8769276,42.27,17.56
GRW04449-626,Missouri,Upper MO,36.96673059,18.88993996,22.95090331,
GRW04449-628,Missouri,Upper MO,28.5,13.12,25.4,4.85
GRW04449-630,Missouri,Upper MO,52.04178458,35.71536301,32.69940698,11.4
GRW04449-632,Missouri,Upper MO,3.33,1.64,4.69,3.5
GRW04449-634,Missouri,Upper MO,10.524478,4.281683834,10.84615986,
GRW04449-636,Missouri,Upper MO,38.14366066,61.9894463,15.86099807,
GRW04449-638,Missouri,Upper MO,48.73487702,27.38981407,35.61648722,
GRW04449-640,Missouri,Upper MO,10.34301667,14.82028213,11.96152736,23.58755723
GRW04449-642,Missouri,Upper MO,12.05751729,9.080563371,12.02433025,8.82
GRW04449-644,Missouri,Upper MO,170,85.7,2963,8.2
GRW04449-646,Missouri,Upper MO,36.40937831,18.25048667,30.51024377,
GRW04449-650,Missouri,Upper MO,29.87,12.33,14.22,
GRW04449-652,Missouri,Upper MO,8.381067736,3.099253514,7.965432722,11.43
GRW04449-664,Missouri,Upper MO,66.29429454,22.82156115,42.66458279,1.93
GRW04449-672,Missouri,Upper MO,40.75829591,21.01341674,30.72349549,
GRW04449-682,Missouri,Upper MO,54.2,16.9,27.2,
GRW04449-686,Missouri,Upper MO,47.23674701,68.72333748,33.78116708,
GRW04449-692,Missouri,Upper MO,18.96,13.8,14.86,
GRW04449-704,Missouri,Upper MO,41.85015556,31.66543797,16.49331664,
GRW04449-708,Missouri,Upper MO,36.2,27.1,219,8.13
GRE06604-1481,Ohio,Ohio,139.0256976,93.60619566,6.393972417,52.08011964
GRE06604-1482,Ohio,Ohio,230.1803928,90.24839271,79.5607246,23.55925699
GRE06604-1483,Ohio,Ohio,125.6912735,67.20527055,30.7226104,12.00770812
GRE06604-1484,Ohio,Ohio,81.68032498,147.3616315,37.83307551,4.30445366
GRE06604-1485,Ohio,Ohio,67.64738211,28.48049211,51.25874699,11.13244658
GRE06604-1486,Ohio,Ohio,30.35491124,18.95568204,46.12827078,7.060671758
GRE06604-1487,Ohio,Ohio,104.6228254,40.91773715,21.71729378,9.58
GRE06604-1488,Ohio,Ohio,111.0015772,96.17526273,73.80538504,4.170304281
GRE06604-1489,Ohio,Ohio,74.94080874,36.7596169,15.31463656,7.737172308
GRE06604-1490,Ohio,Ohio,103.1889078,63.50779783,17.91506018,7.690064875
GRE06604-1491,Ohio,Ohio,164.6008497,81.51895086,43.28556343,3.564778318
GRE06604-1492,Ohio,Ohio,78.35462705,25.2184321,22.28704165,10.63995544
GRE06604-1493,Ohio,Ohio,41.736276,38.35466901,25.71706058,9.264912507
GRE06604-1494,Ohio,Ohio,195.5689854,94.5983126,41.00437873,5.86
GRE06604-1495,Ohio,Ohio,133.6953492,66.83167445,39.03393525,4.257582583
GRE06604-1496,Ohio,Ohio,46.51940495,26.23074207,23.89503312,3.669576588
GRE06604-1497,Ohio,Ohio,18.24888805,8.289663587,19.86925968,5.568584823
GRE06604-1498,Ohio,Ohio,281.5720671,113.1888332,77.53388165,4.581353656
GRE06604-1499,Ohio,Ohio,86.39079896,25.07752719,41.44691087,7.715374196
GRE06604-1500,Ohio,Ohio,338.6650959,105.5127992,19.63874068,13.4
GRE06604-1501,Ohio,Ohio,95.79123428,32.92009992,33.28807582,5.150762551
GRE06604-1502,Ohio,Ohio,98.17843686,53.48972696,54.97,11.97858088
GRE06604-1503,Ohio,Ohio,265.9408324,104.7231325,24.31132673,19.76476941
GRE06604-1504,Ohio,Ohio,7.897157472,2.140921356,2.402714578,6.198981535
GRE06604-1505,Ohio,Ohio,67.92903854,38.11406901,30.94786229,16.73787246
GRE06604-1506,Ohio,Ohio,120.6704148,61.03855088,45.42365594,16.54842717
GRE06604-1507,Ohio,Ohio,176.0617612,73.74927016,46.86283069,13.6
GRE06604-1508,Ohio,Ohio,44.61971601,20.89642885,26.78262035,21.62463415
GRE06604-1509,Ohio,Ohio,60.20449365,53.07174469,13.741267,7.004588291
GRE06604-1510,Ohio,Ohio,138.7491931,88.33194988,28.76765672,12.7
ORS04466-0001,Ohio,Ohio,59.14690972,56.16158217,18.80396207,6.669987333
ORS04466-0001,Ohio,Ohio,106.0216123,97.27876297,52.56015113,10.47393178
ORS04466-0001,Ohio,Ohio,79.04,50.9,138,1.2
ORS04466-0001,Ohio,Ohio,25.8,13.5,7.62,16.3
ORS04466-0001,Ohio,Ohio,69.75404607,62.3366167,4.32362101,6.119347348
ORS04466-0002,Ohio,Ohio,15.43237964,6.297553727,23.80479989,3.749273335
ORS04466-0002,Ohio,Ohio,127.9591488,77.06648571,40.65324372,9.779030549
ORS04466-0002,Ohio,Ohio,86.9,41.7,296,19.2
ORS04466-0002,Ohio,Ohio,124,67.3,1222,11.98
ORS04466-0002,Ohio,Ohio,89.74610128,43.69484674,21.39990714,8.67
ORS04466-0003,Ohio,Ohio,109.5485128,64.59822937,55.29058602,31.99869598
ORS04466-0003,Ohio,Ohio,66.02011908,29.05500239,45.21174486,22.55503332
ORS04466-0003,Ohio,Ohio,104,59,1434,
ORS04466-0003,Ohio,Ohio,63.8,40.5,81.3,49.1
ORS04466-0003,Ohio,Ohio,94.9151725,47.20918267,63.70408959,27.78633186
ORS04466-0004,Ohio,Ohio,63.16691428,36.39384695,21.07440341,8.840686237
ORS04466-0004,Ohio,Ohio,149.0555176,109.2377851,89.04792212,25.03375474
ORS04466-0004,Ohio,Ohio,97.98,123.7,798,
ORS04466-0004,Ohio,Ohio,43.6,22.8,34.6,18.5
ORS04466-0004,Ohio,Ohio,26.24052942,12.0890091,42.99,3.678975806
ORS04466-0005,Ohio,Ohio,144.4386077,78.0121863,54.26039083,45.05930573
ORS04466-0005,Ohio,Ohio,236.5838297,151.1668576,107.694789,27.97017569
ORS04466-0005,Ohio,Ohio,172,178,3362,3.89
ORS04466-0006,Ohio,Ohio,119.9706076,58.85897546,42.05146051,11.58013154
ORS04466-0006,Ohio,Ohio,158.6780965,92.77482986,28.60454582,31.57675218
ORS04466-0006,Ohio,Ohio,76.88164033,91.6510762,3.724919184,8.119361942
ORS04466-0007,Ohio,Ohio,145.7734904,74.41383996,25.48244146,15.16080896
ORS04466-0007,Ohio,Ohio,86.36065544,42.39917963,14.85366609,9.572233279
ORS04466-0007,Ohio,Ohio,26,38.4,69.6,4.8
ORS04466-0008,Ohio,Ohio,67.46329778,29.2162686,23.24822634,4.73240147
ORS04466-0008,Ohio,Ohio,51.3,31.3,146,14.8
ORS04466-0008,Ohio,Ohio,59.66216696,47.86766998,6.830181798,2.223
ORS04466-0009,Ohio,Ohio,324.8478464,149.5372582,52.65546779,20.73158647
ORS04466-0009,Ohio,Ohio,642,213,790,31.6
ORS04466-0009,Ohio,Ohio,169.0368416,148.2235914,11.46871319,5.504
ORS04466-0010,Ohio,Ohio,262,63.4,343,0.2
ORS04466-0010,Ohio,Ohio,74.1,32.6,18.5,22.5
ORS04466-0011,Ohio,Ohio,121.7576713,142.7058171,22.91476144,7.74
ORS04466-0012,Ohio,Ohio,152.8,67.9,55,25.4
ORS04466-0013,Ohio,Ohio,168.1998637,76.32566916,27.76967268,7.180484496
ORS04466-0014,Ohio,Ohio,54.97908305,32.24071905,460.55,12.96
ORS04466-0015,Ohio,Ohio,138.9283619,98.16664069,25.21277448,13.43532393
ORS04466-0016,Ohio,Ohio,99.47317941,70.85835908,49.25388356,9.205605648
ORS04466-0017,Ohio,Ohio,11.30747657,27.59690704,33.81619925,121.7106228
ORS04466-0018,Ohio,Ohio,91.94563353,60.769536,8.450055784,8.34
ORS04466-0021,Ohio,Ohio,47.42574833,12.8151822,87.75314124,4.458397225
ORS04466-0022,Ohio,Ohio,148.6566866,127.7952851,68.84099645,138.3841288
ORS04466-0023,Ohio,Ohio,28.75475565,17.96112872,82.0786263,11.49003976
ORS04466-0024,Ohio,Ohio,72.28337846,53.67440546,33.43795446,18.1746533
ORS04466-0025,Ohio,Ohio,72.17646098,28.53681625,10.05493575,4.950911128
ORS04466-0026,Ohio,Ohio,42.37213264,24.33496815,16.10919116,4.393263634
ORS04466-0027,Ohio,Ohio,111.3811498,66.66224721,56.13403554,13.44193733
ORS04466-0028,Ohio,Ohio,93.08829036,58.60735655,36.84636567,9.91328643
ORS04466-0029,Ohio,Ohio,110.984308,69.51368945,47.06948282,8.219747525
ORS04466-0030,Ohio,Ohio,34.42375904,30.96659887,51.37504663,
ORS04466-0031,Ohio,Ohio,,,,
ORS04466-0032,Ohio,Ohio,60.06137165,37.79949799,23.34240557,3.789135861
ORS04466-0033,Ohio,Ohio,45.19592305,19.29015801,45.17013185,10.16787905
ORS04466-0034,Ohio,Ohio,158.4932121,72.53876186,56.08081835,11.82556862
ORS04466-0035,Ohio,Ohio,13.20816961,7.831850729,9.392182575,24.96002472
ORS04466-0036,Ohio,Ohio,83.6,43.2,34,16.4
ORS04466-0037,Ohio,Ohio,6.79,5.495917706,14.32344863,17.65086987
ORS04466-0038,Ohio,Ohio,98.07882153,66.45807829,46.73322636,11.81331633
ORS04466-0039,Ohio,Ohio,126.9389137,98.86248334,25.52118561,25.6
ORS04466-0040,Ohio,Ohio,,,,
ORS04466-0041,Ohio,Ohio,95.39160793,49.0558832,36.05132122,19.24878775
ORS04466-0042,Ohio,Ohio,,,,
ORS04466-0043,Ohio,Ohio,131.3633186,93.71899215,28.14387467,19.26
ORS04466-0045,Ohio,Ohio,24.43287117,16.90950052,10.26863305,7.969875722
ORS04466-0046,Ohio,Ohio,92.92199881,79.93811935,19.35712038,3.53093313
ORS04466-0047,Ohio,Ohio,23.77535143,29.39955219,23.88548226,8.87
ORS04466-0048,Ohio,Ohio,48.3,16.8,26.99,10.47
ORS04466-0049,Ohio,Ohio,11.8,4.39,35,7.05
ORS04466-0050,Ohio,Ohio,122,30.3,56.9,34.1
ORS04466-0051,Ohio,Ohio,10.94847486,12.15215229,95.5078971,11.73
ORS04466-0052,Ohio,Ohio,4.141210617,3.069483759,10.76728732,2.37
ORS04466-0053,Ohio,Ohio,13.07765026,14.60950838,22.20662933,125.6672955
ORS04466-0054,Ohio,Ohio,16.98,11.31,14.06,7.39
ORS04466-0055,Ohio,Ohio,106.9188703,86.16894837,44.82837663,96.12364717
ORS04466-0056,Ohio,Ohio,38.71,11.77,15.65,4.81
ORS04466-0057,Ohio,Ohio,1.93,0.331,125,6.39
ORS04466-0058,Ohio,Ohio,20.3,8.7,12.9,3.52
ORS04466-0059,Ohio,Ohio,36.38,15.9,30.9,12.1
ORS04466-0060,Ohio,Ohio,,,,
ORS04466-0061,Ohio,Ohio,34.38657155,24.76057247,2.583648266,13.15
ORS04466-0062,Ohio,Ohio,8.024769199,8.666930902,18.6643811,31.75667134
ORS04466-0063,Ohio,Ohio,100.2014379,80.42314383,56.60989901,20.81750835
ORS04466-0064,Ohio,Ohio,8.826879889,10.58723709,21.12854763,405.7868908
ORS04466-0066,Ohio,Ohio,172.1838134,134.3834731,19.15798322,12.01
ORS04466-0067,Ohio,Ohio,63.1,21.9,136,12.7
ORS04466-0068,Ohio,Ohio,25.82727583,11.67646643,1.199524029,17.55
ORS04466-0069,Ohio,Ohio,80.33,34.2,33.5,24.9
ORS04466-0070,Ohio,Ohio,88.21934496,97.25661051,42.86598566,26.3177514
ORS04466-0072,Ohio,Ohio,242.4,65.50609668,45.54032573,2.78
ORS04466-0073,Ohio,Ohio,19.1,9.49,28.8,8.95
ORS04466-0074,Ohio,Ohio,46.19821549,62.29102583,338.636366,20.63
ORS04466-0075,Ohio,Ohio,43.5784925,36.03255642,27.00741238,60.89745975
ORS04466-0076,Ohio,Ohio,141.8235467,68.15759652,24.93294642,11.42
ORS04466-0077,Ohio,Ohio,9.55392348,13.08263751,11.49168584,6.82
ORS04466-0078,Ohio,Ohio,116.100549,48.26736793,11.02578493,10.23258684
ORS04466-0079,Ohio,Ohio,107.6,60.9,54.8,19.6
ORS04466-0080,Ohio,Ohio,36.2,24.5,12,22.2
ORS04466-0081,Ohio,Ohio,41.85822392,84.75209056,367.9860203,17.31
ORS04466-0082,Ohio,Ohio,117.1,75.7,82.3,8.78
ORS04466-0083,Ohio,Ohio,5.85,1.96,29.1,7.98
ORS04466-0084,Ohio,Ohio,50.99,28.3,43.2,17.9
ORS04466-0085,Ohio,Ohio,76.5,25.88,23.35,6.44
ORS04466-0086,Ohio,Ohio,121.5,57.5,66.1,40.7
ORS04466-0087,Ohio,Ohio,25.36362605,12.54548555,6.704928856,8.14
ORS04466-0088,Ohio,Ohio,79.16709717,62.34519905,18.75616113,15.57686711
ORS04466-0089,Ohio,Ohio,31.26,6.34,14,12.1
ORS04466-0091,Ohio,Ohio,75.99293855,51.92927851,3138.11,17.78
ORS04466-0092,Ohio,Ohio,142.0981277,56.99773967,55.01995999,29.5630899
ORS04466-0097,Ohio,Ohio,36.4,21.1,34.2,37.5
ORS04466-0098,Ohio,Ohio,162.8,54,74.9,16.3
ORS04466-0100,Ohio,Ohio,188.6657703,148.9658488,56.74408368,17.97
