OBJECTID,FEATURE1,FEATURE2,FEATURE3,SHAPE.LEN
126,Ridge,Transverse, ,0.0279745473233649
134,Ridge,Transverse, ,0.00783531261051603
150,Ridge,Transverse, ,0.0208427848302006
164,Ridge,Transverse, ,0.0147743864995009
170,Ridge,Transverse, ,0.0127968663673734
180,Ridge,Transverse, ,0.00781153091476895
185,Ridge,Transverse, ,0.00780994962510111
193,Ridge,Transverse, ,0.00911408645018102
201,Ridge,Transverse, ,0.0161469749423787
222,Ridge,Transverse, ,0.0154436932890963
224,Ridge,Transverse, ,0.0171825457118835
230,Ridge,Transverse, ,0.0104335121472669
231,Ridge,Transverse, ,0.0188652513302017
234,Ridge,Transverse, ,0.0181879692543501
235,Ridge,Transverse, ,0.0195739613895534
236,Ridge,Transverse, ,0.0221119873048838
237,Ridge,Transverse, ,0.0329306011225199
240,Ridge,Transverse, ,0.0254695815582306
242,Ridge,Transverse, ,0.0230975439882143
246,Ridge,Transverse, ,0.0164366485494213
248,Ridge,Transverse, ,0.0121246497419233
249,Ridge,Transverse, ,0.0177356008927677
250,Ridge,Transverse, ,0.0134103998189277
254,Ridge,Transverse, ,0.0211755027159974
255,Ridge,Transverse, ,0.0112079968846683
258,Ridge,Transverse, ,0.0167869305823404
261,Ridge,Transverse, ,0.0189312563107941
262,Ridge,Transverse, ,0.0190827753687936
264,Ridge,Transverse, ,0.0151401482545918
266,Ridge,Transverse, ,0.0121822107562803
267,Ridge,Transverse, ,0.00753605027688411
269,Ridge,Transverse, ,0.0154330121761982
270,Ridge,Transverse, ,0.0175166789714384
271,Ridge,Transverse, ,0.024068999216255
278,Ridge,Transverse, ,0.00930535066910995
279,Ridge,Transverse, ,0.0218029548281697
280,Ridge,Transverse, ,0.0146291723568392
281,Ridge,Transverse, ,0.018145561355348
286,Ridge,Transverse, ,0.0166611313120656
287,Ridge,Transverse, ,0.0202114576566439
288,Ridge,Transverse, ,0.0142029898400728
289,Ridge,Transverse, ,0.0278968277812704
292,Ridge,Transverse, ,0.014689211736572
293,Ridge,Transverse, ,0.0155134902734262
298,Ridge,Transverse, ,0.0187820851117978
299,Ridge,Transverse, ,0.0122259824257945
301,Ridge,Transverse, ,0.0138603322962378
304,Ridge,Transverse, ,0.0171980081316521
306,Ridge,Transverse, ,0.0142925271661902
307,Ridge,Transverse, ,0.0123847279381661
310,Ridge,Transverse, ,0.0245710862926286
313,Ridge,Transverse, ,0.00869217039972852
314,Ridge,Transverse, ,0.0120388314261226
316,Ridge,Transverse, ,0.0118411587962686
321,Ridge,Transverse, ,0.0262624997705884
329,Ridge,Transverse, ,0.00420220965749235
333,Ridge,Transverse, ,0.00687635690141774
334,Ridge,Transverse, ,0.00288113104094295
335,Ridge,Transverse, ,0.00446502138649055
337,Ridge,Transverse, ,0.00375581283754156
340,Ridge,Transverse, ,0.022509255108087
341,Ridge,Transverse, ,0.0165167520227356
345,Ridge,Transverse, ,0.0106323900304671
348,Ridge,Transverse, ,0.0215282676931969
353,Ridge,Transverse, ,0.040683778748783
360,River Channel,Small,Partly Buried,0.000471608111944653
368,River Channel,Small,Partly Buried,0.00972507124530387
369,Ridge,Longitudinal, ,0.0169692930496802
371,River Channel,Small,Partly Buried,0.0325259112262607
374,River Channel,Small,Partly Buried,0.0347414561914727
376,River Channel,Small,Partly Buried,7.63892730165695e-005
381,River Channel,Small,Partly Buried,0.0145019684937859
382,River Channel,Small,Partly Buried,0.0235147208731246
383,River Channel,Small,Partly Buried,0.0361022349614179
389,Ridge,Longitudinal, ,0.000300490191728449
2,Esker, , ,0.14713166969556
5,River Channel,Small,Not Buried,0.000530880959298787
6,River Channel,Small,Not Buried,0.0281509366525668
8,River Channel,Small,Not Buried,0.0179654894437007
11,River Channel,Small,Not Buried,0.000372459395941356
16,Ridge,Longitudinal, ,0.0161230479164397
18,River Channel,Small,Not Buried,0.00986356811210443
19,River Channel,Small,Not Buried,0.0405645095108807
21,Ridge,Longitudinal, ,0.0154316987761719
25,Ridge,Longitudinal, ,0.000363194479586351
26,Ridge,Longitudinal, ,0.0047931483227072
27,Ridge,Longitudinal, ,0.000583667965279062
31,River Channel,Small,Not Buried,0.106654055374837
37,River Channel,Small,Not Buried,0.022157925342881
41,Esker, , ,0.00854201579099533
42,Ridge,Longitudinal, ,0.00281156725781369
44,Ridge,Longitudinal, ,0.0121985686043913
45,River Channel,Small,Not Buried,0.0226583168771011
47,River Channel,Small,Not Buried,0.0117817152558296
49,Ridge,Longitudinal, ,0.0254285399655657
56,Ridge,Longitudinal, ,0.0555493899441558
57,Ridge,Longitudinal, ,0.0611086455596225
58,Ridge,Longitudinal, ,0.0642310439182315
60,Ridge,Longitudinal, ,0.0334816795889793
61,Ridge,Longitudinal, ,0.0328629129332722
67,River Channel,Small,Partly Buried,0.0543499994752112
69,Ridge,Longitudinal, ,0.0201326280438749
75,Ridge,Longitudinal, ,0.0215184707202292
76,Ridge,Longitudinal, ,0.0181826821291055
82,Ridge,Transverse, ,0.0104383270618116
83,Ridge,Transverse, ,0.0115246678624043
86,Ridge,Transverse, ,0.0202529957708436
87,Ridge,Transverse, ,0.019965036938582
88,Ridge,Transverse, ,0.0136316791075816
90,Ridge,Transverse, ,0.0242000945477238
92,Ridge,Transverse, ,0.0288705551149272
95,Ridge,Transverse, ,0.0169817828866015
96,Ridge,Transverse, ,0.0200269957662958
97,Ridge,Transverse, ,0.0249463255537686
99,Ridge,Transverse, ,0.0130687416681427
101,Ridge,Transverse, ,0.01139897206657
103,Ridge,Transverse, ,0.016360888348321
106,Ridge,Transverse, ,0.0142640370601391
107,Ridge,Transverse, ,0.011247768279301
111,Ridge,Transverse, ,0.0153737988458178
112,Ridge,Transverse, ,0.00808927718311952
116,Ridge,Transverse, ,0.0128223996922487
118,Ridge,Transverse, ,0.0551997250862688
122,Ridge,Transverse, ,0.0223225050422212
128,Ridge,Transverse, ,0.0284131106158623
132,Ridge,Transverse, ,0.00645121325946884
133,Ridge,Transverse, ,0.0139016551079168
142,Ridge,Transverse, ,0.0104260769274951
149,Ridge,Transverse, ,0.00872542007362385
151,Ridge,Transverse, ,0.00822720979653478
153,Ridge,Transverse, ,0.00761103020618103
157,Ridge,Transverse, ,0.0136083974206583
160,Ridge,Transverse, ,0.00884092959738449
166,Ridge,Transverse, ,0.0158215509130076
168,Ridge,Transverse, ,0.0185337899805681
169,Ridge,Transverse, ,0.0234535418576774
171,Ridge,Transverse, ,0.0115289939249937
174,Ridge,Transverse, ,0.00928700124273498
176,Ridge,Transverse, ,0.00830066179480473
177,Ridge,Transverse, ,0.00744289122793426
181,Ridge,Transverse, ,0.00848301396593284
182,Ridge,Transverse, ,0.00734915512157196
183,Ridge,Transverse, ,0.00674327141587984
188,Ridge,Transverse, ,0.0175641643317562
192,Ridge,Transverse, ,0.0165406205411287
194,Ridge,Transverse, ,0.0158473804095584
195,Ridge,Transverse, ,0.00947305153930353
196,Ridge,Transverse, ,0.00906952088955535
198,Ridge,Transverse, ,0.00932782027186566
207,Ridge,Transverse, ,0.0150293110514134
208,Ridge,Transverse, ,0.0125232478061122
209,Ridge,Transverse, ,0.0171958846733635
213,Ridge,Transverse, ,0.0183551404228774
220,Ridge,Transverse, ,0.0206047982614238
17,River Channel,Small,Not Buried,0.13018030320171
22,River Channel,Small,Not Buried,0.0394441992827118
29,River Channel,Small,Not Buried,0.0790099503828078
30,River Channel,Small,Not Buried,0.0773009684484658
32,River Channel,Large,Not Buried,0.274709647370479
38,Esker, , ,0.0419844557177726
46,River Channel,Small,Not Buried,0.0388488980702037
48,River Channel,Small,Not Buried,0.0284783585339925
51,River Channel,Small,Not Buried,0.0834342397581034
62,River Channel,Small,Not Buried,0.15718070865227
65,Ice Margin,Uncertain, ,0.374010345391967
120,Ridge,Transverse, ,0.0155709651407732
635,River Channel,Small,Not Buried,0.119834731671955
637,River Channel,Small,Not Buried,0.07847825787683
638,River Channel,Small,Not Buried,0.00570499944076591
642,River Channel,Small,Not Buried,0.193000499158391
649,River Channel,Small,Not Buried,0.0682603447118771
654,River Channel,Small,Not Buried,0.0452781672851813
660,River Channel,Small,Not Buried,0.00452513549090843
663,River Channel,Small,Not Buried,0.0553313234698816
666,River Channel,Small,Not Buried,0.0426594689163963
673,River Channel,Small,Not Buried,0.0466870855044878
675,River Channel,Small,Not Buried,0.0471617925959061
679,River Channel,Small,Not Buried,0.0100688992604483
685,River Channel,Small,Not Buried,0.0655106445918395
688,River Channel,Small,Not Buried,0.0227037061380647
693,River Channel,Small,Not Buried,0.045473614973857
694,River Channel,Small,Not Buried,0.0236950485949678
696,River Channel,Small,Not Buried,0.0127781523221081
697,River Channel,Small,Not Buried,0.0154504583064725
700,River Channel,Small,Not Buried,0.0688662335202498
702,River Channel,Small,Not Buried,0.0348824967896868
705,River Channel,Small,Not Buried,0.0556343694523947
710,River Channel,Small,Not Buried,0.13130653969362
713,River Channel,Small,Not Buried,0.123630925430752
714,River Channel,Small,Not Buried,0.0948756368425999
718,River Channel,Small,Not Buried,0.0528170148717073
720,River Channel,Small,Not Buried,0.018005807923766
721,River Channel,Small,Not Buried,0.00207954103556564
724,River Channel,Large,Not Buried,0.0501510883963653
733,Ice Margin,Uncertain, ,0.0551697709845564
737,Ice Margin,Uncertain, ,0.0191054115720446
743,River Channel,Large,Not Buried,0.0787799570608222
750,Esker, , ,0.00328302862783611
754,Esker, , ,0.0109953469585596
755,Esker, , ,0.0372882173458459
757,Esker, , ,0.0112761971256509
760,Esker, , ,0.0330347273392186
763,Esker, , ,0.0294354836574014
771,Esker, , ,0.0186065987335265
772,Esker, , ,0.0294357368358616
775,Esker, , ,0.0155731166870661
779,Esker, , ,0.00809568067111472
781,Esker, , ,0.0112350838478137
785,Esker, , ,0.0277105155728093
788,Esker, , ,0.0114851681528119
790,Esker, , ,0.00972312355096617
791,Esker, , ,0.0171071713081387
795,Esker, , ,0.0132078212202968
798,Esker, , ,0.0292624192797215
800,Esker, , ,0.0326310844481852
804,Esker, , ,0.021674910535046
810,Esker, , ,0.021087465340672
390,River Channel,Small,Partly Buried,0.0743345441058981
392,River Channel,Large,Not Buried,0.0168817366494758
393,River Channel,Small,Partly Buried,0.0199382429369941
394,River Channel,Small,Not Buried,0.102865843662756
398,River Channel,Small,Partly Buried,0.0552938483578801
400,Ridge,Longitudinal, ,0.0118678067401848
404,Esker, , ,0.0240255388096746
413,Ridge,Longitudinal, ,0.0291376778223617
414,River Channel,Small,Partly Buried,0.107418130188649
420,River Channel,Small,Partly Buried,0.0266909353293909
421,River Channel,Small,Partly Buried,0.020921644824664
424,River Channel,Small,Partly Buried,0.011461835657916
252,Ridge,Transverse, ,0.0160704022553271
256,Ridge,Transverse, ,0.0209615484494835
263,Ridge,Transverse, ,0.0140532864960228
268,Ridge,Transverse, ,0.00807447792201657
274,Ridge,Transverse, ,0.026187158093337
282,Ridge,Transverse, ,0.0107877151681672
332,Ridge,Transverse, ,0.00514321263907142
339,Ridge,Transverse, ,0.0122435625656513
347,Ridge,Transverse, ,0.0174235962090416
350,Ridge,Transverse, ,0.0256464233062782
363,River Channel,Small,Partly Buried,0.0256927757566972
370,River Channel,Small,Partly Buried,0.061685196680452
375,River Channel,Small,Partly Buried,0.0561119025450495
379,River Channel,Small,Partly Buried,0.0324889357923066
386,River Channel,Small,Not Buried,0.0842187847854755
387,Ice Margin,Uncertain, ,0.325388685941561
396,River Channel,Small,Partly Buried,0.109262184803355
399,River Channel,Large,Not Buried,0.311915175247443
411,River Channel,Large,Not Buried,0.376933530437093
412,River Channel,Small,Not Buried,0.108951923327186
417,River Channel,Small,Partly Buried,0.186340454564553
422,River Channel,Small,Partly Buried,0.0466669170667215
425,River Channel,Small,Not Buried,0.0648954071397969
427,River Channel,Small,Partly Buried,0.0452371996391227
431,River Channel,Small,Not Buried,0.187700098126715
438,River Channel,Small,Partly Buried,0.0118608150960619
439,River Channel,Small,Partly Buried,0.0973464359947344
444,River Channel,Small,Not Buried,0.000198078386352474
453,Ridge,Longitudinal, ,0.0240594133676287
458,River Channel,Small,Not Buried,0.0165411518307694
459,River Channel,Small,Not Buried,0.000837674101035122
465,River Channel,Small,Not Buried,0.0395677631497002
466,River Channel,Small,Not Buried,0.0114763624262568
467,River Channel,Small,Not Buried,0.00823284542992878
472,River Channel,Small,Not Buried,0.0434770566028124
477,River Channel,Small,Not Buried,0.0426654834238828
479,River Channel,Small,Not Buried,0.000109234638027505
481,Ridge,Longitudinal, ,0.00128837296943987
483,River Channel,Small,Not Buried,0.00872730564196989
484,River Channel,Small,Not Buried,0.000353300206328839
489,River Channel,Small,Not Buried,0.000746463318871062
491,River Channel,Small,Not Buried,0.00936700053325386
492,River Channel,Small,Not Buried,0.0189021172919917
499,River Channel,Small,Not Buried,0.00028355626978256
502,River Channel,Small,Not Buried,0.0190665203706628
504,River Channel,Small,Not Buried,0.000290030038845979
506,River Channel,Small,Not Buried,0.0127554300654231
514,River Channel,Small,Not Buried,0.000140681028873832
516,River Channel,Small,Not Buried,0.01745260764141
519,River Channel,Small,Not Buried,0.0189445705125852
520,River Channel,Small,Not Buried,0.0316226071550052
522,River Channel,Small,Not Buried,0.0117222072845866
523,River Channel,Small,Not Buried,0.0268056705227983
527,River Channel,Small,Not Buried,0.0102276617235669
528,River Channel,Small,Not Buried,0.0322917076466698
529,River Channel,Small,Not Buried,0.0250759381381105
530,River Channel,Small,Not Buried,0.00332242414764159
531,River Channel,Small,Not Buried,0.0202124414750359
532,River Channel,Small,Not Buried,0.0188205031802778
535,River Channel,Small,Not Buried,0.0162539643799152
537,River Channel,Small,Not Buried,0.00221872485796865
540,River Channel,Small,Not Buried,0.0243924751495311
547,River Channel,Small,Not Buried,0.0112787059600333
549,River Channel,Small,Not Buried,0.0314374056921512
551,River Channel,Small,Not Buried,0.000422400495630628
553,River Channel,Small,Not Buried,0.0174068310434827
554,River Channel,Small,Not Buried,0.0547692205274957
558,River Channel,Small,Not Buried,0.0240623414705753
559,River Channel,Small,Not Buried,0.000329601698018988
565,Ridge,Longitudinal, ,0.0602639484843127
568,Ridge,Longitudinal, ,0.0280196951851244
569,Ridge,Longitudinal, ,0.000742419162101841
570,River Channel,Small,Not Buried,0.0159858156459732
573,River Channel,Small,Not Buried,0.0653385635046338
577,Ridge,Longitudinal, ,0.028744676369122
578,River Channel,Large,Partly Buried,0.0322055481796461
582,Ridge,Longitudinal, ,0.0190434056637266
588,Ridge,Longitudinal, ,0.027714785262459
589,Ridge,Longitudinal, ,0.0383376375870091
590,Ridge,Longitudinal, ,0.0130282121940098
592,Ridge,Longitudinal, ,0.0316041663049796
593,Ridge,Longitudinal, ,0.0101262705955403
595,Ridge,Longitudinal, ,0.0316135994886106
597,Ridge,Longitudinal, ,0.0095568185269903
598,Ridge,Longitudinal, ,0.035940811692594
606,Ridge,Longitudinal, ,0.025197365066247
608,Ridge,Longitudinal, ,0.034852416015192
610,Ridge,Longitudinal, ,0.0557421589832057
615,Ridge,Longitudinal, ,0.0122806181905218
617,Ridge,Longitudinal, ,0.0230474837778763
618,Ridge,Longitudinal, ,0.00688415077341374
619,Ridge,Longitudinal, ,0.020470817993997
622,River Channel,Large,Partly Buried,0.139529041619771
625,River Channel,Small,Partly Buried,0.0440751242656377
627,River Channel,Small,Partly Buried,0.00900191870572334
628,River Channel,Small,Partly Buried,0.00994459677955854
428,River Channel,Small,Partly Buried,0.19706084975312
434,River Channel,Small,Partly Buried,0.157383923912639
450,River Channel,Small,Not Buried,0.000886725718649234
452,River Channel,Small,Not Buried,0.0992465758111094
460,River Channel,Small,Partly Buried,0.0620020990897062
469,River Channel,Small,Not Buried,0.0222257267995765
475,River Channel,Small,Not Buried,0.0194212375870321
480,River Channel,Small,Not Buried,0.0103143589780618
488,River Channel,Small,Not Buried,0.0281358097179185
493,River Channel,Small,Not Buried,0.0687048282462705
509,River Channel,Small,Not Buried,9.53694000924825e-005
511,River Channel,Small,Not Buried,0.0671778330314442
521,River Channel,Small,Not Buried,0.00444401263113685
525,River Channel,Small,Not Buried,0.00175137244018987
543,River Channel,Small,Not Buried,0.0582544910012128
552,River Channel,Small,Not Buried,0.0355475589002723
555,Ridge,Longitudinal, ,0.0281142576695724
560,River Channel,Small,Not Buried,0.0346384876521318
566,River Channel,Small,Not Buried,0.0303678862111346
574,River Channel,Small,Not Buried,0.0328159305585316
575,River Channel,Small,Not Buried,0.0323525517128317
585,River Channel,Large,Not Buried,0.104258028133401
605,River Channel,Large,Not Buried,1.20978296072772
609,Esker, , ,0.118972600883581
630,River Channel,Small,Partly Buried,0.0654076596930592
817,Esker, , ,0.000771197712802625
818,Esker, , ,0.013423934372986
819,Esker, , ,0.0160960386772581
820,Esker, , ,0.00979771379933438
821,Esker, , ,0.0119070263070514
822,Esker, , ,0.0395811752271177
823,Esker, , ,0.0105617719133594
824,Esker, , ,0.0182077222442488
827,Esker, , ,0.0238559010318624
643,River Channel,Small,Not Buried,0.0785933158081986
644,River Channel,Small,Not Buried,0.0470230540753706
648,River Channel,Small,Not Buried,0.267314850142088
657,River Channel,Small,Not Buried,0.0265052261187276
661,River Channel,Small,Not Buried,0.0646552256260181
668,River Channel,Small,Not Buried,0.0267285696328197
674,River Channel,Small,Not Buried,0.0197704318553931
678,River Channel,Small,Not Buried,0.0161396813608891
681,River Channel,Small,Not Buried,0.208652000055671
686,River Channel,Small,Not Buried,0.0657688810456477
691,River Channel,Small,Not Buried,0.0944192735880335
695,River Channel,Small,Not Buried,0.0389880587380978
698,River Channel,Small,Not Buried,0.0357659079611229
701,River Channel,Small,Not Buried,0.0296365876571253
703,River Channel,Small,Not Buried,0.0574747748882946
704,River Channel,Small,Not Buried,0.0826014795337539
706,River Channel,Small,Not Buried,0.126989193116493
709,River Channel,Small,Not Buried,0.189738154069337
719,River Channel,Small,Not Buried,0.0750374605066686
723,River Channel,Large,Not Buried,0.0634877969762767
725,Ice Margin,Known, ,0.0613190597204775
729,Ice Margin,Uncertain, ,0.101416808417299
740,Ice Margin,Known, ,0.0826974458980398
742,River Channel,Large,Not Buried,0.115718466778343
744,River Channel,Large,Not Buried,0.740729923172662
745,River Channel,Large,Not Buried,0.256162507479479
899,Esker, , ,0.098784888332123
907,Esker, , ,0.041335060326539
910,Esker, , ,0.0207802823944942
915,Esker, , ,0.0273891971559817
919,Esker, , ,0.0273419425407122
924,Esker, , ,0.02140875516838
930,Esker, , ,0.101951954347957
931,Esker, , ,0.0694446874986546
936,Esker, , ,0.0524424601082252
946,Esker, , ,0.0126711242536144
950,Esker, , ,0.0320688486320244
959,Esker, , ,0.037706061390391
961,Esker, , ,0.044426030312642
962,Esker, , ,0.0774445281325767
968,Esker, , ,0.0592943699582023
974,Esker, , ,0.0334924495189382
977,Esker, , ,0.0251422659204543
981,Esker, , ,0.0291779077970156
986,Esker, , ,0.061289664840958
988,Esker, , ,0.0139356371193626
994,Ice Margin,Uncertain, ,0.225320108167177
1049,Beach Ridge, , ,0.264565277728561
1051,Esker, , ,0.0112269301732524
1052,Esker, , ,0.0551009468840879
1053,Esker, , ,0.0167399209223759
1054,Esker, , ,0.0378725945554343
1055,Esker, , ,0.001749794061869
1058,River Channel,Small,Not Buried,0.0396823174622859
1059,Esker, , ,0.000616678856714699
1061,River Channel,Small,Not Buried,0.000501524944230095
1062,River Channel,Small,Not Buried,0.000228539374520016
1063,River Channel,Small,Not Buried,0.00143280283175879
1066,River Channel,Small,Not Buried,0.0105011593007522
1070,River Channel,Small,Not Buried,0.0245348788915923
1072,River Channel,Small,Not Buried,0.0239374413290144
1073,River Channel,Small,Not Buried,0.0170928621106642
1076,River Channel,Small,Not Buried,0.0225862152405495
1080,River Channel,Small,Not Buried,0.00127199550617642
1081,River Channel,Small,Not Buried,0.000886606007432839
1083,River Channel,Small,Not Buried,0.000993785697824234
1085,Esker, , ,0.000865051377314088
1086,Esker, , ,0.00132797365857761
1087,Esker, , ,0.000546997682690704
1093,Esker, , ,0.0307081207582116
1096,Ridge,Longitudinal, ,0.0159828437310254
1099,Ridge,Longitudinal, ,0.0207818366458295
1100,Ridge,Longitudinal, ,0.0406294188772319
1104,Ridge,Longitudinal, ,0.0159549580354082
1105,Ridge,Longitudinal, ,0.018605330044087
1106,Ridge,Longitudinal, ,0.0156085311711519
1113,Ridge,Longitudinal, ,0.0116012037768341
1115,Ridge,Longitudinal, ,0.0183500543335776
1116,Ridge,Longitudinal, ,0.0155051305370668
758,Esker, , ,0.0178970120877939
761,Esker, , ,0.0229368384414072
762,Esker, , ,0.0339386214031471
770,Esker, , ,0.0746120520221671
774,Esker, , ,0.0779454153672205
776,Esker, , ,0.017421814626166
777,Esker, , ,0.07169773720045
783,Esker, , ,0.0465136886698308
784,Esker, , ,0.0930531918943595
786,Esker, , ,0.055829091800365
794,Esker, , ,0.0139108977959556
799,Esker, , ,0.0240963547654526
803,Esker, , ,0.024629775062691
809,Esker, , ,0.0166409292124761
811,Esker, , ,0.0632221601585024
829,Esker, , ,0.0484338515966474
831,Esker, , ,0.0280853922217065
835,Esker, , ,0.02619476376787
840,Esker, , ,0.042820033506413
841,Esker, , ,0.0183259222660398
847,Esker, , ,0.0210501313558001
852,Esker, , ,0.033884463242068
853,Esker, , ,0.0219328861380496
858,Esker, , ,0.00859128020267757
860,Esker, , ,0.0166595357588695
866,Esker, , ,0.0211374648670415
868,Esker, , ,0.0209029862881532
870,Esker, , ,0.0277429581678645
878,Esker, , ,0.0178673335549756
879,Esker, , ,0.0246375478697923
885,Esker, , ,0.0898669653506673
888,Esker, , ,0.0040553027929549
892,Esker, , ,0.0415319352726471
894,Esker, , ,0.0155681782161243
903,Esker, , ,0.0697088269126525
908,Esker, , ,0.0279834135383272
911,Esker, , ,0.0374915171654635
917,Esker, , ,0.0298188329394047
920,Esker, , ,0.010317387905133
921,Esker, , ,0.0313800261901666
925,Esker, , ,0.0194211683981737
928,Esker, , ,0.000760941835935573
932,Esker, , ,0.0334418959802589
933,Esker, , ,0.0125309703759758
937,Esker, , ,0.00415290146904819
940,Esker, , ,0.0131631573277811
941,Esker, , ,0.0187596954054133
949,Esker, , ,0.0316984575630464
955,Esker, , ,0.0138285300312683
960,Esker, , ,0.0371388591721751
966,Esker, , ,0.0400156752600794
967,Esker, , ,0.0261382506003191
975,Esker, , ,0.046067988868768
980,Esker, , ,0.0700334790239889
984,Esker, , ,0.0226737677425105
987,Esker, , ,0.0245557200542977
993,Esker, , ,0.0540232615492346
995,Esker, , ,3.814e-006
997,Esker, , ,0.00107531163653853
998,Esker, , ,0.00113963275998937
1000,Esker, , ,0.000464086787297885
1002,Esker, , ,0.00161350303836686
1003,Esker, , ,0.00160806953789723
1004,Esker, , ,0.015458051556817
1006,Esker, , ,0.0101509204675596
1008,Esker, , ,0.00179521350332628
1010,Esker, , ,0.00018024261414857
1012,Esker, , ,0.00355148782131095
1013,Ridge,Longitudinal, ,0.017809286015811
1016,Ridge,Longitudinal, ,0.0205446151472522
1019,Ridge,Longitudinal, ,0.0143885394028095
1020,Ridge,Longitudinal, ,0.0235749730747911
1022,Ridge,Longitudinal, ,0.0225294176571981
1024,Ridge,Longitudinal, ,0.026105866415366
1026,Ridge,Longitudinal, ,0.0242644038975749
1028,Ridge,Longitudinal, ,0.0303488917757268
1031,Ridge,Longitudinal, ,0.038648725195152
1036,Ridge,Longitudinal, ,0.0263405363326496
1038,Ridge,Longitudinal, ,0.028466782464775
1039,Ridge,Longitudinal, ,0.0240142997369645
1043,Ridge,Longitudinal, ,0.0484216647124314
1046,Ridge,Longitudinal, ,0.0236694176717573
1050,Esker, , ,0.0367084085133686
842,Esker, , ,0.0290195233208099
851,Esker, , ,0.0505768787160009
855,Esker, , ,0.0559399059702482
859,Esker, , ,0.0128329507452906
862,Esker, , ,0.031697473547239
867,Esker, , ,0.0245803653819926
882,Esker, , ,0.146329937661329
887,Esker, , ,0.0483614691966913
890,Esker, , ,0.0743515186977197
893,Esker, , ,0.0306246969293065
1511,Ridge,Transverse, ,0.0177792947969181
1514,Ridge,Transverse, ,0.0142382680916018
1516,Ridge,Transverse, ,0.00588608787380702
1517,Ridge,Transverse, ,0.00370624863639031
1519,Ridge,Transverse, ,0.0156298604716112
1522,Ridge,Transverse, ,0.0224896039779075
1524,Ridge,Transverse, ,0.0203637043865108
1526,Ridge,Transverse, ,0.0142183889167357
1527,Ridge,Transverse, ,0.0122755232298676
1528,Ridge,Transverse, ,0.0138660830814478
1529,Ridge,Transverse, ,0.0130218894674053
1530,Ridge,Transverse, ,0.00821294097292833
1531,Ridge,Transverse, ,0.0067602112739075
1532,Ridge,Transverse, ,0.0139601425368831
1535,Ridge,Transverse, ,0.0133799795708939
1538,Ridge,Transverse, ,0.00714366771340612
1541,Ridge,Transverse, ,0.0308900759612961
1542,Ridge,Transverse, ,0.0200474295039665
1546,Ridge,Transverse, ,0.0132477525795705
1547,Ridge,Transverse, ,0.00912796371769552
1551,Ridge,Transverse, ,0.00862063550427629
1553,Ridge,Transverse, ,0.0100064648242286
1554,Ridge,Transverse, ,0.0132336106437947
1557,Ridge,Transverse, ,0.0218462641715226
1558,Ridge,Transverse, ,0.0061259271191245
1559,Ridge,Transverse, ,0.00923941077277318
1566,Ridge,Transverse, ,0.012983463698897
1568,Ridge,Transverse, ,0.0169418075962996
1571,Ridge,Transverse, ,0.00745857116679361
1578,Ridge,Transverse, ,0.020965627324267
1583,Ridge,Transverse, ,0.00925464508673552
1588,Ridge,Transverse, ,0.0115974687388544
1589,Ridge,Transverse, ,0.0123748863174731
1593,Ridge,Transverse, ,0.0120945790939773
1599,Ridge,Transverse, ,0.0113456017480859
1600,Ridge,Transverse, ,0.0139887556243506
1601,Ridge,Transverse, ,0.0125645196656777
1604,Ridge,Transverse, ,0.0127888582069257
1607,Ridge,Transverse, ,0.00953550698114002
1610,Ridge,Transverse, ,0.0120384370753526
1611,Ridge,Transverse, ,0.00677558725478833
1618,Ridge,Transverse, ,0.0113915221757272
1619,Ridge,Transverse, ,0.0131556979001564
1620,Ridge,Transverse, ,0.0160024304549121
1621,Ridge,Transverse, ,0.00973167715767894
1622,Ridge,Transverse, ,0.0129723058825954
1624,Ridge,Transverse, ,0.00949043369085997
1627,Ridge,Transverse, ,0.016077789523719
1628,Ridge,Transverse, ,0.00691659824963348
1629,Ridge,Transverse, ,0.00679053294869924
1630,Ridge,Transverse, ,0.0134127966441239
1631,Ridge,Transverse, ,0.00937676546008169
1634,Ridge,Transverse, ,0.0183637147760459
1635,Ridge,Transverse, ,0.0187301734052894
1644,Ridge,Transverse, ,0.0172883928386478
1645,Ridge,Transverse, ,0.0130569536543562
1649,Ridge,Transverse, ,0.0169920528238179
1650,Ridge,Transverse, ,0.0210466871673913
1482,Ridge,Transverse, ,0.0191303816641445
1487,Ridge,Transverse, ,0.029192314059366
1490,Ridge,Transverse, ,0.0657073895886594
1495,Ridge,Transverse, ,0.0337085533729608
1499,Ridge,Transverse, ,0.0214586213064375
1507,Ridge,Transverse, ,0.0165650454043741
1543,Ridge,Transverse, ,0.0148643372535885
1548,Ridge,Transverse, ,0.0144594563198334
1555,Ridge,Transverse, ,0.0153064819970762
1561,Ridge,Transverse, ,0.0110217823459656
1573,Ridge,Transverse, ,0.00890099718327595
1584,Ridge,Transverse, ,0.0123138014190893
1596,Ridge,Transverse, ,0.00973110504108783
1603,Ridge,Transverse, ,0.0108935491613333
1617,Ridge,Transverse, ,0.0137040606483104
1655,Ridge,Transverse, ,0.0140701541887382
1656,Ridge,Transverse, ,0.0207309405242999
1657,Ridge,Transverse, ,0.0176513512205777
1121,Ridge,Longitudinal, ,0.00533642258697088
1122,Ridge,Longitudinal, ,0.01691076823367
1123,Ridge,Longitudinal, ,0.0155898908219663
1124,Ridge,Longitudinal, ,0.0163474529826192
