OBJECTID,SOURCE_ID,SYMBOL,FEATURE_DESC,ANGLE
214931,12202,59,Vacant Farm Unit,0
214932,12202,58,Farm Unit,0
214933,12301,58,Farm Unit,0
214934,12301,60,Dwelling other than Farm,90
214935,12301,58,Farm Unit,0
214936,12301,28,""Cemetery, East & West"",0
214937,12301,129,Minor Drainage Structure,0
214938,12301,129,""Highway Bridge, General"",359.24130885
214939,12301,59,Vacant Farm Unit,180
214940,12301,59,Vacant Farm Unit,359.32265335
214941,12301,110,Micro-Wave or Radio Tower,0
214942,12301,110,Micro-Wave or Radio Tower,0
214943,12301,37,Store or Small Business Establishment,0
214642,11502,58,Farm Unit,0
214643,11501,130,Minor Drainage Structure,0
214644,11501,59,Vacant Farm Unit,0
214645,11501,245,Butte,0
214646,11502,58,Farm Unit,91
214647,11502,59,Vacant Farm Unit,0
214648,11501,58,Farm Unit,0
214649,11502,97,Garbage or Rubbish Dump,91
214650,11502,113,Asterisk,0
214651,11502,59,Vacant Farm Unit,271
214652,11502,58,Farm Unit,0
214653,11601,130,Minor Drainage Structure,0
214654,11601,58,Farm Unit,0
214655,11601,60,Dwelling other than Farm,0
214656,11601,60,Dwelling other than Farm,0
214657,11601,58,Farm Unit,0
214658,11601,58,Farm Unit,0
214659,11601,58,Farm Unit,0
214660,11601,58,Farm Unit,0
214661,11601,58,Farm Unit,0
214662,11601,58,Farm Unit,0
214663,11601,58,Farm Unit,0
214664,11601,77,Gravel Pit,0
214665,11601,58,Farm Unit,0
214666,11601,58,Farm Unit,0
214667,11601,78,Gravel Pit,0
214668,11601,129,Minor Drainage Structure,0
214669,11601,37,Groups of Storage Tanks (Gas or Oil),0
214670,11601,59,Vacant Farm Unit,0
214671,11601,37,Store or Small Business Establishment,27.6251878
214672,21605,61,Vacant Dwelling other than Farm,0
214673,11601,113,Asterisk,0
214674,11601,6,County Seat,0
214675,11601,113,Asterisk,0
214676,11601,60,Dwelling other than Farm,0
214677,21607,37,Store or Small Business Establishment,0
214678,21607,70,Warehouse General,0
214679,21607,70,Warehouse General,0
214680,21607,37,Store or Small Business Establishment,0
214681,11601,3,Landing Area or Strip,0
214682,11801,60,Dwelling other than Farm,270
214683,11801,60,Dwelling other than Farm,0
214684,11801,60,Farm Unit,0
214685,11801,58,Farm Unit,90
214686,11801,58,Farm Unit,0
214687,11801,60,Dwelling other than Farm,0
214688,11801,110,Micro-Wave or Radio Tower,0
214689,11801,60,Dwelling other than Farm,0
214690,11801,60,Dwelling other than Farm,268.9
214691,21808,60,Dwelling other than Farm,0
214692,21808,60,Dwelling other than Farm,0
214693,21806,60,Dwelling other than Farm,0
214694,11802,60,Dwelling other than Farm,0
214695,11802,60,Dwelling other than Farm,51.31724153
214696,11802,58,Farm Unit,0
214697,11802,59,Vacant Farm Unit,0
214698,11802,60,Dwelling other than Farm,90
214699,11802,35,""Toll House, State Port of Entry, or Weigh Station"",-1
214700,11802,60,Dwelling other than Farm,269
214701,11802,58,Farm Unit,0
214702,11802,106,Power Substation,0
214703,21820,60,Dwelling other than Farm,0
214704,21814,60,Vacant Dwelling other than Farm,270
214705,35830,240,railway crossing,0
214706,11802,130,Minor Drainage Structure,358.30003511
214707,11802,130,Minor Drainage Structure,0
214708,11801,130,Minor Drainage Structure,89.19752009
214709,21809,61,Vacant Dwelling other than Farm,0
214710,21809,59,Vacant Farm Unit,0
214711,11801,60,Dwelling other than Farm,268.90071172
214712,11801,7,Small City Center,0
214713,11801,7,Small City Center,0
214714,11802,113,Asterisk,0
214715,11802,113,Asterisk,0
214716,11802,113,Asterisk,0
214717,11802,113,Asterisk,0
214718,11802,113,Asterisk,0
214719,21814,7,Small City Center,0
214720,11802,7,Small City Center,0
214721,11802,58,Farm Unit,0
214722,11802,58,Farm Unit,180
214723,11801,148,Military Field,0
214724,11801,110,Micro-Wave or Radio Tower,0
214725,11801,58,Farm Unit,0
214726,11801,60,Vacant Dwelling other than Farm,0
214727,11801,58,Farm Unit,0
214728,11801,60,Dwelling other than Farm,270
214729,11802,129,""Highway Bridge, General"",0
214730,11802,59,Dwelling other than Farm,23.90146837
214731,11802,129,""Highway Bridge, General"",358.272293
214732,11802,133,Highway Grade Separation,0
214733,11802,60,Dwelling other than Farm,0
214734,11802,70,Warehouse General,269
214735,11802,70,Warehouse General,269
214736,11801,7,Small City Center,0
214737,33018,240,railway crossing,0
214738,33018,240,railway crossing,0
214739,11801,7,Small City Center,0
214740,21811,7,Small City Center,0
214741,11802,7,Small City Center,0
214742,21811,70,Warehouse General,0
214743,21808,60,Dwelling other than Farm,0
214744,21808,60,Dwelling other than Farm,0
214745,21808,60,Dwelling other than Farm,0
214746,21808,60,Dwelling other than Farm,0
214747,11701,43,Gas or Oil Well,0
214748,11701,58,Farm Unit,0
214749,11701,43,Gas or Oil Well,0
214750,11701,59,Vacant Farm Unit,0
214751,11701,43,Gas or Oil Well,0
214752,11701,43,Gas or Oil Well,0
214753,11701,71,Grain Elevator,0
214754,11701,43,Gas or Oil Well,0
214755,11701,58,Farm Unit,0
214756,11701,78,Gravel Pit,0
214757,11701,78,Gravel Pit,0
214758,11701,245,Butte,26.38609961
214759,11701,245,Butte,0
214760,11701,130,Minor Drainage Structure,0
214761,11701,130,Minor Drainage Structure,0
214762,11701,245,Butte,0
214763,11701,245,Butte,0
214764,11701,245,Butte,0
214765,11701,245,Butte,0
214766,11701,245,Butte,0
214767,11701,245,Butte,0
214768,11701,245,Butte,0
214769,11701,58,Farm Unit,0
214989,12401,59,Vacant Farm Unit,90.5
214990,12401,37,Store or Small Business Establishment,90.5
214991,12401,58,Farm Unit,38.82388489
214992,12401,29,""Cemetery, North & South"",0
214993,12401,58,Farm Unit,0
214994,12401,29,""Cemetery, North & South"",0
214995,12401,29,""Cemetery, East & West"",0.5
214996,12401,58,Farm Unit,138.37774926
214997,12401,58,Farm Unit,270.5
214998,12401,106,Power Substation,270.5
214999,12401,29,""Cemetery, North & South"",270
215000,12401,58,Farm Unit,90.5
215001,12401,78,Gravel Pit,0
215002,22402,129,""Highway Bridge, General"",0
215003,12401,59,Vacant Farm Unit,270.5
215004,12401,59,Vacant Farm Unit,0
215005,12401,59,Vacant Farm Unit,180.5
215006,22401,129,""Highway Bridge, General"",0
215007,12501,78,Gravel Pit,0
215008,12501,29,""Cemetery, North & South"",0
215009,12501,59,Vacant Farm Unit,0
215010,12501,59,Vacant Farm Unit,0
215011,12501,59,Vacant Farm Unit,0
215012,12501,60,Dwelling other than Farm,0
215013,12501,60,Dwelling other than Farm,90
215014,12501,56,Farm Unit,270
215015,12501,58,Farm Unit,0
215016,12501,60,Dwelling other than Farm,0
215017,22504,60,Dwelling other than Farm,0
215018,12502,58,Farm Unit,0
215019,12502,59,Vacant Farm Unit,0
215020,12502,58,Farm Unit,0
215021,12502,58,Farm Unit,0
215022,12501,129,Minor Drainage Structure,348.45726815
215023,12501,129,""Highway Bridge, General"",92.55573342
215024,12502,129,Minor Drainage Structure,0
215025,12501,58,Farm Unit,0
215026,12501,59,Vacant Farm Unit,0
215027,12501,7,Small City Center,0
215028,12501,21,Observation or Lookout Tower,0
215029,12501,58,Farm Unit,0
215030,12501,60,Dwelling other than Farm,0
215119,12703,113,Asterisk,0
215120,12703,78,Gravel Pit,0
215121,12702,113,Asterisk,0
215122,12702,58,Farm Unit,46.05444077
215123,12702,113,Asterisk,0
215124,12702,58,Farm Unit,273
215125,12702,59,Vacant Farm Unit,284.05621119
215126,12701,60,Dwelling other than Farm,3
215127,12703,113,Asterisk,0
215128,12701,113,Asterisk,0
215129,12701,58,Farm Unit,141.86373485
215130,12701,59,Vacant Farm Unit,3
215131,12701,58,Farm Unit,2.96115742
215132,12701,58,Farm Unit,0
215133,12701,59,Vacant Farm Unit,0
215134,12701,58,Farm Unit,308.08684289
215135,12701,58,Farm Unit,273
215136,12701,7,Small City Center,0
215137,12703,58,Farm Unit,273
215138,12703,58,Farm Unit,233.5338784
215139,12703,58,Farm Unit,0
215140,12701,245,Butte,0
215141,12701,245,Butte,0
215142,12701,245,Butte,0
215143,12701,245,Butte,0
215144,12701,245,Butte,0
215145,12701,245,Butte,0
215146,12701,245,Butte,0
215147,12701,245,Butte,0
215148,12701,245,Butte,0
215149,12701,245,Butte,0
215150,12701,245,Butte,0
215151,12701,245,Butte,0
215152,12701,245,Butte,0
215153,12701,113,Asterisk,0
215154,12702,113,Asterisk,0
215155,12702,113,Asterisk,0
215156,12703,245,Butte,0
215157,12703,245,Butte,0
215158,12703,245,Butte,0
215159,12702,113,Asterisk,0
215160,22708,7,Small City Center,0
215161,12701,7,Small City Center,0
215162,22708,9,Other Educational Institution,0
215163,12703,3,Landing Area or Strip,100.86031122
215164,12703,58,Farm Unit,0
215165,12703,58,Farm Unit,93
215166,12703,59,Vacant Farm Unit,0
215167,12703,113,Asterisk,0
215168,12702,78,Gravel Pit,0
215169,12702,58,Farm Unit,3
215170,12702,60,Dwelling other than Farm,152.80957556
215171,12702,113,Asterisk,0
215172,12702,6,County Seat,0
215173,12702,59,Vacant Farm Unit,0
215174,22710,60,Dwelling other than Farm,0
215175,22715,61,Vacant Dwelling other than Farm,0
215176,22715,60,Dwelling other than Farm,0
215177,12701,78,Gravel Pit,0
215178,22715,60,Dwelling other than Farm,0
215179,12701,130,Minor Drainage Structure,0
215180,12701,78,Gravel Pit,0
215181,12701,58,Farm Unit,0
215182,12701,59,Vacant Farm Unit,70.00155557
215183,12701,58,Farm Unit,2.9861426
215184,12701,58,Farm Unit,3
215185,12701,58,Farm Unit,0
215186,12701,59,Dwelling other than Farm,273
215187,12701,58,Farm Unit,0
215188,12701,58,Farm Unit,0
215189,12701,103,Sewage Disposal Plant,273
215190,12701,60,Dwelling other than Farm,262.11716612
215191,12701,104,""Water Supply Stand Pipe, or Tank"",1.08577895
215192,12801,58,Farm Unit,0
215193,12801,58,Farm Unit,0
215194,12801,58,Farm Unit,0
215195,12801,59,Vacant Farm Unit,0
215196,12801,58,Farm Unit,0
215197,12801,58,Farm Unit,0
215198,12802,58,Farm Unit,0
215199,12802,59,Vacant Farm Unit,0
215200,12802,59,Vacant Farm Unit,0
215201,12802,60,Dwelling other than Farm,0
215202,12802,110,Micro-Wave or Radio Tower,0
215203,12802,110,Micro-Wave or Radio Tower,0
215204,12802,110,Micro-Wave or Radio Tower,0
215205,12802,58,Vacant Farm Unit,192.75143853
215206,12802,59,Vacant Farm Unit,0
215207,12802,65,Seasonal or Summer Dwelling,0
215208,12802,78,Gravel Pit,0
215209,12802,78,Gravel Pit,0
215210,12803,58,Farm Unit,0
215211,12803,58,Farm Unit,0
215212,12803,39,Factory or Industrial Plant,0
215213,12803,58,Farm Unit,0
215214,12803,60,Dwelling other than Farm,27.3891309
215215,12803,78,Gravel Pit,0
215216,12803,78,Gravel Pit,0
215217,12802,245,Butte,0
215218,12802,245,Butte,0
215219,12803,58,Farm Unit,0
215220,12802,58,Farm Unit,0
215221,12801,59,Vacant Farm Unit,0
215222,22811,37,Store or Small Business Establishment,0
215223,22821,70,Warehouse General,0
215224,12802,59,Vacant Farm Unit,0
215225,12801,60,Dwelling other than Farm,0
215226,12801,59,Vacant Farm Unit,0
215227,12802,110,Micro-Wave or Radio Tower,0
215228,22803,65,Seasonal or Summer Dwelling,0
215229,22803,65,Seasonal or Summer Dwelling,0
215230,22803,65,Seasonal or Summer Dwelling,0
215231,22803,65,Seasonal or Summer Dwelling,0
215232,22803,65,Seasonal or Summer Dwelling,0
215233,22801,65,Seasonal or Summer Dwelling,0
215234,12802,13,Tourist Court or Motel,0
215235,12802,37,Store or Small Business Establishment,0
215236,12802,127,""Dock, Pier, or Landing"",0
215237,22811,8,Picnic Ground,151.82031465
215238,12803,78,Gravel Pit,0
215239,12803,37,Store or Small Business Establishment,0
215240,12803,58,Farm Unit,0
215241,12901,58,Farm Unit,0
215242,12901,28,""Cemetery, East & West"",0
215243,12901,58,Farm Unit,0
215244,12901,58,Farm Unit,0
215245,12901,58,Farm Unit,0
215246,12901,28,""Cemetery, East & West"",0
215247,12901,58,Farm Unit,0
215248,12901,106,Power Substation,0
215249,12901,60,Dwelling other than Farm,0
215250,12901,58,Farm Unit,0
215251,12901,78,Gravel Pit,0
215252,12901,78,Gravel Pit,0
215253,12902,58,Farm Unit,0
215254,12902,59,Vacant Farm Unit,0
215255,12902,28,""Cemetery, East & West"",0
215256,12902,58,Farm Unit,0
215257,12902,58,Farm Unit,0
215258,12902,59,Vacant Farm Unit,0
215259,12902,106,Power Substation,0
215260,12902,58,Farm Unit,0
215261,12902,58,Farm Unit,0
215262,12902,59,Vacant Farm Unit,0
215263,12902,114,Gauging or Pumping Station,0
215264,12902,59,Vacant Farm Unit,0
215265,12902,60,Dwelling other than Farm,0
215266,12902,106,Power Substation,0
215267,12902,78,Gravel Pit,0
215268,12902,59,Vacant Farm Unit,0
215269,33678,240,railway crossing,0
215270,22907,60,Dwelling other than Farm,0
215271,22907,60,Dwelling other than Farm,0
215272,22907,58,Farm Unit,0
215273,12902,59,Vacant Farm Unit,0
215274,12901,58,Farm Unit,0
215275,12901,58,Farm Unit,0
215276,12901,66,Seasonal Dwellings closely spaced,0
215277,12901,61,Vacant Dwelling other than Farm,0
215278,12902,130,Minor Drainage Structure,0
215279,12902,58,Farm Unit,0
215280,12902,103,Sewage Disposal Plant,0
215281,12902,58,Farm Unit,0
215282,12902,58,Farm Unit,0
215283,12902,58,Farm Unit,0
215284,22907,60,Dwelling other than Farm,0
215285,22907,60,Dwelling other than Farm,0
215286,12902,129,""Highway Bridge, General"",0
215287,12902,105,Power Plant,0
215288,13001,143,4 Lane Bridge,0
215289,13001,143,4 Lane Bridge,0
215290,13002,129,""Highway Bridge, General"",1.5710695700000001
215291,13001,58,Farm Unit,0
215292,13001,58,Farm Unit,0
215031,12501,58,Farm Unit,0
215032,12501,78,Gravel Pit,0
215033,12502,29,""Cemetery, East & West"",1.60964963
215034,12502,58,Farm Unit,0
215035,12502,58,Farm Unit,0
215036,12502,60,Dwelling other than Farm,0
215037,12502,60,Dwelling other than Farm,0
215038,12501,245,Butte,0
215039,12501,245,Butte,0
215040,12601,29,""Cemetery, North & South"",0
215041,12601,29,""Cemetery, North & South"",90
215042,12601,29,""Cemetery, North & South"",0
215043,12601,29,""Cemetery, North & South"",0
215044,12601,29,""Cemetery, North & South"",0
215045,12601,29,""Cemetery, North & South"",0
215046,12601,29,""Cemetery, North & South"",0
215047,12601,58,Farm Unit,0
215048,12601,58,Farm Unit,0
215049,12601,78,Gravel Pit,0
215050,12601,58,Farm Unit,0
215051,12601,58,Farm Unit,0
215052,12601,29,""Cemetery, North & South"",5.11378268
215053,12601,58,Farm Unit,0
215054,12601,110,Micro-Wave or Radio Tower,0
215055,12601,29,""Cemetery, North & South"",0
215056,12601,29,""Cemetery, North & South"",0
215057,12601,59,Vacant Farm Unit,0
215058,12601,59,Vacant Farm Unit,0
215059,12601,59,Vacant Farm Unit,0
215060,12601,58,Farm Unit,270
215061,12601,28,""Cemetery, East & West"",0
215062,12601,66,Seasonal Dwellings closely spaced,345.9397554
215063,12601,58,Farm Unit,0
215064,12701,58,Farm Unit,0
215065,12701,58,Farm Unit,0
215066,12701,30,Church with Cemetery Adjacent,3.38570168
215067,12701,42,Mine Shaft or Drift,0
215068,12701,58,Farm Unit,183
215069,12701,58,Farm Unit,273
215070,12701,60,Dwelling other than Farm,93
215071,12701,58,Farm Unit,228.88816912
215072,12701,58,Farm Unit,93
215073,12701,59,Vacant Farm Unit,223.68866915
215074,12701,61,Vacant Dwelling other than Farm,1.92672744
215075,12701,60,Dwelling other than Farm,286.6206345
215076,12701,78,Gravel Pit,0
215077,22709,60,Dwelling other than Farm,0
215078,12702,58,Farm Unit,273
215079,12702,58,Farm Unit,305.37645019
215080,12702,58,Farm Unit,3
215081,12702,58,Vacant Farm Unit,3
215082,12702,58,Farm Unit,273
215083,12702,58,Farm Unit,3
215084,12702,59,Vacant Farm Unit,183
215085,12702,59,Vacant Farm Unit,93
215086,12702,59,Vacant Farm Unit,183
215087,12702,58,Farm Unit,2.73491985
215088,12702,78,Gravel Pit,0
215089,12702,78,Gravel Pit,0
215090,12703,58,Farm Unit,3
215091,12703,59,Vacant Farm Unit,0
215092,12703,58,Farm Unit,183
215093,12703,59,Vacant Farm Unit,183
215094,12703,58,Farm Unit,183
215095,12703,59,Vacant Farm Unit,248.06657105
215096,12703,58,Farm Unit,183
215097,12703,78,Gravel Pit,0
215098,12703,78,Gravel Pit,0
215099,12703,78,Gravel Pit,0
215100,12702,129,Minor Drainage Structure,3
215101,12702,129,""Highway Bridge, General"",2.49531527
215102,12701,113,Asterisk,0
215103,12701,113,Asterisk,0
215104,12701,113,Asterisk,0
215105,12701,113,Asterisk,0
215106,12702,113,Asterisk,0
215107,12702,113,Asterisk,0
215108,12702,113,Asterisk,0
215109,12702,113,Asterisk,0
215110,12702,113,Asterisk,0
215111,12702,113,Asterisk,0
215112,12702,113,Asterisk,0
215113,12702,113,Asterisk,0
215114,12702,113,Asterisk,0
215115,12702,113,Asterisk,0
215116,12702,113,Asterisk,0
215117,12703,113,Asterisk,0
215118,12703,113,Asterisk,260.79380065
214944,12301,130,Minor Drainage Structure,0
214945,12301,7,Small City Center,0
214946,12301,248,Wind Turbine,0
214947,12301,248,Wind Turbine,0
214948,12301,248,Wind Turbine,0
214949,12301,248,Wind Turbine,0
214950,12301,248,Wind Turbine,0
214951,12301,248,Wind Turbine,0
214952,12301,248,Wind Turbine,0
214953,12301,248,Wind Turbine,0
214954,12301,248,Wind Turbine,0
214955,12301,248,Wind Turbine,0
214956,12301,248,Wind Turbine,0
214957,12301,248,Wind Turbine,0
214958,12301,248,Wind Turbine,0
214959,12301,248,Wind Turbine,0
214960,12301,248,Wind Turbine,0
214961,12301,248,Wind Turbine,0
214962,12301,248,Wind Turbine,0
214963,12301,248,Wind Turbine,0
214964,12301,248,Wind Turbine,0
214965,12301,248,Wind Turbine,0
214966,12301,248,Wind Turbine,0
214967,12301,248,Wind Turbine,0
214968,12301,248,Wind Turbine,0
214969,12301,248,Wind Turbine,0
214970,12301,248,Wind Turbine,0
214971,12301,248,Wind Turbine,0
214972,12301,248,Wind Turbine,0
214973,12301,248,Wind Turbine,0
214974,12301,248,Wind Turbine,0
214975,12301,248,Wind Turbine,0
214976,12301,248,Wind Turbine,0
214977,12301,248,Wind Turbine,0
214978,12301,248,Wind Turbine,0
214979,12301,248,Wind Turbine,0
214980,12301,248,Wind Turbine,0
214981,12301,58,Farm Unit,0
214982,12301,60,Dwelling other than Farm,0
214983,12301,37,Store or Small Business Establishment,0
214984,12301,106,Power Substation,0
214985,12301,110,Micro-Wave or Radio Tower,0
214986,12401,58,Farm Unit,180.5
214987,12401,58,Farm Unit,0
214988,12401,78,Gravel Pit,0
215426,13201,59,Vacant Farm Unit,0
215427,13201,28,""Cemetery, East & West"",0
215428,13201,245,Butte,0
215429,13201,8,Picnic Ground,0
215430,13301,58,Farm Unit,0
215431,13301,59,Vacant Farm Unit,0
215432,13301,58,Farm Unit,350.39026985
215433,13301,58,Farm Unit,0
215434,13301,58,Farm Unit,0
215435,13301,58,Farm Unit,0
215436,13301,60,Dwelling other than Farm,0
215437,13301,58,Farm Unit,0
215438,13301,58,Farm Unit,0
215439,13301,59,Vacant Farm Unit,0
215440,13301,60,Dwelling other than Farm,0
215441,13301,58,Farm Unit,0
215442,13301,58,Farm Unit,0
215443,13301,59,Vacant Farm Unit,0
215444,13301,29,""Cemetery, North & South"",0
215445,13301,78,Gravel Pit,0
215446,13301,130,Minor Drainage Structure,271.85507321
215447,13301,129,Minor Drainage Structure,0
215448,23301,7,Small City Center,0
215449,23302,7,Small City Center,0
215450,23304,7,Small City Center,0
215451,23303,7,Small City Center,0
215452,23305,7,Small City Center,0
215453,13301,7,Small City Center,0
215454,13301,7,Small City Center,0
215455,13301,7,Small City Center,0
215456,13301,7,Small City Center,0
215457,13301,7,Small City Center,0
215458,23301,130,Minor Drainage Structure,0
215459,13301,58,Farm Unit,0
215460,13301,130,Minor Drainage Structure,0
215461,13301,60,Dwelling other than Farm,0
215462,13301,60,Dwelling other than Farm,0
215463,13301,60,Dwelling other than Farm,0
215464,13301,60,Dwelling other than Farm,0
215465,13401,78,Gravel Pit,0
215466,23411,60,Dwelling other than Farm,0
215467,13402,59,Vacant Farm Unit,0
215468,13402,58,Farm Unit,0
215469,13402,58,Farm Unit,0
215470,13402,58,Farm Unit,0
215471,13402,29,""Cemetery, North & South"",0
215472,13402,29,""Cemetery, North & South"",0
215473,23406,60,Dwelling other than Farm,0
215474,32034,240,railway crossing,0
215475,13401,4,Airway Light Beacon,0
215476,23409,37,Store or Small Business Establishment,0
215477,13401,113,Asterisk,0
215478,13401,113,Asterisk,0
215479,13402,113,Asterisk,0
215480,13402,7,Small City Center,0
215481,13402,113,Asterisk,0
215482,23410,60,Dwelling other than Farm,0
215483,23410,60,Dwelling other than Farm,0
215484,13402,104,""Water Supply Stand Pipe, or Tank"",0
215485,13402,9,""Playground, Ball Field"",0
215486,31294,240,railway crossing,0
215487,31294,240,railway crossing,0
215488,13501,78,Gravel Pit,0
215489,13502,78,Gravel Pit,0
215490,13502,78,Gravel Pit,0
215491,13502,78,Gravel Pit,0
215492,13501,58,Farm Unit,0
215493,13501,58,Farm Unit,0
215494,13501,113,Asterisk,0
215495,13501,59,Vacant Farm Unit,0
215496,13501,58,Farm Unit,0
215497,13501,58,Farm Unit,0
215498,13502,58,Farm Unit,0
215499,13502,58,Farm Unit,0
215500,13502,58,Farm Unit,0
215501,13502,58,Farm Unit,0
215502,13502,58,Farm Unit,0
215503,13502,29,""Cemetery, North & South"",0
215504,23508,58,Farm Unit,0
215505,13501,58,Farm Unit,0
215506,23508,60,Dwelling other than Farm,0
215507,23508,60,Dwelling other than Farm,0
215508,23508,60,Dwelling other than Farm,0
215509,23508,60,Dwelling other than Farm,0
215510,23508,38,Vacant Store or Small Business Establishment,0
215511,23508,58,Farm Unit,0
215512,13501,31,Vacant Church with Cemetery Adjacent,0
215513,23508,61,Vacant Dwelling other than Farm,0
215514,23508,61,Vacant Dwelling other than Farm,0
215515,23508,60,Dwelling other than Farm,0
215516,23508,38,Vacant Store or Small Business Establishment,0
215517,13502,130,Minor Drainage Structure,0
215518,13601,78,Gravel Pit,0
215519,13601,78,Gravel Pit,0
215520,13601,58,Farm Unit,0
215521,13601,58,Farm Unit,0
215522,13601,58,Farm Unit,0
215523,13601,78,Gravel Pit,0
215524,13601,58,Vacant Farm Unit,0
215525,13602,58,Farm Unit,0
215526,13602,58,Farm Unit,0
215527,13602,58,Farm Unit,0
215528,13602,58,Farm Unit,0
215529,13602,58,Farm Unit,0
215530,13602,58,Farm Unit,180
215531,13602,58,Farm Unit,180
215532,13602,58,Farm Unit,0
215533,13602,78,Gravel Pit,0
215534,13601,129,""Highway Bridge, General"",0
215535,13601,130,Minor Drainage Structure,0
215536,13601,129,""Highway Bridge, General"",0
215537,23617,12,Campsite (no permanence),0
215538,13601,60,Dwelling other than Farm,0
215539,13601,60,Dwelling other than Farm,0
215540,13601,58,Farm Unit,0
215541,13601,59,Vacant Farm Unit,0
215542,13602,59,Vacant Farm Unit,0
215543,23604,60,Dwelling other than Farm,0
215544,23604,60,Dwelling other than Farm,0
215545,23604,60,Dwelling other than Farm,0
215546,23604,60,Dwelling other than Farm,0
215547,23617,12,Campsite (no permanence),0
215548,23617,92,Municipal Building,0
215549,13602,60,Dwelling other than Farm,0
215550,13701,58,Farm Unit,0
215551,13701,58,Farm Unit,0
215552,13701,58,Farm Unit,0
215553,13701,97,Garbage or Rubbish Dump,0
215554,13701,61,Vacant Dwelling other than Farm,0
215555,13701,110,Micro-Wave or Radio Tower,0
215556,13701,60,Dwelling other than Farm,0
215557,13701,60,Dwelling other than Farm,284.20455102
215558,23802,60,Vacant Farm Unit,0
215559,13802,59,Vacant Farm Unit,0
215560,13802,58,Farm Unit,0
215561,13802,59,Vacant Farm Unit,0
215562,13802,58,Farm Unit,0
215563,13802,58,Farm Unit,0
215564,13801,61,Vacant Dwelling other than Farm,0
215565,13901,58,Farm Unit,180
215566,13901,59,Vacant Farm Unit,356.17651713
215567,13901,58,Farm Unit,88
215568,13901,58,Farm Unit,0
215569,13901,58,Farm Unit,88.90586499999999
215570,13902,58,Farm Unit,268
215571,13901,58,Farm Unit,179.55444786
215572,13901,58,Farm Unit,0
215573,13902,6,County Seat,0
215574,13901,97,Garbage or Rubbish Dump,358.99694215
215575,13901,62,Rows or groups of dwellings closely spaced,358.19522631
215576,13901,62,Rows or groups of dwellings closely spaced,358.30443968
215577,13901,129,""Highway Bridge, General"",358.02095584
215578,13902,37,Store or Small Business Establishment,268
215579,13902,58,Farm Unit,0
215580,13902,129,""Highway Bridge, General"",359.17754012
215581,32530,240,Railroad Grade Crossing,354.83135564
215582,32530,240,Railroad Grade Crossing,0
215583,38774,240,railway crossing,0
215584,14001,58,Farm Unit,270
215585,14001,58,Farm Unit,0
215586,14001,58,Farm Unit,0
215587,14001,58,Farm Unit,0
215588,14001,60,Dwelling other than Farm,0
215589,14001,60,Dwelling other than Farm,0
215590,14001,60,Dwelling other than Farm,180
215591,14001,60,Dwelling other than Farm,0
215592,14001,60,Dwelling other than Farm,0
215593,14001,58,Farm Unit,270
215594,14001,58,Farm Unit,0
215595,14001,60,Dwelling other than Farm,0
215293,13001,58,Farm Unit,0
215294,13001,58,Farm Unit,0
215295,13001,58,Farm Unit,0
215296,13001,58,Farm Unit,0
215297,13001,58,Farm Unit,0
215298,13001,58,Farm Unit,181
215299,13001,59,Vacant Farm Unit,0
215300,13001,59,Vacant Farm Unit,0
215301,13001,58,Farm Unit,0
215302,13001,58,Farm Unit,0
215303,13001,59,Vacant Farm Unit,0
215304,13001,58,Farm Unit,0
215305,13001,78,Gravel Pit,0
215306,13001,78,Gravel Pit,0
215307,13001,78,Gravel Pit,0
215308,13002,59,Vacant Farm Unit,270
215309,13002,58,Farm Unit,0
215310,13002,58,Farm Unit,0
215311,13002,58,Farm Unit,0
215312,13002,58,Farm Unit,180
215313,13002,58,Farm Unit,0
215314,13002,58,Vacant Farm Unit,0
215315,13002,78,Gravel Pit,0
215316,13002,78,Gravel Pit,0
215317,13002,78,Gravel Pit,0
215318,13002,78,Gravel Pit,0
215319,13002,78,Gravel Pit,0
215320,13002,78,Gravel Pit,0
215321,13002,78,Gravel Pit,0
215322,13002,78,Gravel Pit,0
215323,13003,58,Farm Unit,0
215324,13003,58,Farm Unit,92
215325,13003,59,Vacant Farm Unit,0
215326,13003,58,Farm Unit,0
215327,13003,58,Farm Unit,0
215328,13003,58,Farm Unit,271
215329,13003,58,Farm Unit,91
215330,13003,58,Farm Unit,0
215331,13003,58,Farm Unit,181
215332,13003,58,Farm Unit,271
215333,13003,58,Vacant Farm Unit,272
215334,13003,78,Gravel Pit,0
215335,13003,78,Gravel Pit,0
215336,13003,78,Gravel Pit,0
215337,13003,78,Gravel Pit,0
215338,13003,78,Gravel Pit,0
215339,13003,78,Gravel Pit,0
215340,13003,78,Gravel Pit,0
215341,13003,78,Gravel Pit,0
215342,33686,240,railway crossing,0
215343,34990,129,""Highway Bridge, General"",0
215344,34990,129,""Highway Bridge, General"",0
215345,13003,58,Farm Unit,0
215346,13003,58,Farm Unit,0
215347,13003,58,Farm Unit,0
215348,13003,58,Farm Unit,0
215349,13003,58,Farm Unit,91
215350,13003,58,Farm Unit,181
215351,13003,58,Farm Unit,271
215352,13001,58,Farm Unit,0
215353,13002,130,Minor Drainage Structure,0
215354,13002,130,Minor Drainage Structure,0
215355,13001,245,Butte,0
215356,13001,245,Butte,0
215357,13002,245,Butte,0
215358,13002,245,Butte,0
215359,13002,245,Butte,0
215360,13002,58,Farm Unit,0
