OBJECTID,SOURCE_ID,SYMBOL,FEATURE_DESC,ANGLE
215361,13002,58,Farm Unit,0
215362,23011,38,Vacant Store or Small Business Establishment,0
215363,13003,130,Minor Drainage Structure,346.35721345
215364,13003,59,Vacant Farm Unit,270
215365,13003,78,Gravel Pit,0
215366,13003,129,""Highway Bridge, General"",0
215367,33686,240,railway crossing,0
215368,13003,110,Micro-Wave or Radio Tower,0
215369,13003,58,Farm Unit,85.78141101
215370,13003,60,Dwelling other than Farm,0
215371,13003,58,Farm Unit,271
215372,13003,59,Vacant Farm Unit,271
215373,13003,59,Vacant Farm Unit,0
215374,13002,7,Small City Center,0
215375,13002,58,Farm Unit,0
215376,23014,60,Dwelling other than Farm,0
215377,13002,58,Farm Unit,180
215378,23007,60,Dwelling other than Farm,0
215379,23007,60,Dwelling other than Farm,0
215380,23007,38,Vacant Store or Small Business Establishment,0
215381,13001,78,Gravel Pit,0
215382,13003,59,Vacant Farm Unit,0
215383,13001,7,Small City Center,0
215384,23002,7,Small City Center,0
215385,13101,58,Farm Unit,0
215386,13101,59,Vacant Farm Unit,0
215387,13101,59,Vacant Farm Unit,0
215388,13101,58,Farm Unit,0
215389,13101,58,Farm Unit,0
215390,13102,58,Farm Unit,0
215391,13102,58,Farm Unit,0
215392,13102,59,Vacant Farm Unit,0
215393,23114,65,Dwelling other than Farm,0
215394,13101,130,Minor Drainage Structure,0
215395,13102,78,Gravel Pit,0
215396,13102,58,Farm Unit,0
215397,13102,60,Dwelling other than Farm,0
215398,13101,113,Asterisk,0
215399,13101,59,Vacant Farm Unit,0
215400,13101,58,Farm Unit,0
215401,13101,58,Farm Unit,0
215402,13101,58,Farm Unit,0
215403,13101,59,Dwelling other than Farm,0
215404,13101,58,Farm Unit,0
215405,13102,58,Farm Unit,0
215406,13102,58,Farm Unit,0
215407,13102,58,Farm Unit,0
215408,13102,58,Farm Unit,272
215409,13101,58,Farm Unit,272
215410,13102,58,Farm Unit,0
215411,13102,58,Farm Unit,0
215412,13102,58,Farm Unit,0
215413,13102,58,Farm Unit,0
215414,13102,13,Tourist Court or Motel,0
215415,23114,65,Seasonal or Summer Dwelling,0
215416,23114,65,Seasonal or Summer Dwelling,0
215417,23114,65,Seasonal or Summer Dwelling,0
215418,13102,58,Vacant Farm Unit,272
215419,13102,59,Vacant Farm Unit,0
215420,13201,113,Asterisk,0
215421,13201,103,Dwelling other than Farm,0
215422,13201,58,Farm Unit,0
215423,13201,58,Farm Unit,0
215424,13201,58,Farm Unit,0
215425,13201,59,Vacant Farm Unit,0
215636,14001,60,Dwelling other than Farm,0
215637,14001,60,Dwelling other than Farm,0
215638,14001,60,Dwelling other than Farm,0
215639,14001,60,Dwelling other than Farm,0
215640,14001,60,Dwelling other than Farm,0
215641,14001,60,Dwelling other than Farm,270
215642,24006,60,Dwelling other than Farm,0
215643,24010,60,Dwelling other than Farm,0
215644,14001,113,Asterisk,0
215645,14001,60,Farm Unit,0
215646,14101,58,Farm Unit,0
215647,14101,58,Farm Unit,0
215648,14101,59,Vacant Farm Unit,0
215649,14101,60,Dwelling other than Farm,0
215650,14201,59,Vacant Farm Unit,0
215651,14201,58,Farm Unit,0
215652,14201,29,""Cemetery, North & South"",0
215653,14201,29,""Cemetery, North & South"",0
215654,14201,58,Farm Unit,0
215655,14201,58,Farm Unit,0
215656,14201,58,Farm Unit,0
215657,24203,60,Dwelling other than Farm,0
215658,14201,60,Dwelling other than Farm,0
215659,14201,59,Vacant Farm Unit,0
215660,14201,58,Farm Unit,0
215661,14201,29,""Cemetery, North & South"",0
215662,14201,60,Dwelling other than Farm,0
215663,14201,59,Vacant Farm Unit,0
215664,14201,60,Dwelling other than Farm,0
215665,14201,60,Dwelling other than Farm,0
215666,14201,60,Dwelling other than Farm,0
215667,14301,76,""Stockyard, Loading Pen or Corral, Feedlot"",0
215668,14301,60,Dwelling other than Farm,271
215669,14301,78,Gravel Pit,0
215670,14301,58,Farm Unit,0
215671,14301,78,Gravel Pit,0
215672,14301,78,Gravel Pit,0
215673,14301,58,Farm Unit,180
215674,14301,60,Dwelling other than Farm,0
215675,14301,60,Dwelling other than Farm,270
215676,14301,58,Farm Unit,2
215677,14301,58,Farm Unit,271
215767,14501,58,Farm Unit,272
215768,24512,28,""Cemetery, East & West"",2
215769,14502,58,Farm Unit,0
215770,14502,60,Dwelling other than Farm,0
215771,14502,59,Vacant Farm Unit,182.10936833
215772,14502,60,Dwelling other than Farm,3.31619478
215773,14502,106,Power Substation,272
215774,14502,42,Mine Shaft or Drift,0
215775,14502,58,Farm Unit,272
215776,37818,240,railway crossing,0
215777,14502,129,Minor Drainage Structure,92.29012996
215778,14501,129,""Highway Bridge, General"",357.12477117
215779,14502,113,Asterisk,0
215780,14502,113,Asterisk,0
215781,14502,113,Asterisk,0
215782,14502,113,Asterisk,0
215783,14502,113,Asterisk,0
215784,14502,113,Asterisk,0
215785,14502,113,Asterisk,0
215786,14502,113,Asterisk,0
215787,14502,113,Asterisk,0
215788,14501,78,Gravel Pit,0
215789,14501,129,Minor Drainage Structure,0
215790,14502,113,Asterisk,0
215791,14502,58,Farm Unit,2
215792,14502,113,Asterisk,0
215793,14502,6,County Seat,0
215794,14502,7,Small City Center,0
215795,14502,245,Butte,0
215796,14502,245,Butte,0
215797,14502,245,Butte,0
215798,14502,245,Butte,0
215799,14502,245,Butte,0
215800,14502,245,Butte,0
215801,14501,245,Butte,0
215802,14501,245,Butte,0
215803,14501,245,Butte,0
215804,14502,60,Dwelling other than Farm,2
215805,14502,130,Minor Drainage Structure,0
215806,14502,60,Dwelling other than Farm,272
215807,14501,7,Small City Center,0
215808,14501,60,Dwelling other than Farm,272
215809,14501,7,Small City Center,0
215810,14501,60,Dwelling other than Farm,0
215811,14501,76,""Stockyard, Loading Pen or Corral, Feedlot"",2
215812,14501,78,Gravel Pit,0
215813,24511,37,Store or Small Business Establishment,2
215814,24511,70,Warehouse General,2
215815,24511,37,Store or Small Business Establishment,2
215816,24511,37,Store or Small Business Establishment,2
215817,24504,60,Dwelling other than Farm,330.28249529
215818,24504,60,Dwelling other than Farm,0
215819,24504,60,Dwelling other than Farm,0
215820,24504,60,Dwelling other than Farm,0
215821,24504,60,Dwelling other than Farm,0
215822,24504,60,Dwelling other than Farm,2
215823,24504,60,Dwelling other than Farm,2
215824,24504,60,Dwelling other than Farm,2
215825,24504,60,Dwelling other than Farm,2
215826,24504,60,Dwelling other than Farm,2
215827,14501,7,Small City Center,0
