Core.DepthRank,CoreName,Depth,Age.Yng,Age,Age.Old,LOI,
2,23A,541,1925.29,2020.28,2217.45,90.11,
2,23A,542,1927.51,2023.58,2223.11,90.02,
2,23A,543,1929.95,2026.89,2226.24,85.24,
2,23A,544,1932.17,2030.19,2231.75,82.35,
2,23A,545,1934.64,2033.49,2237.3,66.2,
2,23A,546,1937.17,2036.8,2242.67,88.63,
2,23A,547,1939.49,2040.1,2249,84.95,
2,23A,548,1941.42,2043.41,2253.41,77.9,
2,23A,549,1943.22,2046.71,2257.97,68.27,
2,23A,550,1945.81,2050.02,2264.05,84.91,
2,23A,551,1948.74,2053.32,2269.07,91.94,
2,23A,552,1952.99,2056.63,2274.45,93.38,
2,23A,553,1956.77,2059.93,2281.41,93.53,
2,23A,554,1962.67,2063.23,2289.09,91.75,
2,23A,555,1968.37,2066.54,2296.26,93.56,
2,23A,556,1974.41,2069.84,2303.15,92.85,
2,23A,557,1980.83,2073.15,2312.61,93.03,
2,23A,558,1993.06,2076.45,2336.02,92.43,
2,23A,559,2024.42,2082.75,2402.52,90.54,
2,23A,560,2047.04,2108.14,2507.23,89.41,
2,23A,561,2066.14,2132.75,2579.79,88.72,
2,23A,562,2081.94,2157.07,2635.11,88.89,
2,23A,563,2089.89,2180.22,2680.57,89.17,
2,23A,564,2095.97,2202.82,2713.38,90.2,
2,23A,565,2102.29,2225.83,2740.7,89.31,
2,23A,566,2107.98,2248.06,2774.02,84.48,
2,23A,567,2112.78,2268.98,2804.4,74.57,
2,23A,568,2118.05,2289.74,2833.1,71.18,
2,23A,569,2123.17,2310.14,2852.95,75.7,
2,23A,570,2128.09,2329.91,2870.84,79.04,
2,23A,571,2133.26,2349,2888.5,78.59,
2,23A,572,2138.44,2367.51,2906.04,77.74,
2,23A,573,2143.6,2387.03,2923.26,75.33,
2,23A,574,2149.05,2405.24,2938.31,75.82,
2,23A,575,2153.94,2423.7,2952.63,87.2,
2,23A,576,2158.96,2443.42,2965.95,89.55,
2,23A,577,2164.76,2462.26,2976.43,86.76,
2,23A,578,2170.47,2479.71,2984.88,82.81,
2,23A,579,2175.86,2499.5,2996.38,85.6,
2,23A,580,2182.27,2517.85,3006.01,88.98,
2,23A,581,2190.27,2537.05,3014.77,90.11,
2,23A,582,2196.71,2555.87,3023.48,89.94,
2,23A,583,2203.51,2575.22,3032.63,89.91,
2,23A,584,2213.35,2592.88,3039.3,87.26,
2,23A,585,2221.05,2611.87,3048.6,90.08,
2,23A,586,2229.02,2631.12,3055.36,86.38,
2,23A,587,2238.13,2651.45,3062.75,87.88,
2,23A,588,2246.5,2671.79,3070.93,85.71,
2,23A,589,2256.7,2692.13,3078.32,86.8,
2,23A,590,2265.34,2712.46,3085.9,85.58,
2,23A,591,2276.55,2732.8,3092.59,85.33,
2,23A,592,2284.47,2753.13,3099.58,85.49,
2,23A,593,2295.16,2773.47,3105.06,87.09,
2,23A,594,2309.76,2793.8,3110.43,89.15,
2,23A,595,2322.69,2814.14,3117.04,88.88,
2,23A,596,2333.57,2834.48,3122.6,85.93,
2,23A,597,2345.93,2854.81,3128.13,88.88,
2,23A,598,2356.44,2875.15,3133.57,88.67,
2,23A,599,2371.07,2895.48,3138.83,88.48,
2,23A,600,2381.43,2915.82,3144.38,87.68,
2,23A,601,2397.64,2936.16,3149.21,87.54,
2,23A,602,2417.27,2956.49,3153.75,87.97,
2,23A,603,2434.1,2976.83,3159.05,86.82,
2,23A,604,2455.14,2997.16,3164.62,86.31,
2,23A,605,2474.3,3017.5,3169.51,87.56,
2,23A,606,2502.23,3037.84,3175.13,87.47,
2,23A,607,2525.76,3058.17,3179.95,87.57,
2,23A,608,2566.39,3078.5,3186.11,87.41,
2,23A,609,2603.87,3098.03,3191.56,87.23,
2,23A,610,2640.27,3117.8,3197.33,86.62,
2,23A,611,2689.35,3137.3,3203.7,83.08,
2,23A,612,2747.2,3157.51,3213.35,86.44,
2,23A,613,2827.72,3178.36,3225.49,83.58,
2,23A,614,2997.06,3200.05,3243.32,83.31,
2,23A,615,3171.45,3232.01,3369.67,83.04,
2,23A,616,3215.67,3273.42,3469.99,68.16,
2,23A,617,3241.23,3314.83,3515.51,65.34,
2,23A,618,3262.27,3356.24,3543.7,39.55,
2,23A,619,3281.51,3397.65,3565.72,54.95,
2,23A,620,3299.01,3439.06,3584.94,18.27,
2,23A,621,3318.01,3480.47,3601.69,27.35,
2,23A,622,3340.5,3521.89,3618.09,73.65,
2,23A,623,3369.67,3563.3,3635.7,76.82,
2,23A,624,3417.5,3604.71,3654.14,77.27,
2,23A,625,3509.2,3646.12,3686.48,73.41,
2,23A,626,3642.72,3680.81,3855.92,77.76,
2,23A,627,3662.75,3706.46,4017.66,75.41,
2,23A,628,3678.6,3732.1,4101.27,78.27,
2,23A,629,3688.08,3757.75,4148.03,79.97,
2,23A,630,3696.16,3783.39,4183.57,80.5,
2,23A,631,3703.71,3809.04,4213.29,79.08,
2,23A,632,3711.34,3834.68,4237.49,76.28,
2,23A,633,3718.45,3860.33,4257.23,74.44,
2,23A,634,3726.68,3885.97,4275.47,71.89,
2,23A,635,3734.19,3911.62,4290.57,79.2,
2,23A,636,3741.74,3937.26,4305.29,78.26,
2,23A,637,3749.38,3962.91,4318.98,78.01,
2,23A,638,3757.08,3988.55,4330.08,78.85,
2,23A,639,3765.48,4014.2,4340.98,76.04,
2,23A,640,3773.57,4039.84,4351.5,76.33,
2,23A,641,3781.92,4065.49,4361.41,76.72,
2,23A,642,3790.46,4091.13,4370.81,76.38,
2,23A,643,3798.91,4116.78,4380.1,74.65,
2,23A,644,3808.99,4142.43,4390.15,81.76,
2,23A,645,3820.24,4168.07,4399.88,81.35,
2,23A,646,3832.45,4193.72,4408.14,79.41,
2,23A,647,3847.18,4219.36,4416.26,68.95,
2,23A,648,3857.89,4245.01,4424.4,73.19,
2,23A,649,3875.04,4270.65,4432.2,61.35,
2,23A,650,3890.44,4296.3,4440.44,71.05,
2,23A,651,3911.18,4321.94,4448.06,70.86,
2,23A,652,3932.24,4347.59,4455.77,78.03,
2,23A,653,3955.8,4373.23,4463.39,65.44,
2,23A,654,3990.07,4398.88,4470.99,69.22,
2,23A,655,4037.03,4424.29,4478.61,65.6,
2,23A,656,4089.77,4449.38,4486.32,78.05,
2,23A,657,4197.79,4475.2,4494.99,78.81,
2,23A,658,4411.59,4501.44,4514.21,79.65,
2,23A,659,4439.21,4519.56,4682.35,75.71,
2,23A,660,4460.34,4537.69,4741.03,73.44,
2,23A,661,4480.46,4555.82,4782.23,70.3,
2,23A,662,4500.46,4573.95,4802.75,73.25,
2,23A,663,4513.65,4592.08,4820.75,63.02,
2,23A,664,4521.71,4610.21,4834.75,37.06,
2,23A,665,4529.35,4628.34,4848.15,48.82,
2,23A,666,4535.51,4646.47,4860.26,61.55,
2,23A,667,4542.38,4664.6,4869.09,69.56,
2,23A,668,4549.61,4682.73,4879.97,65.98,
2,23A,669,4556.52,4700.86,4890.7,66.28,
2,23A,670,4563.18,4718.99,4897.82,57.81,
2,23A,671,4569.53,4737.11,4907.13,58.19,
2,23A,672,4576.28,4755.24,4917.74,65.81,
2,23A,673,4585.96,4773.37,4935.97,61.67,
2,23A,674,4594.56,4791.5,4959.82,58.23,
2,23A,675,4604.25,4809.63,4987.14,64.68,
2,23A,676,4617.25,4827.76,5011.67,61.67,
2,23A,677,4631.01,4845.89,5038.58,67.38,
2,23A,678,4646.61,4864.02,5068.46,67.24,
2,23A,679,4668.22,4882.15,5098.34,67.76,
2,23A,680,4692.16,4900.28,5127.78,60.04,
2,23A,681,4732.98,4918.41,5158.27,34.53,
2,23A,682,4809.35,4936.54,5189.84,74.28,
2,23A,683,4948.98,4957.07,5231.13,72.83,
2,23A,684,4957.76,4984.24,5285.98,73.51,
2,23A,685,4967.53,5011.41,5327.52,68.76,
2,23A,686,4976.84,5038.58,5364.31,57.89,
2,23A,687,4985.71,5065.74,5388.49,69.28,
2,23A,688,4994.71,5092.91,5413.88,63.01,
2,23A,689,5003.56,5120.08,5433.22,67.22,
2,23A,690,5012.95,5147.24,5448.57,57.08,
2,23A,691,5022.38,5174.41,5464.71,51.95,
2,23A,692,5031.42,5201.58,5480.61,56.97,
2,23A,693,5040.64,5228.75,5492.3,63.62,
2,23A,694,5049.98,5255.91,5501.82,55.24,
2,23A,695,5059.87,5283.08,5511.6,36.23,
2,23A,696,5071.03,5310.25,5521.05,59.03,
2,23A,697,5082.81,5337.41,5530.39,58.2,
2,23A,698,5097.36,5364.58,5540.2,56.49,
2,23A,699,5112.77,5391.75,5548.92,50.34,
2,23A,700,5128.54,5418.92,5557.78,27.51,
2,23A,701,5148.9,5446.08,5567.97,35.68,
2,23A,702,5175.43,5473.25,5578.64,61.97,
2,23A,703,5200.83,5500.42,5592.41,62.52,
2,23A,704,5238.85,5527.58,5609.92,64.07,
2,23A,705,5302.74,5554.75,5627.84,67.83,
2,23A,706,5444.75,5581.92,5650.96,68.26,
2,23A,707,5594.34,5602.06,5690.15,67.17,
2,23A,708,5598.3,5617.26,5708.15,58.83,
2,23A,709,5601.87,5632.46,5719.49,58.23,
2,23A,710,5606.11,5647.66,5728.83,50.2,
2,23A,711,5610.95,5662.86,5737.15,54.38,
2,23A,712,5617.08,5678.05,5744.13,24.08,
2,23A,713,5623.65,5693.25,5751.04,,
2,23A,714,5630.41,5708.45,5758.04,16.31,
2,23A,715,5637.27,5723.65,5764.91,47.44,
2,23A,716,5645.23,5738.85,5772.04,48.51,
2,23A,717,5655,5754.04,5779.56,45.22,
2,23A,718,5666.8,5769.24,5792.28,,
2,23A,719,5688.78,5783.53,5807.1,52.49,
2,23A,720,5699.64,5789.2,5824.52,18.71,
2,23A,721,5708.46,5794.87,5832.82,18.15,
2,23A,722,5717.48,5800.54,5838.39,16.62,
2,23A,723,5725.8,5806.21,5842.72,11.98,
2,23A,724,5734.83,5811.88,5846.41,22.07,
2,23A,725,5742.8,5817.55,5849.36,37.45,
2,23A,726,5751.7,5823.22,5851.87,21.86,
2,23A,727,5759.35,5828.89,5854.25,20.66,
2,23A,728,5767.97,5834.56,5856.71,48.77,
2,23A,729,5777.02,5840.23,5859.03,,
2,23A,730,5785.87,5845.9,5861.24,58.73,
2,23A,731,5794.44,5851.57,5863.63,,
2,23A,732,5802.51,5857.24,5868.18,57.03,
2,23A,733,5813.66,5862.91,5875.3,64.32,
2,23A,734,5833.62,5875.33,5934.4,64.36,
2,23A,735,5851.81,5902.67,6022.12,59.56,
2,23A,736,5867.65,5930,6057.31,60.99,
2,23A,737,5881.87,5957.33,6080.41,52.73,
2,23A,738,5894.19,5984.67,6097.05,53.18,
2,23A,739,5905.56,6012,6112.52,51.02,
2,23A,740,5917.22,6039.33,6126.08,54.06,
2,23A,741,5930.66,6066.67,6138.5,44.79,
2,23A,742,5944.35,6094,6149.8,53.54,
2,23A,743,5961.82,6121.33,6160.86,21.79,
2,23A,744,5987.17,6148.67,6171.87,49.49,
2,23A,745,6012.71,6176,6182.89,27.17,
2,23A,746,6030.59,6188.56,6211.91,75.46,
2,23A,747,6037.87,6191.73,6231.55,69.48,
2,23A,748,6043.39,6194.9,6240.86,59.08,
2,23A,749,6049.47,6198.07,6246.98,46.29,
2,23A,750,6055.65,6201.24,6252.7,2.98,
2,23A,751,6061.85,6204.41,6256.46,6.57,
2,23A,752,6067.54,6207.58,6259.4,1.43,
2,23A,753,6073.26,6210.75,6262.02,2.04,
2,23A,754,6078.35,6213.92,6264.28,0.67,
2,23A,755,6083.61,6217.09,6266.51,2.2,
2,23A,756,6089.89,6220.26,6268.5,0.66,
2,23A,757,6094.96,6223.43,6270.13,1.12,
2,23A,758,6100.12,6226.6,6271.81,0.59,
2,23A,759,6105.29,6229.77,6273.54,4,
2,23A,760,6110.33,6232.94,6275.2,7.68,
2,23A,761,6114.71,6236.04,6276.5,3.53,
2,23A,762,6120.33,6239.01,6277.83,2.16,
2,23A,763,6125.67,6241.95,6279.13,1.14,
2,23A,764,6130.9,6244.99,6280.31,4.34,
2,23A,765,6136.15,6248.02,6281.4,4.71,
2,23A,766,6140.84,6250.83,6282.42,15.61,
2,23A,767,6146.13,6253.86,6283.45,18.07,
2,23A,768,6151.61,6257.13,6284.46,24.76,
2,23A,769,6156.92,6260.18,6285.56,6.63,
2,23A,770,6163.03,6263.31,6286.54,43.7,
2,23A,771,6168.26,6266.4,6287.44,50.15,
2,23A,772,6173.98,6269.52,6288.46,32.12,
2,23A,773,6180.23,6272.73,6289.39,44.53,
2,23A,774,6186.75,6276.02,6290.29,51.15,
2,23A,775,6193.43,6279.33,6291.19,49.47,
2,23A,776,6200.5,6282.7,6292.13,65.02,
2,23A,777,6206.86,6286.18,6293.02,57.87,
2,23A,778,6212.84,6289.69,6293.94,63.16,
2,23A,779,6219.2,6293.13,6297.18,66.35,
2,23A,780,6225.29,6295.82,6314.62,63.9,
2,23A,781,6228.32,6297.95,6327.74,48.38,
2,23A,782,6231.08,6300.08,6333.98,0.78,
2,23A,783,6233.7,6302.21,6339.48,0.75,
2,23A,784,6236.21,6304.35,6342.87,0.72,
2,23A,785,6238.8,6306.48,6345.61,0.64,
2,23A,786,6241.04,6308.61,6347.91,0.64,
2,23A,787,6243.18,6310.74,6349.9,0.65,
2,23A,788,6245.48,6312.88,6351.72,0.6,
2,23A,789,6247.47,6315.01,6353.54,0.64,
2,23A,790,6249.22,6317.14,6355.43,0.74,
2,23A,791,6251.09,6319.27,6356.68,0.81,
2,23A,792,6253.11,6321.41,6357.95,0.91,
2,23A,793,6255.01,6323.54,6359.03,0.9,
2,23A,794,6256.86,6325.67,6360.12,0.95,
2,23A,795,6259.04,6327.8,6360.99,2.08,
2,23A,796,6261.11,6329.94,6361.96,1.32,
2,23A,797,6262.8,6332.07,6362.96,2.46,
2,23A,798,6264.78,6334.2,6363.88,0.52,
2,23A,799,6266.74,6336.34,6364.54,0.67,
2,23A,800,6268.45,6338.47,6365.3,9.28,
2,23A,801,6270.72,6340.6,6366,5.27,
2,23A,802,6272.84,6342.73,6366.7,10.05,
2,23A,803,6274.33,6344.87,6367.48,20.86,
2,23A,804,6276.42,6347,6368.19,32.48,
2,23A,805,6278.75,6349.13,6368.91,17.07,
2,23A,806,6281.16,6351.26,6369.55,6.64,
2,23A,807,6283.5,6353.4,6370.7,5.4,
2,23A,808,6285.11,6355.53,6371.95,25.71,
2,23A,809,6287.15,6357.66,6373.67,50.27,
2,23A,810,6289.38,6359.79,6375.31,50.61,
2,23A,811,6291.29,6361.93,6377.45,47.64,
2,23A,812,6293.01,6364.06,6379.65,26.37,
2,23A,813,6295.32,6366.19,6381.83,50.55,
2,23A,814,6297.59,6368.32,6384.63,65.57,
2,23A,815,6300.29,6370.46,6387.35,65.68,
2,23A,816,6303.09,6372.59,6390.23,62.94,
2,23A,817,6312.67,6384.97,6607.19,65.39,
2,23A,818,6324.62,6398.04,6708.62,63,
2,23A,819,6334.2,6410.94,6768.86,56.19,
3,16A,340,-59.92,-59.914,-59,63.19890492,
3,16A,341,-57.6393,-46.5335,145.0184,61.65876299,
3,16A,342,-55.35858,-33.1515,239.0811,61.70080142,
3,16A,343,-53.07687,-19.89,287.5754,61.64060195,
3,16A,344,-50.79617,-6.645,328.9693,60.75671277,
3,16A,345,-48.51545,6.2885,362.4772,57.73593137,
3,16A,346,-46.23377,19.148,384.9547,57.98173955,
3,16A,347,-43.93345,32.0615,414.8513,57.09229766,
3,16A,348,-41.64952,44.896,442.206,52.36515109,
3,16A,349,-39.3656,57.401,470.0885,61.34475824,
3,16A,350,-36.964,69.8685,489.8766,60.896239,
3,16A,351,-34.6683,82.0425,507.3773,60.96256684,
3,16A,352,-32.3736,94.2635,524.9221,60.52718287,
3,16A,353,-30.0779,106.308,541.6247,58.70605711,
3,16A,354,-27.68602,118.211,561.4029,59.08972239,
3,16A,355,-25.384,129.7205,579.3859,58.86677652,
3,16A,356,-22.8781,142.1725,597.3867,59.01843769,
3,16A,357,-20.29882,153.0605,613.9828,51.24262193,
3,16A,358,-17.77108,164.949,627.8038,46.70072371,
3,16A,359,-15.38317,175.791,641.2298,62.93499416,
3,16A,360,-12.67775,187.0605,657.8949,59.93612215,
3,16A,361,-10.12007,198.692,669.4078,48.67758923,
3,16A,362,-7.4288,209.9575,682.7911,59.33268184,
3,16A,363,-5.015675,222.441,693.1069,60.22764764,
3,16A,364,-2.36555,232.95,706.0523,59.50462907,
3,16A,365,1.022775,244.059,719.1279,55.32253599,
3,16A,366,3.7166,255.765,736.5764,51.09690222,
3,16A,367,6.653,266.7405,746.6273,52.26417246,
3,16A,368,9.39855,278.142,757.4713,53.41387025,
3,16A,369,12.8557,288.7115,767.3115,40.54298643,
3,16A,370,16.10198,299.803,777.8487,52.43454474,
3,16A,371,20.3019,311.652,788.5628,55.38750818,
3,16A,372,23.77037,323.2225,798.6216,34.52916438,
3,16A,373,28.09898,334.417,806.3023,7.489742527,
3,16A,374,31.54155,345.1635,817.9817,20.3390505,
3,16A,375,35.13827,356.3635,826.6362,55.82232893,
3,16A,376,39.24903,367.66,837.0904,54.45890345,
3,16A,377,43.64597,378.418,844.9604,17.38962419,
3,16A,378,48.02538,389.738,852.937,11.25604761,
3,16A,379,51.4814,401.0655,858.9508,31.94056805,
3,16A,380,54.4781,412.1865,867.2485,58.1318211,
3,16A,381,59.2736,422.9625,877.3624,59.17304249,
3,16A,382,63.78425,433.9775,886.9716,63.88360871,
3,16A,383,69.07148,444.073,896.8205,72.71152895,
3,16A,384,73.0476,454.8825,901.8019,80.41639558,
3,16A,385,76.90743,465.252,911.523,86.68369208,
3,16A,386,82.55153,475.8595,916.7542,87.00980392,
3,16A,387,88.9011,487.1035,924.6687,85.94066484,
3,16A,388,95.38798,496.9905,931.6753,82.83916484,
3,16A,389,100.609,508.17,936.8258,80.52999632,
3,16A,390,104.6682,518.4695,942.0655,78.15652706,
3,16A,391,109.5393,529.475,947.9334,77.92677547,
3,16A,392,115.9509,539.8515,955.001,77.25722083,
3,16A,393,121.5247,550.7915,960.2239,73.02374512,
3,16A,394,127.6607,562.5175,965.1117,62.88360674,
3,16A,395,136.0573,573.804,970.8173,51.44700636,
3,16A,396,141.4538,585.2,975.397,69.41666667,
3,16A,397,147.3167,595.5925,981.0709,67.83771865,
3,16A,398,153.2924,605.55,984.8195,72.9011194,
3,16A,399,159.2759,616.5175,989.8239,73.79177687,
3,16A,400,168.9179,626.72,993.4024,69.38547486,
3,16A,401,176.0617,637.8435,998.5874,69.17352651,
3,16A,402,183.6229,648.46,1001.945,69.84116255,
3,16A,403,191.0525,659.5735,1007.293,70.33032018,
3,16A,404,201.0757,671.09,1010.874,54.39961108,
3,16A,405,208.0394,682.2065,1014.833,71.20707032,
3,16A,406,215.9524,693.3485,1018.576,43.80430595,
3,16A,407,227.0692,702.8565,1022.749,65.72314851,
3,16A,408,235.5466,713.906,1026.238,74.32209997,
3,16A,409,247.2174,725.027,1029.163,78.23648845,
3,16A,410,257.0546,735.908,1032.7,81.02896915,
3,16A,411,268.2774,746.692,1036.218,80.8359962,
3,16A,412,279.1577,758.272,1040.043,79.51259328,
3,16A,413,292.4949,769.5055,1043.439,61.99000161,
3,16A,414,300.747,781.6825,1046.988,80.12765347,
3,16A,415,309.9254,793.4155,1049.708,81.26036484,
3,16A,416,321.2044,804.447,1052.518,80.9074483,
3,16A,417,331.703,815.3355,1055.299,83.55180038,
3,16A,418,345.6008,826.4495,1058.036,85.44899973,
3,16A,419,356.8169,837.3945,1061.202,85.04381106,
3,16A,420,372.271,848.569,1063.758,82.29711644,
3,16A,421,388.9581,859.89,1066.885,83.88260765,
3,16A,422,403.537,871.6095,1069.94,80.78716657,
3,16A,423,421.8779,883.2895,1072.614,83.84578772,
3,16A,424,432.2062,894.301,1075.535,87.79088301,
3,16A,425,445.8149,906.1755,1077.965,85.41712768,
3,16A,426,460.4699,917.8775,1080.336,88.4886553,
3,16A,427,474.2604,929.278,1083.589,88.03055359,
3,16A,428,489.7238,940.5705,1086.117,88.8286633,
3,16A,429,507.7025,952.018,1088.613,87.94610342,
3,16A,430,525.2464,963.7405,1091.732,88.12249571,
3,16A,431,541.4759,974.9695,1094.52,86.46623953,
3,16A,432,568.3812,986.9095,1096.866,84.37832094,
3,16A,433,592.4516,999.567,1100.867,79.94974874,
3,16A,434,623.9257,1012.415,1103.491,76.98949339,
3,16A,435,649.7897,1024.899,1108.225,67.56734826,
3,16A,436,678.7404,1037.787,1115.485,68.07421007,
3,16A,437,717.3316,1050.45,1122.248,68.93841317,
3,16A,438,754.671,1063.492,1129.749,46.21513944,
3,16A,439,801.2894,1076.421,1138.233,51.91072471,
3,16A,440,868.3727,1089.544,1145.921,78.59449354,
3,16A,441,977.9016,1103.073,1157.518,73.21360915,
3,16A,442,1097.144,1123.787,1223.178,53.22488258,
3,16A,443,1121.061,1152.313,1270.01,19.85762613,
3,16A,444,1135.025,1180.839,1292.842,11.91179024,
3,16A,445,1146.163,1209.366,1308.809,8.484619025,
3,16A,446,1157.767,1237.892,1321.903,12.23733119,
3,16A,447,1170.432,1266.418,1332.958,22.65925119,
3,16A,448,1185.338,1294.945,1344.479,33.44158694,
3,16A,449,1207.62,1323.471,1355.992,65.44921354,
3,16A,450,1253.473,1351.997,1369.722,64.57885811,
3,16A,451,1345.992,1381.352,1582.724,58.06404658,
3,16A,452,1369.728,1414.601,1948.296,65.56185395,
3,16A,453,1382.392,1447.837,2122.18,60.51005653,
3,16A,454,1389.604,1481.311,2231.395,50.68301012,
3,16A,455,1396.695,1514.126,2325.806,80.31919035,
3,16A,456,1403.46,1547.173,2392.69,82.46884273,
3,16A,457,1410.229,1579.848,2462.115,88.77483129,
3,16A,458,1417.218,1612.858,2515.823,88.11806256,
3,16A,459,1423.947,1644.475,2571.284,85.98591549,
3,16A,460,1430.765,1676.452,2613.98,87.96548166,
3,16A,461,1437.943,1707.785,2660.203,88.87606739,
3,16A,462,1445.042,1739.428,2705.482,87.39143023,
3,16A,463,1452.124,1770.675,2743.893,83.02724922,
3,16A,464,1458.977,1802.29,2778.446,86.69139304,
3,16A,465,1465.689,1832.723,2823.617,82.60535663,
3,16A,466,1473.221,1862.742,2855.9,74.68039183,
3,16A,467,1480.82,1893.273,2888.181,76.92834844,
3,16A,468,1487.64,1923.011,2922.845,81.73569102,
3,16A,469,1494.869,1953.502,2952.371,73.50874494,
3,16A,470,1503.166,1983.992,2975.981,65.02168078,
3,16A,471,1512.343,2014.496,3004.422,26.19496009,
3,16A,472,1520.004,2045.246,3025.149,29.94478079,
3,16A,473,1527.204,2075.603,3057.933,62.34098666,
3,16A,474,1535.024,2104.722,3086.371,61.11138824,
3,16A,475,1543.213,2133.922,3104.583,48.82860666,
3,16A,476,1551.471,2163.783,3129.376,56.39935614,
3,16A,477,1563.607,2192.347,3147.75,73.7481367,
3,16A,478,1572.307,2222.111,3172.956,51.93693345,
3,16A,479,1582.925,2252.568,3185.98,76.55922079,
3,16A,480,1595.44,2282.945,3208.742,62.9810133,
3,16A,481,1606.011,2314.034,3226.152,84.28519899,
3,16A,482,1618.622,2343.362,3240.643,62.12082719,
3,16A,483,1629.835,2372.453,3255.145,33.29808165,
3,16A,484,1639.973,2402.617,3269.593,31.03246833,
3,16A,485,1650.177,2430.936,3284.919,64.92825181,
3,16A,486,1659.322,2460.774,3297.59,91.99439841,
3,16A,487,1674.692,2489.759,3308.807,90.93164278,
3,16A,488,1687.788,2519.785,3324.031,90.11540719,
3,16A,489,1700.004,2550.582,3336.356,88.13343519,
3,16A,490,1712.21,2580.249,3346.606,86.47925033,
3,16A,491,1729.824,2610.221,3359.772,77.23888649,
3,16A,492,1745.46,2639.687,3369.175,83.19440156,
3,16A,493,1764.22,2667.801,3382.651,81.65821078,
3,16A,494,1783.27,2698.44,3392.463,86.94797444,
3,16A,495,1806.241,2729.079,3403.29,85.99066959,
3,16A,496,1825.34,2759.718,3414.321,85.07194245,
3,16A,497,1846.81,2790.356,3427.241,91.34570036,
3,16A,498,1869.214,2820.995,3437.078,82.7962578,
3,16A,499,1889.524,2851.634,3446.275,90.70155902,
3,16A,500,1909.159,2882.273,3456.798,91.63095538,
3,16A,501,1933.874,2912.912,3465.491,91.14090249,
3,16A,502,1961.197,2942.883,3472.544,90.28032705,
3,16A,503,1988.509,2972.314,3479.799,88.49781337,
3,16A,504,2012.602,3002.283,3486.671,86.76246919,
3,16A,505,2038.326,3033.333,3495.328,85.60181394,
3,16A,506,2058.846,3063.422,3502.462,82.55971158,
3,16A,507,2098.821,3092.635,3509.503,83.97153025,
3,16A,508,2136.066,3119.911,3518.038,89.01400958,
3,16A,509,2171.07,3150.539,3525.256,89.99751799,
3,16A,510,2211.609,3179.215,3532.634,89.49271914,
3,16A,511,2250.459,3210.089,3540.483,88.63945949,
3,16A,512,2285.895,3239.308,3548.252,87.83169816,
3,16A,513,2331.468,3270.34,3555.986,86.16400755,
3,16A,514,2383.325,3301.582,3564.222,80.02300381,
3,16A,515,2419.95,3333.083,3570.919,81.41006327,
3,16A,516,2477.01,3364.485,3579.307,78.50102939,
3,16A,517,2550.144,3396.826,3587.59,53.34374024,
3,16A,518,2607.812,3429.875,3596.454,49.27465507,
3,16A,519,2676.731,3462.096,3607.215,41.39578908,
3,16A,520,2743.436,3494.992,3622.328,65.43294887,
3,16A,521,2836.57,3525.689,3638.128,70.14137606,
3,16A,522,2955.131,3557.339,3657.431,67.48273481,
3,16A,523,3149.991,3589.793,3679.167,36.98776323,
3,16A,524,3615.747,3618.623,3756.085,74.86411833,
3,16A,525,3628.293,3659.937,3992.959,75.5401941,
3,16A,526,3641.484,3701.25,4079.246,75.36718218,
3,16A,527,3654.49,3742.564,4138.447,73.59311454,
3,16A,528,3667.471,3783.877,4172.941,70.18925831,
3,16A,529,3680.703,3825.191,4199.708,67.86076017,
3,16A,530,3693.767,3866.504,4220.301,17.41266279,
3,16A,531,3707.215,3907.818,4244.032,2.104934633,
3,16A,532,3720.582,3949.132,4261.98,1.274906724,
3,16A,533,3734.3,3990.445,4278.378,1.464140708,
3,16A,534,3749.458,4031.759,4296.325,3.010979321,
3,16A,535,3766.975,4073.072,4311.777,1.984844619,
3,16A,536,3788.505,4114.386,4325.327,2.421798389,
3,16A,537,3810.756,4155.699,4339.141,21.88706816,
3,16A,538,3831.372,4197.013,4353.607,41.68045597,
3,16A,539,3857.972,4238.326,4367.168,29.17472985,
3,16A,540,3890.37,4279.64,4379.915,24.20958253,
3,16A,541,3938.543,4320.954,4394.875,78.5561581,
3,16A,542,4000.559,4362.267,4408.551,79.00972522,
3,16A,543,4180.059,4403.581,4427.809,76.60828376,
3,16A,544,4320.346,4444.095,4670.876,20.95744821,
3,16A,545,4357.317,4484.078,4813.571,64.96668264,
3,16A,546,4392.237,4524.06,4877.762,33.69279327,
3,16A,547,4423.325,4564.043,4927.088,54.08973253,
3,16A,548,4450.052,4604.026,4960.058,44.25861848,
3,16A,549,4467.067,4644.009,4985.981,19.80832092,
3,16A,550,4481.369,4683.992,5008.776,10.88438138,
3,16A,551,4495.529,4723.975,5029.096,2.331700899,
3,16A,552,4510.04,4763.958,5047.892,3.614218399,
3,16A,553,4523.487,4803.941,5067.081,0.901841406,
3,16A,554,4540.142,4843.924,5082.66,1.257533784,
3,16A,555,4556.52,4883.906,5098.786,0.81623121,
3,16A,556,4575.705,4923.889,5112.009,4.663651953,
3,16A,557,4599.248,4963.872,5125.518,3.412605157,
3,16A,558,4622.382,5003.855,5138.153,1.876224444,
3,16A,559,4656.924,5043.838,5151.617,6.475880296,
3,16A,560,4695.377,5083.821,5164.618,43.43646445,
3,16A,561,4757.299,5123.804,5178.9,60.41889386,
3,16A,562,4864.877,5163.787,5200.714,49.3145769,
