ID,Created_EST,Transport_Arrival_EST,Exit_EST
428,1/3/2013 14:31,1/3/2013 15:05,1/3/2013 15:32
429,1/3/2013 14:37,1/3/2013 15:09,1/3/2013 15:36
430,1/3/2013 14:53,,1/3/2013 15:46
431,1/3/2013 14:53,1/3/2013 15:25,1/3/2013 16:11
432,1/3/2013 14:53,,1/3/2013 16:39
433,1/3/2013 14:54,1/3/2013 15:39,1/3/2013 16:08
434,1/3/2013 14:57,,1/3/2013 15:07
435,1/3/2013 14:59,1/3/2013 15:57,1/3/2013 16:44
436,1/3/2013 15:05,1/3/2013 15:48,1/3/2013 16:17
437,1/3/2013 15:08,1/3/2013 15:47,1/3/2013 16:15
438,1/3/2013 15:23,,1/3/2013 15:29
439,1/3/2013 15:24,1/3/2013 16:05,1/3/2013 16:32
440,1/3/2013 15:27,1/3/2013 16:14,1/3/2013 16:51
441,1/3/2013 15:27,1/3/2013 16:26,1/3/2013 16:59
442,1/3/2013 15:38,1/3/2013 16:08,1/3/2013 16:27
443,1/3/2013 15:40,1/3/2013 16:23,1/3/2013 17:03
444,1/3/2013 15:41,,1/3/2013 16:06
445,1/3/2013 15:42,1/3/2013 16:30,1/3/2013 17:18
446,1/3/2013 15:45,1/3/2013 16:20,1/3/2013 17:01
447,1/3/2013 15:46,1/3/2013 16:17,1/3/2013 16:54
448,1/3/2013 15:50,1/3/2013 16:23,1/3/2013 16:55
449,1/3/2013 15:51,1/3/2013 17:11,1/3/2013 17:52
450,1/3/2013 16:05,1/3/2013 17:01,1/3/2013 17:56
451,1/3/2013 16:11,1/3/2013 16:59,1/3/2013 17:33
452,1/3/2013 16:16,1/3/2013 16:48,1/3/2013 16:59
453,1/3/2013 16:21,,1/3/2013 17:47
454,1/3/2013 16:23,1/3/2013 16:43,1/3/2013 17:16
455,1/3/2013 16:23,,1/3/2013 17:12
456,1/3/2013 16:24,1/3/2013 16:56,1/3/2013 17:50
457,1/3/2013 16:25,,1/3/2013 17:10
458,1/3/2013 16:34,1/3/2013 17:19,1/3/2013 17:46
459,1/3/2013 16:36,1/3/2013 17:02,1/3/2013 17:49
460,1/3/2013 16:48,,1/3/2013 18:00
461,1/3/2013 16:55,1/3/2013 17:42,1/3/2013 18:28
462,1/3/2013 16:56,,1/3/2013 17:46
463,1/3/2013 17:03,1/3/2013 17:36,1/3/2013 18:13
464,1/3/2013 17:10,1/3/2013 18:07,1/3/2013 18:39
465,1/3/2013 17:13,1/3/2013 17:37,1/3/2013 18:03
466,1/3/2013 17:19,1/3/2013 17:44,1/3/2013 18:22
467,1/3/2013 17:20,1/3/2013 17:50,1/3/2013 18:47
468,1/3/2013 17:26,1/3/2013 18:02,1/3/2013 18:30
469,1/3/2013 17:26,1/3/2013 17:55,1/3/2013 18:40
470,1/3/2013 17:33,1/3/2013 18:05,1/3/2013 19:00
471,1/3/2013 17:34,1/3/2013 18:12,1/3/2013 18:56
472,1/3/2013 17:35,1/3/2013 18:11,1/3/2013 18:31
473,1/3/2013 17:36,1/3/2013 18:27,1/3/2013 18:51
474,1/3/2013 17:40,,1/3/2013 17:43
475,1/3/2013 17:46,,1/3/2013 18:30
476,1/3/2013 17:50,,1/3/2013 18:53
477,1/3/2013 17:50,1/3/2013 18:39,1/3/2013 19:14
478,1/3/2013 17:51,1/3/2013 18:23,1/3/2013 19:02
479,1/3/2013 17:57,1/3/2013 18:37,1/3/2013 19:02
480,1/3/2013 17:58,1/3/2013 18:30,1/3/2013 19:05
481,1/3/2013 17:59,,1/3/2013 18:00
482,1/3/2013 18:00,1/3/2013 18:43,1/3/2013 19:18
483,1/3/2013 18:06,1/3/2013 19:18,1/3/2013 20:05
484,1/3/2013 18:07,1/3/2013 18:55,1/3/2013 19:28
485,1/3/2013 18:08,1/3/2013 18:54,1/3/2013 19:45
486,1/3/2013 18:10,,1/3/2013 19:17
487,1/3/2013 18:16,1/3/2013 19:25,1/3/2013 19:43
488,1/3/2013 18:18,1/3/2013 18:56,1/3/2013 19:31
489,1/3/2013 18:22,1/3/2013 18:57,1/3/2013 19:24
490,1/3/2013 18:23,1/3/2013 19:02,1/3/2013 19:36
491,1/3/2013 18:34,,1/3/2013 19:08
492,1/3/2013 18:34,1/3/2013 19:02,1/3/2013 19:41
493,1/3/2013 18:39,,1/3/2013 19:00
494,1/3/2013 18:42,1/3/2013 19:28,1/3/2013 19:52
495,1/3/2013 18:43,1/3/2013 19:10,1/3/2013 19:30
496,1/3/2013 18:45,1/3/2013 19:11,1/3/2013 19:42
497,1/3/2013 18:46,1/3/2013 19:18,1/3/2013 19:48
498,1/3/2013 18:47,1/3/2013 19:13,1/3/2013 20:06
499,1/3/2013 18:53,1/3/2013 19:48,1/3/2013 20:11
500,1/3/2013 18:57,1/3/2013 19:48,1/3/2013 20:19
501,1/3/2013 19:02,1/3/2013 19:28,1/3/2013 20:06
502,1/3/2013 19:08,,1/3/2013 20:21
503,1/3/2013 19:09,1/3/2013 19:36,1/3/2013 20:10
504,1/3/2013 19:12,,1/3/2013 19:48
505,1/3/2013 19:20,1/3/2013 20:03,1/3/2013 20:48
506,1/3/2013 19:20,1/3/2013 19:54,1/3/2013 20:15
507,1/3/2013 19:32,,1/3/2013 20:52
508,1/3/2013 19:32,1/3/2013 20:19,1/3/2013 20:21
509,1/3/2013 19:34,1/3/2013 20:20,1/3/2013 20:47
510,1/3/2013 19:35,,1/3/2013 20:21
511,1/3/2013 19:40,1/3/2013 20:14,1/3/2013 20:25
512,1/3/2013 19:50,1/3/2013 20:23,1/3/2013 20:48
513,1/3/2013 19:53,1/3/2013 20:36,1/3/2013 21:30
514,1/3/2013 19:58,1/3/2013 20:35,1/3/2013 21:17
515,1/3/2013 19:58,1/3/2013 20:28,1/3/2013 21:34
516,1/3/2013 20:19,1/3/2013 20:53,1/3/2013 21:27
517,1/3/2013 20:25,1/3/2013 21:05,1/3/2013 21:52
518,1/3/2013 20:26,,1/3/2013 20:41
519,1/3/2013 20:26,1/3/2013 20:44,1/3/2013 21:04
520,1/3/2013 20:34,1/3/2013 21:29,1/3/2013 22:26
521,1/3/2013 20:34,,1/3/2013 20:37
522,1/3/2013 20:35,1/3/2013 21:09,1/3/2013 21:41
523,1/3/2013 20:43,,1/3/2013 21:25
524,1/3/2013 20:45,1/3/2013 21:14,1/3/2013 21:47
525,1/3/2013 20:45,1/3/2013 21:40,1/3/2013 22:30
526,1/3/2013 20:56,1/3/2013 21:19,1/3/2013 21:53
527,1/3/2013 21:16,1/3/2013 22:18,1/3/2013 22:54
528,1/3/2013 21:20,1/3/2013 22:11,1/3/2013 23:26
529,1/3/2013 21:21,1/3/2013 21:30,1/3/2013 22:24
530,1/3/2013 21:25,1/3/2013 22:11,1/3/2013 23:20
531,1/3/2013 21:25,,1/3/2013 22:01
532,1/3/2013 21:27,1/3/2013 21:59,1/3/2013 22:46
533,1/3/2013 21:28,1/3/2013 22:11,1/3/2013 22:43
534,1/3/2013 21:39,,1/3/2013 22:35
535,1/3/2013 21:41,1/3/2013 22:21,1/3/2013 22:44
536,1/3/2013 21:55,1/3/2013 22:38,1/3/2013 23:07
537,1/3/2013 21:56,1/3/2013 22:39,1/3/2013 23:17
538,1/3/2013 22:02,1/3/2013 22:21,1/3/2013 22:47
539,1/3/2013 22:22,,1/3/2013 22:23
540,1/3/2013 22:27,1/3/2013 23:28,1/4/2013 0:03
541,1/3/2013 22:31,1/3/2013 23:33,1/4/2013 0:04
542,1/3/2013 22:47,1/3/2013 23:18,1/3/2013 23:49
543,1/3/2013 22:52,1/3/2013 23:42,1/4/2013 0:01
544,1/3/2013 22:55,1/3/2013 23:25,1/4/2013 0:38
545,1/3/2013 22:57,1/3/2013 23:59,1/4/2013 0:08
546,1/3/2013 22:57,1/3/2013 23:54,1/4/2013 0:32
547,1/3/2013 22:58,1/3/2013 23:42,1/4/2013 0:12
548,1/3/2013 23:01,1/4/2013 0:10,1/4/2013 0:51
549,1/3/2013 23:13,,1/4/2013 0:32
550,1/3/2013 23:15,1/4/2013 0:16,1/4/2013 0:43
551,1/3/2013 23:17,1/4/2013 0:16,1/4/2013 0:39
552,1/3/2013 23:47,1/4/2013 0:47,1/4/2013 2:57
553,1/3/2013 23:47,1/4/2013 0:38,1/4/2013 1:30
554,1/3/2013 23:55,1/4/2013 0:20,1/4/2013 0:54
555,1/3/2013 23:55,,1/3/2013 23:57
556,1/4/2013 0:00,1/4/2013 0:47,1/4/2013 1:19
557,1/4/2013 0:06,1/4/2013 0:35,1/4/2013 1:06
558,1/4/2013 0:10,1/4/2013 1:06,1/4/2013 1:27
559,1/4/2013 0:22,1/4/2013 0:51,1/4/2013 1:41
560,1/4/2013 0:32,1/4/2013 1:03,1/4/2013 2:02
561,1/4/2013 0:46,1/4/2013 1:16,1/4/2013 1:54
562,1/4/2013 1:12,1/4/2013 1:51,1/4/2013 2:12
563,1/4/2013 1:22,1/4/2013 1:46,1/4/2013 2:19
564,1/4/2013 1:33,,1/4/2013 1:38
565,1/4/2013 1:33,1/4/2013 2:04,1/4/2013 2:24
566,1/4/2013 1:59,1/4/2013 2:28,1/4/2013 3:16
567,1/4/2013 2:01,,1/4/2013 2:46
568,1/4/2013 2:08,1/4/2013 2:52,1/4/2013 3:21
569,1/4/2013 2:09,1/4/2013 2:31,1/4/2013 3:12
570,1/4/2013 2:16,1/4/2013 2:53,1/4/2013 3:47
571,1/4/2013 2:18,,1/4/2013 3:02
572,1/4/2013 2:23,,1/4/2013 2:25
573,1/4/2013 2:33,,1/4/2013 3:08
574,1/4/2013 2:39,1/4/2013 3:04,1/4/2013 3:26
575,1/4/2013 3:20,1/4/2013 3:52,1/4/2013 4:13
576,1/4/2013 3:25,1/4/2013 4:16,1/4/2013 4:59
577,1/4/2013 3:26,1/4/2013 3:54,1/4/2013 4:18
578,1/4/2013 3:34,1/4/2013 4:47,1/4/2013 5:12
579,1/4/2013 3:38,1/4/2013 4:06,1/4/2013 4:28
580,1/4/2013 3:41,1/4/2013 4:15,1/4/2013 4:58
581,1/4/2013 3:46,1/4/2013 4:22,1/4/2013 5:54
582,1/4/2013 3:56,,1/4/2013 4:47
583,1/4/2013 4:21,,1/4/2013 5:48
584,1/4/2013 4:37,1/4/2013 5:00,1/4/2013 5:42
585,1/4/2013 4:48,1/4/2013 5:35,1/4/2013 6:08
586,1/4/2013 4:54,,1/4/2013 5:02
587,1/4/2013 4:59,,1/4/2013 5:04
588,1/4/2013 5:16,,1/4/2013 6:08
589,1/4/2013 5:22,,1/4/2013 5:25
590,1/4/2013 5:54,,1/4/2013 5:57
591,1/4/2013 6:17,1/4/2013 7:01,1/4/2013 7:29
592,1/4/2013 6:47,1/4/2013 7:15,1/4/2013 7:45
593,1/4/2013 7:05,,1/4/2013 7:56
594,1/4/2013 7:11,1/4/2013 7:49,1/4/2013 8:45
595,1/4/2013 7:14,1/4/2013 8:12,1/4/2013 8:30
596,1/4/2013 7:14,1/4/2013 7:50,1/4/2013 8:31
597,1/4/2013 7:17,1/4/2013 7:50,1/4/2013 8:38
598,1/4/2013 7:18,1/4/2013 7:51,1/4/2013 8:24
599,1/4/2013 7:33,,1/4/2013 7:40
600,1/4/2013 7:36,1/4/2013 8:22,1/4/2013 9:12
601,1/4/2013 7:41,1/4/2013 8:14,1/4/2013 8:53
602,1/4/2013 7:42,1/4/2013 8:33,1/4/2013 9:15
603,1/4/2013 7:56,1/4/2013 8:32,1/4/2013 8:38
604,1/4/2013 8:07,1/4/2013 8:41,1/4/2013 9:30
605,1/4/2013 8:11,1/4/2013 8:41,1/4/2013 9:19
606,1/4/2013 8:14,1/4/2013 9:18,1/4/2013 9:44
607,1/4/2013 8:16,1/4/2013 9:05,1/4/2013 9:37
608,1/4/2013 8:17,1/4/2013 9:01,1/4/2013 9:34
609,1/4/2013 8:20,,1/4/2013 8:22
610,1/4/2013 8:21,1/4/2013 8:45,1/4/2013 9:12
611,1/4/2013 8:21,1/4/2013 8:46,1/4/2013 9:22
612,1/4/2013 8:27,,1/4/2013 8:30
613,1/4/2013 8:35,,1/4/2013 9:04
614,1/4/2013 8:39,,1/4/2013 8:48
615,1/4/2013 8:42,,1/4/2013 8:46
616,1/4/2013 8:57,1/4/2013 9:32,1/4/2013 10:04
617,1/4/2013 9:02,1/4/2013 9:51,1/4/2013 11:12
618,1/4/2013 9:09,,1/4/2013 10:02
619,1/4/2013 9:13,1/4/2013 10:22,1/4/2013 11:32
620,1/4/2013 9:23,1/4/2013 9:51,1/4/2013 10:03
621,1/4/2013 9:26,,1/4/2013 10:12
622,1/4/2013 9:35,1/4/2013 10:06,1/4/2013 10:48
623,1/4/2013 9:36,1/4/2013 10:19,1/4/2013 10:57
624,1/4/2013 9:36,1/4/2013 10:06,1/4/2013 10:30
625,1/4/2013 9:49,1/4/2013 10:15,1/4/2013 10:46
626,1/4/2013 9:54,,1/4/2013 10:05
627,1/4/2013 10:00,1/4/2013 10:30,1/4/2013 10:58
628,1/4/2013 10:07,1/4/2013 10:44,1/4/2013 11:24
629,1/4/2013 10:09,1/4/2013 11:07,1/4/2013 11:56
630,1/4/2013 10:10,,1/4/2013 10:11
631,1/4/2013 10:11,1/4/2013 10:51,1/4/2013 11:37
632,1/4/2013 10:16,,1/4/2013 11:06
633,1/4/2013 10:21,1/4/2013 11:06,1/4/2013 11:39
634,1/4/2013 10:24,1/4/2013 10:56,1/4/2013 11:43
635,1/4/2013 10:32,1/4/2013 11:15,1/4/2013 11:48
636,1/4/2013 10:46,1/4/2013 11:26,1/4/2013 12:42
637,1/4/2013 11:00,1/4/2013 11:37,1/4/2013 12:42
638,1/4/2013 11:16,,1/4/2013 11:47
639,1/4/2013 11:27,1/4/2013 12:12,1/4/2013 13:00
640,1/4/2013 11:27,1/4/2013 11:55,1/4/2013 12:19
641,1/4/2013 11:31,1/4/2013 12:18,1/4/2013 12:55
642,1/4/2013 11:33,1/4/2013 12:15,1/4/2013 12:42
643,1/4/2013 11:36,1/4/2013 12:23,1/4/2013 13:15
644,1/4/2013 11:38,1/4/2013 12:08,1/4/2013 12:41
645,1/4/2013 11:39,1/4/2013 12:11,1/4/2013 13:39
646,1/4/2013 11:39,1/4/2013 12:23,1/4/2013 13:33
647,1/4/2013 11:41,1/4/2013 12:14,1/4/2013 12:37
648,1/4/2013 11:44,1/4/2013 12:22,1/4/2013 13:20
649,1/4/2013 11:47,1/4/2013 12:47,1/4/2013 13:46
650,1/4/2013 11:50,1/4/2013 12:36,1/4/2013 13:16
651,1/4/2013 11:51,1/4/2013 12:27,1/4/2013 12:56
652,1/4/2013 11:57,1/4/2013 12:38,1/4/2013 13:42
653,1/4/2013 12:05,,1/4/2013 12:18
654,1/4/2013 12:30,1/4/2013 13:29,1/4/2013 13:59
655,1/4/2013 12:31,1/4/2013 13:12,1/4/2013 13:58
656,1/4/2013 12:33,1/4/2013 13:29,1/4/2013 13:57
657,1/4/2013 12:37,1/4/2013 13:18,1/4/2013 13:52
658,1/4/2013 12:44,1/4/2013 13:20,1/4/2013 14:05
659,1/4/2013 12:50,1/4/2013 13:35,1/4/2013 13:59
660,1/4/2013 13:13,1/4/2013 13:45,1/4/2013 14:18
661,1/4/2013 13:18,1/4/2013 14:02,1/4/2013 14:41
662,1/4/2013 13:23,,1/4/2013 13:44
663,1/4/2013 13:26,,1/4/2013 13:39
664,1/4/2013 13:27,1/4/2013 14:11,1/4/2013 14:52
665,1/4/2013 13:29,1/4/2013 14:00,1/4/2013 14:45
666,1/4/2013 13:32,,1/4/2013 13:38
667,1/4/2013 13:35,1/4/2013 14:35,1/4/2013 15:06
668,1/4/2013 13:40,,1/4/2013 14:03
669,1/4/2013 13:42,1/4/2013 14:22,1/4/2013 14:59
670,1/4/2013 13:49,1/4/2013 14:24,1/4/2013 14:56
671,1/4/2013 13:49,,1/4/2013 14:08
672,1/4/2013 14:01,1/4/2013 14:35,1/4/2013 14:58
673,1/4/2013 14:02,,1/4/2013 14:37
674,1/4/2013 14:11,1/4/2013 14:36,1/4/2013 14:52
675,1/4/2013 14:12,1/4/2013 15:27,1/4/2013 16:54
676,1/4/2013 14:14,1/4/2013 14:59,1/4/2013 15:41
677,1/4/2013 14:16,1/4/2013 14:44,1/4/2013 15:29
678,1/4/2013 14:16,,1/4/2013 14:22
679,1/4/2013 14:18,,1/4/2013 14:19
680,1/4/2013 14:23,,1/4/2013 14:49
681,1/4/2013 14:25,,1/4/2013 15:48
682,1/4/2013 14:25,1/4/2013 15:10,1/4/2013 15:56
683,1/4/2013 14:26,1/4/2013 15:09,1/4/2013 15:48
684,1/4/2013 14:35,1/4/2013 15:27,1/4/2013 15:51
685,1/4/2013 14:36,1/4/2013 15:32,1/4/2013 15:54
686,1/4/2013 14:52,1/4/2013 15:42,1/4/2013 16:18
687,1/4/2013 14:53,1/4/2013 15:36,1/4/2013 16:19
688,1/4/2013 15:00,1/4/2013 15:19,1/4/2013 15:53
689,1/4/2013 15:01,,1/4/2013 15:21
690,1/4/2013 15:04,,1/4/2013 15:20
691,1/4/2013 15:09,1/4/2013 15:40,1/4/2013 16:15
692,1/4/2013 15:13,1/4/2013 15:41,1/4/2013 16:00
693,1/4/2013 15:16,1/4/2013 16:03,1/4/2013 16:46
694,1/4/2013 15:26,1/4/2013 16:01,1/4/2013 16:31
695,1/4/2013 15:27,1/4/2013 16:08,1/4/2013 17:00
696,1/4/2013 15:31,1/4/2013 16:29,1/4/2013 17:19
697,1/4/2013 15:32,,1/4/2013 16:01
698,1/4/2013 15:34,1/4/2013 16:12,1/4/2013 17:47
699,1/4/2013 15:35,,1/4/2013 15:44
700,1/4/2013 15:40,1/4/2013 16:28,1/4/2013 17:08
701,1/4/2013 15:41,1/4/2013 16:17,1/4/2013 17:19
702,1/4/2013 15:44,1/4/2013 16:38,1/4/2013 17:52
703,1/4/2013 15:46,1/4/2013 16:12,1/4/2013 17:09
704,1/4/2013 15:53,1/4/2013 16:17,1/4/2013 16:51
705,1/4/2013 15:55,1/4/2013 16:31,1/4/2013 16:59
706,1/4/2013 15:59,1/4/2013 16:17,1/4/2013 16:45
707,1/4/2013 16:01,1/4/2013 16:32,1/4/2013 17:15
708,1/4/2013 16:03,1/4/2013 16:34,1/4/2013 17:14
709,1/4/2013 16:07,1/4/2013 17:06,1/4/2013 17:43
710,1/4/2013 16:08,,1/4/2013 18:05
711,1/4/2013 16:10,,1/4/2013 16:11
712,1/4/2013 16:13,1/4/2013 17:12,1/4/2013 18:26
713,1/4/2013 16:18,,1/4/2013 16:19
714,1/4/2013 16:27,1/4/2013 17:10,1/4/2013 17:38
715,1/4/2013 16:33,,1/4/2013 16:38
716,1/4/2013 16:41,1/4/2013 17:30,1/4/2013 18:17
717,1/4/2013 16:47,1/4/2013 17:18,1/4/2013 18:13
718,1/4/2013 16:47,1/4/2013 17:43,1/4/2013 18:40
719,1/4/2013 16:52,,1/4/2013 18:37
720,1/4/2013 16:53,1/4/2013 17:30,1/4/2013 18:17
721,1/4/2013 16:58,1/4/2013 17:27,1/4/2013 17:54
722,1/4/2013 17:05,1/4/2013 17:34,1/4/2013 18:12
723,1/4/2013 17:05,1/4/2013 17:46,1/4/2013 18:14
724,1/4/2013 17:09,1/4/2013 17:48,1/4/2013 18:23
725,1/4/2013 17:11,1/4/2013 18:04,1/4/2013 18:27
726,1/4/2013 17:13,,1/4/2013 18:34
727,1/4/2013 17:19,1/4/2013 17:45,1/4/2013 18:28
728,1/4/2013 17:24,1/4/2013 17:51,1/4/2013 18:23
729,1/4/2013 17:31,1/4/2013 18:15,1/4/2013 19:19
730,1/4/2013 17:31,1/4/2013 18:17,1/4/2013 19:33
731,1/4/2013 17:37,,1/4/2013 18:48
732,1/4/2013 17:40,1/4/2013 18:02,1/4/2013 18:36
733,1/4/2013 17:52,,1/4/2013 18:16
734,1/4/2013 17:57,1/4/2013 18:56,1/4/2013 20:01
735,1/4/2013 18:05,1/4/2013 18:53,1/4/2013 19:45
736,1/4/2013 18:06,1/4/2013 18:37,1/4/2013 19:07
737,1/4/2013 18:10,,1/4/2013 18:14
738,1/4/2013 18:14,1/4/2013 18:43,1/4/2013 19:15
739,1/4/2013 18:17,1/4/2013 18:54,1/4/2013 19:25
740,1/4/2013 18:21,1/4/2013 18:48,1/4/2013 19:31
741,1/4/2013 18:24,1/4/2013 19:09,1/4/2013 19:43
742,1/4/2013 18:25,1/4/2013 19:26,1/4/2013 20:07
743,1/4/2013 18:29,1/4/2013 19:05,1/4/2013 19:48
744,1/4/2013 18:35,1/4/2013 19:14,1/4/2013 19:48
745,1/4/2013 18:39,,1/4/2013 18:43
746,1/4/2013 18:39,1/4/2013 19:11,1/4/2013 19:55
747,1/4/2013 18:40,,1/4/2013 18:44
748,1/4/2013 18:45,,1/4/2013 19:23
749,1/4/2013 18:47,,1/4/2013 19:32
750,1/4/2013 18:50,,1/4/2013 18:58
751,1/4/2013 18:51,1/4/2013 19:24,1/4/2013 20:06
752,1/4/2013 18:51,,1/4/2013 20:04
753,1/4/2013 18:59,1/4/2013 19:40,1/4/2013 20:06
754,1/4/2013 19:00,1/4/2013 19:52,1/4/2013 20:19
755,1/4/2013 19:01,,1/4/2013 19:06
756,1/4/2013 19:03,1/4/2013 19:42,1/4/2013 19:55
757,1/4/2013 19:10,1/4/2013 19:46,1/4/2013 20:04
758,1/4/2013 19:12,1/4/2013 20:01,1/4/2013 20:49
759,1/4/2013 19:15,1/4/2013 19:51,1/4/2013 20:22
760,1/4/2013 19:20,1/4/2013 19:48,1/4/2013 20:29
761,1/4/2013 19:20,1/4/2013 20:28,1/4/2013 21:18
762,1/4/2013 19:21,,1/4/2013 19:24
763,1/4/2013 19:28,1/4/2013 20:32,1/4/2013 21:15
764,1/4/2013 19:34,1/4/2013 20:03,1/4/2013 21:02
765,1/4/2013 19:35,1/4/2013 20:19,1/4/2013 20:56
766,1/4/2013 19:35,1/4/2013 19:55,1/4/2013 20:13
767,1/4/2013 19:38,,1/4/2013 20:34
768,1/4/2013 19:39,1/4/2013 20:13,1/4/2013 20:49
769,1/4/2013 19:44,1/4/2013 20:26,1/4/2013 21:08
770,1/4/2013 19:47,1/4/2013 20:13,1/4/2013 20:52
771,1/4/2013 19:50,,1/4/2013 19:53
772,1/4/2013 19:52,1/4/2013 20:48,1/4/2013 21:25
773,1/4/2013 19:53,1/4/2013 20:37,1/4/2013 21:15
774,1/4/2013 20:06,1/4/2013 20:34,1/4/2013 21:07
775,1/4/2013 20:08,1/4/2013 20:49,1/4/2013 21:10
776,1/4/2013 20:08,,1/4/2013 20:19
777,1/4/2013 20:12,,1/4/2013 20:59
778,1/4/2013 20:24,1/4/2013 20:54,1/4/2013 21:26
779,1/4/2013 20:24,1/4/2013 21:06,1/4/2013 21:51
780,1/4/2013 20:29,,1/4/2013 22:25
781,1/4/2013 20:32,1/4/2013 21:00,1/4/2013 22:00
782,1/4/2013 20:40,,1/4/2013 21:39
783,1/4/2013 20:43,1/4/2013 21:07,1/4/2013 21:53
784,1/4/2013 20:47,1/4/2013 21:12,1/4/2013 21:45
785,1/4/2013 20:54,1/4/2013 21:38,1/4/2013 21:58
786,1/4/2013 21:02,1/4/2013 21:50,1/4/2013 22:23
787,1/4/2013 21:04,1/4/2013 21:32,1/4/2013 21:50
788,1/4/2013 21:13,1/4/2013 21:35,1/4/2013 22:17
789,1/4/2013 21:14,1/4/2013 22:01,1/4/2013 22:47
790,1/4/2013 21:19,,1/4/2013 21:46
791,1/4/2013 21:23,1/4/2013 22:06,1/4/2013 22:44
792,1/4/2013 21:26,,1/4/2013 22:01
793,1/4/2013 21:27,1/4/2013 22:03,1/4/2013 22:37
794,1/4/2013 21:27,1/4/2013 22:19,1/4/2013 22:19
795,1/4/2013 21:28,1/4/2013 21:59,1/4/2013 22:24
796,1/4/2013 21:29,1/4/2013 21:51,1/4/2013 22:11
797,1/4/2013 21:32,,1/4/2013 21:42
798,1/4/2013 21:53,1/4/2013 22:39,1/4/2013 22:48
799,1/4/2013 21:58,1/4/2013 22:31,1/4/2013 23:11
800,1/4/2013 22:01,1/4/2013 22:30,1/4/2013 23:04
801,1/4/2013 22:05,1/4/2013 22:46,1/4/2013 23:13
802,1/4/2013 22:07,,1/4/2013 22:09
803,1/4/2013 22:09,1/4/2013 22:57,1/5/2013 0:04
804,1/4/2013 22:19,1/4/2013 23:15,1/5/2013 0:28
805,1/4/2013 22:20,,1/4/2013 23:03
806,1/4/2013 22:24,1/4/2013 23:03,1/4/2013 23:41
807,1/4/2013 22:25,1/4/2013 23:12,1/4/2013 23:46
808,1/4/2013 22:25,1/4/2013 23:17,1/4/2013 23:29
809,1/4/2013 22:38,1/4/2013 23:15,1/5/2013 0:02
810,1/4/2013 22:39,1/4/2013 23:27,1/4/2013 23:40
811,1/4/2013 22:42,1/4/2013 23:20,1/4/2013 23:23
812,1/4/2013 22:45,1/4/2013 23:12,1/4/2013 23:50
813,1/4/2013 22:48,,1/4/2013 23:05
814,1/4/2013 22:50,1/4/2013 23:25,1/5/2013 0:01
815,1/4/2013 22:58,,1/4/2013 23:00
816,1/4/2013 23:08,1/5/2013 0:01,1/5/2013 0:58
817,1/4/2013 23:22,,1/5/2013 0:03
818,1/4/2013 23:23,1/4/2013 23:54,1/5/2013 0:37
819,1/4/2013 23:24,1/5/2013 0:02,1/5/2013 0:19
820,1/4/2013 23:26,,1/4/2013 23:51
821,1/4/2013 23:27,1/5/2013 0:03,1/5/2013 0:37
822,1/4/2013 23:31,,1/5/2013 0:58
823,1/4/2013 23:33,1/5/2013 0:13,1/5/2013 0:38
824,1/4/2013 23:37,,1/4/2013 23:44
825,1/4/2013 23:37,1/5/2013 0:32,1/5/2013 1:16
826,1/4/2013 23:50,1/5/2013 0:14,1/5/2013 0:29
827,1/4/2013 23:50,,1/4/2013 23:52
828,1/4/2013 23:53,1/5/2013 0:25,1/5/2013 0:52
829,1/4/2013 23:53,1/5/2013 0:44,1/5/2013 1:13
830,1/5/2013 0:07,,1/5/2013 0:12
831,1/5/2013 0:15,1/5/2013 0:54,1/5/2013 1:39
832,1/5/2013 0:26,1/5/2013 0:49,1/5/2013 1:28
833,1/5/2013 0:29,1/5/2013 1:16,1/5/2013 1:57
834,1/5/2013 0:40,1/5/2013 1:26,1/5/2013 2:13
835,1/5/2013 0:44,,1/5/2013 0:45
836,1/5/2013 0:47,,1/5/2013 0:50
837,1/5/2013 1:04,1/5/2013 1:38,1/5/2013 1:57
838,1/5/2013 1:08,1/5/2013 1:41,1/5/2013 2:01
839,1/5/2013 1:11,1/5/2013 1:39,1/5/2013 1:53
840,1/5/2013 1:15,1/5/2013 1:39,1/5/2013 2:00
841,1/5/2013 1:22,,1/5/2013 2:13
842,1/5/2013 1:30,1/5/2013 2:05,1/5/2013 2:52
843,1/5/2013 1:39,1/5/2013 2:11,1/5/2013 2:58
844,1/5/2013 1:43,,1/5/2013 2:27
845,1/5/2013 1:51,1/5/2013 2:29,1/5/2013 3:13
846,1/5/2013 1:51,,1/5/2013 2:21
847,1/5/2013 2:05,1/5/2013 2:48,1/5/2013 3:25
848,1/5/2013 2:06,1/5/2013 2:42,1/5/2013 3:18
849,1/5/2013 2:06,1/5/2013 2:48,1/5/2013 3:14
850,1/5/2013 2:09,1/5/2013 2:40,1/5/2013 2:56
851,1/5/2013 2:10,,1/5/2013 2:11
852,1/5/2013 2:15,,1/5/2013 2:38
853,1/5/2013 2:33,1/5/2013 3:06,1/5/2013 3:20
854,1/5/2013 2:34,,1/5/2013 2:36
855,1/5/2013 2:48,,1/5/2013 3:14
856,1/5/2013 2:52,,1/5/2013 2:53
857,1/5/2013 3:06,1/5/2013 3:34,1/5/2013 3:56
858,1/5/2013 3:15,1/5/2013 3:34,1/5/2013 4:05
859,1/5/2013 3:15,,1/5/2013 4:25
