2	-65	7.01	7.23		-65	7.23			2006.0	-56	11.5
3	-40	5.70	7.19		-40	7.19			2005.0	-55	8.2
4	-15	5.81	7.15		-15	7.15			2004.0	-54	9.8
5	10	5.42	7.11		10	7.11			2003.0	-53	10.5
578									1517.3	520	
582									1514.0	524	
583									1513.1	525	
587									1509.8	529	
602									1497.3	544	
603									1496.5	545	
604									1495.7	546	
605									1494.8	547	
606									1494.0	548	
607									1493.2	549	
608									1492.3	550	
609									1491.5	551	
610									1490.7	552	
611									1489.8	553	
612									1489.0	554	
613									1488.2	555	
614									1487.3	556	
615									1486.5	557	
616									1485.7	558	
617									1484.9	559	
618									1484.0	560	
619									1483.2	561	
641									1464.9	583	10
645									1461.6	587	9
