50	630	2.926012362	1.207025647	0
51	635	2.509520096	1.00491947	0
52	640	2.106185864	0.822912539	0
53	645	1.67085228	0.639999404	0
54	650	1.291289702	0.487365073	0
55	655	1.009669422	0.37672165	0
56	660	0.770709709	0.285101833	0
57	665	0.580308975	0.213546042	0
58	670	0.4284571	0.156872165	0
59	675	0.306032083	0.111634345	0
60	680	0.220738554	0.080182808	0
61	685	0.146095295	0.052842979	0
62	690	0.094426953	0.034110177	0
63	695	0.06730368	0.024280441	0
64	700	0.0497003	0.017874669	0
65	705	0.035583233	0.012739676	0
66	710	0.025644982	0.009285252	0
67	715	0.016567243	0.006061186	0
68	720	0.010600294	0.003655274	0
69	725	0.007776976	0.002721941	0
70	730	0.005770383	0.002060851	0
71	735	0.004264486	0.001705794	0
72	740	0.003085089	0.000881454	0
73	745	0.002032294	0.000812918	0
74	750	0.001116572	0.000372191	0
75	755	0.000647288	0.000323644	0
76	760	0.000549243	0.000274621	0
77	765	0.000334591	0	0
78	770	0.00039456	0	0
79	775	0.000383613	0	0
80	780	0	0	0
81	785	0	0	0
82	790	0	0	0
83	795	0	0	0
84	800	0	0	0
85	805	0	0	0
86	810	0	0	0
87	815	0	0	0
88	820	0	0	0
89	825	0	0	0
90	830	0	0	0
