1332	1001	1
1412	1062	2
1492	1123	2
1572	1184	2
1652	1245	0
1732	1306	0
1812	1367	59
1892	1428	0
1972	1489	0
2052	1550	0
2132	1611	0
2212	1672	0
2292	1733	0
2372	1794	0
2452	1855	0
2532	1916	0
2612	1977	0
2692	2038	0
2772	2099	0
2852	2160	0
2932	2221	0
3012	2282	0
3092	2343	0
3172	2404	0
3252	2465	0
3332	2526	0
3412	2587	0
3492	2648	0
3572	2709	0
3652	2770	0
3732	2831	0
3812	2892	0
3892	2953	0
3972	3014	0
4052	3075	0
