# From 24/9/2003 to 31/10/2003
# And 12:00 to 18:00
# Executed at Jun 11, 2011 4:05:33 PM
# Using 100x100
# Desired K: 10
# 
# Format: 
# 	Time start, Time end, Regions
# Region Format:
# 	unique users | reading count | area > <Next Region>
# 
# Total Region Count:
# 8828
############

1067362200000,1067363100000,38|124|992>37|162|544>34|69|44>33|72|1122>30|137|495>30|48|43>28|74|2490>27|51|1179>24|94|96>22|58|459>21|45|1439>19|27|327>18|26|263>16|23|507
1067363100000,1067364000000,51|228|495>49|196|992>43|152|544>43|100|44>38|118|1122>28|43|43>27|70|2490>24|53|327>23|70|1439>22|103|96>20|35|263>17|58|1179>15|24|507>12|66|459
1067364000000,1067364900000,49|137|544>48|78|44>43|205|495>35|181|992>32|38|43>26|86|1122>24|62|459>23|123|2490>22|26|507>20|37|263>18|28|327>18|33|1439>16|75|96>16|36|1179
1067364900000,1067365800000,78|129|31>69|126|457>44|84|43>43|160|495>40|180|992>33|61|1122>25|38|327>24|38|263>24|75|1179>23|83|2490>22|31|507>20|52|459>19|40|1439>13|56|96>0|0|13>0|0|87
1067365800000,1067366700000,0|0|544>6|7|44>44|77|495>38|122|992>27|49|1179>22|36|263>20|24|327>20|45|2490>19|50|1122>18|25|507>17|66|459>16|69|96>13|18|43>13|27|1439
1067366700000,1067367600000,49|134|544>46|125|992>36|80|495>30|64|1122>26|41|44>26|59|2490>24|43|1439>22|29|507>21|74|96>18|32|263>18|49|459>17|42|1179>15|24|327>12|17|43
1067367600000,1067368500000,56|170|992>50|194|544>44|87|1122>35|76|495>33|47|507>30|104|2490>29|83|459>26|58|263>26|47|327>21|47|44>20|38|1439>20|77|96>18|36|1179>13|20|43
1067368500000,1067369400000,58|180|544>50|163|992>44|109|1122>44|113|495>32|126|2490>28|51|507>27|70|459>23|36|327>23|34|1439>22|50|263>20|87|96>19|41|1179>18|34|44>10|13|43
1067369400000,1067370300000,39|125|992>39|79|1122>37|206|495>36|111|544>28|136|2490>26|50|327>24|35|263>21|48|507>19|31|1179>18|32|1439>18|55|96>17|87|459>17|34|44>14|15|43
1067370300000,1067371200000,7|13|425>56|86|44>48|162|544>39|117|495>38|142|992>38|46|43>34|55|263>28|60|1122>26|54|409>25|111|2490>22|45|1179>21|76|459>16|65|96>15|26|1439
1067371200000,1067372100000,49|138|544>45|66|44>45|196|495>38|141|992>37|94|1122>34|35|43>30|50|263>27|189|459>26|125|2490>23|49|1439>19|53|409>17|44|1179>17|67|96>12|17|425
1067372100000,1067373000000,9|74|105>44|215|495>39|171|2490>38|135|535>38|157|992>36|79|1122>31|84|44>23|253|459>21|54|263>19|35|1439>18|43|409>13|45|1179>12|16|43>10|28|425
1067373000000,1067373900000,51|185|495>47|205|992>42|147|535>34|143|2490>33|65|1122>33|123|44>22|205|459>22|45|263>22|36|1439>19|33|409>16|65|1179>13|25|425>12|38|43>11|47|105
1067373900000,1067374800000,9|9|578>44|203|992>41|167|495>31|142|2490>28|62|1122>24|159|459>21|36|263>17|117|44>16|34|425>15|45|1439>13|37|1179>12|38|409>12|42|105
