off.aut,slp.aut,rod.dens,weight,sex,tot.l,grid,session,year,month,cof.new
77.19999992,-0.231483054,0,45,Male,14,F,11,2004,6,0
50.50448808,-0.13345021,0,44.5,Male,5,A,18,2008,10,0
62.13964213,-0.172085908,0,40.5,Male,31,F,13,2010,7,0
39.05979455,-0.08643096,0,39.5,Male,1,A,6,2007,4,0
59.72814836,-0.169606831,0,39,Male,23,A,8,2011,5,1
64.37404636,-0.178986021,0,38.5,Male,13,E,8,2013,5,0
49.24122266,-0.123204846,0,36.5,Male,0,A,6,2005,4,0
64.37404636,-0.178986021,0,36,Male,54,F,8,2013,5,0
62.13964213,-0.172085908,0,34.5,Male,17,F,13,2010,7,0
77.19999992,-0.231483054,0,34.5,Male,32,C,10,2004,6,1
77.19999992,-0.231483054,0,33.5,Male,50,C,10,2004,6,0
50.50448808,-0.13345021,0,33.5,Male,5,E,13,2008,7,0
50.50448808,-0.13345021,0,33.5,Male,9,E,13,2008,7,0
49.24122266,-0.123204846,0,33,Male,1,E,6,2005,4,0
62.13964213,-0.172085908,0,32.5,Male,31,F,13,2010,7,1
77.19999992,-0.231483054,0,32.5,Male,13,C,10,2004,6,0
77.19999992,-0.231483054,0,32,Male,5,F,8,2004,5,0
77.19999992,-0.231483054,0,32,Male,48,E,8,2004,5,0
51.42889355,-0.132821386,0,31,Male,5,A,8,2002,5,1
59.72814836,-0.169606831,0,31,Male,29,C,6,2011,4,0
77.19999992,-0.231483054,0,31,Male,11,A,10,2004,6,0
50.50448808,-0.13345021,0,30.5,Male,4,E,13,2008,7,0
64.37404636,-0.178986021,0,29.5,Male,60,F,8,2013,5,0
62.13964213,-0.172085908,0,28,Male,33,F,13,2010,7,0
59.72814836,-0.169606831,0,26.5,Male,10,A,8,2011,5,0
52.63587072,-0.13971071,0,25,Male,20,A,10,2003,6,0
64.37404636,-0.178986021,0,43.5,Female,7,E,8,2013,5,0
77.19999992,-0.231483054,0,37,Female,7,F,11,2004,6,0
77.19999992,-0.231483054,0,35.5,Female,2,F,11,2004,6,0
64.37404636,-0.178986021,0,35.5,Female,12,E,8,2013,5,0
49.24122266,-0.123204846,0,33,Female,0,E,6,2005,4,0
50.4648552,-0.127622798,0,33,Female,1,F,19,2001,10,0
59.72814836,-0.169606831,0,27.5,Female,9,C,6,2011,4,0
64.37404636,-0.178986021,0,24.5,Female,26,E,8,2013,5,0
52.63587072,-0.13971071,0,22,Female,25,A,10,2003,6,0
50.4648552,-0.127622798,0,21.5,Female,6,F,19,2001,10,0
62.13964213,-0.172085908,0,37.5,Male,24,E,7,2010,4,0
59.72814836,-0.169606831,0,37.5,Male,0,C,1,2011,1,0
62.13964213,-0.172085908,0,36,Male,54,C,9,2010,5,0
64.37404636,-0.178986021,0,33.5,Male,50,E,8,2013,5,0
64.37404636,-0.178986021,0,32,Male,24,F,7,2013,4,0
39.05979455,-0.08643096,0,30,Male,0,A,6,2007,4,0
50.4648552,-0.127622798,0,29.5,Male,0,F,19,2001,10,0
52.63587072,-0.13971071,0,29,Male,18,A,10,2003,6,1
39.05979455,-0.08643096,0,28.5,Male,1,A,6,2007,4,0
62.13964213,-0.172085908,0,28,Male,86,C,9,2010,5,0
62.13964213,-0.172085908,0,27.5,Male,13,A,7,2010,4,0
59.72814836,-0.169606831,0,26.5,Male,0,C,1,2011,1,0
50.4648552,-0.127622798,0,26,Male,6,F,19,2001,10,0
50.4648552,-0.127622798,0,25,Male,1,F,19,2001,10,0
62.13964213,-0.172085908,0,24,Male,12,C,9,2010,5,0
52.63587072,-0.13971071,0,23,Male,0,E,4,2003,3,0
77.19999992,-0.231483054,0,22,Male,7,E,8,2004,5,0
51.42889355,-0.132821386,0,21.5,Male,20,F,19,2002,10,0
52.63587072,-0.13971071,0,21.5,Male,1,C,3,2003,2,0
64.37404636,-0.178986021,0,21.5,Male,6,F,8,2013,5,0
52.63587072,-0.13971071,0,19.5,Male,0,A,1,2003,1,0
50.4648552,-0.127622798,0,35,Female,33,C,8,2001,5,0
50.50448808,-0.13345021,0,34.5,Female,11,E,13,2008,7,0
49.24122266,-0.123204846,0,33.5,Female,0,A,6,2005,4,0
62.13964213,-0.172085908,0,33,Female,0,E,7,2010,4,0
77.19999992,-0.231483054,0,33,Female,1,F,11,2004,6,0
77.19999992,-0.231483054,0,33,Female,9,C,10,2004,6,0
49.24122266,-0.123204846,0,32.5,Female,0,A,6,2005,4,0
51.42889355,-0.132821386,0,32,Female,4,F,19,2002,10,0
62.13964213,-0.172085908,0,32,Female,2,F,13,2010,7,0
49.24122266,-0.123204846,0,31.5,Female,0,E,6,2005,4,0
50.50448808,-0.13345021,0,31.5,Female,3,A,18,2008,10,0
62.13964213,-0.172085908,0,29,Female,8,A,7,2010,4,0
62.13964213,-0.172085908,0,28,Female,6,F,13,2010,7,0
62.13964213,-0.172085908,0,27.5,Female,0,F,7,2010,4,0
77.19999992,-0.231483054,0,26.5,Female,3,E,8,2004,5,0
50.4648552,-0.127622798,0,25.5,Female,2,A,3,2001,2,0
51.42889355,-0.132821386,0,25,Female,2,A,8,2002,5,0
52.63587072,-0.13971071,0,25,Female,9,C,9,2003,5,0
59.72814836,-0.169606831,0,23,Female,0,A,1,2011,1,0
62.13964213,-0.172085908,0,21,Female,28,F,13,2010,7,0
52.63587072,-0.13971071,0,20,Female,17,A,10,2003,6,0
49.0284489,-0.127000139,0,20,Female,33,E,9,2006,5,0
59.72814836,-0.169606831,0,18,Female,0,C,1,2011,1,0
51.42889355,-0.132821386,0,15,Female,11,F,19,2002,10,0
62.13964213,-0.172085908,0,19,Male,8,F,9,2010,5,0
77.19999992,-0.231483054,0,18,Male,16,C,10,2004,6,0
77.19999992,-0.231483054,0,15,Male,1,F,11,2004,6,0
59.72814836,-0.169606831,0,13.5,Male,6,C,6,2011,4,0
77.19999992,-0.231483054,0,13,Male,0,F,11,2004,6,0
50.4648552,-0.127622798,0,9,Male,5,C,17,2001,9,0
50.50448808,-0.13345021,0.35,21.5,Female,1,A,3,2008,2,0
51.15384615,-0.128595318,0.49,43,Male,0,F,3,2014,2,0
51.15384615,-0.128595318,0.49,36.5,Male,0,F,3,2014,2,0
51.15384615,-0.128595318,0.49,34.5,Male,0,F,3,2014,2,0
51.15384615,-0.128595318,0.49,32,Male,0,F,3,2014,2,0
51.15384615,-0.128595318,0.49,29,Male,0,F,3,2014,2,0
51.15384615,-0.128595318,0.49,35.5,Female,0,F,3,2014,2,0
51.15384615,-0.128595318,0.49,35.5,Female,0,F,3,2014,2,0
51.15384615,-0.128595318,0.49,27.5,Female,0,F,3,2014,2,0
51.15384615,-0.128595318,0.49,22.5,Female,0,F,3,2014,2,0
77.19999992,-0.231483054,0.69,38,Male,1,A,16,2004,9,0
50.50448808,-0.13345021,0.69,37.5,Male,21,E,18,2008,10,0
51.42889355,-0.132821386,0.69,35,Male,8,F,17,2002,9,0
50.4648552,-0.127622798,0.69,32.5,Male,58,E,8,2001,5,0
50.50448808,-0.13345021,0.69,30.5,Male,31,E,11,2008,6,0
62.13964213,-0.172085908,0.69,48.5,Female,6,C,19,2010,10,0
49.24122266,-0.123204846,0.69,42.5,Female,1,C,6,2005,4,0
50.4648552,-0.127622798,0.69,38.5,Female,44,A,8,2001,5,0
50.4648552,-0.127622798,0.69,36,Female,42,A,8,2001,5,0
50.50448808,-0.13345021,0.69,33.5,Female,5,E,18,2008,10,0
50.4648552,-0.127622798,0.69,32.5,Female,1,A,16,2001,9,0
50.4648552,-0.127622798,0.69,31.5,Female,11,C,6,2001,4,0
50.4648552,-0.127622798,0.69,31.5,Female,0,A,7,2001,4,0
50.50448808,-0.13345021,0.69,13.5,Female,17,E,11,2008,6,0
59.72814836,-0.169606831,0.69,33.5,Male,2,F,21,2011,11,0
52.63587072,-0.13971071,0.69,32,Male,12,A,17,2003,9,0
52.63587072,-0.13971071,0.69,23,Male,5,A,4,2003,3,0
50.50448808,-0.13345021,0.69,23,Male,2,C,3,2008,2,0
52.63587072,-0.13971071,0.69,21,Male,55,E,8,2003,5,2
52.63587072,-0.13971071,0.69,20,Male,0,A,3,2003,2,0
52.63587072,-0.13971071,0.69,15,Male,0,A,5,2003,3,0
50.50448808,-0.13345021,0.69,34,Female,6,E,11,2008,6,0
50.4648552,-0.127622798,0.69,33.5,Female,3,A,6,2001,4,0
52.63587072,-0.13971071,0.69,33,Female,6,E,19,2003,10,0
52.63587072,-0.13971071,0.69,33,Female,32,F,17,2003,9,0
50.4648552,-0.127622798,0.69,32.5,Female,2,F,16,2001,9,0
64.37404636,-0.178986021,0.69,30,Female,0,E,1,2013,1,0
63.51479818,-0.176510026,0.69,24.5,Female,82,C,9,2012,5,0
64.37404636,-0.178986021,0.69,24.5,Female,1,C,1,2013,1,0
50.50448808,-0.13345021,0.69,24,Female,0,C,3,2008,2,0
50.50448808,-0.13345021,0.69,20.5,Female,0,C,3,2008,2,0
50.50448808,-0.13345021,0.69,19,Female,0,C,1,2008,1,0
50.4648552,-0.127622798,0.93,32.5,Male,90,C,10,2001,6,1
64.37404636,-0.178986021,1.04,39.5,Male,46,F,10,2013,6,0
64.37404636,-0.178986021,1.04,37.5,Male,37,F,10,2013,6,0
52.63587072,-0.13971071,1.04,33.5,Male,18,E,9,2003,5,0
59.72814836,-0.169606831,1.04,32.5,Male,1,C,4,2011,3,0
52.63587072,-0.13971071,1.04,28,Male,4,E,5,2003,3,0
63.51479818,-0.176510026,1.04,43,Male,19,C,8,2012,5,0
51.42889355,-0.132821386,1.04,29.5,Male,4,A,19,2002,10,0
50.4648552,-0.127622798,1.04,27.5,Male,0,C,4,2001,3,0
51.42889355,-0.132821386,1.04,23.5,Male,1,A,17,2002,9,0
52.63587072,-0.13971071,1.04,21.5,Male,0,E,5,2003,3,0
59.72814836,-0.169606831,1.04,20.5,Male,0,C,4,2011,3,0
52.63587072,-0.13971071,1.04,30.5,Female,9,E,10,2003,6,0
52.63587072,-0.13971071,1.04,27,Female,11,E,9,2003,5,0
51.42889355,-0.132821386,1.04,26.5,Female,8,A,19,2002,10,0
50.4648552,-0.127622798,1.04,26,Female,0,C,4,2001,3,0
63.51479818,-0.176510026,1.04,25.5,Female,6,C,8,2012,5,0
63.51479818,-0.176510026,1.04,25.5,Female,35,C,11,2012,6,0
63.51479818,-0.176510026,1.04,22.5,Female,57,C,11,2012,6,0
52.63587072,-0.13971071,1.04,22,Female,13,E,10,2003,6,0
63.51479818,-0.176510026,1.04,21.5,Female,67,C,11,2012,6,0
77.19999992,-0.231483054,1.16,38,Male,2,F,15,2004,8,0
50.50448808,-0.13345021,1.16,37.5,Male,25,A,7,2008,4,0
77.19999992,-0.231483054,1.39,43,Male,5,C,16,2004,9,0
77.19999992,-0.231483054,1.39,43,Male,14,C,17,2004,9,0
59.72814836,-0.169606831,1.39,42.5,Male,30,F,8,2011,5,0
77.19999992,-0.231483054,1.39,41.5,Male,7,C,15,2004,8,0
59.72814836,-0.169606831,1.39,39.5,Male,66,F,8,2011,5,0
51.42889355,-0.132821386,1.39,39,Male,36,C,10,2002,6,0
77.19999992,-0.231483054,1.39,36,Male,19,E,9,2004,5,0
63.51479818,-0.176510026,1.39,35,Male,14,C,15,2012,8,0
49.0284489,-0.127000139,1.39,35,Male,12,A,9,2006,5,0
39.05979455,-0.08643096,1.39,34.5,Male,2,C,6,2007,4,0
50.50448808,-0.13345021,1.39,30,Male,8,E,8,2008,5,0
62.13964213,-0.172085908,1.39,29,Male,38,A,9,2010,5,0
49.0284489,-0.127000139,1.39,28.5,Male,47,C,8,2006,5,0
63.51479818,-0.176510026,1.39,27.5,Male,34,C,15,2012,8,1
77.19999992,-0.231483054,1.39,42.5,Female,7,C,17,2004,9,0
50.50448808,-0.13345021,1.39,40.5,Female,4,E,10,2008,6,0
49.0284489,-0.127000139,1.39,36,Female,16,F,7,2006,4,0
39.05979455,-0.08643096,1.39,36,Female,0,C,6,2007,4,0
64.37404636,-0.178986021,1.39,34.5,Female,32,A,8,2013,5,0
50.4648552,-0.127622798,1.39,34,Female,18,E,8,2001,5,1
49.0284489,-0.127000139,1.39,30.5,Female,4,F,6,2006,4,0
50.50448808,-0.13345021,1.39,29.5,Female,12,E,10,2008,6,0
64.37404636,-0.178986021,1.39,27.5,Female,25,A,8,2013,5,0
63.51479818,-0.176510026,1.39,26.5,Female,16,C,15,2012,8,0
63.51479818,-0.176510026,1.39,24.5,Female,12,C,6,2012,4,0
62.13964213,-0.172085908,1.39,23.5,Female,6,A,9,2010,5,0
49.0284489,-0.127000139,1.39,21.5,Female,7,F,8,2006,5,0
50.4648552,-0.127622798,1.39,38.5,Male,65,A,9,2001,5,0
62.13964213,-0.172085908,1.39,38,Male,1,F,21,2010,11,0
64.37404636,-0.178986021,1.39,37.5,Male,47,A,8,2013,5,0
63.51479818,-0.176510026,1.39,37,Male,3,C,2,2012,2,0
62.13964213,-0.172085908,1.39,35.5,Male,7,F,21,2010,11,0
50.50448808,-0.13345021,1.39,35.5,Male,3,A,7,2008,4,0
51.15384615,-0.128595318,1.39,35,Male,3,E,18,2014,10,0
62.13964213,-0.172085908,1.39,34.5,Male,29,A,9,2010,5,1
50.4648552,-0.127622798,1.39,34,Male,0,F,3,2001,2,0
39.05979455,-0.08643096,1.39,34,Male,2,C,6,2007,4,0
50.4648552,-0.127622798,1.39,33,Male,0,F,3,2001,2,0
59.72814836,-0.169606831,1.39,32,Male,0,A,4,2011,3,0
63.51479818,-0.176510026,1.39,31.5,Male,0,F,2,2012,2,0
50.4648552,-0.127622798,1.39,30,Male,10,A,9,2001,5,0
63.51479818,-0.176510026,1.39,29.5,Male,13,C,6,2012,4,0
49.0284489,-0.127000139,1.39,29,Male,93,C,9,2006,5,0
59.72814836,-0.169606831,1.39,28.5,Male,0,A,4,2011,3,0
62.13964213,-0.172085908,1.39,26.5,Male,13,F,21,2010,11,0
49.0284489,-0.127000139,1.39,37,Female,8,F,17,2006,9,0
63.51479818,-0.176510026,1.39,36.5,Female,46,C,6,2012,4,0
50.50448808,-0.13345021,1.39,33,Female,0,E,10,2008,6,0
50.50448808,-0.13345021,1.39,31.5,Female,19,E,10,2008,6,0
50.4648552,-0.127622798,1.39,30.5,Female,0,F,3,2001,2,0
50.4648552,-0.127622798,1.39,30.5,Female,32,A,9,2001,5,1
50.50448808,-0.13345021,1.39,30,Female,3,E,8,2008,5,0
51.15384615,-0.128595318,1.39,29.5,Female,9,E,18,2014,10,0
52.63587072,-0.13971071,1.39,29,Female,0,F,4,2003,3,0
63.51479818,-0.176510026,1.39,28,Female,0,F,2,2012,2,0
63.51479818,-0.176510026,1.39,27,Female,0,E,22,2012,12,0
49.0284489,-0.127000139,1.39,24,Female,21,F,7,2006,4,0
59.72814836,-0.169606831,1.39,23.5,Female,0,A,4,2011,3,0
49.0284489,-0.127000139,1.39,22.5,Female,14,F,6,2006,4,0
49.0284489,-0.127000139,1.39,17.5,Female,12,C,8,2006,5,0
62.13964213,-0.172085908,1.74,39.5,Male,36,E,9,2010,5,1
52.63587072,-0.13971071,1.74,36.5,Male,24,C,10,2003,6,0
62.13964213,-0.172085908,1.74,35.5,Male,19,C,11,2010,6,0
63.51479818,-0.176510026,1.74,33.5,Male,33,C,13,2012,7,2
62.13964213,-0.172085908,1.74,30.5,Male,8,C,11,2010,6,0
62.13964213,-0.172085908,1.74,28.5,Male,40,E,9,2010,5,0
63.51479818,-0.176510026,1.74,27.5,Male,27,C,13,2012,7,0
52.63587072,-0.13971071,1.74,34,Female,52,C,10,2003,6,0
62.13964213,-0.172085908,1.74,24,Female,3,E,9,2010,5,0
63.51479818,-0.176510026,1.74,31.5,Male,45,C,13,2012,7,1
52.63587072,-0.13971071,1.74,27,Male,14,C,10,2003,6,0
62.13964213,-0.172085908,1.74,28.5,Female,3,E,9,2010,5,1
62.13964213,-0.172085908,1.74,28.5,Female,11,C,11,2010,6,0
62.13964213,-0.172085908,1.74,27.5,Female,12,C,11,2010,6,0
63.51479818,-0.176510026,1.74,26.5,Female,6,C,13,2012,7,0
52.63587072,-0.13971071,1.74,20,Female,14,C,10,2003,6,0
50.4648552,-0.127622798,1.81,27,Male,0,E,4,2001,3,0
50.4648552,-0.127622798,1.81,23,Female,0,E,4,2001,3,0
63.51479818,-0.176510026,1.82,34,Male,3,F,4,2012,3,0
63.51479818,-0.176510026,1.82,33.5,Male,2,F,4,2012,3,0
63.51479818,-0.176510026,1.82,27.5,Female,2,F,4,2012,3,0
63.51479818,-0.176510026,1.82,22.5,Female,1,F,4,2012,3,0
64.37404636,-0.178986021,1.85,43.5,Female,7,A,19,2013,10,0
64.37404636,-0.178986021,1.85,34,Female,11,A,19,2013,10,0
52.63587072,-0.13971071,1.85,27,Female,0,F,6,2003,4,0
63.51479818,-0.176510026,1.85,29,Male,48,E,19,2012,10,0
51.42889355,-0.132821386,1.85,29,Male,7,E,9,2002,5,0
51.42889355,-0.132821386,1.85,25.5,Male,12,A,11,2002,6,0
64.37404636,-0.178986021,1.85,16,Male,6,A,19,2013,10,0
63.51479818,-0.176510026,1.85,28,Female,20,E,19,2012,10,0
52.63587072,-0.13971071,1.85,28,Female,0,F,6,2003,4,0
52.63587072,-0.13971071,1.85,28,Female,0,F,6,2003,4,0
51.42889355,-0.132821386,1.85,23.5,Female,10,A,11,2002,6,0
63.51479818,-0.176510026,1.85,23,Female,6,E,19,2012,10,0
50.4648552,-0.127622798,2.08,43.5,Male,19,A,12,2001,7,0
50.50448808,-0.13345021,2.08,43.5,Male,6,F,13,2008,7,0
50.50448808,-0.13345021,2.08,43,Male,5,F,13,2008,7,0
50.50448808,-0.13345021,2.08,41.5,Male,21,A,8,2008,5,0
50.50448808,-0.13345021,2.08,39.5,Male,9,F,13,2008,7,1
50.50448808,-0.13345021,2.08,39.5,Male,63,F,13,2008,7,0
50.4648552,-0.127622798,2.08,38.5,Male,5,F,7,2001,4,0
50.4648552,-0.127622798,2.08,38.5,Male,34,F,15,2001,8,0
50.50448808,-0.13345021,2.08,38.5,Male,7,F,13,2008,7,0
62.13964213,-0.172085908,2.08,38,Male,19,F,15,2010,8,0
49.0284489,-0.127000139,2.08,38,Male,0,F,9,2006,5,0
50.50448808,-0.13345021,2.08,37,Male,27,A,8,2008,5,1
62.13964213,-0.172085908,2.08,36.5,Male,50,F,15,2010,8,0
59.72814836,-0.169606831,2.08,36.5,Male,36,A,17,2011,9,0
62.13964213,-0.172085908,2.08,35.5,Male,12,F,15,2010,8,0
50.50448808,-0.13345021,2.08,35.5,Male,4,F,13,2008,7,0
62.13964213,-0.172085908,2.08,35,Male,13,F,15,2010,8,0
52.63587072,-0.13971071,2.08,34.5,Male,9,A,12,2003,7,0
50.50448808,-0.13345021,2.08,33.5,Male,64,E,9,2008,5,0
50.50448808,-0.13345021,2.08,33,Male,6,E,9,2008,5,0
52.63587072,-0.13971071,2.08,32.5,Male,11,A,13,2003,7,0
51.42889355,-0.132821386,2.08,31.5,Male,34,A,15,2002,8,0
52.63587072,-0.13971071,2.08,30.5,Male,4,F,16,2003,9,0
50.50448808,-0.13345021,2.08,30.5,Male,1,C,7,2008,4,0
51.42889355,-0.132821386,2.08,29.5,Male,19,A,12,2002,7,0
50.50448808,-0.13345021,2.08,28.5,Male,10,F,13,2008,7,0
52.63587072,-0.13971071,2.08,27,Male,3,A,13,2003,7,0
50.50448808,-0.13345021,2.08,26.5,Male,3,C,5,2008,3,0
50.50448808,-0.13345021,2.08,25.5,Male,2,F,13,2008,7,0
50.50448808,-0.13345021,2.08,40,Female,4,E,7,2008,4,0
49.0284489,-0.127000139,2.08,39,Female,33,F,9,2006,5,0
50.4648552,-0.127622798,2.08,35.5,Female,2,F,15,2001,8,0
62.13964213,-0.172085908,2.08,32.5,Female,19,F,15,2010,8,0
50.50448808,-0.13345021,2.08,32,Female,6,E,9,2008,5,0
50.50448808,-0.13345021,2.08,31,Female,7,C,7,2008,4,0
50.50448808,-0.13345021,2.08,30.5,Female,41,E,9,2008,5,0
50.50448808,-0.13345021,2.08,30,Female,42,A,8,2008,5,0
59.72814836,-0.169606831,2.08,29.5,Female,21,A,17,2011,9,0
50.50448808,-0.13345021,2.08,25.5,Female,1,F,13,2008,7,0
52.63587072,-0.13971071,2.08,23.5,Female,0,F,3,2003,2,0
49.0284489,-0.127000139,2.08,23.5,Female,6,F,9,2006,5,0
49.0284489,-0.127000139,2.08,42.5,Male,12,F,9,2006,5,0
51.42889355,-0.132821386,2.08,41,Male,12,C,18,2002,10,0
51.42889355,-0.132821386,2.08,40.5,Male,51,A,12,2002,7,1
50.50448808,-0.13345021,2.08,39.5,Male,1,E,7,2008,4,1
52.63587072,-0.13971071,2.08,35,Male,5,E,18,2003,10,0
63.51479818,-0.176510026,2.08,32.5,Male,15,E,13,2012,7,0
50.4648552,-0.127622798,2.08,32.5,Male,0,F,21,2001,11,0
50.4648552,-0.127622798,2.08,32,Male,0,E,3,2001,2,0
52.63587072,-0.13971071,2.08,31,Male,0,F,3,2003,2,0
50.50448808,-0.13345021,2.08,30.5,Male,0,E,7,2008,4,0
50.50448808,-0.13345021,2.08,30.5,Male,12,E,9,2008,5,0
51.42889355,-0.132821386,2.08,30,Male,27,C,18,2002,10,0
50.4648552,-0.127622798,2.08,30,Male,0,F,21,2001,11,0
51.42889355,-0.132821386,2.08,27,Male,25,A,15,2002,8,1
51.42889355,-0.132821386,2.08,26.5,Male,35,A,12,2002,7,3
64.37404636,-0.178986021,2.08,26,Male,0,F,1,2013,1,0
50.4648552,-0.127622798,2.08,25.5,Male,4,E,3,2001,2,0
50.4648552,-0.127622798,2.08,24.5,Male,0,A,21,2001,11,0
64.37404636,-0.178986021,2.08,22.5,Male,6,F,19,2013,10,0
62.13964213,-0.172085908,2.08,21.5,Male,0,A,21,2010,11,1
39.05979455,-0.08643096,2.08,21,Male,0,C,23,2007,12,0
50.4648552,-0.127622798,2.08,20,Male,1,F,21,2001,11,0
50.4648552,-0.127622798,2.08,18,Male,1,A,21,2001,11,0
50.4648552,-0.127622798,2.08,14.5,Male,0,A,21,2001,11,0
62.13964213,-0.172085908,2.08,39.5,Female,1,A,21,2010,11,0
39.05979455,-0.08643096,2.08,38.5,Female,0,C,23,2007,12,0
52.63587072,-0.13971071,2.08,37,Female,16,F,10,2003,6,0
63.51479818,-0.176510026,2.08,36,Female,26,E,13,2012,7,0
52.63587072,-0.13971071,2.08,35.5,Female,55,F,10,2003,6,0
50.50448808,-0.13345021,2.08,33.5,Female,1,A,8,2008,5,0
50.4648552,-0.127622798,2.08,31.5,Female,3,F,7,2001,4,0
63.51479818,-0.176510026,2.08,31,Female,1,A,22,2012,12,0
51.42889355,-0.132821386,2.08,29,Female,11,C,18,2002,10,1
50.50448808,-0.13345021,2.08,27.5,Female,1,E,7,2008,4,0
63.51479818,-0.176510026,2.08,26.5,Female,14,E,13,2012,7,0
50.50448808,-0.13345021,2.08,26.5,Female,9,F,13,2008,7,0
50.4648552,-0.127622798,2.08,26,Female,5,F,15,2001,8,0
52.63587072,-0.13971071,2.08,26,Female,11,A,13,2003,7,0
50.50448808,-0.13345021,2.08,26,Female,1,C,5,2008,3,0
51.42889355,-0.132821386,2.08,25.5,Female,15,A,12,2002,7,0
50.50448808,-0.13345021,2.08,24.5,Female,10,F,13,2008,7,0
50.4648552,-0.127622798,2.08,24,Female,4,A,12,2001,7,0
50.4648552,-0.127622798,2.08,24,Female,0,C,2,2001,2,0
50.4648552,-0.127622798,2.08,24,Female,0,C,3,2001,2,0
52.63587072,-0.13971071,2.08,23,Female,9,A,12,2003,7,0
50.50448808,-0.13345021,2.08,22,Female,4,C,7,2008,4,0
50.4648552,-0.127622798,2.08,21,Female,0,F,21,2001,11,0
50.50448808,-0.13345021,2.08,21,Female,0,C,5,2008,3,0
50.50448808,-0.13345021,2.08,20.5,Female,2,F,13,2008,7,0
50.4648552,-0.127622798,2.08,20,Female,0,F,21,2001,11,0
62.13964213,-0.172085908,2.08,19.5,Female,2,A,21,2010,11,0
50.50448808,-0.13345021,2.08,18.5,Female,1,F,13,2008,7,0
39.05979455,-0.08643096,2.08,16.5,Female,0,C,23,2007,12,0
50.4648552,-0.127622798,2.08,14.5,Female,0,A,21,2001,11,0
51.42889355,-0.132821386,2.08,12.5,Male,11,A,12,2002,7,0
62.13964213,-0.172085908,2.08,9.5,Male,0,A,21,2010,11,0
50.4648552,-0.127622798,2.08,12,Female,0,A,21,2001,11,0
51.15384615,-0.128595318,2.1,35,Male,38,A,18,2014,10,0
51.15384615,-0.128595318,2.1,31,Male,6,A,18,2014,10,0
51.15384615,-0.128595318,2.1,22,Male,6,A,18,2014,10,0
51.15384615,-0.128595318,2.1,26,Female,22,A,18,2014,10,0
51.15384615,-0.128595318,2.1,23.5,Female,0,A,18,2014,10,0
51.15384615,-0.128595318,2.31,37.5,Male,0,E,16,2014,9,0
52.63587072,-0.13971071,2.31,35,Male,17,A,11,2003,6,1
51.15384615,-0.128595318,2.31,33,Female,3,E,16,2014,9,0
50.4648552,-0.127622798,2.31,29,Female,0,A,4,2001,3,0
51.15384615,-0.128595318,2.31,24,Female,6,E,16,2014,9,0
50.4648552,-0.127622798,2.31,35.5,Male,0,A,4,2001,3,1
50.4648552,-0.127622798,2.31,34,Male,1,A,4,2001,3,0
63.51479818,-0.176510026,2.31,33.5,Male,3,C,17,2012,9,0
63.51479818,-0.176510026,2.31,31,Male,37,C,17,2012,9,0
63.51479818,-0.176510026,2.31,29.5,Male,17,C,17,2012,9,0
52.63587072,-0.13971071,2.31,28.5,Male,5,A,11,2003,6,0
63.51479818,-0.176510026,2.31,28.5,Female,3,C,17,2012,9,0
63.51479818,-0.176510026,2.31,26.5,Female,11,C,17,2012,9,0
63.51479818,-0.176510026,2.31,25,Female,34,C,17,2012,9,0
50.4648552,-0.127622798,2.31,24,Female,0,A,4,2001,3,0
52.63587072,-0.13971071,2.31,24,Female,31,A,11,2003,6,0
52.63587072,-0.13971071,2.31,22,Female,10,A,11,2003,6,0
52.63587072,-0.13971071,2.43,40,Male,12,E,16,2003,9,0
39.05979455,-0.08643096,2.43,39,Male,3,E,6,2007,4,0
39.05979455,-0.08643096,2.43,37.5,Male,1,E,6,2007,4,0
39.05979455,-0.08643096,2.43,34,Male,0,E,6,2007,4,0
50.50448808,-0.13345021,2.43,33.5,Male,16,F,18,2008,10,0
50.50448808,-0.13345021,2.43,33.5,Female,20,F,18,2008,10,0
52.63587072,-0.13971071,2.43,28.5,Female,9,F,7,2003,4,0
59.72814836,-0.169606831,2.43,33.5,Male,0,C,23,2011,12,0
64.37404636,-0.178986021,2.43,29.5,Male,0,A,22,2013,12,0
63.51479818,-0.176510026,2.43,26,Male,0,F,22,2012,12,0
39.05979455,-0.08643096,2.43,24,Male,0,E,6,2007,4,0
64.37404636,-0.178986021,2.43,20,Male,1,A,22,2013,12,0
64.37404636,-0.178986021,2.43,36,Female,3,A,22,2013,12,0
52.63587072,-0.13971071,2.43,32,Female,16,E,16,2003,9,0
39.05979455,-0.08643096,2.43,31.5,Female,0,E,6,2007,4,0
63.51479818,-0.176510026,2.43,29,Female,0,F,22,2012,12,0
59.72814836,-0.169606831,2.43,29,Female,0,C,23,2011,12,0
52.63587072,-0.13971071,2.43,25.5,Female,18,F,7,2003,4,0
39.05979455,-0.08643096,2.43,23.5,Female,5,E,6,2007,4,0
64.37404636,-0.178986021,2.43,18,Female,1,A,22,2013,12,0
64.37404636,-0.178986021,2.43,11.5,Female,0,A,22,2013,12,0
77.19999992,-0.231483054,2.6,35,Male,9,A,15,2004,8,1
52.63587072,-0.13971071,2.6,34.5,Male,7,A,14,2003,8,0
77.19999992,-0.231483054,2.6,34.5,Male,5,A,15,2004,8,0
52.63587072,-0.13971071,2.6,34,Male,13,E,17,2003,9,0
