Lat_min	Lat_max	Lon_min	Lon_max	FeO_wt%	Error(%)
89	90	65	66	3.943098357	36.11126687
89	90	66	67	3.94315293	36.41914845
89	90	67	68	3.943212052	36.67777196
89	90	68	69	3.943271174	36.02997868
89	90	69	70	3.943330298	35.75321623
89	90	70	71	3.943389422	36.09180896
89	90	71	72	3.940257084	35.5018575
89	90	72	73	3.940311617	35.92614864
89	90	73	74	3.943671413	36.05197903
89	90	74	75	3.943725994	35.80029486
89	90	75	76	3.943780576	35.85372784
89	90	76	77	3.943839708	36.27777161
89	90	77	78	3.94389884	36.12518913
89	90	78	79	3.943957973	35.92755162
89	90	79	80	3.944017107	36.03186979
89	90	80	81	3.944076242	36.10815869
89	90	81	82	3.944139927	36.14763208
89	90	82	83	3.944203613	36.21046887
89	90	83	84	3.9442673	35.93843085
89	90	84	85	3.944335538	35.73866077
89	90	85	86	3.944399227	36.17300671
89	90	86	87	3.944467466	35.47321866
89	90	87	88	3.944535707	35.80218919
89	90	88	89	3.944603949	35.71286924
89	90	89	90	3.944784671	35.83157319
89	90	90	91	3.944857467	36.1615955
89	90	91	92	3.944925713	35.66196199
89	90	92	93	3.944998511	36.05433172
89	90	93	94	3.945071311	35.84122289
89	90	94	95	3.945144111	35.99590487
89	90	95	96	3.942150101	35.8525007
89	90	96	97	3.942213752	35.36797272
89	90	97	98	3.948634297	35.98146558
89	90	98	99	3.948693502	35.81634047
89	90	99	100	3.948757262	36.03523843
89	90	100	101	3.948929004	35.86050995
89	90	101	102	3.948992767	35.57662957
89	90	102	103	3.949056531	35.34861697
89	90	103	104	3.949120296	35.86026956
89	90	104	105	3.949296602	35.98689499
89	90	105	106	3.949364925	36.00803444
89	90	106	107	3.949428694	35.88930708
89	90	107	108	3.949497019	35.84828169
89	90	108	109	3.949673334	35.80822607
89	90	109	110	3.949741663	35.88235705
89	90	110	111	3.949809993	36.3904332
89	90	111	112	3.949990871	35.46489054
89	90	112	113	3.950059204	35.5311674
89	90	113	114	3.950127538	35.31496949
89	90	114	115	3.950308424	35.72787587
89	90	115	116	3.950376762	35.83941834
89	90	116	117	3.950557653	35.40222275
89	90	117	118	3.95063055	35.55835459
89	90	118	119	3.950698893	36.27538489
89	90	119	120	3.943469197	35.96389358
89	90	120	121	3.943519221	35.96129265
89	90	121	122	3.952354963	36.50385487
89	90	122	123	3.952395985	35.89637692
89	90	123	124	3.952441566	36.24944624
89	90	124	125	3.952595167	36.05283797
89	90	125	126	3.95264075	36.44542765
89	90	126	127	3.952798912	36.17391436
89	90	127	128	3.952844496	36.02808773
89	90	128	129	3.952998102	36.20352443
89	90	129	130	3.953043689	36.056257
89	90	130	131	3.953201857	36.32551894
89	90	131	132	3.953247445	35.6071499
89	90	132	133	3.953293034	35.96686341
89	90	133	134	3.953451206	36.18430282
89	90	134	135	3.953496796	35.98520693
89	90	135	136	3.953650412	37.10366635
89	90	136	137	3.953696004	36.98478668
89	90	137	138	3.953854182	36.92471677
89	90	138	139	3.953899776	36.88713159
89	90	139	140	3.954057958	36.72493457
89	90	140	141	3.954216141	36.96406277
89	90	141	142	3.954261737	36.87514136
89	90	142	143	3.954419924	36.55967207
89	90	143	144	3.945415705	36.77903132
89	90	144	145	3.945555457	36.59064202
89	90	145	146	3.953292419	35.94878479
89	90	146	147	3.953418665	36.66525353
89	90	147	148	3.953436899	36.43364803
89	90	148	149	3.953567704	36.63490963
89	90	149	150	3.95358138	36.28024039
89	90	150	151	3.953712186	36.38184162
89	90	151	152	3.953838435	36.5837063
89	90	152	153	3.95385667	35.60938531
89	90	153	154	3.953987478	35.7090145
89	90	154	155	3.954001155	35.30847079
89	90	155	156	3.954131963	35.99705
89	90	156	157	3.954150199	35.17290935
89	90	157	158	3.95427645	35.49565012
89	90	158	159	3.95440726	35.90763761
89	90	159	160	3.954425497	36.28160438
89	90	160	161	3.954551749	35.56326774
89	90	161	162	3.954569986	36.13442822
89	90	162	163	3.954700798	35.5865445
89	90	163	164	3.954827052	35.79639934
89	90	164	165	3.95484529	36.13909487
89	90	165	166	3.954976103	35.84646012
89	90	166	167	3.954994342	36.05261227
89	90	167	168	3.947577101	35.88597584
89	90	168	169	3.947581652	35.33663145
89	90	169	170	3.951969744	35.70622287
89	90	170	171	3.952082272	35.87820125
89	90	171	172	3.952077716	35.56980339
89	90	172	173	3.952185687	35.89532896
89	90	173	174	3.952181131	36.29732354
89	90	174	175	3.952293659	34.81024383
89	90	175	176	3.952401631	35.51039905
89	90	176	177	3.952397075	35.79249011
89	90	177	178	3.952509602	35.54707153
89	90	178	179	3.952505046	35.69086781
89	90	179	180	3.952613017	35.65332882
88	89	-180	-179	3.974988823	35.73633733
88	89	-179	-178	3.976429289	36.3274951
88	89	-178	-177	3.977986882	35.68246637
88	89	-177	-176	3.979431905	35.9892268
88	89	-176	-175	3.975386872	35.70378494
88	89	-175	-174	3.976920501	35.49120639
88	89	-174	-173	3.978346202	35.8224258
88	89	-173	-172	3.97977189	35.72480008
88	89	-172	-171	3.981089656	36.06159303
88	89	-171	-170	3.982515318	35.64838275
88	89	-170	-169	3.983950113	35.74265258
88	89	-169	-168	3.985267845	35.95003682
88	89	-168	-167	3.986590141	35.86057228
88	89	-167	-166	3.98802948	35.18511692
88	89	-166	-165	3.989351757	35.70549863
88	89	-165	-164	3.990570701	35.67715571
88	89	-164	-163	3.991897539	35.47174766
88	89	-163	-162	3.993121049	35.97131807
88	89	-162	-161	3.994452452	35.77688664
88	89	-161	-160	3.995675952	35.60848829
88	89	-160	-159	4.000308844	35.73642246
88	89	-159	-158	4.001406589	35.90703134
88	89	-158	-157	4.002621437	35.46809005
88	89	-157	-156	4.003719167	35.68825249
88	89	-156	-155	4.004826064	36.03479119
88	89	-155	-154	4.005932955	36.1732494
88	89	-154	-153	4.006927317	36.66669449
88	89	-153	-152	4.008038787	36.94097248
88	89	-152	-151	4.004006176	36.94104433
88	89	-151	-150	4.004981552	37.25105635
88	89	-150	-149	4.00585364	36.80423141
88	89	-149	-148	4.006833584	36.70726489
88	89	-148	-147	4.007705658	36.13731849
88	89	-147	-146	4.008582313	36.58103126
88	89	-146	-145	4.009454375	36.96525213
88	89	-145	-144	4.010223158	36.61950472
88	89	-144	-143	4.01098735	36.58619224
88	89	-143	-142	4.011756126	36.7708922
88	89	-142	-141	4.012529487	36.39087882
88	89	-141	-140	4.013302844	36.0209246
88	89	-140	-139	4.013963753	36.08803254
88	89	-139	-138	4.01462925	36.35613273
88	89	-138	-137	4.015294745	35.85796971
88	89	-137	-136	4.015847793	35.63338547
88	89	-136	-135	4.019893665	35.95580273
88	89	-135	-134	4.020437757	35.83573127
88	89	-134	-133	4.020977251	35.59068432
88	89	-133	-132	4.021408844	35.08374953
88	89	-132	-131	4.021957525	35.284641
88	89	-131	-130	4.02239371	35.27847304
88	89	-130	-129	4.022829894	35.59338472
88	89	-129	-128	4.023270673	35.63655546
88	89	-128	-127	4.021583572	35.07022149
88	89	-127	-126	4.021907174	35.49798935
88	89	-126	-125	4.02222618	35.45469208
88	89	-125	-124	4.022554374	35.95782207
88	89	-124	-123	4.022877972	36.02416812
88	89	-123	-122	4.023206164	35.46347934
88	89	-122	-121	4.023421895	35.62720329
88	89	-121	-120	4.023637625	34.94989176
88	89	-120	-119	4.023857951	35.05854809
88	89	-119	-118	4.024078276	35.66376891
88	89	-118	-117	4.024298602	35.35794265
88	89	-117	-116	4.024523523	34.76487235
88	89	-116	-115	4.024631387	35.25538612
88	89	-115	-114	4.024748444	35.23404716
88	89	-114	-113	4.024860904	35.46138969
88	89	-113	-112	4.024973365	35.12201153
88	89	-112	-111	4.028364595	34.93066826
88	89	-111	-110	4.028463302	35.51007271
88	89	-110	-109	4.0284495	35.17066175
88	89	-109	-108	4.028552807	35.35170791
88	89	-108	-107	4.028539005	35.25414435
88	89	-107	-106	4.028529804	35.30247416
88	89	-106	-105	4.028520603	35.22670956
88	89	-105	-104	4.028516002	35.64577532
88	89	-104	-103	4.026731401	35.62208753
88	89	-103	-102	4.026605124	35.2450956
88	89	-102	-101	4.026591329	35.44959566
88	89	-101	-100	4.026469652	35.16208401
88	89	-100	-99	4.026347975	35.2587823
88	89	-99	-98	4.02633418	34.70862613
88	89	-98	-97	4.026212504	35.31995149
88	89	-97	-96	4.026090828	35.31731533
88	89	-96	-95	4.02586127	35.41776831
88	89	-95	-94	4.025739594	35.69815099
88	89	-94	-93	4.025622516	34.51550103
88	89	-93	-92	4.025388362	35.62292536
88	89	-92	-91	4.025271285	35.35019326
88	89	-91	-90	4.025041728	36.04686852
88	89	-90	-89	4.024807574	35.53887054
88	89	-89	-88	4.024578019	35.49540394
88	89	-88	-87	4.031733582	35.99464183
88	89	-87	-86	4.031457748	35.87904948
88	89	-86	-85	4.031186522	35.43214383
88	89	-85	-84	4.030802716	36.22757143
88	89	-84	-83	4.030531498	36.52642393
88	89	-83	-82	4.0301477	36.24670039
88	89	-82	-81	4.029768511	36.90178562
88	89	-81	-80	4.029384721	36.40142427
88	89	-80	-79	4.02547598	36.79329
88	89	-79	-78	4.025083196	36.67742035
88	89	-78	-77	4.024690419	36.85341439
88	89	-77	-76	4.024185119	36.27829522
88	89	-76	-75	4.023679826	36.38839832
88	89	-75	-74	4.023174541	36.11773991
88	89	-74	-73	4.022669263	36.39998716
88	89	-73	-72	4.02216859	36.48938738
88	89	-72	-71	4.021663326	36.57912374
88	89	-71	-70	4.021158069	36.67356094
88	89	-70	-69	4.020544894	36.2484544
88	89	-69	-68	4.01992713	36.135868
88	89	-68	-67	4.019313972	36.41620356
88	89	-67	-66	4.018700821	36.38922094
88	89	-66	-65	4.017970564	36.08675164
88	89	-65	-64	4.017357431	36.24910615
88	89	-64	-63	4.025411528	35.95781586
88	89	-63	-62	4.024629767	34.92187017
88	89	-62	-61	4.02385263	35.59349895
88	89	-61	-60	4.02295827	35.79658493
88	89	-60	-59	4.022181176	35.23933834
88	89	-59	-58	4.021296067	35.65735358
88	89	-58	-57	4.020406378	35.948253
88	89	-57	-56	4.019521313	35.51671308
88	89	-56	-55	4.012181149	36.10847754
88	89	-55	-54	4.011273976	35.28398239
88	89	-54	-53	4.010254294	35.32331388
88	89	-53	-52	4.009239233	36.01605455
88	89	-52	-51	4.008107079	35.44782043
88	89	-51	-50	4.007092081	35.64773481
88	89	-50	-49	4.005964582	35.51422197
88	89	-49	-48	4.004841704	35.4139228
88	89	-48	-47	4.003718858	35.22491065
88	89	-47	-46	4.002478932	35.68843009
88	89	-46	-45	4.001360738	35.42049212
88	89	-45	-44	4.000125466	35.40393416
88	89	-44	-43	3.998894814	35.65695681
88	89	-43	-42	3.997664195	35.5984272
88	89	-42	-41	3.996321091	35.18321525
88	89	-41	-40	3.994982606	35.66825674
88	89	-40	-39	4.000749963	35.31408483
88	89	-39	-38	3.999364344	35.28388654
88	89	-38	-37	3.99798795	35.96777835
88	89	-37	-36	3.996611606	35.35925525
88	89	-36	-35	3.9951227	35.25654163
88	89	-35	-34	3.993638431	35.53206226
88	89	-34	-33	3.992154213	35.77357204
88	89	-33	-32	3.990674628	35.48692598
88	89	-32	-31	3.981008205	35.40817501
88	89	-31	-30	3.979390523	35.45191087
88	89	-30	-29	3.977889955	35.97268059
88	89	-29	-28	3.976281537	34.70644352
88	89	-28	-27	3.974668613	35.60771313
88	89	-27	-26	3.973064884	35.3477012
88	89	-26	-25	3.971348744	35.6010423
88	89	-25	-24	3.969745136	35.84665194
88	89	-24	-23	3.968150712	35.46828467
88	89	-23	-22	3.966439317	35.46498174
88	89	-22	-21	3.964737105	35.66089918
88	89	-21	-20	3.96314741	35.29314433
88	89	-20	-19	3.961449868	35.39382896
88	89	-19	-18	3.95975238	35.80862992
88	89	-18	-17	3.958059503	36.04229527
88	89	-17	-16	3.956371234	36.2869436
88	89	-16	-15	3.959437751	36.33204897
88	89	-15	-14	3.957725645	37.40335799
88	89	-14	-13	3.956018158	36.80396283
88	89	-13	-12	3.954315287	36.71622845
88	89	-12	-11	3.952504512	36.71248995
88	89	-11	-10	3.950810865	36.82245306
88	89	-10	-9	3.949004757	37.87961525
88	89	-9	-8	3.94732032	37.99624284
88	89	-8	-7	3.938664975	37.50137054
88	89	-7	-6	3.936847151	37.89402537
88	89	-6	-5	3.935146334	38.35321729
88	89	-5	-4	3.933333171	37.74670608
88	89	-4	-3	3.931641546	37.16795963
88	89	-3	-2	3.929949973	37.52666021
88	89	-2	-1	3.928155129	37.31021804
88	89	-1	0	3.926472731	36.82130978
88	89	0	1	3.924799449	37.18778067
88	89	1	2	3.923013819	36.58559184
88	89	2	3	3.921345159	37.25726608
88	89	3	4	3.919685602	37.09622426
88	89	4	5	3.918026083	36.79496585
88	89	5	6	3.91637113	36.65854502
88	89	6	7	3.914725268	36.47884366
88	89	7	8	3.913191822	36.54936442
88	89	8	9	3.915911662	36.70226333
88	89	9	10	3.91425585	36.90879963
88	89	10	11	3.912717047	35.89905714
88	89	11	12	3.911182804	36.68304638
88	89	12	13	3.909540673	35.4617952
88	89	13	14	3.908015541	36.44573895
88	89	14	15	3.90649496	37.59665112
88	89	15	16	3.904983451	36.00534397
88	89	16	17	3.899827114	35.76190051
88	89	17	18	3.898307377	35.90644306
88	89	18	19	3.896904563	35.88154671
88	89	19	20	3.895393905	35.79261678
88	89	20	21	3.894000162	36.09611165
88	89	21	22	3.892610951	36.07947628
88	89	22	23	3.891230783	35.99881525
88	89	23	24	3.889963006	36.32590523
88	89	24	25	3.888587373	36.11282937
88	89	25	26	3.887333151	36.21571572
88	89	26	27	3.886083447	36.08307595
88	89	27	28	3.884838257	36.53244173
88	89	28	29	3.883705448	36.22537144
88	89	29	30	3.882469281	36.15445559
88	89	30	31	3.881354509	36.05557888
88	89	31	32	3.880239734	35.92293239
88	89	32	33	3.88091002	36.25309482
88	89	33	34	3.879799488	36.36422256
88	89	34	35	3.878805866	36.48264428
88	89	35	36	3.877816746	36.25849459
88	89	36	37	3.876832126	35.87818625
88	89	37	38	3.875856511	35.86104325
88	89	38	39	3.874880887	36.19099166
88	89	39	40	3.874026672	35.97490438
88	89	40	41	3.870259252	36.56889797
88	89	41	42	3.869396326	36.44307757
88	89	42	43	3.868537892	36.11614612
88	89	43	44	3.867796316	35.57412475
88	89	44	45	3.867059231	36.53637777
88	89	45	46	3.866326634	36.41169238
88	89	46	47	3.865706397	35.9683519
88	89	47	48	3.864982777	36.1219876
88	89	48	49	3.864376014	36.2979356
88	89	49	50	3.863773737	36.16704776
88	89	50	51	3.863288321	35.86591965
88	89	51	52	3.862690519	35.58251925
88	89	52	53	3.862214075	35.75935856
88	89	53	54	3.861849998	36.74721467
88	89	54	55	3.861382526	36.45527924
88	89	55	56	3.861027424	36.97585768
88	89	56	57	3.862174223	37.09171481
88	89	57	58	3.861823549	37.29958087
88	89	58	59	3.861481859	36.85801687
88	89	59	60	3.86125257	37.39490495
88	89	60	61	3.861027771	37.48506432
88	89	61	62	3.860807462	37.61068775
88	89	62	63	3.860704058	38.16024803
88	89	63	64	3.860605148	37.73996841
88	89	64	65	3.85748533	37.45373061
88	89	65	66	3.857372922	37.28771473
88	89	66	67	3.857372887	37.42761061
88	89	67	68	3.857269461	37.2226577
88	89	68	69	3.857278412	37.09101481
88	89	69	70	3.85740424	37.16346118
88	89	70	71	3.857417687	37.23406884
88	89	71	72	3.857552509	37.39204868
88	89	72	73	3.857687336	37.48639729
88	89	73	74	3.857822167	37.60069719
88	89	74	75	3.857961499	36.80768689
88	89	75	76	3.858217724	36.8776548
88	89	76	77	3.858478454	36.6818422
88	89	77	78	3.858739194	36.51462034
88	89	78	79	3.85900444	37.18589026
88	89	79	80	3.8593821	36.74128742
88	89	80	81	3.862984947	36.65338027
88	89	81	82	3.863358363	36.38854798
88	89	82	83	3.863736294	36.64586012
88	89	83	84	3.86411424	36.80374199
88	89	84	85	3.864613667	36.22688669
88	89	85	86	3.864996148	36.3534751
88	89	86	87	3.865495615	36.76528314
88	89	87	88	3.865999605	37.1795489
88	89	88	89	3.863510312	36.49047999
88	89	89	90	3.863996075	36.49743969
88	89	90	91	3.864594289	36.34312672
88	89	91	92	3.865192526	36.08094056
88	89	92	93	3.865795287	35.92952572
88	89	93	94	3.866398072	36.63119762
88	89	94	95	3.867000882	36.30268074
88	89	95	96	3.86772066	36.08070254
88	89	96	97	3.868328024	35.85660863
88	89	97	98	3.86904786	36.4497554
88	89	98	99	3.86977223	36.38278844
88	89	99	100	3.87049663	36.06718198
88	89	100	101	3.871221062	35.97970798
88	89	101	102	3.87205798	36.12068962
88	89	102	103	3.872786982	35.77131031
88	89	103	104	3.873628477	35.97171968
88	89	104	105	3.880808041	36.10803487
88	89	105	106	3.881627875	36.54443612
88	89	106	107	3.882452256	36.28801839
88	89	107	108	3.883272153	36.06940652
88	89	108	109	3.884209164	36.11040067
88	89	109	110	3.885033644	36.32281027
88	89	110	111	3.885970726	36.03959089
88	89	111	112	3.886912365	36.35096578
88	89	112	113	3.880457944	36.18602938
88	89	113	114	3.881348967	35.84193894
88	89	114	115	3.882244525	35.99630151
88	89	115	116	3.88325258	36.20984874
88	89	116	117	3.884148191	35.81806498
88	89	117	118	3.885156301	35.61702439
