subj_idx,rt,response,sensoryCondition,session,half,corrChoice,stimCodedCorrChoice,third,stimName,keyHit
3,0.51154,1,1,1,1,1,0,2,A,1
3,1.6715,1,4,1,2,2,1,2,AT,2
3,0.7858,1,2,1,2,1,0,2,T,1
3,0.63494,1,5,1,2,1,0,2,AT,1
3,0.79074,0,4,1,2,1,0,2,AT,2
3,0.64195,1,1,1,2,2,1,2,A,2
3,0.8437,1,1,1,2,1,0,2,A,1
3,0.79087,1,5,1,2,2,1,2,AT,2
3,0.61008,1,2,1,2,2,1,2,T,2
3,1.6759,1,3,1,2,1,0,2,AT,1
3,0.70017,1,3,1,2,2,1,2,AT,2
3,0.87967,1,1,1,2,2,1,2,A,2
3,1.0166,1,4,1,2,1,0,2,AT,1
3,0.8391,1,2,1,2,2,1,2,T,2
3,0.80216,1,3,1,2,1,0,2,AT,1
3,0.74741,1,4,1,2,2,1,2,AT,2
3,0.80076,1,1,1,2,1,0,2,A,1
3,0.85804,1,5,1,2,1,0,2,AT,1
3,0.63305,1,5,1,2,2,1,2,AT,2
3,1.5247,0,3,1,2,2,1,2,AT,1
3,0.78155,1,2,1,2,1,0,2,T,1
3,0.80187,1,5,1,2,1,0,2,AT,1
3,0.65907,1,3,1,2,1,0,2,AT,1
3,1.0247,1,2,1,2,1,0,2,T,1
3,0.80721,1,1,1,2,2,1,2,A,2
3,0.83043,1,2,1,2,2,1,2,T,2
3,1.1075,1,4,1,2,1,0,2,AT,1
3,0.73569,1,3,1,2,2,1,2,AT,2
3,1.1512,1,1,1,2,1,0,2,A,1
3,0.82513,1,4,1,2,2,1,2,AT,2
3,1.0783,0,5,1,2,2,1,2,AT,1
3,0.75854,1,5,1,2,1,0,2,AT,1
3,1.1839,1,1,1,2,2,1,2,A,2
3,0.85978,0,5,1,2,2,1,2,AT,1
3,0.99482,1,3,1,2,2,1,2,AT,2
3,0.90936,1,4,1,2,1,0,2,AT,1
3,0.93614,1,2,1,2,1,0,2,T,1
3,0.65492,1,1,1,2,1,0,2,A,1
3,0.66857,1,4,1,2,2,1,2,AT,2
3,1.1863,1,2,1,2,2,1,2,T,2
3,0.7422,1,3,1,2,1,0,2,AT,1
3,0.76844,1,3,1,2,1,0,2,AT,1
3,0.87977,0,1,1,2,2,1,2,A,1
3,1.0667,1,4,1,2,2,1,2,AT,2
3,0.87103,1,3,1,2,2,1,2,AT,2
3,0.72402,1,5,1,2,2,1,2,AT,2
3,0.94353,1,5,1,2,1,0,2,AT,1
3,0.89428,1,2,1,2,2,1,2,T,2
3,1.0632,1,1,1,2,1,0,2,A,1
3,0.72556,1,4,1,2,1,0,2,AT,1
3,0.62102,1,2,1,2,1,0,2,T,1
3,0.93285,1,3,1,2,1,0,2,AT,1
3,0.81366,1,1,1,2,1,0,2,A,1
3,0.74879,1,2,1,2,1,0,2,T,1
3,0.97819,1,5,1,2,1,0,2,AT,1
3,0.80682,0,5,1,2,2,1,2,AT,1
3,1.07,1,3,1,2,2,1,2,AT,2
3,1.0242,1,4,1,2,2,1,2,AT,2
3,1.1007,1,1,1,2,2,1,2,A,2
3,1.3849,1,4,1,2,1,0,2,AT,1
3,1.1721,1,2,1,2,2,1,2,T,2
3,1.6251,1,1,1,2,1,0,2,A,1
3,0.75547,0,5,1,2,2,1,2,AT,1
3,0.99683,1,1,1,2,2,1,2,A,2
3,0.71737,1,5,1,2,1,0,2,AT,1
3,1.8228,1,4,1,2,2,1,2,AT,2
3,0.71253,1,2,1,2,1,0,2,T,1
3,1.028,0,2,1,2,2,1,2,T,1
3,1.4305,0,3,1,2,2,1,3,AT,1
3,0.90942,1,3,1,2,1,0,3,AT,1
3,2.4243,0,4,1,2,1,0,3,AT,2
3,1.0181,1,3,1,2,2,1,3,AT,2
3,1.3525,0,2,1,2,1,0,3,T,2
3,1.1239,1,3,1,2,1,0,3,AT,1
3,0.73199,1,4,1,2,1,0,3,AT,1
3,0.62142,1,5,1,2,1,0,3,AT,1
3,0.64531,0,2,1,2,2,1,3,T,1
3,0.85504,0,1,1,2,2,1,3,A,1
3,0.61406,0,5,1,2,2,1,3,AT,1
3,1.4059,0,4,1,2,2,1,3,AT,1
3,1.2311,0,1,1,2,1,0,3,A,2
3,0.84794,1,2,1,2,1,0,3,T,1
3,1.0309,1,4,1,2,2,1,3,AT,2
3,1.0094,0,5,1,2,2,1,3,AT,1
3,0.99983,1,3,1,2,2,1,3,AT,2
3,0.72035,1,1,1,2,1,0,3,A,1
3,0.89983,0,2,1,2,2,1,3,T,1
3,1.4828,1,1,1,2,2,1,3,A,2
3,0.94767,1,3,1,2,1,0,3,AT,1
3,1.0484,1,4,1,2,1,0,3,AT,1
3,2.4767,1,5,1,2,1,0,3,AT,1
3,1.018,1,2,1,2,1,0,3,T,1
3,1.7404,1,1,1,2,1,0,3,A,1
3,1.5445,0,5,1,2,1,0,3,AT,2
3,0.82514,1,4,1,2,1,0,3,AT,1
3,1.0143,1,1,1,2,2,1,3,A,2
3,1.1728,0,2,1,2,2,1,3,T,1
3,1.7088,1,3,1,2,2,1,3,AT,2
3,1.6229,1,5,1,2,2,1,3,AT,2
3,0.85132,0,3,1,2,1,0,3,AT,2
3,0.77851,1,5,1,2,1,0,3,AT,1
3,1.0478,0,5,1,2,2,1,3,AT,1
3,0.66214,0,1,1,2,2,1,3,A,1
3,1.4138,0,3,1,2,2,1,3,AT,1
3,0.74098,1,3,1,2,1,0,3,AT,1
3,0.81246,1,4,1,2,1,0,3,AT,1
3,0.62763,1,1,1,2,1,0,3,A,1
3,0.72142,0,2,1,2,2,1,3,T,1
3,0.96489,1,2,1,2,1,0,3,T,1
3,0.75961,1,4,1,2,2,1,3,AT,2
3,0.76891,1,5,1,2,2,1,3,AT,2
3,1.0163,1,5,1,2,1,0,3,AT,1
3,1.3427,0,1,1,2,2,1,3,A,1
3,0.86407,0,2,1,2,2,1,3,T,1
3,0.76503,1,2,1,2,1,0,3,T,1
3,0.94239,0,3,1,2,1,0,3,AT,2
3,0.67707,0,3,1,2,2,1,3,AT,1
3,0.6147,0,4,1,2,2,1,3,AT,1
3,0.75058,1,1,1,2,1,0,3,A,1
3,0.89999,1,4,1,2,1,0,3,AT,1
3,0.72382,1,3,1,2,1,0,3,AT,1
3,0.75934,1,1,1,2,2,1,3,A,2
3,0.6747,1,1,1,2,1,0,3,A,1
3,0.8644,1,2,1,2,2,1,3,T,2
3,2.0234,0,5,1,2,1,0,3,AT,2
3,2.1305,0,2,1,2,1,0,3,T,2
3,0.74913,0,5,1,2,2,1,3,AT,1
3,0.70653,1,4,1,2,1,0,3,AT,1
3,0.9041,1,4,1,2,2,1,3,AT,2
3,1.247,0,3,1,2,2,1,3,AT,1
3,0.71867,1,2,1,2,1,0,3,T,1
3,0.99421,0,4,1,2,2,1,3,AT,1
3,1.8148,0,1,1,2,2,1,3,A,1
3,1.3706,1,5,1,2,2,1,3,AT,2
3,0.76559,1,5,1,2,1,0,3,AT,1
3,0.84694,0,2,1,2,2,1,3,T,1
3,0.71999,1,4,1,2,1,0,3,AT,1
3,0.6755,1,3,1,2,1,0,3,AT,1
3,0.6691,1,1,1,2,1,0,3,A,1
3,1.6777,1,1,1,2,2,1,3,A,2
3,1.75,0,4,1,2,1,0,3,AT,2
3,1.31,1,2,1,2,1,0,3,T,1
3,1.7374,1,4,1,2,2,1,3,AT,2
3,1.3975,1,3,1,2,2,1,3,AT,2
3,1.3668,1,3,1,2,1,0,3,AT,1
3,1.9298,1,5,1,2,1,0,3,AT,1
3,0.60708,1,1,1,2,1,0,3,A,1
3,0.79297,1,2,1,2,2,1,3,T,2
3,0.66225,0,3,1,2,2,1,3,AT,1
3,0.65991,0,1,1,2,2,1,3,A,1
3,1.3056,1,2,1,2,1,0,3,T,1
3,1.1571,1,5,1,2,1,0,3,AT,1
3,0.98108,1,2,1,2,2,1,3,T,2
3,1.0917,1,4,1,2,1,0,3,AT,1
3,1.3939,1,1,1,2,1,0,3,A,1
3,0.79723,1,4,1,2,2,1,3,AT,2
3,0.72044,0,5,1,2,2,1,3,AT,1
3,0.67591,1,3,1,2,1,0,3,AT,1
3,0.72047,0,3,1,2,1,0,3,AT,2
3,0.77995,1,2,1,2,1,0,3,T,1
3,0.68125,0,2,1,2,2,1,3,T,1
3,1.0449,1,5,1,2,2,1,3,AT,2
3,0.83721,1,4,1,2,2,1,3,AT,2
3,1.1103,1,1,1,2,2,1,3,A,2
3,1.0265,1,1,1,2,1,0,3,A,1
3,0.90893,1,4,1,2,1,0,3,AT,1
3,1.0637,1,3,1,2,2,1,3,AT,2
3,1.2498,1,2,1,2,1,0,3,T,1
3,0.67153,1,3,1,2,1,0,3,AT,1
3,0.67717,0,5,1,2,2,1,3,AT,1
3,1.7688,0,1,1,2,2,1,3,A,1
3,0.92677,1,5,1,2,1,0,3,AT,1
3,0.73554,1,4,1,2,1,0,3,AT,1
3,1.013,1,3,1,2,2,1,3,AT,2
3,0.95545,0,2,1,2,2,1,3,T,1
3,0.64614,1,1,1,2,1,0,3,A,1
3,0.74984,0,4,1,2,2,1,3,AT,1
3,1.2202,1,4,1,2,1,0,3,AT,1
3,0.90594,0,4,1,2,2,1,3,AT,1
3,0.80682,1,5,1,2,2,1,3,AT,2
3,1.3361,1,1,1,2,2,1,3,A,2
3,1.0635,0,3,1,2,1,0,3,AT,2
3,1.1238,1,2,1,2,1,0,3,T,1
3,0.66993,0,2,1,2,2,1,3,T,1
3,0.61162,1,1,1,2,1,0,3,A,1
3,1.0595,0,3,1,2,2,1,3,AT,1
3,1.1198,1,5,1,2,1,0,3,AT,1
3,1.1299,1,1,1,2,2,1,3,A,2
3,1.69,1,2,1,2,2,1,3,T,2
3,0.98422,1,3,1,2,2,1,3,AT,2
3,1.1925,1,1,1,2,1,0,3,A,1
3,0.73844,1,5,1,2,1,0,3,AT,1
3,0.94385,0,4,1,2,2,1,3,AT,1
3,1.0786,1,4,1,2,1,0,3,AT,1
3,1.0569,1,3,1,2,1,0,3,AT,1
3,0.86925,1,5,1,2,2,1,3,AT,2
3,1.3943,1,5,2,1,1,0,1,AT,1
3,0.78751,1,2,2,1,1,0,1,T,1
3,0.96676,1,4,2,1,1,0,1,AT,1
3,0.78526,1,3,2,1,2,1,1,AT,2
3,0.71652,1,5,2,1,2,1,1,AT,2
3,0.62404,1,4,2,1,2,1,1,AT,2
3,0.55783,1,1,2,1,1,0,1,A,1
3,0.48578,1,3,2,1,1,0,1,AT,1
3,0.63602,1,2,2,1,2,1,1,T,2
3,1.0078,1,1,2,1,2,1,1,A,2
3,0.65427,1,3,2,1,2,1,1,AT,2
3,0.598,1,1,2,1,2,1,1,A,2
3,0.66984,1,1,2,1,1,0,1,A,1
3,1.0975,1,2,2,1,2,1,1,T,2
3,0.53364,1,4,2,1,2,1,1,AT,2
3,0.70353,1,4,2,1,1,0,1,AT,1
3,0.5331,1,2,2,1,1,0,1,T,1
3,0.44721,1,5,2,1,2,1,1,AT,2
3,0.53923,1,3,2,1,1,0,1,AT,1
3,0.49734,1,5,2,1,1,0,1,AT,1
3,0.77262,1,3,2,1,2,1,1,AT,2
3,0.61188,1,4,2,1,1,0,1,AT,1
3,0.93973,1,4,2,1,2,1,1,AT,2
3,0.53051,1,1,2,1,1,0,1,A,1
3,0.95461,1,5,2,1,2,1,1,AT,2
3,0.45325,1,3,2,1,1,0,1,AT,1
3,0.63551,1,2,2,1,2,1,1,T,2
3,0.63723,1,5,2,1,1,0,1,AT,1
3,0.58502,1,2,2,1,1,0,1,T,1
3,0.80104,1,1,2,1,2,1,1,A,2
3,0.82227,1,1,2,1,2,1,1,A,2
3,0.66158,1,5,2,1,1,0,1,AT,1
3,0.51514,1,2,2,1,1,0,1,T,1
3,0.65532,1,2,2,1,2,1,1,T,2
3,0.76701,1,3,2,1,2,1,1,AT,2
3,0.61639,1,4,2,1,2,1,1,AT,2
3,0.51817,1,5,2,1,2,1,1,AT,2
3,0.45035,1,1,2,1,1,0,1,A,1
3,0.39255,1,3,2,1,1,0,1,AT,1
3,0.32082,1,4,2,1,1,0,1,AT,1
3,0.45799,1,4,2,1,1,0,1,AT,1
3,0.40215,1,1,2,1,1,0,1,A,1
3,0.31437,0,4,2,1,2,1,1,AT,1
3,0.52469,1,2,2,1,1,0,1,T,1
3,0.59083,1,5,2,1,2,1,1,AT,2
3,0.92475,1,2,2,1,2,1,1,T,2
3,1.7336,1,3,2,1,2,1,1,AT,2
3,0.65964,1,1,2,1,2,1,1,A,2
3,0.61931,1,3,2,1,1,0,1,AT,1
3,0.48114,1,5,2,1,1,0,1,AT,1
3,0.54133,1,4,2,1,1,0,1,AT,1
3,0.58145,1,4,2,1,2,1,1,AT,2
3,0.60544,1,3,2,1,2,1,1,AT,2
3,0.49528,1,5,2,1,1,0,1,AT,1
3,0.52555,1,3,2,1,1,0,1,AT,1
3,0.41568,1,2,2,1,1,0,1,T,1
3,0.56588,1,1,2,1,2,1,1,A,2
3,0.63989,0,2,2,1,2,1,1,T,1
3,0.72167,1,1,2,1,1,0,1,A,1
3,0.54713,1,5,2,1,2,1,1,AT,2
3,0.50021,1,1,2,1,1,0,1,A,1
3,0.52441,1,5,2,1,1,0,1,AT,1
3,0.5046,1,4,2,1,2,1,1,AT,2
3,0.6608,1,1,2,1,2,1,1,A,2
3,0.63655,1,2,2,1,2,1,1,T,2
3,0.59236,1,3,2,1,2,1,1,AT,2
3,0.60419,1,5,2,1,2,1,1,AT,2
3,0.64013,1,4,2,1,1,0,1,AT,1
3,0.55589,1,2,2,1,1,0,1,T,1
3,0.54393,1,3,2,1,1,0,1,AT,1
3,0.47205,1,1,2,1,1,0,1,A,1
3,0.56634,1,5,2,1,2,1,1,AT,2
3,0.60828,1,3,2,1,2,1,1,AT,2
3,0.51419,1,3,2,1,1,0,1,AT,1
3,0.40841,1,2,2,1,1,0,1,T,1
3,0.66465,1,4,2,1,2,1,1,AT,2
3,0.4702,1,5,2,1,1,0,1,AT,1
3,0.53849,1,4,2,1,1,0,1,AT,1
3,0.61859,1,2,2,1,2,1,1,T,2
3,0.84245,1,1,2,1,2,1,1,A,2
3,0.48852,1,1,2,1,1,0,1,A,1
3,0.45662,1,4,2,1,1,0,1,AT,1
3,0.39086,1,3,2,1,1,0,1,AT,1
3,0.6231,1,5,2,1,2,1,1,AT,2
3,0.66094,1,1,2,1,2,1,1,A,2
3,0.67663,1,2,2,1,2,1,1,T,2
3,0.51026,1,2,2,1,1,0,1,T,1
3,0.74847,1,4,2,1,2,1,1,AT,2
3,1.0519,1,3,2,1,2,1,1,AT,2
3,0.61434,1,5,2,1,1,0,1,AT,1
3,0.50215,1,4,2,1,1,0,1,AT,1
3,0.56639,1,1,2,1,2,1,1,A,2
3,0.45644,1,1,2,1,1,0,1,A,1
3,0.49251,1,2,2,1,1,0,1,T,1
3,0.60664,1,5,2,1,2,1,1,AT,2
3,0.49445,1,5,2,1,1,0,1,AT,1
3,0.65662,1,4,2,1,2,1,1,AT,2
3,0.8143,1,3,2,1,2,1,1,AT,2
3,0.46945,1,3,2,1,1,0,1,AT,1
3,0.66367,1,2,2,1,2,1,1,T,2
3,0.61634,1,3,2,1,1,0,1,AT,1
3,0.90415,1,1,2,1,1,0,1,A,1
3,0.58301,1,4,2,1,1,0,1,AT,1
3,0.67696,1,1,2,1,2,1,1,A,2
3,0.80065,1,5,2,1,2,1,1,AT,2
3,0.81988,1,5,2,1,1,0,1,AT,1
3,0.44304,1,2,2,1,1,0,1,T,1
3,0.61129,1,4,2,1,2,1,1,AT,2
3,0.60517,1,3,2,1,2,1,1,AT,2
3,1.0391,1,2,2,1,2,1,1,T,2
3,0.58546,1,4,2,1,2,1,1,AT,2
3,0.91142,1,5,2,1,2,1,1,AT,2
3,1.1403,1,2,2,1,2,1,1,T,2
3,0.86633,1,1,2,1,2,1,1,A,2
3,0.63137,1,2,2,1,1,0,1,T,1
3,0.47116,1,4,2,1,1,0,1,AT,1
3,0.44743,1,1,2,1,1,0,1,A,1
3,0.42965,1,5,2,1,1,0,1,AT,1
3,0.60587,1,3,2,1,2,1,1,AT,2
3,0.52785,1,3,2,1,1,0,1,AT,1
3,0.5249,1,5,2,1,1,0,1,AT,1
3,0.45099,1,1,2,1,1,0,1,A,1
3,0.48323,1,2,2,1,1,0,1,T,1
3,0.5114,0,1,2,1,2,1,1,A,1
3,0.65364,1,3,2,1,2,1,1,AT,2
3,0.84738,0,2,2,1,2,1,1,T,1
3,0.98445,1,5,2,1,2,1,1,AT,2
3,0.58905,1,4,2,1,2,1,1,AT,2
3,0.65895,1,4,2,1,1,0,1,AT,1
3,0.53461,1,3,2,1,1,0,1,AT,1
3,0.54276,1,3,2,1,1,0,1,AT,1
3,0.97485,0,1,2,1,2,1,1,A,1
3,0.95154,1,5,2,1,1,0,1,AT,1
3,0.62022,1,3,2,1,2,1,1,AT,2
3,0.61202,1,1,2,1,1,0,2,A,1
3,1.318,1,5,2,1,2,1,2,AT,2
3,0.61542,0,2,2,1,2,1,2,T,1
3,0.7833,1,2,2,1,1,0,2,T,1
3,0.71859,1,4,2,1,2,1,2,AT,2
3,0.70608,1,4,2,1,1,0,2,AT,1
3,0.55258,1,3,2,1,1,0,2,AT,1
3,0.60665,1,5,2,1,1,0,2,AT,1
3,0.8145,1,4,2,1,2,1,2,AT,2
3,1.3336,1,1,2,1,2,1,2,A,2
3,0.64512,0,2,2,1,2,1,2,T,1
3,0.76477,1,4,2,1,1,0,2,AT,1
3,0.64015,1,2,2,1,1,0,2,T,1
3,0.69191,1,3,2,1,2,1,2,AT,2
3,0.58953,1,1,2,1,1,0,2,A,1
3,0.99558,1,5,2,1,2,1,2,AT,2
3,0.7281,1,3,2,1,2,1,2,AT,2
3,0.62556,1,5,2,1,2,1,2,AT,2
3,0.63338,1,2,2,1,2,1,2,T,2
3,0.5752,1,1,2,1,1,0,2,A,1
3,0.48919,1,4,2,1,1,0,2,AT,1
3,0.53544,1,3,2,1,1,0,2,AT,1
3,0.67953,1,1,2,1,2,1,2,A,2
3,0.48915,1,5,2,1,1,0,2,AT,1
3,0.61929,0,2,2,1,1,0,2,T,2
3,1.2032,1,4,2,1,2,1,2,AT,2
3,0.55201,1,1,2,1,1,0,2,A,1
3,0.63605,1,4,2,1,2,1,2,AT,2
3,0.57581,1,5,2,1,1,0,2,AT,1
3,1.6878,0,1,2,1,2,1,2,A,1
3,1.1521,1,2,2,1,2,1,2,T,2
3,0.70001,1,2,2,1,1,0,2,T,1
3,0.84366,1,4,2,1,1,0,2,AT,1
3,0.62276,1,5,2,1,2,1,2,AT,2
3,0.66262,1,3,2,1,1,0,2,AT,1
3,0.61634,1,3,2,1,2,1,2,AT,2
3,0.75216,1,1,2,1,2,1,2,A,2
3,0.6676,1,3,2,1,1,0,2,AT,1
3,0.96925,1,3,2,1,2,1,2,AT,2
3,0.4579,1,2,2,1,1,0,2,T,1
3,0.55412,1,4,2,1,2,1,2,AT,2
3,0.57418,1,4,2,1,1,0,2,AT,1
3,0.99815,1,5,2,1,1,0,2,AT,1
3,0.57671,1,5,2,1,2,1,2,AT,2
3,0.7287,1,2,2,1,2,1,2,T,2
3,0.54415,1,1,2,1,1,0,2,A,1
3,0.69124,1,5,2,1,2,1,2,AT,2
3,0.54883,1,1,2,1,1,0,2,A,1
3,0.59491,1,4,2,1,1,0,2,AT,1
3,0.54282,1,2,2,1,1,0,2,T,1
3,0.57496,1,3,2,1,2,1,2,AT,2
3,0.83092,1,4,2,1,2,1,2,AT,2
3,0.70805,1,3,2,1,1,0,2,AT,1
3,0.62561,1,2,2,1,2,1,2,T,2
3,0.62343,1,5,2,1,1,0,2,AT,1
3,0.82329,1,1,2,1,2,1,2,A,2
3,1.2544,1,1,2,1,2,1,2,A,2
3,0.76611,1,4,2,1,2,1,2,AT,2
3,0.88745,1,5,2,1,2,1,2,AT,2
3,0.72041,1,4,2,1,1,0,2,AT,1
3,0.72191,1,3,2,1,2,1,2,AT,2
3,0.76534,1,2,2,1,2,1,2,T,2
3,0.66473,1,5,2,1,1,0,2,AT,1
3,0.66446,1,3,2,1,1,0,2,AT,1
3,0.5741,1,2,2,1,1,0,2,T,1
3,0.46411,1,1,2,1,1,0,2,A,1
3,1.3737,0,4,2,2,2,1,2,AT,1
3,0.80897,1,2,2,2,1,0,2,T,1
3,0.83419,1,5,2,2,1,0,2,AT,1
3,0.84935,1,4,2,2,1,0,2,AT,1
3,0.99644,0,1,2,2,2,1,2,A,1
3,1.001,1,1,2,2,1,0,2,A,1
3,1.3636,0,5,2,2,2,1,2,AT,1
3,1.631,1,2,2,2,2,1,2,T,2
3,0.91338,1,3,2,2,1,0,2,AT,1
3,2.2622,0,3,2,2,2,1,2,AT,1
3,1.0225,1,1,2,2,2,1,2,A,2
3,0.95494,1,4,2,2,1,0,2,AT,1
3,1.1596,1,2,2,2,2,1,2,T,2
3,0.64167,1,3,2,2,1,0,2,AT,1
3,1.1074,1,4,2,2,2,1,2,AT,2
3,1.1376,1,1,2,2,1,0,2,A,1
3,0.6337,1,5,2,2,1,0,2,AT,1
3,1.1435,1,5,2,2,2,1,2,AT,2
3,0.98161,1,3,2,2,2,1,2,AT,2
3,0.79025,1,2,2,2,1,0,2,T,1
3,0.70056,1,5,2,2,1,0,2,AT,1
3,0.68418,1,3,2,2,1,0,2,AT,1
3,0.69785,1,2,2,2,1,0,2,T,1
3,0.80944,1,1,2,2,2,1,2,A,2
3,0.74864,1,2,2,2,2,1,2,T,2
3,0.66607,1,4,2,2,1,0,2,AT,1
3,0.98371,1,3,2,2,2,1,2,AT,2
3,0.62433,1,1,2,2,1,0,2,A,1
3,0.69024,1,4,2,2,2,1,2,AT,2
3,0.50188,0,5,2,2,2,1,2,AT,1
3,1.3662,0,5,2,2,1,0,2,AT,2
3,2.0475,0,1,2,2,2,1,2,A,1
3,1.0565,1,5,2,2,2,1,2,AT,2
3,0.87892,1,3,2,2,2,1,2,AT,2
3,0.97187,1,4,2,2,1,0,2,AT,1
3,0.74856,1,2,2,2,1,0,2,T,1
3,0.61193,1,1,2,2,1,0,2,A,1
3,1.0139,0,4,2,2,2,1,2,AT,1
3,1.8484,0,2,2,2,2,1,2,T,1
3,0.9841,1,3,2,2,1,0,2,AT,1
3,1.0357,1,3,2,2,1,0,2,AT,1
3,0.66615,1,1,2,2,2,1,2,A,2
3,1.5199,0,4,2,2,2,1,2,AT,1
3,1.2566,1,3,2,2,2,1,2,AT,2
3,2.1604,1,5,2,2,2,1,2,AT,2
3,0.743,1,5,2,2,1,0,2,AT,1
3,1.1204,1,2,2,2,2,1,2,T,2
3,1.1786,1,1,2,2,1,0,2,A,1
3,1.1845,1,4,2,2,1,0,2,AT,1
3,0.6785,1,2,2,2,1,0,2,T,1
3,1.1962,0,3,2,2,1,0,2,AT,2
3,0.83406,1,1,2,2,1,0,2,A,1
3,1.3693,0,2,2,2,1,0,2,T,2
3,0.58661,1,5,2,2,1,0,2,AT,1
3,0.62658,0,5,2,2,2,1,2,AT,1
3,0.74436,1,3,2,2,2,1,2,AT,2
3,1.2938,1,4,2,2,2,1,2,AT,2
3,1.5434,0,1,2,2,2,1,2,A,1
3,1.0201,0,4,2,2,1,0,2,AT,2
3,0.88257,0,2,2,2,2,1,2,T,1
3,1.5006,1,1,2,2,1,0,2,A,1
3,0.72145,0,5,2,2,2,1,2,AT,1
3,0.96698,1,1,2,2,2,1,2,A,2
3,1.2657,0,5,2,2,1,0,2,AT,2
3,0.90538,1,4,2,2,2,1,2,AT,2
3,0.93626,1,2,2,2,1,0,2,T,1
3,0.78507,1,2,2,2,2,1,2,T,2
3,1.6964,1,3,2,2,2,1,3,AT,2
3,1.2626,0,3,2,2,1,0,3,AT,2
3,0.50822,1,4,2,2,1,0,3,AT,1
3,0.51645,0,3,2,2,2,1,3,AT,1
3,0.60065,0,2,2,2,1,0,3,T,2
3,0.72659,1,3,2,2,1,0,3,AT,1
3,0.60005,1,4,2,2,1,0,3,AT,1
3,0.52396,1,5,2,2,1,0,3,AT,1
3,0.79223,1,2,2,2,2,1,3,T,2
3,1.0754,0,1,2,2,2,1,3,A,1
3,0.63174,0,5,2,2,2,1,3,AT,1
3,1.0055,1,4,2,2,2,1,3,AT,2
3,1.4161,0,1,2,2,1,0,3,A,2
3,0.72031,1,2,2,2,1,0,3,T,1
3,1.2699,1,4,2,2,2,1,3,AT,2
3,1.2035,1,5,2,2,2,1,3,AT,2
3,0.69542,1,3,2,2,2,1,3,AT,2
3,0.95302,1,1,2,2,1,0,3,A,1
3,0.80775,0,2,2,2,2,1,3,T,1
3,0.889,1,1,2,2,2,1,3,A,2
3,0.83187,1,3,2,2,1,0,3,AT,1
3,1.149,1,4,2,2,1,0,3,AT,1
3,0.72702,1,5,2,2,1,0,3,AT,1
3,1.0325,1,4,2,2,2,1,3,AT,2
3,1.343,1,2,2,2,1,0,3,T,1
3,1.3244,1,1,2,2,1,0,3,A,1
3,0.66183,1,5,2,2,1,0,3,AT,1
3,0.88554,1,4,2,2,1,0,3,AT,1
3,0.76254,1,1,2,2,2,1,3,A,2
3,1.7359,1,2,2,2,2,1,3,T,2
3,0.72604,1,3,2,2,2,1,3,AT,2
3,0.71948,1,5,2,2,2,1,3,AT,2
3,0.96302,0,3,2,2,1,0,3,AT,2
3,0.772,1,5,2,2,1,0,3,AT,1
3,0.66128,1,5,2,2,2,1,3,AT,2
3,1.365,1,1,2,2,2,1,3,A,2
3,1.2463,1,3,2,2,2,1,3,AT,2
3,0.60808,1,3,2,2,1,0,3,AT,1
3,0.91598,0,4,2,2,1,0,3,AT,2
3,0.85088,0,1,2,2,1,0,3,A,2
3,1.1058,1,2,2,2,2,1,3,T,2
3,0.68812,1,2,2,2,1,0,3,T,1
3,0.72973,1,4,2,2,2,1,3,AT,2
3,0.94924,1,5,2,2,2,1,3,AT,2
3,0.61201,1,5,2,2,1,0,3,AT,1
3,1.9279,1,1,2,2,2,1,3,A,2
3,0.64731,1,2,2,2,2,1,3,T,2
3,0.58507,1,2,2,2,1,0,3,T,1
3,0.61504,0,3,2,2,1,0,3,AT,2
3,0.71084,1,3,2,2,2,1,3,AT,2
3,0.54247,1,4,2,2,2,1,3,AT,2
3,0.80858,1,1,2,2,1,0,3,A,1
3,1.0038,1,4,2,2,1,0,3,AT,1
3,1.0394,1,3,2,2,1,0,3,AT,1
3,0.6158,1,1,2,2,2,1,3,A,2
3,1.2177,0,1,2,2,1,0,3,A,2
3,1.1595,0,2,2,2,2,1,3,T,1
3,0.71347,1,5,2,2,1,0,3,AT,1
3,1.175,0,2,2,2,1,0,3,T,2
3,1.159,1,5,2,2,2,1,3,AT,2
3,1.0091,1,4,2,2,1,0,3,AT,1
3,0.69157,1,4,2,2,2,1,3,AT,2
3,1.0152,0,3,2,2,2,1,3,AT,1
3,0.69575,1,2,2,2,1,0,3,T,1
3,0.99932,1,4,2,2,2,1,3,AT,2
3,1.2279,1,1,2,2,2,1,3,A,2
3,1.5757,1,5,2,2,2,1,3,AT,2
3,0.7443,0,3,2,2,2,1,3,AT,1
3,0.88978,1,5,2,2,1,0,3,AT,1
3,0.7986,0,2,2,2,2,1,3,T,1
3,0.85787,1,4,2,2,1,0,3,AT,1
3,0.75296,0,3,2,2,1,0,3,AT,2
3,1.3163,1,1,2,2,1,0,3,A,1
3,1.1488,0,1,2,2,2,1,3,A,1
3,0.56088,1,4,2,2,1,0,3,AT,1
3,0.88691,1,2,2,2,1,0,3,T,1
3,0.93586,0,4,2,2,2,1,3,AT,1
3,0.66465,1,3,2,2,2,1,3,AT,2
3,0.78432,1,3,2,2,1,0,3,AT,1
3,0.65559,0,5,2,2,2,1,3,AT,1
3,1.0254,1,5,2,2,1,0,3,AT,1
3,0.85585,1,1,2,2,1,0,3,A,1
