#EXPORTTYPE:                 ,DATA ALL                                 ,,,
#FILE:                       ,Be-Al-Sc-Zr-VIM-1400.ngb-ds3              ,,,
#FORMAT:                     ,NETZSCH5                                 ,,,
#FTYPE:                      ,ANSI                                     ,,,
#IDENTITY:                   ,Be-Al-Sc-Zr-VIM-1400                      ,,,
#DECIMAL:                    ,POINT                                    ,,,
#SEPARATOR:                  ,COMMA                                    ,,,
#MTYPE:                      ,DSC                                      ,,,
#INSTRUMENT:                 ,NETZSCH STA 449F3                        ,,,
#PROJECT:                    ,ATF                                      ,,,
#DATE/TIME:                  ,2018/6/4 16:56:56 (UTC+8)                ,,,
#CORR. FILE:                 ,baseline-1500-10kmin 2018-5-22 .ngb-bs3,,,
#TEMPCAL:                    ,575_STA449F3_SIC_69_S_A20193_Tcal.ngb-ts3,,,
#SENSITIVITY:                ,575_STA449F3_SIC_69_S_A20193_Scal.ngb-es3,,,
#LABORATORY:                 ,ATF                                      ,,,
#OPERATOR:                   ,zy                                       ,,,
#REMARK:                     ,                                         ,,,
#SAMPLE:                     ,Be-Al-Sc-Zr-AM-1400                      ,,,
#SAMPLE MASS /mg:            ,36.4,,,
#MATERIAL:                   ,                                     ,,,
#REFERENCE:                  ,Al2O3                                    ,,,
#REFERENCE MASS /mg:         ,0,,,
#TYPE OF CRUCIBLE:           ,DSC/TG pan Al2O3                         ,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,
#PROTECTIVE GAS:             ,ARGON                                    ,,,
#FLOW RATE /(ml/min):        ,40,,,
#PURGE GAS 1:                ,<not defined>                            ,,,
#FLOW RATE 1:                ,                                         ,,,
#PURGE GAS 2:                ,ARGON                                    ,,,
#FLOW RATE 2 /(ml/min):      ,40,,,
#DSC RANGE /V:              ,5000,,,
#TG RANGE /mg:               ,35000,,,
#TAU-R:                      ,---                                      ,,,
#CORR. CODE:                 ,20,,,
#EXO:                        ,-1,,,
#RANGE:                      ,40/10.0(K/min)/1400C                  ,,,
#SEGMENT:                    ,S1/1                                     ,,,
#SEG. 1:                     ,40C/10.0(K/min)/1400C                  ,,,
,,,,
##Temp./C,Time/min,DSC/(mW/mg),Mass/%,Sensit./(uV/mW)
998.991,95.93288,0.14175,100.48799,0.43717
999.491,95.98262,0.14164,100.49015,0.43708
999.991,96.03239,0.14118,100.48733,0.43699
1000.491,96.08218,0.14054,100.47761,0.4369
1000.991,96.132,0.14001,100.47015,0.43681
1001.491,96.18186,0.13983,100.47776,0.43672
1001.991,96.2317,0.13975,100.48519,0.43663
1002.491,96.28151,0.13869,100.48531,0.43654
1002.991,96.33131,0.13786,100.48116,0.43645
1003.491,96.38107,0.13795,100.479,0.43636
1003.991,96.43089,0.13782,100.47879,0.43627
1004.491,96.48075,0.13715,100.47886,0.43618
1004.991,96.53064,0.13662,100.4744,0.43609
1005.491,96.58057,0.13607,100.47589,0.436
1005.991,96.63051,0.13591,100.47941,0.43591
1006.491,96.68045,0.13586,100.48106,0.43582
1006.991,96.73039,0.13526,100.48355,0.43573
1007.491,96.78032,0.13456,100.48985,0.43564
1007.991,96.83027,0.13397,100.48403,0.43554
1008.491,96.88019,0.1327,100.48215,0.43545
1008.991,96.93014,0.13264,100.48132,0.43536
1009.491,96.98017,0.13218,100.4874,0.43527
1009.991,97.03026,0.13038,100.50255,0.43518
1010.491,97.08039,0.12982,100.51241,0.43509
1010.991,97.13057,0.12962,100.51623,0.435
1011.491,97.1807,0.12877,100.51334,0.43491
1011.991,97.23078,0.12808,100.49902,0.43482
1012.491,97.28085,0.12795,100.49706,0.43472
1012.991,97.33088,0.12738,100.49633,0.43463
1013.491,97.38091,0.12709,100.48858,0.43454
1013.991,97.43095,0.1262,100.48439,0.43445
1014.491,97.48098,0.1259,100.49163,0.43436
1014.991,97.53101,0.12557,100.49594,0.43427
1015.491,97.58101,0.12483,100.49923,0.43418
1015.991,97.63101,0.12448,100.50081,0.43409
1016.491,97.68098,0.12402,100.49714,0.43399
1016.991,97.73093,0.12357,100.49321,0.4339
1017.491,97.7809,0.12346,100.49924,0.43381
1017.991,97.83087,0.12307,100.50582,0.43372
1018.491,97.88085,0.12248,100.50233,0.43363
1018.991,97.93085,0.12262,100.49193,0.43353
1019.491,97.98087,0.12202,100.48956,0.43344
1019.991,98.03087,0.12177,100.49981,0.43335
1020.491,98.08084,0.12154,100.50616,0.43326
1020.991,98.13074,0.12145,100.49469,0.43317
1021.491,98.18058,0.12118,100.49394,0.43308
1021.991,98.23041,0.12582,100.49261,0.43298
1022.491,98.28025,0.12505,100.50361,0.43289
1022.991,98.33015,0.12407,100.50604,0.4328
1023.491,98.38012,0.12434,100.49998,0.43271
1023.991,98.43013,0.12335,100.49891,0.43261
1024.491,98.48013,0.12299,100.50165,0.43252
1024.991,98.53012,0.12219,100.50302,0.43243
1025.491,98.58007,0.1212,100.50605,0.43234
1025.991,98.62998,0.12113,100.51044,0.43224
1026.491,98.67991,0.12072,100.51401,0.43215
1026.991,98.72989,0.12041,100.51401,0.43206
1027.491,98.77993,0.11971,100.51264,0.43197
1027.991,98.83001,0.11934,100.51264,0.43187
1028.491,98.88008,0.11888,100.51759,0.43178
1028.991,98.93009,0.11847,100.51566,0.43169
1029.491,98.98004,0.11811,100.51043,0.4316
1029.991,99.02997,0.1177,100.51236,0.4315
1030.491,99.07996,0.11782,100.51456,0.43141
1030.991,99.12999,0.11784,100.52088,0.43132
1031.491,99.18006,0.1168,100.53022,0.43122
1031.991,99.23013,0.11658,100.52774,0.43113
1032.491,99.28016,0.11617,100.52444,0.43104
1032.991,99.33018,0.11644,100.51699,0.43094
1033.491,99.38017,0.11627,100.50961,0.43085
1033.991,99.43016,0.11644,100.50851,0.43076
1034.491,99.48013,0.11651,100.51018,0.43066
1034.991,99.5301,0.11566,100.5165,0.43057
1035.491,99.58011,0.11627,100.52089,0.43048
1035.991,99.63016,0.11596,100.52279,0.43038
1036.491,99.68026,0.11574,100.51704,0.43029
1036.991,99.73037,0.11571,100.52759,0.43019
1037.491,99.78049,0.11598,100.53068,0.4301
1037.991,99.83058,0.11469,100.52223,0.43001
1038.491,99.88064,0.11501,100.52978,0.42991
1038.991,99.93072,0.11525,100.52656,0.42982
1039.491,99.98076,0.11478,100.52561,0.42972
1039.991,100.0308,0.11484,100.53386,0.42963
1040.491,100.08084,0.11495,100.53633,0.42954
1040.991,100.13083,0.11488,100.53777,0.42944
1041.491,100.18084,0.1154,100.54154,0.42935
1041.991,100.23087,0.11458,100.53665,0.42925
1042.491,100.28089,0.1147,100.53316,0.42916
1042.991,100.33095,0.11402,100.52965,0.42906
1043.491,100.38099,0.11432,100.52703,0.42897
1043.991,100.43103,0.11434,100.52636,0.42887
1044.491,100.48107,0.11411,100.54076,0.42878
1044.991,100.53109,0.11384,100.53343,0.42869
1045.491,100.58113,0.11444,100.53512,0.42859
1045.991,100.63121,0.11446,100.53462,0.4285
1046.491,100.6813,0.11387,100.52928,0.4284
1046.991,100.73141,0.1141,100.51675,0.42831
1047.491,100.78149,0.11365,100.52251,0.42821
1047.991,100.83155,0.11363,100.52847,0.42812
1048.491,100.8816,0.11374,100.52167,0.42802
1048.991,100.93164,0.11296,100.51855,0.42792
1049.491,100.98168,0.11348,100.52512,0.42783
1049.991,101.03173,0.11371,100.5303,0.42773
1050.491,101.08181,0.11318,100.53778,0.42764
1050.991,101.13187,0.11265,100.5327,0.42754
1051.491,101.18196,0.11284,100.53931,0.42745
1051.991,101.23204,0.11206,100.5489,0.42735
1052.491,101.28209,0.11183,100.54799,0.42725
1052.991,101.33214,0.11196,100.53599,0.42716
1053.491,101.3822,0.11145,100.52989,0.42706
1053.991,101.43224,0.11147,100.54078,0.42697
1054.491,101.48229,0.11143,100.53666,0.42687
1054.991,101.53235,0.11093,100.53224,0.42677
1055.491,101.5824,0.11105,100.53077,0.42668
1055.991,101.63246,0.11095,100.53762,0.42658
1056.491,101.68253,0.11112,100.53988,0.42649
1056.991,101.73261,0.11077,100.54767,0.42639
1057.491,101.78267,0.11089,100.55135,0.42629
1057.991,101.8327,0.11037,100.54774,0.4262
1058.491,101.88268,0.11061,100.54696,0.4261
1058.991,101.93259,0.11113,100.54381,0.426
1059.491,101.98245,0.11123,100.54895,0.42591
1059.991,102.0323,0.11155,100.56161,0.42581
1060.491,102.08215,0.11151,100.5633,0.42571
1060.991,102.13202,0.11165,100.55395,0.42561
1061.491,102.18192,0.11142,100.54366,0.42552
1061.991,102.2318,0.11098,100.54436,0.42542
1062.491,102.28167,0.11179,100.55655,0.42532
1062.991,102.33152,0.11174,100.55453,0.42522
1063.491,102.38135,0.1122,100.54981,0.42513
1063.991,102.43123,0.1122,100.55576,0.42503
1064.491,102.48113,0.11217,100.55378,0.42493
1064.991,102.53104,0.11213,100.55163,0.42483
1065.491,102.581,0.11275,100.5501,0.42474
1065.991,102.63095,0.11246,100.53843,0.42464
1066.491,102.68091,0.11232,100.54336,0.42454
1066.991,102.73093,0.1125,100.55068,0.42444
1067.491,102.781,0.11217,100.56059,0.42434
1067.991,102.83113,0.11255,100.55782,0.42425
1068.491,102.88131,0.11289,100.55413,0.42415
1068.991,102.9315,0.11329,100.55565,0.42405
1069.491,102.98164,0.11269,100.5607,0.42395
1069.991,103.03174,0.1136,100.56452,0.42385
1070.491,103.08177,0.11397,100.56238,0.42375
1070.991,103.13174,0.11172,100.55617,0.42365
1071.491,103.18172,0.11231,100.5516,0.42356
1071.991,103.23167,0.11225,100.5463,0.42346
1072.491,103.28166,0.1131,100.5466,0.42336
1072.991,103.33167,0.11405,100.5538,0.42326
1073.491,103.38168,0.1142,100.55688,0.42316
1073.991,103.43166,0.1147,100.55567,0.42306
1074.491,103.48159,0.1152,100.55703,0.42296
1074.991,103.53148,0.1154,100.55865,0.42286
1075.491,103.58134,0.11589,100.54829,0.42276
1075.991,103.63123,0.11633,100.54929,0.42266
1076.491,103.68114,0.11629,100.5669,0.42256
1076.991,103.73111,0.11743,100.57375,0.42246
1077.491,103.7811,0.11817,100.56943,0.42236
1077.991,103.83108,0.11934,100.56507,0.42226
1078.491,103.88106,0.1201,100.55362,0.42216
1078.991,103.93098,0.12128,100.55301,0.42206
1079.491,103.9809,0.1223,100.57194,0.42196
1079.991,104.03085,0.12291,100.56961,0.42186
1080.491,104.0808,0.12375,100.56119,0.42176
1080.991,104.13079,0.12448,100.55917,0.42166
1081.491,104.18078,0.1254,100.56575,0.42156
1081.991,104.23076,0.12652,100.56728,0.42146
1082.491,104.28076,0.12676,100.56207,0.42136
1082.991,104.33077,0.12814,100.56603,0.42126
1083.491,104.38082,0.12867,100.57038,0.42116
1083.991,104.43087,0.12941,100.57119,0.42106
1084.491,104.48089,0.13046,100.57195,0.42096
1084.991,104.53091,0.13127,100.56999,0.42086
1085.491,104.58091,0.13166,100.57402,0.42075
1085.991,104.63092,0.13203,100.57215,0.42065
1086.491,104.68093,0.13283,100.56694,0.42055
1086.991,104.73096,0.13341,100.56453,0.42045
1087.491,104.78099,0.13457,100.56345,0.42035
1087.991,104.83103,0.13543,100.56491,0.42025
1088.491,104.88111,0.13644,100.57075,0.42014
1088.991,104.93122,0.13716,100.56903,0.42004
1089.491,104.98133,0.13713,100.56569,0.41994
1089.991,105.03144,0.13791,100.5662,0.41984
1090.491,105.08153,0.13848,100.56509,0.41974
1090.991,105.13159,0.1393,100.56483,0.41963
1091.491,105.18163,0.14008,100.56517,0.41953
1091.991,105.23167,0.14067,100.56749,0.41943
1092.491,105.28173,0.14132,100.57246,0.41933
1092.991,105.33179,0.14232,100.58625,0.41922
1093.491,105.38184,0.14362,100.5876,0.41912
1093.991,105.43189,0.14403,100.58737,0.41902
1094.491,105.48192,0.14483,100.58682,0.41891
1094.991,105.53193,0.14607,100.57949,0.41881
1095.491,105.58195,0.14674,100.57747,0.41871
1095.991,105.63199,0.14835,100.58515,0.41861
1096.491,105.68203,0.14867,100.58882,0.4185
1096.991,105.73209,0.14942,100.58411,0.4184
1097.491,105.78214,0.14998,100.58211,0.41829
1097.991,105.83214,0.15068,100.58567,0.41819
1098.491,105.88212,0.15171,100.58906,0.41809
1098.991,105.93206,0.15234,100.59081,0.41798
1099.491,105.98198,0.1543,100.59556,0.41788
1099.991,106.03197,0.15472,100.59556,0.41778
1100.491,106.08199,0.15564,100.59337,0.41767
1100.991,106.13206,0.15645,100.60211,0.41757
1101.491,106.18217,0.15796,100.60795,0.41746
1101.991,106.23225,0.15914,100.60484,0.41736
1102.491,106.28227,0.16102,100.60543,0.41725
1102.991,106.33225,0.16203,100.61448,0.41715
1103.491,106.38219,0.16418,100.61041,0.41704
1103.991,106.43213,0.16588,100.60006,0.41694
1104.491,106.48211,0.1665,100.60644,0.41683
1104.991,106.53213,0.16785,100.60836,0.41673
1105.491,106.58215,0.16951,100.59823,0.41662
1105.991,106.63217,0.1711,100.59283,0.41652
1106.491,106.68221,0.17295,100.5995,0.41641
1106.991,106.73223,0.17442,100.59921,0.41631
1107.491,106.78225,0.176,100.59289,0.4162
1107.991,106.83228,0.17769,100.59187,0.4161
1108.491,106.88228,0.17924,100.60286,0.41599
1108.991,106.93228,0.18134,100.60789,0.41589
1109.491,106.98226,0.18203,100.60464,0.41578
1109.991,107.03224,0.18256,100.60705,0.41567
1110.491,107.08224,0.18456,100.5991,0.41557
1110.991,107.13221,0.1853,100.58973,0.41546
1111.491,107.18219,0.18678,100.59255,0.41535
1111.991,107.23213,0.18753,100.58858,0.41525
1112.491,107.28203,0.1893,100.5794,0.41514
1112.991,107.3319,0.19085,100.58406,0.41503
1113.491,107.38177,0.19215,100.58787,0.41493
1113.991,107.43163,0.19353,100.58726,0.41482
1114.491,107.48152,0.19518,100.59396,0.41471
1114.991,107.53142,0.19755,100.6092,0.41461
1115.491,107.58128,0.19888,100.62149,0.4145
1115.991,107.63114,0.20002,100.61761,0.41439
1116.491,107.68101,0.2022,100.61779,0.41429
1116.991,107.73085,0.20442,100.60917,0.41418
1117.491,107.78073,0.20613,100.61281,0.41407
1117.991,107.83059,0.20811,100.61297,0.41396
1118.491,107.88045,0.21007,100.61899,0.41385
1118.991,107.93032,0.21206,100.62088,0.41375
1119.491,107.9802,0.21446,100.61591,0.41364
1119.991,108.0301,0.21739,100.61428,0.41353
1120.491,108.08002,0.21958,100.61621,0.41342
1120.991,108.12993,0.22186,100.61924,0.41331
1121.491,108.17987,0.22435,100.61567,0.4132
1121.991,108.2298,0.227,100.61397,0.4131
1122.491,108.27976,0.22998,100.62033,0.41299
1122.991,108.32975,0.23295,100.61839,0.41288
1123.491,108.37976,0.23576,100.62604,0.41277
1123.991,108.42975,0.23912,100.63486,0.41266
1124.491,108.47976,0.24253,100.63574,0.41255
1124.991,108.52979,0.24595,100.63216,0.41244
1125.491,108.57985,0.24978,100.62393,0.41233
1125.991,108.62998,0.25321,100.62527,0.41222
1126.491,108.68013,0.25731,100.6327,0.41211
1126.991,108.73024,0.26065,100.63296,0.412
1127.491,108.78035,0.26495,100.62213,0.41189
1127.991,108.83043,0.26961,100.61237,0.41178
1128.491,108.8805,0.27359,100.61378,0.41167
1128.991,108.93063,0.27781,100.61873,0.41156
1129.491,108.98076,0.28244,100.61893,0.41145
1129.991,109.03087,0.28661,100.61699,0.41134
1130.491,109.08097,0.29201,100.61715,0.41123
1130.991,109.13102,0.29631,100.61456,0.41112
1131.491,109.18104,0.30211,100.60862,0.41101
1131.991,109.23108,0.30774,100.61883,0.4109
1132.491,109.28114,0.31337,100.63256,0.41079
1132.991,109.33118,0.31919,100.63771,0.41068
1133.491,109.38122,0.32562,100.64072,0.41057
1133.991,109.43124,0.33199,100.64023,0.41046
1134.491,109.48121,0.33879,100.64045,0.41034
1134.991,109.5312,0.34597,100.64444,0.41023
1135.491,109.58118,0.35428,100.6568,0.41012
1135.991,109.63116,0.36249,100.65788,0.41001
1136.491,109.68117,0.37039,100.64887,0.4099
1136.991,109.73117,0.37888,100.64252,0.40979
1137.491,109.78115,0.38836,100.64407,0.40967
1137.991,109.83107,0.39639,100.6418,0.40956
1138.491,109.88096,0.4057,100.63625,0.40945
1138.991,109.93083,0.4161,100.6385,0.40934
1139.491,109.98071,0.42644,100.64375,0.40922
1139.991,110.03066,0.43683,100.64302,0.40911
1140.491,110.08062,0.44767,100.63759,0.409
1140.991,110.1306,0.45911,100.63968,0.40889
1141.491,110.18056,0.47063,100.64845,0.40877
1141.991,110.23051,0.48256,100.66217,0.40866
1142.491,110.28045,0.49483,100.65813,0.40855
1142.991,110.33044,0.50806,100.65509,0.40843
1143.491,110.38045,0.52089,100.66753,0.40832
1143.991,110.43052,0.53503,100.65286,0.40821
1144.491,110.48059,0.54978,100.64531,0.40809
1144.991,110.53065,0.56467,100.6425,0.40798
1145.491,110.58072,0.58001,100.6426,0.40786
1145.991,110.63077,0.59603,100.64423,0.40775
1146.491,110.68083,0.61278,100.64877,0.40764
1146.991,110.73093,0.6305,100.65923,0.40752
1147.491,110.78105,0.64839,100.66762,0.40741
1147.991,110.83115,0.6681,100.666,0.40729
1148.491,110.88126,0.68712,100.6691,0.40718
1148.991,110.93133,0.7072,100.67114,0.40706
1149.491,110.98138,0.72758,100.66406,0.40695
1149.991,111.03143,0.74909,100.66085,0.40683
1150.491,111.08148,0.77066,100.66339,0.40672
1150.991,111.13153,0.7944,100.65184,0.4066
1151.491,111.18156,0.81715,100.65972,0.40649
1151.991,111.23157,0.84176,100.66776,0.40637
1152.491,111.28157,0.86633,100.6662,0.40626
1152.991,111.33159,0.89193,100.67025,0.40614
1153.491,111.38165,0.91767,100.67969,0.40603
1153.991,111.43174,0.94535,100.67448,0.40591
1154.491,111.48185,0.97269,100.6724,0.40579
1154.991,111.53192,1.00146,100.67432,0.40568
1155.491,111.58195,1.03041,100.67158,0.40556
1155.991,111.63195,1.0599,100.66485,0.40544
1156.491,111.68191,1.09075,100.66165,0.40533
1156.991,111.73183,1.1207,100.66584,0.40521
1157.491,111.78173,1.15224,100.67558,0.40509
1157.991,111.83163,1.18441,100.68007,0.40498
1158.491,111.88155,1.21719,100.67488,0.40486
1158.991,111.93154,1.25117,100.67781,0.40474
1159.491,111.98158,1.28542,100.67446,0.40463
1159.991,112.03165,1.3189,100.67675,0.40451
1160.491,112.08171,1.35375,100.67965,0.40439
1160.991,112.13174,1.38809,100.68783,0.40427
1161.491,112.18173,1.42295,100.68162,0.40416
1161.991,112.23174,1.45796,100.67309,0.40404
1162.491,112.28178,1.49261,100.67106,0.40392
1162.991,112.33186,1.52723,100.67598,0.4038
1163.491,112.38196,1.56202,100.68227,0.40368
1163.991,112.43205,1.59662,100.68604,0.40356
1164.491,112.48213,1.63081,100.67545,0.40345
1164.991,112.53218,1.6646,100.66792,0.40333
1165.491,112.58225,1.69864,100.67046,0.40321
1165.991,112.63233,1.73243,100.67958,0.40309
1166.491,112.68244,1.76552,100.68411,0.40297
1166.991,112.7326,1.79911,100.67698,0.40285
1167.491,112.78277,1.83073,100.67027,0.40273
1167.991,112.83294,1.86231,100.67689,0.40261
1168.491,112.88311,1.89331,100.68201,0.40249
1168.991,112.93324,1.92302,100.67913,0.40237
1169.491,112.98338,1.95242,100.67988,0.40225
1169.991,113.03348,1.98134,100.67085,0.40213
1170.491,113.08358,2.00863,100.66829,0.40201
1170.991,113.13367,2.03427,100.66975,0.40189
1171.491,113.1837,2.05995,100.66779,0.40177
1171.991,113.2337,2.08441,100.67801,0.40165
1172.491,113.28363,2.10759,100.68555,0.40153
1172.991,113.33354,2.12966,100.67866,0.40141
1173.491,113.38346,2.15087,100.68506,0.40129
1173.991,113.43336,2.17037,100.68225,0.40117
1174.491,113.48325,2.18989,100.68729,0.40105
1174.991,113.53312,2.20734,100.69275,0.40093
1175.491,113.58295,2.22454,100.69323,0.40081
1175.991,113.63278,2.23988,100.68743,0.40069
1176.491,113.68257,2.25446,100.70243,0.40056
1176.991,113.73233,2.26713,100.71263,0.40044
1177.491,113.78207,2.27855,100.71746,0.40032
1177.991,113.83179,2.28862,100.72487,0.4002
1178.491,113.88148,2.2988,100.72475,0.40008
1178.991,113.93117,2.30567,100.71945,0.39996
1179.491,113.98088,2.31167,100.71734,0.39983
1179.991,114.03055,2.31515,100.71251,0.39971
1180.491,114.0802,2.31719,100.70688,0.39959
1180.991,114.12984,2.31635,100.70688,0.39947
1181.491,114.17941,2.31178,100.70157,0.39934
1181.991,114.22897,2.30164,100.68576,0.39922
1182.491,114.2785,2.28616,100.69035,0.3991
1182.991,114.32801,2.25925,100.70368,0.39897
1183.491,114.37747,2.21429,100.71756,0.39885
1183.991,114.42684,2.14446,100.71705,0.39873
1184.491,114.47612,2.05048,100.70886,0.3986
1184.991,114.52528,1.93556,100.70947,0.39848
1185.491,114.57434,1.80687,100.70777,0.39836
1185.991,114.62334,1.66908,100.70089,0.39823
1186.491,114.67227,1.52596,100.70745,0.39811
1186.991,114.72117,1.37931,100.71479,0.39798
1187.491,114.77005,1.23306,100.71676,0.39786
1187.991,114.81897,1.08958,100.71652,0.39774
1188.491,114.86791,0.9511,100.71518,0.39761
1188.991,114.91694,0.81979,100.71454,0.39749
1189.491,114.96609,0.69802,100.71084,0.39736
1189.991,115.01539,0.58592,100.70153,0.39724
1190.491,115.06487,0.4842,100.69213,0.39711
1190.991,115.11455,0.39058,100.70128,0.39699
1191.491,115.16442,0.30779,100.70278,0.39686
1191.991,115.21442,0.23451,100.70241,0.39674
1192.491,115.26453,0.17229,100.70348,0.39661
1192.991,115.31474,0.11892,100.70345,0.39648
1193.491,115.36504,7.35E-02,100.70957,0.39636
1193.991,115.41544,3.63E-02,100.7228,0.39623
1194.491,115.46598,5.92E-03,100.72414,0.39611
1194.991,115.5166,-1.94E-02,100.7296,0.39598
1195.491,115.56728,-4.01E-02,100.72159,0.39585
1195.991,115.61799,-5.76E-02,100.72079,0.39573
1196.491,115.66866,-7.17E-02,100.72594,0.3956
1196.991,115.71929,-8.22E-02,100.72882,0.39547
1197.491,115.76988,-9.16E-02,100.73597,0.39535
1197.991,115.82042,-9.99E-02,100.74458,0.39522
1198.491,115.87095,-0.10602,100.74532,0.39509
1198.991,115.92142,-0.11226,100.74345,0.39497
1199.491,115.97182,-0.11682,100.74436,0.39484
1199.991,116.02219,-0.12145,100.73885,0.39471
1200.491,116.07253,-0.12551,100.74196,0.39458
1200.991,116.12284,-0.12895,100.74691,0.39446
1201.491,116.17318,-0.13241,100.75346,0.39433
1201.991,116.22347,-0.13541,100.76433,0.3942
1202.491,116.2737,-0.138,100.7621,0.39407
1202.991,116.32387,-0.13987,100.7551,0.39394
1203.491,116.37397,-0.14194,100.75243,0.39381
1203.991,116.42406,-0.14432,100.75115,0.39369
1204.491,116.47414,-0.14711,100.75077,0.39356
1204.991,116.5242,-0.14847,100.74492,0.39343
1205.491,116.57425,-0.15055,100.74055,0.3933
1205.991,116.62424,-0.1528,100.73456,0.39317
1206.491,116.67418,-0.15454,100.73068,0.39304
1206.991,116.72409,-0.15623,100.73524,0.39291
1207.491,116.774,-0.1576,100.7348,0.39278
1207.991,116.82393,-0.15972,100.73537,0.39265
1208.491,116.87389,-0.16137,100.73219,0.39252
1208.991,116.92385,-0.16382,100.7316,0.39239
1209.491,116.97377,-0.16586,100.73159,0.39226
1209.991,117.02368,-0.16752,100.73921,0.39213
1210.491,117.07358,-0.16976,100.76111,0.392
1210.991,117.12353,-0.17182,100.78181,0.39187
1211.491,117.17354,-0.1733,100.77551,0.39174
1211.991,117.22358,-0.17478,100.77113,0.39161
1212.491,117.27366,-0.17601,100.766,0.39148
1212.991,117.32374,-0.17792,100.76008,0.39135
1213.491,117.37383,-0.17953,100.75448,0.39122
1213.991,117.4239,-0.18135,100.7534,0.39109
1214.491,117.47397,-0.18275,100.75275,0.39096
1214.991,117.524,-0.18399,100.74067,0.39083
1215.491,117.57398,-0.18614,100.73571,0.39069
1215.991,117.62396,-0.18771,100.74927,0.39056
1216.491,117.67395,-0.18976,100.75931,0.39043
1216.991,117.72397,-0.19104,100.75835,0.3903
1217.491,117.77406,-0.19224,100.76571,0.39017
1217.991,117.8242,-0.19435,100.76723,0.39003
1218.491,117.87432,-0.19604,100.75986,0.3899
1218.991,117.92439,-0.19817,100.76844,0.38977
1219.491,117.97438,-0.1993,100.77177,0.38964
1219.991,118.02431,-0.20137,100.76788,0.3895
1220.491,118.0742,-0.20323,100.77424,0.38937
1220.991,118.12408,-0.20503,100.77308,0.38924
1221.491,118.17397,-0.20694,100.76864,0.38911
1221.991,118.22385,-0.20894,100.77189,0.38897
1222.491,118.27373,-0.20931,100.77294,0.38884
1222.991,118.32362,-0.21167,100.77251,0.3887
1223.491,118.37353,-0.2127,100.77336,0.38857
1223.991,118.42351,-0.21495,100.78818,0.38844
1224.491,118.47349,-0.21736,100.78174,0.3883
1224.991,118.5235,-0.21863,100.77874,0.38817
1225.491,118.57349,-0.22051,100.76973,0.38804
1225.991,118.62347,-0.22232,100.77983,0.3879
1226.491,118.67348,-0.22371,100.77228,0.38777
1226.991,118.7235,-0.22542,100.75805,0.38763
1227.491,118.77356,-0.22767,100.74994,0.3875
1227.991,118.82363,-0.22912,100.75924,0.38736
1228.491,118.8737,-0.23089,100.76376,0.38723
1228.991,118.92375,-0.23269,100.76647,0.38709
1229.491,118.97379,-0.23429,100.77534,0.38696
1229.991,119.02388,-0.23581,100.78513,0.38682
1230.491,119.07398,-0.23803,100.77549,0.38669
1230.991,119.12407,-0.23938,100.77721,0.38655
1231.491,119.17416,-0.24101,100.78243,0.38641
1231.991,119.22418,-0.23792,100.78519,0.38628
1232.491,119.2742,-0.24083,100.78692,0.38614
1232.991,119.32425,-0.24364,100.78851,0.38601
1233.491,119.37429,-0.24682,100.79025,0.38587
1233.991,119.42434,-0.24809,100.79231,0.38573
1234.491,119.47438,-0.25031,100.78303,0.3856
1234.991,119.5244,-0.25241,100.78551,0.38546
1235.491,119.5744,-0.25434,100.79155,0.38532
1235.991,119.6244,-0.25599,100.78654,0.38519
1236.491,119.67439,-0.25761,100.78455,0.38505
1236.991,119.72437,-0.26023,100.77187,0.38491
1237.491,119.77435,-0.26196,100.76537,0.38478
1237.991,119.82426,-0.26414,100.77749,0.38464
1238.491,119.87416,-0.26552,100.77459,0.3845
1238.991,119.924,-0.26737,100.7791,0.38436
1239.491,119.97377,-0.26907,100.77634,0.38422
1239.991,120.02354,-0.27062,100.76522,0.38409
1240.491,120.07331,-0.27228,100.76408,0.38395
1240.991,120.12313,-0.27322,100.7754,0.38381
1241.491,120.17304,-0.27549,100.77069,0.38367
1241.991,120.223,-0.27761,100.77242,0.38353
1242.491,120.27296,-0.279,100.77823,0.38339
1242.991,120.32291,-0.28007,100.79403,0.38326
1243.491,120.37281,-0.28245,100.80634,0.38312
1243.991,120.42268,-0.28475,100.80456,0.38298
1244.491,120.47255,-0.28558,100.79757,0.38284
1244.991,120.52242,-0.28827,100.79126,0.3827
1245.491,120.5723,-0.29074,100.79138,0.38256
1245.991,120.62218,-0.29217,100.79548,0.38242
1246.491,120.67206,-0.29404,100.80287,0.38228
1246.991,120.72196,-0.29467,100.80459,0.38214
1247.491,120.77186,-0.29664,100.80893,0.382
1247.991,120.8218,-0.29829,100.80151,0.38186
1248.491,120.87176,-0.29974,100.80636,0.38172
1248.991,120.92177,-0.30187,100.81228,0.38158
1249.491,120.97185,-0.30344,100.81428,0.38144
1249.991,121.02196,-0.30559,100.81539,0.3813
1250.491,121.07208,-0.30697,100.80481,0.38116
1250.991,121.12219,-0.30809,100.80654,0.38102
1251.491,121.17224,-0.31,100.80367,0.38088
1251.991,121.22227,-0.31186,100.79054,0.38073
1252.491,121.27231,-0.31305,100.7838,0.38059
1252.991,121.32232,-0.31582,100.79731,0.38045
1253.491,121.37236,-0.31611,100.79823,0.38031
