#EXPORTTYPE:                 ,DATA ALL                                 ,,,
#FILE:                       ,Be-Al-Sc-Zr-VIM-1400.ngb-ds3              ,,,
#FORMAT:                     ,NETZSCH5                                 ,,,
#FTYPE:                      ,ANSI                                     ,,,
#IDENTITY:                   ,Be-Al-Sc-Zr-VIM-1400                      ,,,
#DECIMAL:                    ,POINT                                    ,,,
#SEPARATOR:                  ,COMMA                                    ,,,
#MTYPE:                      ,DSC                                      ,,,
#INSTRUMENT:                 ,NETZSCH STA 449F3                        ,,,
#PROJECT:                    ,ATF                                      ,,,
#DATE/TIME:                  ,2018/6/4 16:56:56 (UTC+8)                ,,,
#CORR. FILE:                 ,baseline-1500-10kmin 2018-5-22 .ngb-bs3,,,
#TEMPCAL:                    ,575_STA449F3_SIC_69_S_A20193_Tcal.ngb-ts3,,,
#SENSITIVITY:                ,575_STA449F3_SIC_69_S_A20193_Scal.ngb-es3,,,
#LABORATORY:                 ,ATF                                      ,,,
#OPERATOR:                   ,zy                                       ,,,
#REMARK:                     ,                                         ,,,
#SAMPLE:                     ,Be-Al-Sc-Zr-AM-1400                      ,,,
#SAMPLE MASS /mg:            ,36.4,,,
#MATERIAL:                   ,                                     ,,,
#REFERENCE:                  ,Al2O3                                    ,,,
#REFERENCE MASS /mg:         ,0,,,
#TYPE OF CRUCIBLE:           ,DSC/TG pan Al2O3                         ,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,
#PROTECTIVE GAS:             ,ARGON                                    ,,,
#FLOW RATE /(ml/min):        ,40,,,
#PURGE GAS 1:                ,<not defined>                            ,,,
#FLOW RATE 1:                ,                                         ,,,
#PURGE GAS 2:                ,ARGON                                    ,,,
#FLOW RATE 2 /(ml/min):      ,40,,,
#DSC RANGE /V:              ,5000,,,
#TG RANGE /mg:               ,35000,,,
#TAU-R:                      ,---                                      ,,,
#CORR. CODE:                 ,20,,,
#EXO:                        ,-1,,,
#RANGE:                      ,40/10.0(K/min)/1400C                  ,,,
#SEGMENT:                    ,S1/1                                     ,,,
#SEG. 1:                     ,40C/10.0(K/min)/1400C                  ,,,
,,,,
##Temp./C,Time/min,DSC/(mW/mg),Mass/%,Sensit./(uV/mW)
39.991,0,5.71E-05,100,1.10038
40.491,0.55536,1.48E-02,99.99911,1.09972
40.991,0.72766,3.00E-02,99.9941,1.09905
41.491,0.86354,4.40E-02,100.00489,1.09838
41.991,0.98098,5.75E-02,100.01566,1.09772
42.491,1.08635,7.03E-02,100.01332,1.09705
42.991,1.18241,8.29E-02,100.00984,1.09638
43.491,1.27143,9.48E-02,100.0051,1.09572
43.991,1.35512,0.10627,100.00813,1.09505
44.491,1.43466,0.11751,100.01489,1.09438
44.991,1.51065,0.12878,100.00557,1.09372
45.491,1.58358,0.13933,100.00959,1.09305
45.991,1.65383,0.14978,100.01894,1.09238
46.491,1.72181,0.1599,100.0145,1.09172
46.991,1.78772,0.16997,100.00124,1.09105
47.491,1.85179,0.17968,100.01522,1.09038
47.991,1.91417,0.189,100.01102,1.08972
48.491,1.97504,0.19822,100.00174,1.08905
48.991,2.03458,0.20707,100.00052,1.08838
49.491,2.09297,0.21585,100.0089,1.08772
49.991,2.15024,0.22446,100.00354,1.08705
50.491,2.20646,0.23301,100.01048,1.08638
50.991,2.26174,0.24132,100.01058,1.08572
51.491,2.31597,0.2494,100.01617,1.08505
51.991,2.36936,0.25735,100.02192,1.08438
52.491,2.42193,0.26521,100.02514,1.08372
52.991,2.47372,0.2728,100.02971,1.08305
53.491,2.52487,0.28015,100.02627,1.08238
53.991,2.57538,0.28748,100.02676,1.08172
54.491,2.62536,0.29454,100.03063,1.08105
54.991,2.67491,0.30162,100.01762,1.08038
55.491,2.724,0.30861,100.02498,1.07972
55.991,2.77269,0.31555,100.02782,1.07905
56.491,2.82092,0.32233,100.02889,1.07838
56.991,2.86869,0.32889,100.02484,1.07772
57.491,2.91601,0.33495,100.0249,1.07705
57.991,2.9629,0.34117,100.01987,1.07638
58.491,3.00942,0.34742,100.01724,1.07572
58.991,3.05562,0.35338,100.01621,1.07505
59.491,3.10153,0.35967,100.02221,1.07438
59.991,3.14712,0.36533,100.0244,1.07372
60.491,3.19244,0.37104,100.02137,1.07305
60.991,3.23744,0.37669,100.02073,1.07239
61.491,3.28213,0.38194,100.02041,1.07172
61.991,3.32653,0.38741,100.02638,1.07105
62.491,3.37067,0.39289,100.02057,1.07039
62.991,3.41457,0.39811,100.01653,1.06972
63.491,3.45831,0.40308,100.02328,1.06906
63.991,3.50194,0.40812,100.02795,1.06839
64.491,3.54544,0.41324,100.03484,1.06772
64.991,3.58883,0.41806,100.04419,1.06706
65.491,3.6321,0.42279,100.04534,1.06639
65.991,3.67521,0.42744,100.04542,1.06573
66.491,3.71808,0.43194,100.04224,1.06506
66.991,3.76081,0.4364,100.0478,1.06439
67.491,3.80337,0.44091,100.04724,1.06373
67.991,3.84577,0.44521,100.0442,1.06306
68.491,3.88805,0.44932,100.04498,1.0624
68.991,3.93026,0.4534,100.04452,1.06173
69.491,3.97238,0.45763,100.04664,1.06107
69.991,4.01442,0.46175,100.04903,1.0604
70.491,4.05641,0.4655,100.0503,1.05974
70.991,4.09834,0.46941,100.04299,1.05907
71.491,4.14017,0.47282,100.03627,1.0584
71.991,4.18195,0.47676,100.03556,1.05774
72.491,4.22368,0.48045,100.03213,1.05707
72.991,4.26533,0.48389,100.03269,1.05641
73.491,4.30691,0.4874,100.03503,1.05574
73.991,4.34846,0.49083,100.03675,1.05508
74.491,4.38996,0.49413,100.03654,1.05441
74.991,4.43139,0.49754,100.03635,1.05375
75.491,4.47275,0.5008,100.03851,1.05308
75.991,4.51405,0.50395,100.04282,1.05242
76.491,4.55531,0.50705,100.04585,1.05176
76.991,4.59649,0.50993,100.04546,1.05109
77.491,4.63764,0.51305,100.04488,1.05043
77.991,4.67877,0.51598,100.04452,1.04976
78.491,4.71986,0.51881,100.04423,1.0491
78.991,4.76088,0.52152,100.04423,1.04843
79.491,4.80189,0.52438,100.04466,1.04777
79.991,4.84287,0.52705,100.0491,1.04711
80.491,4.88381,0.52963,100.05057,1.04644
80.991,4.92471,0.53221,100.05024,1.04578
81.491,4.9656,0.53451,100.05054,1.04511
81.991,5.00643,0.53696,100.05165,1.04445
82.491,5.04724,0.53922,100.05108,1.04379
82.991,5.08805,0.54168,100.05005,1.04312
83.491,5.12884,0.54389,100.04999,1.04246
83.991,5.16962,0.54637,100.04973,1.0418
84.491,5.21043,0.54855,100.05114,1.04113
84.991,5.25123,0.55077,100.05758,1.04047
85.491,5.29204,0.55286,100.06075,1.03981
85.991,5.33286,0.55493,100.06101,1.03914
86.491,5.3737,0.55717,100.06178,1.03848
86.991,5.41453,0.55899,100.05988,1.03782
87.491,5.45535,0.56077,100.05834,1.03715
87.991,5.49616,0.56274,100.05708,1.03649
88.491,5.53695,0.56438,100.05586,1.03583
88.991,5.57773,0.56611,100.055,1.03517
89.491,5.61851,0.56768,100.05417,1.0345
89.991,5.65932,0.56933,100.05351,1.03384
90.491,5.70014,0.57091,100.05439,1.03318
90.991,5.74095,0.57255,100.05154,1.03252
91.491,5.7818,0.57402,100.04739,1.03186
91.991,5.82267,0.57522,100.04499,1.03119
92.491,5.86355,0.57711,100.0442,1.03053
92.991,5.9045,0.57816,100.04423,1.02987
93.491,5.94547,0.57941,100.04423,1.02921
93.991,5.98647,0.58078,100.04423,1.02855
94.491,6.02749,0.58196,100.04482,1.02789
94.991,6.06858,0.58316,100.04774,1.02722
95.491,6.10967,0.58414,100.04888,1.02656
95.991,6.15083,0.58534,100.05374,1.0259
96.491,6.19203,0.58652,100.06029,1.02524
96.991,6.23324,0.5875,100.05831,1.02458
97.491,6.27446,0.58857,100.05986,1.02392
97.991,6.31573,0.58912,100.06244,1.02326
98.491,6.35698,0.59032,100.06391,1.0226
98.991,6.39833,0.59124,100.06711,1.02194
99.491,6.43978,0.59209,100.0706,1.02128
99.991,6.4813,0.59279,100.06915,1.02062
100.491,6.52291,0.59337,100.06721,1.01996
100.991,6.56462,0.59433,100.06636,1.0193
101.491,6.60637,0.59489,100.06622,1.01864
101.991,6.64816,0.59546,100.06819,1.01798
102.491,6.69001,0.59588,100.07253,1.01732
102.991,6.73194,0.59647,100.07133,1.01666
103.491,6.77395,0.59688,100.07006,1.016
103.991,6.81603,0.59752,100.06973,1.01534
104.491,6.85821,0.59799,100.06731,1.01469
104.991,6.90049,0.59854,100.06981,1.01403
105.491,6.94285,0.59884,100.07141,1.01337
105.991,6.98529,0.59928,100.07585,1.01271
106.491,7.02785,0.59955,100.0734,1.01205
106.991,7.07049,0.59984,100.06901,1.01139
107.491,7.1132,0.60006,100.07759,1.01074
107.991,7.15601,0.60062,100.07542,1.01008
108.491,7.19887,0.6007,100.07259,1.00942
108.991,7.24177,0.60071,100.07281,1.00876
109.491,7.28476,0.60112,100.07351,1.0081
109.991,7.32785,0.60113,100.06923,1.00745
110.491,7.37106,0.60131,100.06675,1.00679
110.991,7.41441,0.60139,100.06706,1.00613
111.491,7.45791,0.60118,100.06683,1.00548
111.991,7.50151,0.60131,100.06616,1.00482
112.491,7.54521,0.60137,100.06508,1.00416
112.991,7.58894,0.6012,100.06484,1.00351
113.491,7.63272,0.6013,100.06474,1.00285
113.991,7.67656,0.60146,100.06634,1.00219
114.491,7.7205,0.60104,100.06901,1.00154
114.991,7.76449,0.60105,100.07074,1.00088
115.491,7.80858,0.60085,100.06349,1.00023
115.991,7.85274,0.60071,100.05803,0.99957
116.491,7.89696,0.60032,100.06131,0.99892
116.991,7.94121,0.60039,100.06319,0.99826
117.491,7.98559,0.60029,100.06304,0.99761
117.991,8.03008,0.60024,100.06346,0.99695
118.491,8.07469,0.59989,100.06465,0.9963
118.991,8.11946,0.59933,100.06696,0.99564
119.491,8.16438,0.59937,100.0695,0.99499
119.991,8.2094,0.59901,100.06383,0.99433
120.491,8.25448,0.59902,100.05634,0.99368
120.991,8.29957,0.59831,100.0517,0.99303
121.491,8.34469,0.5982,100.05082,0.99237
121.991,8.38983,0.5977,100.05192,0.99172
122.491,8.435,0.59731,100.05319,0.99107
122.991,8.48025,0.59719,100.0544,0.99041
123.491,8.52558,0.59677,100.05455,0.98976
123.991,8.57102,0.5965,100.05381,0.98911
124.491,8.61654,0.596,100.05483,0.98845
124.991,8.66214,0.59557,100.0592,0.9878
125.491,8.70782,0.59532,100.0609,0.98715
125.991,8.75356,0.59488,100.06271,0.9865
126.491,8.79931,0.59426,100.06453,0.98585
126.991,8.84514,0.59402,100.06873,0.98519
127.491,8.89099,0.59368,100.07229,0.98454
127.991,8.93693,0.59308,100.07296,0.98389
128.491,8.983,0.59254,100.07059,0.98324
128.991,9.02917,0.59195,100.06835,0.98259
129.491,9.07543,0.59157,100.07347,0.98194
129.991,9.12175,0.59115,100.07539,0.98129
130.491,9.16809,0.59063,100.07797,0.98064
130.991,9.21442,0.59013,100.07851,0.97999
131.491,9.2608,0.58975,100.07433,0.97934
131.991,9.30726,0.58885,100.06715,0.97869
132.491,9.35385,0.58841,100.06943,0.97804
132.991,9.40055,0.58816,100.07173,0.97739
133.491,9.44735,0.58764,100.07401,0.97674
133.991,9.49421,0.58692,100.07419,0.97609
134.491,9.5411,0.58632,100.07193,0.97544
134.991,9.58804,0.58605,100.07035,0.97479
135.491,9.63499,0.58563,100.07046,0.97414
135.991,9.68203,0.58516,100.06794,0.9735
136.491,9.72914,0.5845,100.06537,0.97285
136.991,9.77628,0.58392,100.06753,0.9722
137.491,9.82347,0.58338,100.06587,0.97155
137.991,9.8707,0.58297,100.0609,0.97091
138.491,9.91792,0.58251,100.05775,0.97026
138.991,9.96525,0.58196,100.05628,0.96961
139.491,10.01267,0.58161,100.0531,0.96896
139.991,10.06015,0.58114,100.05027,0.96832
140.491,10.1077,0.58074,100.0543,0.96767
140.991,10.15528,0.58037,100.06532,0.96703
141.491,10.20287,0.57955,100.068,0.96638
141.991,10.25046,0.57898,100.072,0.96573
142.491,10.29809,0.57855,100.07371,0.96509
142.991,10.34575,0.57802,100.06957,0.96444
143.491,10.39349,0.57746,100.06874,0.9638
143.991,10.44132,0.57709,100.07289,0.96315
144.491,10.48924,0.57665,100.07417,0.96251
144.991,10.53724,0.57625,100.07445,0.96186
145.491,10.58529,0.57582,100.075,0.96122
145.991,10.63337,0.57528,100.07698,0.96058
146.491,10.68146,0.5748,100.07936,0.95993
146.991,10.72961,0.57445,100.07447,0.95929
147.491,10.77782,0.57414,100.07361,0.95865
147.991,10.82606,0.57335,100.07419,0.958
148.491,10.87439,0.57306,100.07698,0.95736
148.991,10.92272,0.57276,100.07491,0.95672
149.491,10.97107,0.5723,100.07922,0.95607
149.991,11.01942,0.57181,100.07894,0.95543
150.491,11.06781,0.57136,100.07126,0.95479
150.991,11.11627,0.57095,100.07506,0.95415
151.491,11.1648,0.57047,100.07553,0.95351
151.991,11.21342,0.57049,100.07343,0.95287
152.491,11.26212,0.56991,100.07687,0.95222
152.991,11.31086,0.5693,100.06993,0.95158
153.491,11.35966,0.56896,100.06514,0.95094
153.991,11.4085,0.5688,100.06083,0.9503
154.491,11.45741,0.56843,100.06131,0.94966
154.991,11.50641,0.56811,100.06691,0.94902
155.491,11.55543,0.5677,100.07257,0.94838
155.991,11.60446,0.56726,100.06927,0.94774
156.491,11.65348,0.56687,100.06536,0.94711
156.991,11.70246,0.56658,100.06621,0.94647
157.491,11.75147,0.56625,100.07045,0.94583
157.991,11.8005,0.56613,100.07807,0.94519
158.491,11.84965,0.56564,100.07506,0.94455
158.991,11.89888,0.56553,100.06884,0.94391
159.491,11.94815,0.56509,100.06537,0.94328
159.991,11.99748,0.56476,100.06564,0.94264
160.491,12.04677,0.56487,100.06806,0.942
160.991,12.09607,0.56449,100.07149,0.94136
161.491,12.14538,0.56424,100.07827,0.94073
161.991,12.19472,0.56404,100.08433,0.94009
162.491,12.2441,0.56399,100.08542,0.93946
162.991,12.29354,0.56378,100.08544,0.93882
163.491,12.34302,0.56333,100.08544,0.93818
163.991,12.39254,0.56299,100.08484,0.93755
164.491,12.4421,0.56294,100.08461,0.93691
164.991,12.49167,0.56269,100.08489,0.93628
165.491,12.54126,0.56255,100.0852,0.93564
165.991,12.5909,0.56225,100.08432,0.93501
166.491,12.64054,0.56197,100.08351,0.93438
166.991,12.69025,0.56185,100.08324,0.93374
167.491,12.74003,0.5617,100.08297,0.93311
167.991,12.7899,0.56134,100.08133,0.93248
168.491,12.83983,0.56136,100.07885,0.93184
168.991,12.88981,0.56111,100.08131,0.93121
169.491,12.9398,0.56102,100.08078,0.93058
169.991,12.98975,0.56093,100.07831,0.92995
170.491,13.03967,0.56077,100.07721,0.92931
170.991,13.08955,0.56054,100.08074,0.92868
171.491,13.1394,0.56044,100.08617,0.92805
171.991,13.18929,0.56048,100.09281,0.92742
172.491,13.23921,0.5606,100.09478,0.92679
172.991,13.28921,0.56007,100.09403,0.92616
173.491,13.33929,0.56008,100.09095,0.92553
173.991,13.38946,0.56005,100.08797,0.9249
174.491,13.43966,0.55991,100.08436,0.92427
174.991,13.4898,0.56012,100.08024,0.92364
175.491,13.53989,0.55964,100.07556,0.92301
175.991,13.58987,0.55982,100.07445,0.92238
176.491,13.63979,0.5595,100.07718,0.92175
176.991,13.68974,0.5594,100.07911,0.92112
177.491,13.73977,0.55933,100.07994,0.9205
177.991,13.78983,0.55934,100.07885,0.91987
178.491,13.83995,0.55936,100.0772,0.91924
178.991,13.8901,0.55933,100.0761,0.91861
179.491,13.94021,0.55935,100.07527,0.91799
179.991,13.99036,0.55934,100.0778,0.91736
180.491,14.04054,0.55931,100.08497,0.91673
180.991,14.0907,0.55914,100.09017,0.91611
181.491,14.14089,0.55929,100.09261,0.91548
181.991,14.191,0.55932,100.09513,0.91486
182.491,14.24108,0.55931,100.10071,0.91423
182.991,14.29112,0.55935,100.10238,0.91361
183.491,14.34117,0.55914,100.09658,0.91298
183.991,14.39126,0.55913,100.09276,0.91236
184.491,14.44134,0.55935,100.0937,0.91173
184.991,14.49145,0.55914,100.09536,0.91111
185.491,14.54155,0.55934,100.09588,0.91049
185.991,14.59163,0.55923,100.09442,0.90986
186.491,14.64169,0.55909,100.09079,0.90924
186.991,14.69171,0.5593,100.08845,0.90862
187.491,14.74171,0.55916,100.0882,0.908
187.991,14.79172,0.55928,100.09215,0.90737
188.491,14.84175,0.5594,100.09459,0.90675
188.991,14.89187,0.55938,100.09616,0.90613
189.491,14.94203,0.55933,100.09506,0.90551
189.991,14.9922,0.55936,100.09677,0.90489
190.491,15.04236,0.55929,100.09249,0.90427
190.991,15.09246,0.5593,100.08493,0.90365
191.491,15.14253,0.5596,100.08571,0.90303
191.991,15.1926,0.55977,100.09293,0.90241
192.491,15.24267,0.55948,100.09711,0.90179
192.991,15.29279,0.55978,100.09625,0.90117
193.491,15.34293,0.55982,100.09204,0.90055
193.991,15.39307,0.55971,100.08368,0.89993
194.491,15.44322,0.55965,100.08168,0.89932
194.991,15.49332,0.55988,100.08689,0.8987
195.491,15.54341,0.5598,100.09062,0.89808
195.991,15.59353,0.55997,100.09205,0.89747
196.491,15.64365,0.55989,100.09229,0.89685
196.991,15.69379,0.55982,100.09268,0.89623
197.491,15.74393,0.55999,100.09313,0.89562
197.991,15.79402,0.5601,100.09195,0.895
198.491,15.84409,0.55999,100.08779,0.89439
198.991,15.89417,0.5602,100.08657,0.89377
199.491,15.94425,0.56029,100.08599,0.89316
199.991,15.99436,0.56032,100.08053,0.89254
200.491,16.0445,0.56033,100.07963,0.89193
200.991,16.09468,0.56057,100.08222,0.89131
201.491,16.14488,0.56058,100.08874,0.8907
201.991,16.19513,0.56059,100.09248,0.89009
202.491,16.24542,0.56057,100.09225,0.88947
202.991,16.2957,0.56062,100.09008,0.88886
203.491,16.34599,0.56069,100.09491,0.88825
203.991,16.39622,0.56106,100.10079,0.88764
204.491,16.4464,0.56074,100.10151,0.88703
204.991,16.49657,0.56093,100.09525,0.88641
205.491,16.54672,0.56113,100.09421,0.8858
205.991,16.59687,0.56111,100.09938,0.88519
206.491,16.64708,0.56117,100.10323,0.88458
206.991,16.69732,0.56113,100.10282,0.88397
207.491,16.74759,0.56129,100.09941,0.88336
207.991,16.79788,0.56141,100.09553,0.88275
208.491,16.84818,0.56135,100.0894,0.88215
208.991,16.89843,0.56129,100.08715,0.88154
209.491,16.94864,0.5611,100.09024,0.88093
209.991,16.99882,0.5616,100.09581,0.88032
210.491,17.04895,0.56147,100.09591,0.87971
210.991,17.09914,0.56147,100.09155,0.87911
211.491,17.1494,0.56135,100.08634,0.8785
211.991,17.19969,0.56152,100.0838,0.87789
212.491,17.25003,0.56157,100.08242,0.87729
212.991,17.30036,0.56165,100.07855,0.87668
213.491,17.35063,0.5616,100.08472,0.87608
213.991,17.4009,0.5618,100.08848,0.87547
214.491,17.45118,0.56172,100.0893,0.87487
214.991,17.50145,0.56164,100.0895,0.87426
215.491,17.55182,0.56174,100.08419,0.87366
215.991,17.60221,0.56182,100.08123,0.87305
216.491,17.65259,0.56183,100.08429,0.87245
216.991,17.70292,0.56211,100.08492,0.87185
217.491,17.75316,0.56191,100.0777,0.87124
217.991,17.80335,0.56223,100.08066,0.87064
218.491,17.85351,0.56215,100.08688,0.87004
218.991,17.90369,0.56223,100.09304,0.86944
219.491,17.95394,0.56219,100.09222,0.86884
219.991,18.00424,0.56231,100.09124,0.86824
220.491,18.05458,0.56242,100.08745,0.86764
220.991,18.10493,0.56239,100.08761,0.86704
221.491,18.1552,0.56234,100.08788,0.86644
221.991,18.20545,0.5626,100.09098,0.86584
222.491,18.25566,0.56268,100.08924,0.86524
222.991,18.30589,0.56259,100.08582,0.86464
223.491,18.35617,0.56271,100.08632,0.86404
223.991,18.40645,0.56284,100.08889,0.86344
224.491,18.45676,0.56282,100.093,0.86284
224.991,18.50708,0.56278,100.0937,0.86225
225.491,18.5574,0.56289,100.09368,0.86165
225.991,18.60771,0.56316,100.0937,0.86105
226.491,18.65798,0.56327,100.09286,0.86046
226.991,18.7082,0.56346,100.09036,0.85986
227.491,18.75839,0.5634,100.08255,0.85927
227.991,18.80859,0.56364,100.08634,0.85867
228.491,18.85878,0.56362,100.0922,0.85808
228.991,18.90896,0.56379,100.09795,0.85748
229.491,18.95911,0.5639,100.09703,0.85689
229.991,19.0093,0.56404,100.09801,0.85629
230.491,19.05952,0.56404,100.09813,0.8557
230.991,19.1098,0.56376,100.09014,0.85511
231.491,19.16015,0.5643,100.0893,0.85451
231.991,19.21045,0.56417,100.09204,0.85392
232.491,19.26073,0.56407,100.09765,0.85333
232.991,19.31096,0.56414,100.10362,0.85274
233.491,19.36113,0.56431,100.10466,0.85215
233.991,19.41128,0.56446,100.10553,0.85156
234.491,19.46144,0.56434,100.10691,0.85097
234.991,19.51159,0.56445,100.10767,0.85038
235.491,19.56173,0.56469,100.10398,0.84979
235.991,19.61184,0.56485,100.10106,0.8492
236.491,19.66193,0.5649,100.09712,0.84861
236.991,19.71197,0.56512,100.09407,0.84802
237.491,19.76203,0.56489,100.09147,0.84743
237.991,19.81211,0.56508,100.09236,0.84685
238.491,19.86218,0.56521,100.09343,0.84626
238.991,19.91228,0.56521,100.08934,0.84567
239.491,19.96241,0.56539,100.08528,0.84508
239.991,20.01257,0.5655,100.08235,0.8445
240.491,20.06275,0.56539,100.08386,0.84391
240.991,20.11296,0.56554,100.08512,0.84333
241.491,20.16314,0.56564,100.09026,0.84274
241.991,20.21331,0.56545,100.09573,0.84216
242.491,20.26342,0.56589,100.09684,0.84157
242.991,20.31352,0.56597,100.0924,0.84099
243.491,20.36361,0.56597,100.09686,0.84041
243.991,20.41367,0.56583,100.10013,0.83982
244.491,20.46373,0.56603,100.10055,0.83924
244.991,20.51381,0.56619,100.10055,0.83866
245.491,20.5639,0.56613,100.10055,0.83808
245.991,20.61398,0.56642,100.10055,0.83749
246.491,20.66408,0.56623,100.10055,0.83691
246.991,20.71418,0.56627,100.10055,0.83633
247.491,20.76424,0.56648,100.10058,0.83575
247.991,20.81434,0.56628,100.09456,0.83517
248.491,20.86442,0.56646,100.08982,0.83459
248.991,20.91447,0.5666,100.08959,0.83401
249.491,20.96452,0.56666,100.09316,0.83343
249.991,21.01458,0.56648,100.09706,0.83286
250.491,21.06461,0.56675,100.10317,0.83228
250.991,21.11468,0.56657,100.106,0.8317
251.491,21.16476,0.5668,100.10181,0.83112
251.991,21.21486,0.56679,100.09819,0.83055
252.491,21.26501,0.56663,100.09693,0.82997
252.991,21.31516,0.56681,100.09695,0.82939
253.491,21.36529,0.56658,100.09517,0.82882
253.991,21.41541,0.5667,100.09708,0.82824
254.491,21.46546,0.56686,100.10549,0.82767
254.991,21.51545,0.56668,100.11127,0.82709
255.491,21.56544,0.56678,100.11074,0.82652
255.991,21.61544,0.56697,100.1043,0.82595
256.491,21.66547,0.56721,100.10095,0.82537
256.991,21.71556,0.56695,100.09872,0.8248
257.491,21.76566,0.5672,100.09569,0.82423
257.991,21.81574,0.56705,100.09449,0.82366
258.491,21.86578,0.56706,100.09579,0.82309
258.991,21.91579,0.56703,100.09699,0.82251
259.491,21.96578,0.56692,100.09576,0.82194
259.991,22.01579,0.56719,100.09514,0.82137
260.491,22.06582,0.56699,100.0894,0.8208
260.991,22.11586,0.5669,100.0906,0.82023
261.491,22.1659,0.5671,100.09728,0.81966
261.991,22.21593,0.56694,100.10355,0.8191
262.491,22.26596,0.56694,100.10539,0.81853
262.991,22.31602,0.56707,100.10925,0.81796
263.491,22.36606,0.56713,100.10074,0.81739
263.991,22.41613,0.56712,100.09381,0.81683
264.491,22.46617,0.56702,100.09823,0.81626
264.991,22.5162,0.56736,100.10208,0.81569
265.491,22.56625,0.56724,100.10242,0.81513
265.991,22.61631,0.56739,100.10025,0.81456
266.491,22.66643,0.56719,100.10448,0.814
266.991,22.71656,0.56751,100.10813,0.81343
267.491,22.76664,0.56753,100.10897,0.81287
267.991,22.81669,0.56752,100.10951,0.8123
268.491,22.86669,0.56751,100.11348,0.81174
268.991,22.91669,0.56772,100.11521,0.81118
269.491,22.96671,0.56779,100.11215,0.81062
269.991,23.01677,0.56762,100.10186,0.81005
270.491,23.06683,0.56782,100.09734,0.80949
270.991,23.11691,0.56797,100.09905,0.80893
271.491,23.16698,0.56785,100.10122,0.80837
271.991,23.21702,0.56792,100.10139,0.80781
272.491,23.26705,0.5682,100.09845,0.80725
272.991,23.31709,0.56803,100.10074,0.80669
273.491,23.36713,0.56825,100.10354,0.80613
273.991,23.41715,0.56824,100.11618,0.80557
274.491,23.4672,0.56814,100.11615,0.80501
274.991,23.5172,0.56817,100.11324,0.80446
275.491,23.56721,0.56836,100.11291,0.8039
275.991,23.61725,0.56812,100.11426,0.80334
276.491,23.66731,0.56829,100.11778,0.80279
276.991,23.71737,0.56813,100.11998,0.80223
277.491,23.76745,0.56814,100.13002,0.80167
277.991,23.81749,0.56811,100.1355,0.80112
278.491,23.86754,0.56801,100.12478,0.80056
278.991,23.91762,0.56796,100.12149,0.80001
279.491,23.96769,0.56809,100.11933,0.79946
279.991,24.01779,0.56821,100.11941,0.7989
280.491,24.06785,0.56806,100.12013,0.79835
280.991,24.11788,0.56804,100.11789,0.7978
281.491,24.16791,0.56826,100.11628,0.79724
281.991,24.21791,0.56825,100.11703,0.79669
282.491,24.26794,0.56811,100.11671,0.79614
282.991,24.318,0.56809,100.1169,0.79559
283.491,24.36806,0.56817,100.12384,0.79504
283.991,24.41812,0.56795,100.13066,0.79449
284.491,24.46815,0.56809,100.1321,0.79394
284.991,24.51817,0.56807,100.1288,0.79339
285.491,24.56818,0.56815,100.11757,0.79284
285.991,24.61821,0.56812,100.1159,0.7923
286.491,24.66825,0.56814,100.11558,0.79175
286.991,24.71828,0.56808,100.10989,0.7912
287.491,24.7683,0.56826,100.10992,0.79065
287.991,24.81829,0.56835,100.10597,0.79011
288.491,24.86824,0.56832,100.10252,0.78956
288.991,24.91816,0.5683,100.10193,0.78902
289.491,24.96811,0.56865,100.10192,0.78847
289.991,25.01804,0.56849,100.10143,0.78793
290.491,25.06802,0.56866,100.10006,0.78738
290.991,25.11804,0.56854,100.10044,0.78684
291.491,25.16804,0.5685,100.10656,0.78629
291.991,25.21804,0.56862,100.11096,0.78575
292.491,25.26804,0.56864,100.10695,0.78521
292.991,25.31803,0.5685,100.11097,0.78467
293.491,25.36804,0.56831,100.11655,0.78412
293.991,25.4181,0.56839,100.11581,0.78358
294.491,25.46814,0.56832,100.11286,0.78304
294.991,25.51821,0.5684,100.11687,0.7825
295.491,25.5683,0.56846,100.11994,0.78196
295.991,25.61835,0.56814,100.1209,0.78142
296.491,25.6684,0.5681,100.11649,0.78088
296.991,25.71844,0.56813,100.11366,0.78035
297.491,25.76845,0.56811,100.11478,0.77981
297.991,25.81847,0.56799,100.11538,0.77927
298.491,25.8685,0.56777,100.11508,0.77873
298.991,25.91852,0.56796,100.1151,0.7782
299.491,25.96851,0.56788,100.11537,0.77766
299.991,26.0185,0.56792,100.11635,0.77713
300.491,26.06849,0.56776,100.12086,0.77659
300.991,26.11851,0.56751,100.1202,0.77606
301.491,26.16861,0.56729,100.11726,0.77552
301.991,26.21875,0.56706,100.11917,0.77499
302.491,26.26895,0.5671,100.12164,0.77445
302.991,26.31915,0.56709,100.12035,0.77392
303.491,26.36929,0.567,100.12109,0.77339
303.991,26.41942,0.5668,100.13285,0.77286
304.491,26.46949,0.56673,100.13602,0.77232
304.991,26.51958,0.56675,100.1303,0.77179
305.491,26.56975,0.56679,100.12252,0.77126
305.991,26.61991,0.56655,100.12582,0.77073
306.491,26.67007,0.56661,100.12555,0.7702
306.991,26.72022,0.56621,100.12443,0.76967
307.491,26.77033,0.5663,100.11975,0.76914
