0.000,	11.000,	11163.800,	11908.300
0.000,	12.000,	16145.400,	17330.699
1.000,	11.000,	22759.400,	24024.600
1.000,	12.000,	28288.301,	28910.801
2.000,	11.000,	34950.801,	35802.199
2.000,	12.000,	39906.602,	40558.801
3.000,	11.000,	46989.301,	47882.602
3.000,	12.000,	52013.898,	52717.301
4.000,	11.000,	58846.500,	59909.398
4.000,	12.000,	64072.301,	64771.500
5.000,	11.000,	71059.898,	72029.898
0.000,	11.000
0.000,	12.000
1.000,	11.000
1.000,	11.000
1.000,	11.000
0.000,	11.000
0.000,	11.000,	198054.594,	198849.406
0.000,	12.000,	202292.094,	203627.000
1.000,	11.000,	209460.703,	210793.203
1.000,	12.000,	214707.797,	215330.000
2.000,	11.000,	222200.594,	222864.594
2.000,	12.000,	227651.094,	227700.906
3.000,	11.000,	0.000,	0.000
3.000,	12.000,	238801.906,	239960.203
4.000,	11.000,	245628.797,	246871.797
4.000,	12.000,	250934.500,	252376.203
5.000,	11.000,	257648.000,	259096.594
0.000,	11.000,	17043.000,	18026.000
0.000,	12.000,	21403.900,	22598.199
1.000,	11.000,	28598.801,	30037.500
1.000,	12.000,	33658.500,	34548.602
2.000,	11.000,	40975.801,	42092.301
2.000,	12.000,	46472.000,	46506.398
3.000,	11.000,	53108.301,	53877.801
3.000,	12.000,	0.000,	0.000
4.000,	11.000,	65040.000,	66000.297
4.000,	12.000,	70354.703,	70930.797
5.000,	11.000,	77019.500,	78068.898
5.000,	12.000,	0.000,	0.000
6.000,	11.000,	89168.602,	90167.703
6.000,	12.000,	94468.500,	95037.102
7.000,	11.000,	101096.398,	102124.898
7.000,	12.000,	106240.703,	106769.398
8.000,	11.000,	113086.898,	114097.398
8.000,	12.000,	118238.297,	118834.500
9.000,	11.000,	125119.102,	126106.602
0.000,	11.000,	9743.400,	9787.100
0.000,	12.000,	0.000,	0.000
1.000,	11.000,	20952.000,	21964.500
1.000,	12.000,	26515.699,	26552.900
0.000,	11.000,	44505.000,	45271.199
0.000,	12.000,	49637.000,	50182.199
1.000,	11.000,	56244.602,	57379.102
1.000,	12.000,	61835.102,	62408.898
2.000,	11.000,	68413.797,	69378.297
2.000,	12.000,	73921.297,	73959.703
3.000,	11.000,	80072.398,	81457.297
3.000,	12.000,	85215.102,	86047.797
4.000,	11.000,	92170.898,	93449.203
4.000,	12.000,	95411.203,	98164.898
5.000,	11.000,	104627.703,	105410.102
5.000,	12.000,	109723.000,	110220.500
6.000,	11.000,	116591.898,	117488.500
6.000,	12.000,	121521.297,	122524.297
7.000,	11.000,	128614.398,	129513.797
7.000,	12.000,	131365.000,	134181.703
8.000,	11.000,	140751.203,	141471.594
8.000,	12.000,	146109.797,	146163.594
9.000,	11.000,	152760.703,	153572.203
9.000,	12.000,	157732.500,	158429.594
